outcome,specification,calendar_block_days,term,coefficient,hac_se,block_wild_low,block_wild_high,n,r_squared,design_condition_number,rank
log_size,market_adjusted,14,year_2019,1.955549192584456,0.26358709279402337,1.3931318243194302,2.5150453713790815,1026,0.5340979473619174,280.78419209049343,7
log_size,market_adjusted,14,year_2020,2.322799107226136,0.2848648163386167,1.6909841188083194,2.900517602970214,1026,0.5340979473619174,280.78419209049343,7
log_size,market_adjusted,14,year_2021,2.2484581484188184,0.47770348452987565,1.3596688563225576,3.1658534587986393,1026,0.5340979473619174,280.78419209049343,7
log_size,market_adjusted,14,log_price,0.9232090649816653,0.20422787858198263,0.5238906477601104,1.2681593914467508,1026,0.5340979473619174,280.78419209049343,7
log_size,market_adjusted,14,log_vol,0.03662394431231811,0.21346362154042647,-0.3732867538366894,0.4522213923211304,1026,0.5340979473619174,280.78419209049343,7
log_size,market_adjusted,14,lag_return_30d,-0.7227861771997447,0.27106846622570063,-1.2249913967986614,-0.13803300936008334,1026,0.5340979473619174,280.78419209049343,7
log_size,market_adjusted,28,intercept,3.597473758799212,2.15880305887488,-0.7452372412311705,8.077838117458773,1026,0.5340979473619174,280.78419209049343,7
log_size,market_adjusted,28,year_2019,1.955549192584456,0.29824993953393003,1.365116029979856,2.5226618681119963,1026,0.5340979473619174,280.78419209049343,7
log_size,market_adjusted,28,year_2020,2.322799107226136,0.31650719726051346,1.7125805639681178,2.93539350030087,1026,0.5340979473619174,280.78419209049343,7
log_size,market_adjusted,28,year_2021,2.2484581484188184,0.5542917113343249,1.1878602030433707,3.3761259871860734,1026,0.5340979473619174,280.78419209049343,7
log_size,market_adjusted,28,log_price,0.9232090649816653,0.24235469048128658,0.41954906632053596,1.423062249413941,1026,0.5340979473619174,280.78419209049343,7
log_size,market_adjusted,28,log_vol,0.03662394431231811,0.2296813437372702,-0.3824039106202555,0.4666432783980388,1026,0.5340979473619174,280.78419209049343,7
log_size,market_adjusted,28,lag_return_30d,-0.7227861771997447,0.28507989703946446,-1.30367558742788,-0.1525256709667874,1026,0.5340979473619174,280.78419209049343,7
log_size,capital_and_market,7,intercept,-0.6096816422189715,0.9953361075725852,-2.509346628498318,1.1557240503532045,1026,0.5913636483592083,556.1846283696987,8
log_size,capital_and_market,7,year_2019,0.27637455299993563,0.16375139121266125,0.008631938260900815,0.5543045951999713,1026,0.5913636483592083,556.1846283696987,8
log_size,capital_and_market,7,year_2020,-0.10894534898902197,0.22183314119682174,-0.48046449846780503,0.26570095017687445,1026,0.5913636483592083,556.1846283696987,8
log_size,capital_and_market,7,year_2021,-0.9440375374863227,0.3272514816828026,-1.4959013952117552,-0.37727050400501694,1026,0.5913636483592083,556.1846283696987,8
log_size,capital_and_market,7,log_capital,0.5931410493477425,0.04385870107281676,0.523696654271813,0.6584181752386146,1026,0.5913636483592083,556.1846283696987,8
log_size,capital_and_market,7,log_price,0.6490061395747864,0.10624807936895027,0.4480919026145437,0.8616709045151415,1026,0.5913636483592083,556.1846283696987,8
