date,gross_btc_contracts_btc,gross_alt_contracts_btc,fee_credit_btc,funding_credit_btc,unrealised_change_btc,wallet_btc_fx_usd,prior_unrealised_fx_usd,gross_btc_contracts_usd,gross_alt_contracts_usd,fee_credit_usd,funding_credit_usd,unrealised_change_usd,flow_usd_eod,reference_gain_usd,decomposition_complete,residual_usd
2018-03-25,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,True,0.0
2018-03-26,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,True,0.0
2018-03-27,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,True,0.0
2018-03-28,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,True,0.0
2018-03-29,0.13667037,0.0,-0.30274968,-0.00470825,0.0,-0.0,-0.0,971.5310032204155,0.0,-2152.117538973954,-33.46892853156482,0.0,7108.5708132671,-1214.055464285103,True,4.547473508864641e-13
2018-03-30,1.80609886,0.0,-0.57376649,0.00143337,-0.1404085067839853,-229.2123512422311,-0.0,12339.536640058575,0.0,-3920.0581889480854,9.792997507213286,-959.2918485297641,3842.9595730221904,7240.767248845708,True,9.094947017729282e-13
2018-03-31,0.58769602,0.0,-0.5697439,0.01429112,0.23873862543208224,236.63856516290357,-12.65533190701112,4068.1971675099785,0.0,-3943.927542994231,98.92715268778782,1652.6159216766905,-1392.7629969367629,2099.795932136116,True,-2.7284841053187847e-12
2018-04-01,1.18795426,0.0,-1.52197693,0.02124379,-0.10225484218089109,-289.26902016809896,-11.579002513401099,8083.464317652716,0.0,-10356.329885921386,144.55389758584442,-695.7956176498269,0.0,-3124.9553110141514,True,1.3642420526593924e-12
2018-04-02,-0.02322906,0.0,-0.74750301,-0.03529458,-0.15172109529527855,490.34421098053565,-0.8977205786764019,-163.37600946662747,0.0,-5257.382728276242,-248.23594395126796,-1067.0938514622856,0.0,-6246.642042754564,True,9.094947017729282e-13
2018-04-03,-0.55398644,0.0,-0.35800168,-0.01251062,0.17146337579440607,518.4125784823326,-60.31912162864237,-4111.022859525373,0.0,-2656.659051489577,-92.83881534507474,1272.3955074824446,2222.529754388662,-5130.031762023891,True,-9.094947017729282e-13
2018-04-04,0.37058424,0.0,-0.20096756,0.0013929,0.02616642760643728,-456.3104368014242,-10.127300211633512,2512.7625973126787,0.0,-1362.6693030475112,9.444619182393808,177.422603278395,0.0,870.5227797128982,True,-2.2737367544323206e-13
2018-04-05,0.38302776,0.0,-0.21429796,0.0,-0.02839565235664432,15.799838415309473,0.7506322981563829,2603.984586369055,0.0,-1456.8880979549165,0.0,-193.04564519447865,0.0,970.6013139331253,True,-3.410605131648481e-13
2018-04-06,0.24952149,0.0,-0.03685845,-0.00794674,-0.01358833221612632,-197.78501802994901,-2.5536588987849695,1649.4599007545594,0.0,-243.65250175031773,-52.531863975813415,-89.82556616118195,0.0,1063.1112919385132,True,9.094947017729282e-13
2018-04-07,0.04779,0.0,-0.05011618,0.0,-0.0398457940857857,346.94591964571345,0.0,329.1043760643104,0.0,-345.12354362056226,0.0,-274.3968445572189,0.0,56.52990753224185,True,-8.526512829121202e-13
2018-04-08,0.04674824,0.0,-0.02317119,-0.00081433,0.039845794085785924,155.0047338767868,-4.922016757873389,327.70498028404825,0.0,-162.42995163257348,-5.708450127634944,279.31886131509384,0.0,588.9681569578461,True,-9.094947017729282e-13
2018-04-09,0.38098093,0.0,-0.03314545,0.00238743,0.005054336435256879,-348.91434244403104,-6.064111003072357e-14,2566.6276933167965,0.0,-223.29734424619943,16.083860034294418,34.05052285968855,0.0,2044.550389520551,True,2.2737367544323206e-12
2018-04-10,0.07279067,0.0,-0.01735801,0.0,-0.005054336435257101,129.94154838075633,0.4034664071709688,496.19351521859073,0.0,-118.32466989381263,0.0,-34.45398926686101,0.0,473.75987084584267,True,-1.7621459846850485e-12
2018-04-11,0.0063,0.0,-0.00194443,0.0,0.0,215.5687683250853,0.0,43.752150899736996,0.0,-13.503649964123111,0.0,0.0,0.0,245.81726926070223,True,3.0127011996228248e-12
2018-04-12,0.03521373,0.0,-0.07224997,0.00094491,-0.0008533912816071076,1619.329386257728,0.0,278.34095214445176,0.0,-571.0876252588997,7.468880720412575,-6.74548654386503,0.0,1327.3061073198242,True,-3.410605131648481e-12
