date,reference_equity_usd,reference_equity_btc,cash_flow_sat,orders,median_order_usd,lag_equity_usd,lag_price_usd,lag_rv30_ann,lag_return_30d,lagged_regime,year,peak_btc_gross_face_usd,peak_all_contract_reference_usd,btc_short_hours,peak_to_prior_equity,log_orders,log_size,log_capital,log_price,log_vol,year_2019,year_2020,year_2021
2018-03-16,12346.572692829868,1.47388247,0,100,40000.0,6455.224107812697,8268.58912244302,1.0737498276601811,-0.0299599718661603,range_30d_within10pct,2018,150000,150000.0,9.710102509444445,23.236993401740524,4.61512051684126,10.596634733096073,8.772645021161834,9.020219171582447,0.07115703381357351,0.0,0.0,0.0
2018-03-17,11833.66600352662,1.5014176099999998,0,20,70000.0,12346.572692829868,8376.90449824664,1.005243363586294,-0.1151750145805177,down_30d_lt_minus10pct,2018,140000,140000.0,0.0671953677777777,11.339179178145804,3.044522437723423,11.156250521031495,9.421133788791161,9.033233733616893,0.00522966501895984,0.0,0.0,0.0
2018-03-18,12295.133910746385,1.50141761,0,0,,11833.66600352662,7881.66192051432,0.9918826410102312,-0.2201573094552429,down_30d_lt_minus10pct,2018,0,0.0,0.0,0.0,0.0,,9.378703799374316,8.972294064233452,-0.008150484129138734,0.0,0.0,0.0
2018-03-19,22666.73347936518,2.6551121,0,63,70000.0,12295.133910746385,8189.01671917008,1.003653453763967,-0.1963134394189241,down_30d_lt_minus10pct,2018,280000,280000.0,6.021506732777778,22.773237122311457,4.1588830833596715,11.156250521031495,9.416958846070964,9.0105491109301,0.003646796112451591,0.0,0.0,0.0
2018-03-20,15493.083500312683,1.7416672845772267,116503238,62,90000.0,22666.73347936518,8537.0156233197,0.9649188349980145,-0.229900335172929,down_30d_lt_minus10pct,2018,900000,900000.0,8.247065536944444,39.705765315470856,4.143134726391533,11.407564949312402,10.028653643104843,9.05216676708005,-0.035711289990843186,0.0,0.0,0.0
2018-03-21,20338.88123837362,2.2905192118787667,0,101,50000.0,15493.083500312683,8895.54717913501,0.9625537929680306,-0.1489218427723149,down_30d_lt_minus10pct,2018,500000,500000.0,23.93863610416667,32.27246532234264,4.624972813284271,10.819778284410283,9.648148977532706,9.093306113568822,-0.03816532558396461,0.0,0.0,0.0
2018-03-22,0.0,0.0,-196801713,66,100000.0,20338.88123837362,8879.5942565751,0.9299730920595644,-0.2028628520939422,down_30d_lt_minus10pct,2018,613532,613532.0,7.713196825555554,30.165474335060356,4.204692619390966,11.512925464970229,9.920289665060016,9.091511143115184,-0.07259962652269618,0.0,0.0,0.0
2018-03-23,0.0,0.0,0,0,,0.0,8710.66493512566,0.928730490289876,-0.225438612926032,down_30d_lt_minus10pct,2018,0,0.0,0.0,,0.0,,,9.07230340850853,-0.073936689588167,0.0,0.0,0.0
2018-03-24,0.0,0.0,0,0,,0.0,8771.74632349503,0.9007170483347903,-0.1613099271299127,down_30d_lt_minus10pct,2018,0,0.0,0.0,,0.0,,,9.079291190229403,-0.10456411249903705,0.0,0.0,0.0
2018-03-25,0.0,0.0,0,0,,0.0,8610.9885163647,0.8829510354901822,-0.1282800199618445,down_30d_lt_minus10pct,2018,0,0.0,0.0,,0.0,,,9.060794401094613,-0.12448553236172057,0.0,0.0,0.0
2018-03-26,0.0,0.0,0,0,,0.0,8440.61092255991,0.8764892086339877,-0.1691547978420101,down_30d_lt_minus10pct,2018,0,0.0,0.0,,0.0,,,9.040809969159957,-0.1318308865802818,0.0,0.0,0.0
2018-03-27,0.0,0.0,0,0,,0.0,8171.18435447107,0.8690215568745222,-0.1564446913280142,down_30d_lt_minus10pct,2018,0,0.0,0.0,,0.0,,,9.008369141175356,-0.1403873474944769,0.0,0.0,0.0
2018-03-28,0.0,0.0,0,0,,0.0,7837.26531940386,0.8780591144338512,-0.1838925676011039,down_30d_lt_minus10pct,2018,0,0.0,0.0,,0.0,,,8.966645241195113,-0.13004135910112394,0.0,0.0,0.0
2018-03-29,5894.515348981997,0.82921244,100000000,107,50000.0,0.0,7933.64272969024,0.835139444545505,-0.2306670505620942,down_30d_lt_minus10pct,2018,270000,270000.0,0.7278958038888889,,4.68213122712422,10.819778284410283,,8.978867569771781,-0.18015656861844373,0.0,0.0,0.0
2018-03-30,16978.242170849895,2.4850514832160147,56248181,175,50000.0,5894.515348981997,7108.5708132671,0.8921918757191512,-0.332785880925123,down_30d_lt_minus10pct,2018,250000,250000.0,12.0948865275,42.41230791657466,5.170483995038151,10.819778284410283,8.681777595678575,8.86905649179966,-0.11407406222592212,0.0,0.0,0.0
2018-03-31,17685.27510604925,2.554833348648097,-20120000,117,70000.0,16978.242170849895,6832.14906633548,0.8942930444214598,-0.3371366530486021,down_30d_lt_minus10pct,2018,350000,350000.0,3.9939324547222217,20.61461937449086,4.770684624465665,11.156250521031495,9.739687930999336,8.829394554073394,-0.11172176733948323,0.0,0.0,0.0
2018-04-01,14560.319795035097,2.1397996264672057,0,231,90000.0,17685.27510604925,6922.2812969024,0.8620079968656584,-0.3663021586417367,down_30d_lt_minus10pct,2018,580000,580000.0,7.740774315555554,32.79564476786742,5.44673737166631,11.407564949312402,9.7804876574162,8.842500661465857,-0.14849073125514375,0.0,0.0,0.0
2018-04-02,8313.677752280533,1.1820518811719274,0,98,100000.0,14560.319795035097,6804.52487931035,0.8578541332115996,-0.382196408387454,down_30d_lt_minus10pct,2018,510000,510000.0,16.486217945277776,35.02670320289972,4.59511985013459,11.512925464970229,9.586055285454192,8.825343093296187,-0.15332120185904646,0.0,0.0,0.0
2018-04-03,5406.175744645304,0.7285165169663333,29950000,110,50000.0,8313.677752280533,7033.25960958504,0.8551352637069456,-0.3844340764394004,down_30d_lt_minus10pct,2018,270000,270000.0,15.118664122777782,32.47660157695384,4.709530201312334,10.819778284410283,9.025657359412687,8.858405548691591,-0.15649561939215978,0.0,0.0,0.0
2018-04-04,6276.698524358202,0.9256925245727706,0,63,50000.0,5406.175744645304,7420.80051548802,0.8870134238082719,-0.3526066168856967,down_30d_lt_minus10pct,2018,100000,100000.0,4.762413651944445,18.49736388963081,4.1588830833596715,10.819778284410283,8.595297235491351,8.9120422165265,-0.11989516284313782,0.0,0.0,0.0
2018-04-05,7247.299838291327,1.0660266722161262,0,59,50000.0,6276.698524358202,6780.54360140269,0.9215951535349391,-0.4124649510526402,down_30d_lt_minus10pct,2018,120000,120000.0,5.453260999722223,19.118331003840925,4.0943445622221,10.819778284410283,8.744599408545067,8.82181255491846,-0.08164924780548864,0.0,0.0,0.0
2018-04-06,8310.41113022984,1.25715464,0,16,20000.0,7247.299838291327,6798.42261659848,0.8980257143998778,-0.3632668180255257,down_30d_lt_minus10pct,2018,50000,50000.0,18.76350420527778,6.899121205917753,2.833213344056216,9.903487552536127,8.888384242379423,8.824445896108143,-0.10755657590074319,0.0,0.0,0.0
2018-04-07,8366.941037762082,1.2149826659142142,0,15,50000.0,8310.41113022984,6610.49234979544,0.8729382726557741,-0.3324815128796511,down_30d_lt_minus10pct,2018,100000,100000.0,0.7361244036111111,12.03309901675518,2.772588722239781,10.819778284410283,9.025264360780904,8.796413415668708,-0.13589043279501042,0.0,0.0,0.0
2018-04-08,8955.909194719929,1.2775911800000002,0,11,20000.0,8366.941037762082,6886.46947194623,0.8765066831590641,-0.2619379894764261,down_30d_lt_minus10pct,2018,40000,40000.0,0.0,4.780719718170603,2.4849066497880004,9.903487552536127,9.032043629272094,8.837313819318624,-0.1318109498249719,0.0,0.0,0.0
2018-04-09,11000.45958424048,1.632868426435257,0,24,20000.0,8955.909194719929,7009.99610432496,0.8818041821065186,-0.2444609888893369,down_30d_lt_minus10pct,2018,50000,50000.0,7.092004839166665,5.58290609170961,3.2188758248682006,9.903487552536127,9.10006883862302,8.855092424297377,-0.1257852633767378,0.0,0.0,0.0
2018-04-10,11474.219455086322,1.68324675,0,5,50000.0,11000.45958424048,6736.89282378726,0.873797488275346,-0.2332730329786551,down_30d_lt_minus10pct,2018,50000,50000.0,0.0808446930555555,4.545264642545589,1.791759469228055,10.819778284410283,9.30569233129323,8.815354092237897,-0.13490663695354496,0.0,0.0,0.0
2018-04-11,11720.036724347025,1.68760232,0,2,30000.0,11474.219455086322,6816.71861542957,0.8177533517851977,-0.283471566669413,down_30d_lt_minus10pct,2018,30000,30000.0,1.5153688013888889,2.6145569306417196,1.0986122886681098,10.308952660644293,9.34785801127195,8.827133493619213,-0.20119451378244096,0.0,0.0,0.0
2018-04-12,13047.342831666849,1.650657598718393,0,55,50000.0,11720.036724347025,6944.78585710111,0.8176271321981237,-0.2408319601571198,down_30d_lt_minus10pct,2018,180000,180000.0,0.7789019380555555,15.358313649825922,4.02535169073515,10.819778284410283,9.369055196602803,8.845746420602351,-0.20134887490948244,0.0,0.0,0.0
2018-04-13,18798.26319434637,2.373798411712713,0,150,60000.0,13047.342831666849,7904.33027527762,0.9497502785759444,-0.1371329916498643,down_30d_lt_minus10pct,2018,250000,250000.0,9.700593877222223,19.16098957660803,5.017279836814924,11.002099841204238,9.476339777586947,8.975166024394479,-0.051556193599420735,0.0,0.0,0.0
2018-04-14,12669.24860526516,1.5823866172080707,0,75,70000.0,18798.26319434637,7919.06469462303,0.8738369123342209,-0.0368593839048628,range_30d_within10pct,2018,1500000,1500000.0,1.5380703905555555,79.7946057299128,4.330733340286331,11.156250521031495,9.841519761270995,8.977028383721558,-0.1348615198983212,0.0,0.0,0.0
2018-04-15,13708.682103122295,1.643279382375536,0,59,150000.0,12669.24860526516,8006.41794330801,0.8745640230047056,-0.031706881942339,range_30d_within10pct,2018,550000,550000.0,3.8268107775,43.41220360704168,4.0943445622221,11.918390573078392,9.446932966526198,8.98799874195063,-0.13402977622019108,0.0,0.0,0.0
2018-04-16,27391.09397273078,3.4038964568515846,43400664,108,197500.0,13708.682103122295,8342.27110140269,0.8856699401981506,-0.0041343907944992,range_30d_within10pct,2018,600000,600000.0,8.013151998055555,43.76788341042234,4.6913478822291435,12.193493863323313,9.525784641248972,9.029090772598847,-0.12141092577590452,0.0,0.0,0.0
2018-04-17,27512.060862443104,3.48795320143981,0,5,200000.0,27391.09397273078,8046.98213354763,0.8682416049903671,0.0209752986997597,range_30d_within10pct,2018,600000,600000.0,3.2372575302777777,21.904930142524805,1.791759469228055,12.206072645530174,10.21797320204845,8.993052409881164,-0.14128525628996447,0.0,0.0,0.0
2018-04-18,31823.34539477988,3.89856538,-100120000,30,200000.0,27512.060862443104,7887.73795791935,0.8602579974786123,-0.0367905905657087,range_30d_within10pct,2018,600000,600000.0,1.7447486225,21.808617064345913,3.4339872044851463,12.206072645530174,10.222379764324074,8.973064675385753,-0.15052293765655253,0.0,0.0,0.0
2018-04-19,18258.90205007001,2.207055987636278,0,51,200000.0,31823.34539477988,8162.83486177674,0.8560274302018557,-0.0438303943735147,range_30d_within10pct,2018,1062098,1062098.0,10.692954184444446,33.37480666549345,3.9512437185814275,12.206072645530174,10.367955431336568,9.007346797156897,-0.155452858725477,0.0,0.0,0.0
2018-04-20,21396.00650405519,2.420499322794342,0,54,100000.0,18258.90205007001,8272.96731589714,0.8440237693861413,-0.0699878097098023,range_30d_within10pct,2018,700000,700000.0,6.444993837499999,38.3374639986809,4.007333185232471,11.512925464970229,9.812408023648386,9.020748528487001,-0.16957462200295528,0.0,0.0,0.0
2018-04-21,26700.590399593624,3.01240677,0,38,100000.0,21396.00650405519,8839.5011320865,0.877357387000367,-0.0045151978041014,range_30d_within10pct,2018,500000,500000.0,3.4398943783333333,23.36884688762994,3.6635616461296463,11.512925464970229,9.970959571635726,9.086985721017397,-0.13084085878714094,0.0,0.0,0.0
2018-04-22,26816.572415800874,3.04700569,0,15,200000.0,26700.590399593624,8863.54082904734,0.874692460674007,0.0175504275575117,range_30d_within10pct,2018,200000,200000.0,1.7405521302777778,7.490471072244303,2.772588722239781,12.206072645530174,10.192440956488197,9.089701605868157,-0.13388292792123602,0.0,0.0,0.0
2018-04-23,27875.00211056088,3.12122655,0,0,,26816.572415800874,8800.95908708358,0.874772306178329,0.0033303247165623,range_30d_within10pct,2018,0,36150.679110723,0.0,0.0,0.0,,10.196775349108613,9.082615981696216,-0.1337916479984958,0.0,0.0,0.0
2018-04-24,27515.88454730264,2.850733018311174,-100120000,47,200000.0,27875.00211056088,8930.78463354763,0.8735365661035771,0.0371381423369889,range_30d_within10pct,2018,600000,600000.0,9.496174468333331,21.5246620473862,3.871201010907891,12.206072645530174,10.235485584477605,9.097259534909602,-0.1352052886888034,0.0,0.0,0.0
2018-04-25,29808.024398765945,3.36604306,-50160000,76,200000.0,27515.88454730264,9652.21378872005,0.9093968236493484,0.1435444516133055,up_30d_gt10pct,2018,700000,700000.0,0.130914545,25.439850890369446,4.343805421853684,12.206072645530174,10.222518736798413,9.174942576180522,-0.09497373039549212,0.0,0.0,0.0
2018-04-26,39468.23848552863,4.26005393,0,23,100000.0,29808.024398765945,8855.50893658679,0.954986132913968,0.0837485182599355,range_30d_within10pct,2018,400000,400000.0,0.0692960111111111,13.41920533373423,3.1780538303479458,11.512925464970229,10.30253291137183,9.088795023052837,-0.04605845911576439,0.0,0.0,0.0
2018-04-27,33496.3185661746,3.72954959,-100120000,13,200000.0,39468.23848552863,9264.72742694331,0.9522291651651548,0.1821377801266053,up_30d_gt10pct,2018,400000,400000.0,0.0,10.134731504337683,2.6390573296152584,12.206072645530174,10.583251538462314,9.133969718636754,-0.04894955344781568,0.0,0.0,0.0
2018-04-28,35477.163239893634,3.79766956,0,17,200000.0,33496.3185661746,8981.33079018118,0.9603639305174788,0.1320563700921588,up_30d_gt10pct,2018,400000,400000.0,0.88156731,11.941610813432188,2.8903717578961645,12.206072645530174,10.419190818227392,9.102903345214148,-0.04044297206929966,0.0,0.0,0.0
2018-04-29,38876.90601844521,4.13716248,0,83,4.0,35477.163239893634,9341.82468468732,0.8747350731861453,0.3141635541214813,up_30d_gt10pct,2018,200000,199999.99999999997,0.0105633105555555,5.637429313263199,4.430816798843313,1.3862943611198906,10.476644479447268,9.142256874528366,-0.1338342119712215,0.0,0.0,0.0
2018-04-30,38180.740946278296,4.13716248,0,0,,38876.90601844521,9396.99762974869,0.857021904625985,0.3754087533088477,up_30d_gt10pct,2018,0,0.0,0.0,0.0,0.0,,10.568155677693014,9.148145516148139,-0.15429180105407436,0.0,0.0,0.0
2018-05-01,37380.75848213858,4.12037733,0,6,200000.0,38180.740946278296,9228.7264836353,0.8627654748545333,0.3331914852644018,up_30d_gt10pct,2018,200000,200000.0,0.0513117183333333,5.238243026278807,1.9459101490553132,12.206072645530174,10.550086503751418,9.130076342206543,-0.1476123805035881,0.0,0.0,0.0
2018-05-02,38436.93432599949,4.17605403,0,4,200000.0,37380.75848213858,9072.16875745178,0.8627468211882073,0.3332552850289907,up_30d_gt10pct,2018,200000,200000.0,0.0816437058333333,5.350346224129314,1.6094379124341003,12.206072645530174,10.528911371925645,9.112966627806399,-0.14763400152172795,0.0,0.0,0.0
2018-05-03,,,0,37,200000.0,38436.93432599949,9204.12764056108,0.8588056205397063,0.3086574577764123,up_30d_gt10pct,2018,1000000,,2.3693967219444443,26.016643042303727,3.6375861597263857,12.206072645530174,10.556774107718617,9.127407319003586,-0.15221266835558026,0.0,0.0,0.0
2018-05-04,39965.94386966049,4.12162686,0,4,200000.0,,9750.70014640561,0.8615690055976508,0.3139687727833185,up_30d_gt10pct,2018,200000,,0.1164332233333333,,1.6094379124341003,12.206072645530174,,9.18509437130144,-0.1490001268630833,0.0,0.0,0.0
2018-05-05,40375.15234804971,4.12162702,0,7,1.0,39965.94386966049,9696.64290999416,0.7860115465221937,0.4300686611598834,up_30d_gt10pct,2018,4,4.0,0.0,0.00010008521287636938,2.0794415416798357,0.0,10.595782967187976,9.179535012834721,-0.24078379642903225,0.0,0.0,0.0
2018-05-06,40632.263204218514,4.23469469,0,8,200000.0,40375.15234804971,9795.92577206312,0.7853290938620646,0.4409115650071793,up_30d_gt10pct,2018,200000,200000.0,0.0267181580555555,4.953541680187885,2.1972245773362196,12.206072645530174,10.605969833844147,9.189721840671272,-0.24165242120140745,0.0,0.0,0.0
2018-05-07,43290.19751825897,4.63516754,0,17,200000.0,40632.263204218514,9595.08681940386,0.7810168075041768,0.4514935214622519,up_30d_gt10pct,2018,800000,800000.0,0.0,19.68878760159593,2.8903717578961645,12.206072645530174,10.612317690217004,9.169006456801474,-0.24715860888210986,0.0,0.0,0.0
2018-05-08,42700.87669731977,4.63516754,0,0,,43290.19751825897,9339.5108471654,0.7857474960757718,0.3562117548349341,up_30d_gt10pct,2018,0,0.0,0.0,0.0,0.0,,10.675681503101963,9.142009158027603,-0.2411197899773431,0.0,0.0,0.0
2018-05-09,47118.051676274925,5.07025044,0,0,,42700.87669731977,9212.36963471654,0.7895690647381547,0.3141761418430435,up_30d_gt10pct,2018,0,339406.5765585017,0.0,0.0,0.0,,10.661974730559102,9.128302385484744,-0.23626797002681926,0.0,0.0,0.0
2018-05-10,45822.54304006997,5.07025044,0,0,,47118.051676274925,9293.04227352425,0.7696798516444402,0.3794255774281425,up_30d_gt10pct,2018,0,0.0,0.0,0.0,0.0,,10.760411469344017,9.137021256511186,-0.2617806276788084,0.0,0.0,0.0
2018-05-11,57486.55487598197,6.82757757,0,38,200000.0,45822.54304006997,9037.53050905903,0.7813374814436093,0.3257889930505091,up_30d_gt10pct,2018,800000,800000.0,0.0,17.4586556512246,3.6635616461296463,12.206072645530174,10.732531455123645,9.109141242290814,-0.246748107952578,0.0,0.0,0.0
2018-05-12,48827.287506166496,5.7540161,-200120000,54,200000.0,57486.55487598197,8419.75858737581,0.8288732065572413,0.212385631555007,up_30d_gt10pct,2018,1400000,1400000.0,0.3228316986111111,24.353520627915096,4.007333185232471,12.206072645530174,10.959306371199563,9.038336435492303,-0.18768808300258985,0.0,0.0,0.0
2018-05-13,50542.4666843805,5.81226274,0,7,130848.0,48827.287506166496,8485.77526680304,0.7003099828206726,0.0735603107759814,range_30d_within10pct,2018,200000,200000.0,0.2931022266666667,4.096070255279726,2.0794415416798357,11.781791623164368,10.796044605772162,9.046146542593192,-0.3562322093591908,0.0,0.0,0.0
2018-05-14,51068.695684388375,5.88954663,0,6,160083.0,50542.4666843805,8695.83309380479,0.7045257958824588,0.098088401741329,range_30d_within10pct,2018,200166,200166.0,0.0657732819444444,3.960352810834591,1.9459101490553132,11.983447709711697,10.830569186327766,9.070599235172137,-0.35023033244084584,0.0,0.0,0.0
2018-05-15,50724.22692810475,5.97566655,0,4,140488.0,51068.695684388375,8671.07417475161,0.7042366239184218,0.0830154303897086,range_30d_within10pct,2018,167453,167453.0,0.0106581833333333,3.2789754615015583,1.6094379124341003,11.852877354855691,10.840926979554204,9.067747957688583,-0.3506408657771045,0.0,0.0,0.0
2018-05-16,57162.770111802405,6.86412627,0,31,200000.0,50724.22692810475,8488.463421391,0.6949391172714939,0.0175242830413084,range_30d_within10pct,2018,800000,800000.0,0.3437330733333333,15.77155628480844,3.4657359027997265,12.206072645530174,10.834158924126518,9.04646327604555,-0.36393103830275103,0.0,0.0,0.0
2018-05-17,55568.77834677256,6.90251118,0,2,179505.0,57162.770111802405,8327.75620134424,0.6861670869128929,0.034891846798823,range_30d_within10pct,2018,179505,179505.0,0.0,3.140243197607696,1.0986122886681098,12.097958341675726,10.953658093287356,9.027349335291877,-0.3766341139854453,0.0,0.0,0.0
2018-05-18,57120.92173609006,6.93797181,0,0,,55568.77834677256,8050.51623933372,0.6932125511000298,0.0206368774270624,range_30d_within10pct,2018,0,47860.5461454044,0.0,0.0,0.0,,10.925376781990071,8.993491497466204,-0.3664186152745495,0.0,0.0,0.0
2018-05-19,57625.66971731861,7.00234391,0,4,146351.0,57120.92173609006,8233.08645528931,0.6871862861137901,0.0086062740092331,range_30d_within10pct,2018,200000,200000.0,0.0,3.5013440596081327,1.6094379124341003,11.893763125031432,10.95292573371958,9.01591624831086,-0.37514986469022027,0.0,0.0,0.0
2018-05-20,59443.63434402986,6.9839619,0,9,200000.0,57625.66971731861,8229.48293571011,0.6855552477324574,-0.0052562011339597,range_30d_within10pct,2018,338442,338442.0,0.4322684144444444,5.873111786122736,2.302585092994046,12.206072645530174,10.961723402223928,9.015478464930737,-0.37752618843164676,0.0,0.0,0.0
2018-05-21,59270.13793507155,7.05712556,0,7,200000.0,59443.63434402986,8511.44883021625,0.6545700997383735,-0.0371120832463557,range_30d_within10pct,2018,200000,200000.0,0.2496249733333333,3.3645318326685847,2.0794415416798357,12.206072645530174,10.992783820591622,9.049167457395662,-0.42377659510712323,0.0,0.0,0.0
2018-05-22,48011.52588414901,5.995799788038706,0,21,200000.0,59270.13793507155,8398.62312653419,0.6557382066276704,-0.0524528189670583,range_30d_within10pct,2018,400000,400000.0,0.06514002,6.748761078271601,3.091042453358316,12.206072645530174,10.989860882011698,9.035823057888283,-0.4219936449524704,0.0,0.0,0.0
2018-05-23,28066.977554627283,3.731880250000001,0,58,300000.0,48011.52588414901,8007.52653214495,0.6748732884130294,-0.0901529648175599,range_30d_within10pct,2018,1200000,1200000.0,0.0747019688888889,24.993998376464425,4.07753744390572,12.611537753638338,10.779196383651652,8.98813719488962,-0.3932303266009611,0.0,0.0,0.0
2018-05-24,44988.52630752064,5.938589800856751,345955101,62,300000.0,28066.977554627283,7520.86767913501,0.7025628232826894,-0.1578715658550764,down_30d_lt_minus10pct,2018,900000,900000.0,0.897522568888889,32.066153124194194,4.143134726391533,12.611537753638338,10.242348988269155,8.925436793151492,-0.35302045361228385,0.0,0.0,0.0
2018-05-25,44029.1854409628,5.929556613870373,0,25,235796.0,44988.52630752064,7575.62448597312,0.6372350477671925,-0.2151412461640367,down_30d_lt_minus10pct,2018,600000,600000.0,0.3623909555555555,13.336733812943306,3.258096538021482,12.370722303413112,10.714162765297853,8.932691067372039,-0.45061669968546886,0.0,0.0,0.0
2018-05-26,49843.22016063091,6.8033248,0,9,200000.0,44029.1854409628,7425.37567445938,0.5738617376685355,-0.1614964506691165,down_30d_lt_minus10pct,2018,600001,600001.0,0.0,13.627347269563286,2.302585092994046,12.206072645530174,10.692607998486979,8.912658558277757,-0.5553667868195712,0.0,0.0,0.0
2018-05-27,49924.11072627968,6.8033248,0,0,,49843.22016063091,7326.30318644068,0.5438750943689273,-0.2092262568745823,down_30d_lt_minus10pct,2018,0,0.0,0.0,0.0,0.0,,10.816637761338706,8.899226327472963,-0.6090356644291455,0.0,0.0,0.0
2018-05-28,45570.54631417871,6.40861693,0,8,300000.0,49924.11072627968,7338.19304441847,0.53821579407618,-0.1829503649458126,down_30d_lt_minus10pct,2018,600000,600000.0,0.1599473041666666,12.018241111787384,2.1972245773362196,12.611537753638338,10.818259345932681,8.900847912066938,-0.6194956950103327,0.0,0.0,0.0
2018-05-29,54155.79105052902,7.26568987,0,34,222056.0,45570.54631417871,7110.82388164816,0.5182080029143146,-0.238818526181091,down_30d_lt_minus10pct,2018,300000,300000.0,0.9390630347222224,6.58319955024675,3.5553480614894135,12.31068488129642,10.727016872647308,8.869373392546597,-0.6573785672946563,0.0,0.0,0.0
2018-05-30,55333.719322185694,7.503213900694684,0,10,162884.0,54155.79105052902,7453.63372501461,0.5520194177892533,-0.2068068952770453,down_30d_lt_minus10pct,2018,314308,314308.0,0.0,5.80377451613145,2.3978952727983707,12.000793569999532,10.899620191319077,8.916456940787164,-0.5941720561692989,0.0,0.0,0.0
2018-05-31,57676.04559432568,7.711998437670067,0,8,228944.0,55333.719322185694,7374.6690490941,0.5508747109340622,-0.2009006809150623,down_30d_lt_minus10pct,2018,299999,299999.0,0.0310165086111111,5.421630855016778,2.1972245773362196,12.341232711146516,10.921137754348392,8.905806305502017,-0.5962478805597431,0.0,0.0,0.0
2018-06-01,61351.41999095752,8.158611721628182,0,14,68073.0,57676.04559432568,7478.74186703682,0.5547075901092761,-0.175639026677732,down_30d_lt_minus10pct,2018,299999,299999.0,23.356625031111115,5.20144883215632,2.70805020110221,11.12833593774938,10.962597211951325,8.919819857227377,-0.5893141687456322,0.0,0.0,0.0
