event,kind,center,horizon_days,metric,before_mean,after_mean,before_observations,after_observations,change
2021-03-13,loss,2021-03-13,1,median_order_usd,5000000.0,5000000.0,1,1,0.0
2021-03-13,loss,2021-03-13,1,peak_btc_gross_face_usd,60000790.0,15003371.0,1,1,-44997419.0
2021-03-13,loss,2021-03-13,1,peak_to_prior_equity,1.7638455607559462,0.40741071057042205,1,1,-1.3564348501855241
2021-03-13,loss,2021-03-13,1,btc_short_hours,24.0,24.0,1,1,0.0
2021-03-13,loss,2021-03-13,7,orders,1.5714285714285714,6.142857142857143,7,7,4.571428571428572
2021-03-13,loss,2021-03-13,7,median_order_usd,6250000.0,7104746.583333333,4,6,854746.583333333
2021-03-13,loss,2021-03-13,7,peak_btc_gross_face_usd,47143647.14285714,36437907.28571428,7,7,-10705739.857142858
2021-03-13,loss,2021-03-13,7,peak_to_prior_equity,1.300612605534533,1.0014561090661096,7,7,-0.29915649646842346
2021-03-13,loss,2021-03-13,7,btc_short_hours,24.0,24.0,7,7,0.0
2021-03-13,loss,2021-03-13,30,orders,8.8,2.8333333333333335,30,30,-5.966666666666667
2021-03-13,loss,2021-03-13,30,median_order_usd,5490000.0,8165278.972222222,22,18,2675278.972222222
2021-03-13,loss,2021-03-13,30,peak_btc_gross_face_usd,32080245.433333334,44855767.9,30,30,12775522.466666665
2021-03-13,loss,2021-03-13,30,peak_to_prior_equity,0.9943957218258027,1.2271238482184492,30,30,0.2327281263926465
2021-03-13,loss,2021-03-13,30,btc_short_hours,18.462251321999997,24.0,30,30,5.537748678000003
2021-03-13,matched_control,2021-08-08,1,orders,9.0,38.0,1,1,29.0
2021-03-13,matched_control,2021-08-08,1,median_order_usd,5000000.0,5000000.0,1,1,0.0
2021-03-13,matched_control,2021-08-08,1,peak_btc_gross_face_usd,60249100.0,109092400.0,1,1,48843300.0
2021-03-13,matched_control,2021-08-08,1,peak_to_prior_equity,1.238940032226638,1.8405718629315997,1,1,0.6016318307049617
2021-03-13,matched_control,2021-08-08,1,btc_short_hours,0.0,14.111615293055555,1,1,14.111615293055555
2021-03-13,matched_control,2021-08-08,7,orders,5.0,10.714285714285714,7,7,5.7142857142857135
2021-03-13,matched_control,2021-08-08,7,median_order_usd,5972700.0,5383266.666666667,6,6,-589433.333333333
2021-03-13,matched_control,2021-08-08,7,peak_btc_gross_face_usd,77918857.14285715,96705728.57142857,7,7,18786871.428571418
2021-03-13,matched_control,2021-08-08,7,peak_to_prior_equity,1.7940477584032546,1.5645689865335881,7,7,-0.22947877186966648
2021-03-13,matched_control,2021-08-08,7,btc_short_hours,2.320772987063492,20.510981764246033,7,7,18.19020877718254
2021-03-13,matched_control,2021-08-08,30,orders,5.1,6.766666666666667,30,30,1.666666666666667
2021-03-13,matched_control,2021-08-08,30,median_order_usd,6627525.0,6728956.521739131,22,23,101431.52173913084
2021-03-13,matched_control,2021-08-08,30,peak_btc_gross_face_usd,73531033.33333333,79292263.33333333,30,30,5761230.0
2021-03-13,matched_control,2021-08-08,30,peak_to_prior_equity,1.866043738256749,1.272449378791673,30,30,-0.5935943594650759
2021-03-13,matched_control,2021-08-08,30,btc_short_hours,3.5924807686851854,7.2199834345740745,30,30,3.627502665888889
2021-05-20,loss,2021-05-20,1,orders,25.0,5.0,1,1,-20.0
2021-05-20,loss,2021-05-20,1,median_order_usd,5000000.0,5000000.0,1,1,0.0
2021-05-20,loss,2021-05-20,1,peak_btc_gross_face_usd,29721673.0,10130409.0,1,1,-19591264.0
2021-05-20,loss,2021-05-20,1,peak_to_prior_equity,1.0916149002024107,0.6468560712252194,1,1,-0.4447588289771913
2021-05-20,loss,2021-05-20,1,btc_short_hours,24.0,14.629004634444446,1,1,-9.370995365555554
2021-05-20,loss,2021-05-20,7,orders,12.285714285714286,2.857142857142857,7,7,-9.428571428571429
2021-05-20,loss,2021-05-20,7,median_order_usd,4641000.0,5772007.8,5,5,1131007.7999999998
2021-05-20,loss,2021-05-20,7,peak_btc_gross_face_usd,21765016.42857143,16088224.142857144,7,7,-5676792.285714285
2021-05-20,loss,2021-05-20,7,peak_to_prior_equity,0.872906237540701,0.7368711537009102,7,7,-0.1360350838397908
2021-05-20,loss,2021-05-20,7,btc_short_hours,16.91111423984127,8.600591977142857,7,7,-8.310522262698415
2021-05-20,loss,2021-05-20,30,orders,8.566666666666666,11.133333333333333,30,30,2.5666666666666664
2021-05-20,loss,2021-05-20,30,median_order_usd,5871391.090909091,5641159.0,22,27,-230232.09090909082
2021-05-20,loss,2021-05-20,30,peak_btc_gross_face_usd,35386416.3,45268128.833333336,30,30,9881712.533333339
2021-05-20,loss,2021-05-20,30,peak_to_prior_equity,1.0574503603642447,1.139863653788224,30,30,0.0824132934239794
2021-05-20,loss,2021-05-20,30,btc_short_hours,16.248216718416664,14.734309391203704,30,30,-1.5139073272129604
2021-10-13,loss,2021-10-13,1,orders,0.0,0.0,1,1,0.0
2021-10-13,loss,2021-10-13,1,median_order_usd,,,0,0,
2021-10-13,loss,2021-10-13,1,peak_btc_gross_face_usd,30011600.0,30006500.0,1,1,-5100.0
2021-10-13,loss,2021-10-13,1,peak_to_prior_equity,0.529228821414416,0.5303287740977071,1,1,0.0010999526832911055
2021-10-13,loss,2021-10-13,1,btc_short_hours,24.0,24.0,1,1,0.0
2021-10-13,loss,2021-10-13,7,orders,0.0,0.2857142857142857,7,7,0.2857142857142857
2021-10-13,loss,2021-10-13,7,median_order_usd,,10000000.0,0,2,
2021-10-13,loss,2021-10-13,7,peak_btc_gross_face_usd,30011600.0,38577928.571428575,7,7,8566328.571428575
2021-10-13,loss,2021-10-13,7,peak_to_prior_equity,0.5496970770737798,0.7031641181232394,7,7,0.15346704104945963
2021-10-13,loss,2021-10-13,7,btc_short_hours,24.0,24.0,7,7,0.0
2021-10-13,loss,2021-10-13,30,orders,3.6666666666666665,1.3,30,30,-2.3666666666666663
2021-10-13,loss,2021-10-13,30,median_order_usd,9393925.0,7511000.0,14,10,-1882925.0
2021-10-13,loss,2021-10-13,30,peak_btc_gross_face_usd,41728050.0,23992730.0,30,30,-17735320.0
2021-10-13,loss,2021-10-13,30,peak_to_prior_equity,0.7951767107911969,0.47850216552298175,30,30,-0.31667454526821515
2021-10-13,loss,2021-10-13,30,btc_short_hours,19.225481141027778,14.656927045351853,30,30,-4.568554095675925
