date,asset,gross_sat,fee_sat,funding_credit_sat
2019-04-09,btc,159999516,-16853251,-1603
2019-04-10,btc,16494655,-5418543,-1467
2019-04-11,btc,739134727,11145898,-4618523
2019-04-11,xrp,40200000,-1958077,0
2019-04-12,btc,396241996,-26298697,-3131222
2019-04-13,btc,28184092,-7877584,-2883683
2019-04-14,btc,192071632,-18132808,3199012
2019-04-15,btc,-329597213,-7552642,824685
2019-04-16,btc,57555918,-3960880,2771856
2019-04-17,btc,380515814,38752625,-3065151
2019-04-18,btc,62314323,33478111,6062110
2019-04-19,btc,80116143,5151443,1507107
2019-04-20,btc,-55278635,-7537201,-1010021
2019-04-21,btc,785146078,-11950864,-5607119
2019-04-22,btc,561402623,30864484,-4368609
2019-04-22,eth,2614050,-441642,0
2019-04-23,btc,1033582727,21462670,-47340605
2019-04-24,btc,1281535379,-619942,-8088640
2019-04-25,btc,1589071334,147839371,5996131
2019-04-26,btc,-1204668527,114710771,-16453401
2019-04-27,btc,73671723,35303657,-23921717
2019-04-28,btc,24607611,-2860938,-41952606
2019-04-29,btc,149316595,8120230,5221691
2019-04-30,btc,-728272538,66696905,-47739236
2019-05-01,btc,112353303,-5564698,-18931340
2019-05-02,btc,-646809608,42260849,-76969210
2019-05-03,btc,-54262073,-42638031,-56749130
2019-05-04,btc,529996201,-8843493,-2514779
2019-05-05,btc,713532895,11916769,-564
2019-05-06,btc,1812408624,-51733835,-27116949
2019-05-06,eth,16347945,-4346565,0
2019-05-07,btc,402518150,-361174,-11011259
2019-05-08,btc,373655597,-898086,-12973955
2019-05-09,btc,-519094212,123047306,-25644678
2019-05-10,btc,-3172570,17299193,-15279
2019-05-11,btc,-253219776,82592478,20396105
2019-05-12,btc,2939922704,-28640240,6867235
2019-05-13,ada,-4627538,1842427,0
2019-05-13,btc,-3151913136,95814942,-1788697
2019-05-14,btc,1542356632,-29316103,-7776146
2019-05-15,btc,410439011,-10787564,8586510
2019-05-16,btc,1009350538,4607126,-1593
2019-05-17,btc,121348416,-28239751,-9585
2019-05-18,btc,5237181,-33664384,-953
2019-05-19,btc,677438118,-61951655,6000196
2019-05-20,btc,507976499,-27964906,3950
2019-05-21,btc,-79918080,5573652,8416051
2019-05-22,btc,666960783,-27853798,15677165
2019-05-23,btc,70785608,-46394553,1798461
2019-05-23,eth,-88920410,9206006,0
2019-05-24,btc,-27702755,8662912,794
2019-05-25,btc,0,0,-18305
2019-05-26,btc,744188,8600,-15297
2019-05-27,btc,141685551,10063624,10765
2019-05-28,btc,0,-25470,165481
2019-05-29,btc,-218091562,-14194472,23921634
2019-05-30,btc,-270630112,22161057,15802753
2019-05-31,btc,227732986,-82968,10881062
2019-06-01,btc,-270116047,-4100585,11691704
2019-06-02,btc,-824508113,-8130095,7907
2019-06-03,btc,261997726,-858566,4542227
2019-06-04,btc,1000291390,-21511166,1441118
2019-06-05,btc,0,0,2265845
2019-06-06,btc,0,0,-4991255
2019-06-07,btc,0,0,1283288
2019-06-08,btc,0,0,-4247287
2019-06-09,btc,0,0,361710
2019-06-10,btc,650795379,3800335,-1236761
2019-06-11,btc,0,0,5328402
2019-06-12,btc,-164118783,802751,17916
2019-06-13,btc,0,11928735,3422895
2019-06-14,btc,-143799626,-3257049,586
2019-06-15,btc,263811889,-44212,-7075829
2019-06-16,btc,752530169,-19283709,-32468058
2019-06-17,btc,484605353,38860922,-450
2019-06-18,btc,196212680,979358,7743
2019-06-19,btc,109665247,3913373,8621014
2019-06-20,btc,-248996834,5751327,37000443
2019-06-21,btc,-1254183905,-7386629,9036048
2019-06-22,btc,28329441,-9268281,63196226
2019-06-23,btc,0,0,117997929
2019-06-24,btc,386187838,2366017,22236
2019-06-25,btc,-21444173,-7941598,-8908
2019-06-26,btc,1420738192,12428681,-2899722
2019-06-27,btc,679555025,58444209,-23195999
2019-06-28,btc,-766443493,26060854,10319174
2019-06-29,btc,939806056,5922181,7113020
2019-06-30,btc,0,0,4907
2019-07-01,btc,-1574260202,47569624,-4127373
2019-07-02,btc,655460983,-27154059,3562
2019-07-03,btc,-79653858,41313014,1852
2019-07-04,btc,0,10487309,2881271
2019-07-05,btc,1091065331,4189102,2770326
2019-07-06,btc,0,0,4440715
2019-07-07,btc,96834297,-3797370,5555498
2019-07-08,btc,64975530,22481553,5023
2019-07-09,btc,-144493252,15173344,36652201
2019-07-09,trx,0,-3412471,0
2019-07-10,btc,0,0,19951
2019-07-11,btc,0,22145060,5178551
2019-07-11,trx,-620273876,9097155,0
2019-07-12,btc,381612662,15005289,7006079
2019-07-13,btc,0,0,5277705
2019-07-14,btc,2520683609,-4906978,-1036500
2019-07-15,btc,-54213623,-25560252,-4228419
2019-07-16,btc,1676774508,20515796,-2019814
2019-07-17,btc,417363478,96554478,-195047
2019-07-18,btc,969297572,61698536,-7314374
2019-07-19,btc,-302524577,129137023,126580
2019-07-20,btc,0,0,5667891
2019-07-21,btc,340699754,28116789,6097203
2019-07-22,btc,410014266,-4721449,69
2019-07-23,btc,0,0,-1754
2019-07-24,btc,240862357,7594396,2058238
2019-07-25,btc,0,29994334,4008431
2019-07-26,btc,948509167,24214185,3675715
2019-07-27,btc,-1650595582,16538518,1266
2019-07-28,btc,0,15744694,-4564756
2019-07-29,btc,-124421665,42188338,5050746
2019-07-30,btc,0,0,1286
2019-07-31,btc,0,-5165493,6115247
2019-08-01,btc,-965917347,14842142,-2000560
2019-08-02,btc,-17650265,-2318622,-955848
2019-08-03,btc,291983901,3294630,-1644
2019-08-04,btc,0,0,-1643
2019-08-05,btc,292985222,40010394,3187317
2019-08-06,btc,675505801,36336291,17655981
2019-08-07,btc,942064076,7196492,-17972589
2019-08-08,btc,-196027576,75597365,-21425928
2019-08-09,btc,197934360,59704545,-63269858
2019-08-10,btc,0,0,-8418
2019-08-11,btc,0,0,-1517
2019-08-12,btc,0,0,-1628
2019-08-13,btc,0,0,-3494
2019-08-14,btc,627037105,34758592,-1421
2019-08-15,btc,-169849670,5991886,4224424
2019-08-16,btc,472406189,88867263,-11484558
2019-08-17,btc,192527783,8384076,2126768
2019-08-18,btc,-444119814,5873688,-489395
2019-08-19,btc,-616673073,19542652,1923000
2019-08-20,btc,300725916,18910881,7459584
2019-08-21,btc,974493197,78294899,1249
2019-08-22,btc,179241912,10029826,1966265
2019-08-23,btc,184144606,19932976,1923458
2019-08-24,btc,491740499,-5014996,1930443
2019-08-25,btc,402040314,-5884452,3538153
2019-08-26,btc,917208823,80905623,-1992
2019-08-27,btc,-185199165,-5378402,-10566328
2019-08-28,btc,31669106,78191813,-3969100
2019-08-29,btc,143252073,45321276,-7473940
2019-08-30,btc,0,0,-9874124
2019-08-31,btc,0,0,-2355809
2019-09-01,btc,-431894074,14640660,2077522
2019-09-02,btc,0,0,560
2019-09-03,btc,261466668,-18731237,6117248
2019-09-04,btc,146094795,-9535284,-426
2019-09-05,btc,100797428,-1496330,-2829288
2019-09-05,eth,0,-4360000,-7263556
2019-09-06,btc,76662573,38702176,7419280
2019-09-06,eth,252947025,-988285,-5016186
2019-09-07,btc,939945862,9668982,6571925
2019-09-08,btc,-178379678,24284636,-4018244
2019-09-09,btc,-978130330,32988376,5278006
2019-09-09,eth,232420000,-8921765,0
2019-09-10,btc,-50715019,9121781,7226071
2019-09-11,btc,139998053,-18419511,1986463
2019-09-12,btc,-200359248,-4567498,1536
2019-09-13,btc,0,0,1720
2019-09-14,btc,0,0,2522
2019-09-15,btc,0,0,2060
2019-09-16,btc,0,0,3062
2019-09-17,btc,0,0,2282
2019-09-18,btc,0,0,2453
2019-09-19,btc,-172608202,5407703,1510
2019-09-20,btc,-48096826,4930022,-1972100
2019-09-21,btc,0,0,-1717
2019-09-22,btc,0,0,-1737
2019-09-23,btc,258191965,17819307,2018883
2019-09-24,btc,-1093798,13088,-1186
2019-09-25,btc,389400966,-3808029,-4361499
2019-09-26,btc,2426295890,37282795,12021428
2019-09-27,btc,0,0,7501737
2019-09-28,btc,-516337774,36900048,-5657564
2019-09-29,btc,287635379,24700361,4514802
2019-09-30,btc,-514276699,-21848317,-9010567
2019-10-01,btc,-60492168,-11789506,-4109402
2019-10-02,btc,0,0,-2508
2019-10-03,btc,0,0,340
2019-10-04,btc,0,0,-724
2019-10-05,btc,0,0,-1164
2019-10-06,btc,805971970,13042246,1371
2019-10-07,btc,0,18082474,1241289
2019-10-08,btc,239622774,12153850,6294494
2019-10-09,btc,-1015801870,-12385253,4904018
2019-10-10,btc,56022779,-4060097,-1185180
2019-10-11,btc,0,0,-1772
2019-10-12,btc,0,0,-1709
2019-10-13,btc,295536709,27146365,6966152
2019-10-14,btc,332098496,29957347,-5994896
2019-10-15,btc,0,0,-7264205
2019-10-16,btc,-334724716,18365499,-1851
2019-10-17,btc,-151237,17372753,2479543
2019-10-18,btc,479262702,-6313011,717582
2019-10-19,btc,0,0,1788
2019-10-20,btc,73831352,-12088457,1037
2019-10-21,btc,0,0,1835
2019-10-22,btc,0,17164505,4862835
2019-10-23,btc,2628879678,20103069,5024185
2019-10-24,btc,181677246,13133496,-14893935
2019-10-25,btc,-4551832370,-27159223,-8405610
2019-10-26,btc,0,-5440482,-8947053
2019-10-27,btc,1035498714,-14816732,-2182961
2019-10-28,btc,83295130,-33621288,-9617228
2019-10-29,btc,194796327,-10586963,-18830703
2019-10-30,btc,-806083263,5269530,-4350221
2019-10-31,btc,0,0,-1627
2019-11-01,btc,0,0,-1629
2019-11-02,btc,69045,450584,-534
2019-11-03,btc,0,0,1637
2019-11-04,btc,0,0,2139
2019-11-05,btc,0,0,3749
2019-11-06,btc,0,0,3624
2019-11-07,btc,-145622095,9509397,12456665
2019-11-08,btc,1514911143,12004811,12063603
2019-11-09,btc,0,0,1745
2019-11-10,btc,0,0,1729
2019-11-11,btc,74176087,-11392413,2293540
2019-11-12,btc,0,0,1756
2019-11-13,btc,109508529,-1788134,-594
2019-11-14,btc,-99370367,9704688,629
2019-11-15,btc,214259137,-11644548,-4587905
2019-11-16,btc,23946713,-11804988,631
2019-11-17,btc,0,0,1804
2019-11-18,btc,-140008609,-11825005,-2322
2019-11-19,btc,474476001,10302951,12366970
2019-11-20,btc,102740356,-24713309,4929407
2019-11-21,btc,1345648574,3839015,1413
2019-11-22,btc,2068940049,-47111171,8109209
2019-11-23,btc,-137006964,-59375045,-13184663
2019-11-24,btc,1229822154,7352413,-1887881
2019-11-25,btc,1146050297,-38785657,-2076
2019-11-26,btc,131679555,-25811721,5166509
2019-11-27,btc,381912881,-23492274,2643562
2019-11-28,btc,1350809955,-46769275,3055751
2019-11-29,btc,-451000400,59289325,-13900332
2019-11-30,btc,863274988,16728777,2320787
2019-12-01,btc,733159164,32547367,193
2019-12-02,btc,1436809,19295546,-5078374
2019-12-03,btc,452181255,-8250188,-1100
2019-12-04,btc,1093506093,-10439339,-3372575
2019-12-05,btc,-1008484126,-403384,-1298
2019-12-06,btc,-287313432,10845259,3945836
2019-12-07,btc,0,0,2607
2019-12-08,btc,0,0,1636
2019-12-09,btc,328158250,120966055,10130889
2019-12-10,btc,3087056935,41114327,20398603
2019-12-11,btc,406479680,101142827,6695728
2019-12-12,btc,0,0,686
2019-12-13,btc,69623677,51982483,3806
2019-12-14,btc,0,0,-1364
2019-12-15,btc,0,0,-3545
2019-12-16,btc,136923205,48481143,3544136
2019-12-17,btc,1124860928,55536875,275
2019-12-18,btc,51607336,116543355,-25995783
2019-12-19,btc,352870719,-44612020,-5560782
2019-12-20,btc,73139791,73164392,-5029507
2019-12-21,btc,128980298,26248321,1290934
2019-12-22,btc,62538963,26298132,-3329323
2019-12-23,btc,0,-8411836,-3364905
2019-12-24,btc,322765475,15203381,-5267758
2019-12-25,btc,-66863421,-12711960,-5323848
2019-12-26,btc,-19982963,-17358287,3485851
2019-12-27,btc,129061724,17472161,1732
2019-12-28,btc,0,0,-1044
2019-12-29,btc,0,0,-1035
2019-12-30,btc,0,25636345,-10299296
2019-12-31,btc,-158210864,8465293,-3462309
2020-01-01,btc,-113673281,17173421,-3473309
2020-01-02,btc,1148774142,-9700956,5644888
2020-01-03,btc,606036505,16502528,-4805950
2020-01-04,btc,164448020,-8518733,-13656293
2020-01-05,btc,1199499744,4154690,-1331295
2020-01-06,btc,0,14943126,3981780
2020-01-07,btc,-597199240,34751263,5569939
2020-01-08,btc,2435042732,-55985482,8925859
2020-01-09,btc,894022738,6184221,-14184
2020-01-10,btc,906409385,-5097708,-1860148
2020-01-11,btc,476313387,-18465693,-3707962
2020-01-12,btc,-43562539,13921226,-1856064
2020-01-13,btc,0,0,-1316
2020-01-14,btc,142457210,-12172196,-806
2020-01-14,eth,0,-313103,0
2020-01-15,btc,-36094023,-7747259,-3122
2020-01-15,eth,0,-3783582,-35153900
2020-01-16,btc,93675012,-10637239,3878
2020-01-16,eth,65628615,11952710,-20233575
2020-01-17,btc,459089143,6636399,18544179
2020-01-18,btc,237065639,9865232,10438454
2020-01-19,btc,2378950872,-33570837,7166259
2020-01-20,btc,1773549234,46735,3466847
2020-01-21,btc,23759470,22741918,14562535
2020-01-22,btc,403764325,25936897,23761903
2020-01-23,btc,2089884292,-6969726,7008371
2020-01-24,btc,-414421773,32959866,575
2020-01-25,btc,0,0,986
2020-01-26,btc,0,0,969
2020-01-27,btc,-1017762435,16585965,6915035
2020-01-28,btc,613395887,11793738,-27440020
2020-01-29,btc,1333493225,16112281,-4562
2020-01-30,btc,-82771946,9000285,2544642
2020-01-31,btc,314425382,6556451,15394598
2020-02-01,btc,20069958,-4545552,20014032
2020-02-02,btc,74396451,510150,39859505
2020-02-03,btc,143393385,33847061,51379524
2020-02-04,btc,383708739,23114655,6710205
2020-02-05,btc,556054780,56040874,5434
2020-02-06,btc,53033972,18351673,-37194466
2020-02-07,btc,31479207,-3374385,16544339
2020-02-08,btc,-212810086,29676407,32417594
2020-02-09,btc,-909676392,89801965,50982963
2020-02-10,btc,953113805,-17485285,31237536
2020-02-11,btc,418773512,-27378449,-41913907
2020-02-12,btc,554259120,22361482,-12347211
2020-02-12,eth,0,-3424996,0
2020-02-13,btc,-545069371,43942483,49139569
2020-02-13,eth,155000000,-3386243,0
2020-02-14,btc,341203062,10644070,51996906
2020-02-15,btc,872215722,-25608667,17990835
2020-02-16,btc,-341284382,43974196,16006919
2020-02-17,btc,76155542,43351469,41466379
2020-02-18,btc,-1271686860,87938358,44451157
2020-02-19,btc,0,-3698153,17832467
2020-02-20,btc,0,33898181,26314640
2020-02-21,btc,3089052,-3887974,29360845
2020-02-22,btc,0,0,27912448
2020-02-23,btc,0,0,27390433
2020-02-24,btc,-479393202,-38837445,17489643
2020-02-25,btc,85565189,282376,6261942
2020-02-26,btc,1008700190,52565237,62648785
2020-02-27,btc,-2392757486,-30572698,30237658
2020-02-28,btc,3613491959,31769940,20627578
2020-02-29,btc,67219450,-4267139,17452296
2020-03-01,btc,882724358,21121436,12210950
2020-03-02,btc,-327169915,8513637,33064014
2020-03-03,btc,0,0,15302522
2020-03-04,btc,-143811624,8422175,17148746
2020-03-05,btc,-3023912058,-20467451,13302496
2020-03-06,btc,-144326917,-11551298,16489082
2020-03-07,btc,0,0,9955100
2020-03-08,btc,2295878724,-81298797,12284451
2020-03-09,btc,790978736,-7360396,2041
2020-03-10,btc,272577279,-49314153,-1651593
2020-03-11,btc,1975988951,-17939192,3901995
2020-03-12,btc,2898675532,41595614,-84177309
2020-03-13,btc,18531866403,133062893,-480382171
2020-03-14,btc,327005759,-9533606,-613695062
2020-03-15,btc,-7551427726,-38574973,-217407615
2020-03-16,btc,7863070018,38401567,-3164455
2020-03-17,btc,-23450759,-41898755,-166527629
2020-03-18,btc,-2614970644,67557232,-110538890
2020-03-19,btc,-1944537475,-95705162,-46368032
2020-03-20,btc,-5259752628,-17118241,-64080090
2020-03-21,btc,2469130678,-77504541,-91756
2020-03-22,btc,4352065662,-5478085,-88728435
2020-03-23,btc,3432287097,-5669116,24805356
2020-03-24,btc,-2630559518,2493265,-6107365
2020-03-25,btc,145357035,-14939461,-45008361
2020-03-26,btc,30729534,-4609495,-39067887
2020-03-27,btc,-1005806418,-5093421,-54182216
2020-03-28,btc,3871214960,15875000,-160032765
2020-03-29,btc,1370273822,-8154981,-66058356
2020-03-30,btc,4831335866,50301735,-955
2020-03-31,btc,962812170,89390774,5618665
2020-04-01,btc,0,31898400,-40209907
2020-04-02,btc,-10909290599,117201572,-17354639
2020-04-03,btc,0,0,-42935240
2020-04-04,btc,0,0,-89572603
2020-04-05,btc,0,0,4345962
2020-04-06,btc,-2952908236,38747364,4734503
2020-04-07,btc,189730933,32215633,5763502
2020-04-08,btc,-262470387,3859524,6973639
2020-04-09,btc,-74753600,16748393,-38910001
2020-04-10,btc,3506553110,7205743,-142391543
2020-04-11,btc,0,0,-127192803
2020-04-12,btc,2393887577,88887937,-61088819
2020-04-13,btc,903061912,64790495,-158705436
2020-04-14,btc,-92404775,31730601,-26439356
2020-04-15,btc,54734841,31109095,-9229693
2020-04-16,btc,-543047248,66274028,8080979
2020-04-17,btc,0,0,-3068
2020-04-18,btc,0,0,1206
2020-04-19,btc,0,0,594
2020-04-20,btc,1189683747,72010477,4119884
2020-04-21,btc,620189441,31814083,-46853051
2020-04-22,btc,-208351413,60300235,3638
2020-04-23,btc,0,0,518
2020-04-24,btc,0,0,1708
2020-04-25,btc,-133444959,87450424,1538
2020-04-26,btc,-524442110,67561590,5843456
2020-04-27,btc,912418030,71446851,-5902693
2020-04-28,btc,25386,9682,2374
2020-04-29,btc,540635564,134511627,4577563
2020-04-30,btc,1802908456,-34735224,17741030
2020-05-01,btc,2001001490,10181618,-16099868
2020-05-02,btc,1024671454,749495,-13565780
2020-05-03,btc,130496144,9412760,-2141
2020-05-04,btc,605631527,29833357,-1000890
2020-05-05,btc,0,-1540433,-4576039
2020-05-06,btc,550547394,62355404,-601625
2020-05-07,btc,-1190037798,23027509,5582
2020-05-08,btc,0,0,-2882
2020-05-09,btc,-24449036,-5897367,4128019
2020-05-10,btc,4881781905,-45941367,79964
2020-05-11,btc,-2878023577,-6009299,-897823
2020-05-12,btc,298095882,8593884,1160458
2020-05-13,btc,0,0,-719
2020-05-14,btc,-2398187975,75192457,17858366
2020-05-15,btc,605906219,-10548463,1580
2020-05-16,btc,0,0,1595
2020-05-17,btc,0,0,1558
2020-05-18,btc,0,0,2575
2020-05-19,btc,-955475946,10246990,527
2020-05-20,btc,0,10316530,8665249
2020-05-21,btc,3727346774,34488535,13506499
2020-05-22,btc,418506633,-562274,13696541
2020-05-23,btc,13259704,-12285497,-3587839
2020-05-24,btc,670223760,2221624,18104120
2020-05-25,btc,1472003443,-10182754,-20965098
2020-05-26,btc,446854331,8633101,7837646
2020-05-27,btc,-802591050,16563422,-5556351
2020-05-28,btc,0,11347061,9632137
2020-05-29,btc,-1612988494,4619659,152
2020-05-30,btc,0,0,151
2020-05-31,btc,0,0,150
2020-06-01,btc,0,0,150
2020-06-02,btc,-4284922160,58276708,-37767098
2020-06-03,btc,-146594124,34362809,27
2020-06-04,btc,0,0,27
2020-06-05,btc,0,34315444,9271827
2020-06-06,btc,758232058,28886240,9330777
2020-06-07,btc,-613052797,55194966,26337627
2020-06-08,btc,0,0,100750
2020-06-09,btc,0,0,13897377
2020-06-10,btc,0,0,13801977
2020-06-11,btc,-1290984190,41457154,9436058
2020-06-12,btc,68644181,25979565,-19390605
2020-06-13,btc,0,-7957032,30409325
2020-06-14,btc,0,0,10773795
2020-06-15,btc,3796480926,62089603,7423253
2020-06-16,btc,666961422,-6437006,-2038375
2020-06-17,btc,0,23465729,-3222374
2020-06-18,btc,4092717,15534049,-6368779
2020-06-19,btc,0,35184843,-19326686
2020-06-20,btc,0,0,-19331485
2020-06-21,btc,-19942410,36982633,-12820283
2020-06-22,btc,60409,19223968,371
2020-06-23,btc,0,23327960,17265559
2020-06-24,btc,1895197336,33769322,26302056
2020-06-25,btc,1365045584,24901944,22581627
2020-06-26,btc,1221977719,-14517853,28215612
2020-06-27,btc,1670809011,57696852,14753130
2020-06-28,btc,24745,16428,-11
2020-06-29,btc,70698232,-2633621,-103280
2020-06-30,btc,31335,34938029,-666
2020-07-01,btc,-1024202952,65150943,-241632
2020-07-02,btc,1124165434,16752374,31124889
2020-07-03,btc,0,16121670,8806159
2020-07-04,btc,0,0,18018511
2020-07-05,btc,373014927,127486726,9591897
2020-07-06,btc,-1195055598,33648743,4504704
2020-07-07,btc,0,0,-9713458
2020-07-08,btc,0,0,-9625541
2020-07-08,eth,0,-4692379,-19761677
2020-07-09,btc,-763313194,52848567,-9701445
2020-07-09,eth,0,0,-41113492
2020-07-10,btc,0,0,-1872
2020-07-10,eth,0,0,-27041120
2020-07-11,btc,0,0,-1866
2020-07-11,eth,0,0,-16823089
2020-07-12,btc,0,0,-1862
2020-07-12,eth,0,0,-6979504
2020-07-13,btc,0,0,-1858
2020-07-13,eth,0,0,-20358789
2020-07-14,btc,-142632,8168,299
2020-07-14,eth,50516450,14115011,0
2020-07-15,btc,0,0,1387
2020-07-16,btc,0,0,1400
2020-07-17,btc,0,0,1399
2020-07-18,btc,0,0,1029
2020-07-19,btc,0,0,1397
2020-07-20,btc,0,0,1394
2020-07-21,btc,376743370,-11303778,-6413000
2020-07-22,btc,-270195935,35920491,-3204845
2020-07-23,btc,1142938318,7062176,-1418
2020-07-24,btc,0,23665470,-6274414
2020-07-25,btc,426009637,-7781999,-3129806
2020-07-26,btc,0,0,-3407
2020-07-27,btc,568719,-8972839,49977824
2020-07-28,btc,591871582,-20614525,213557496
2020-07-29,btc,243135290,-33035750,149954183
2020-07-30,btc,430911444,48390715,25531844
2020-07-31,btc,1468598609,8941844,-59603802
2020-08-01,btc,1378258664,62350930,10088438
2020-08-02,btc,4539759776,90768777,3500
2020-08-03,btc,632790343,14186852,-10851
2020-08-04,btc,-31916201,27519519,-38561041
2020-08-05,btc,3030935302,80728972,-10773417
2020-08-06,btc,1225918771,136900756,20337428
2020-08-07,btc,1726336503,134580240,21552361
2020-08-08,btc,0,28000768,-10238241
2020-08-09,btc,0,0,-30791435
2020-08-10,btc,0,0,-66512488
2020-08-11,btc,-2210683428,143781784,-20354163
2020-08-12,btc,1445874725,189689375,21943168
2020-08-13,btc,1149237731,44080829,17844993
2020-08-14,btc,0,0,4414
2020-08-15,btc,0,0,5084
2020-08-16,btc,0,0,5472
2020-08-17,btc,-327281,32396830,5808
2020-08-18,btc,-1155304338,154534637,-32494655
2020-08-19,btc,2947756475,95742013,11398485
2020-08-20,btc,1482669550,75211566,-20400101
2020-08-21,btc,361300037,6725615,-19217867
2020-08-22,btc,-438900330,21174421,-22486167
2020-08-23,btc,0,18140689,-20130823
2020-08-24,btc,1172688045,15974228,-14083400
2020-08-25,btc,2270219998,83045656,6455689
2020-08-26,btc,-1742499064,37677807,16807974
2020-08-27,btc,-2230870244,-12925339,15881058
2020-08-28,btc,-103389,26201,2297
2020-08-29,btc,57005,5037833,-724848
2020-08-30,btc,99106234,3570512,10318242
2020-08-31,btc,0,79926,41012692
2020-09-01,btc,-1002904922,80571103,88877070
2020-09-02,btc,9384872489,58113945,73786649
2020-09-03,btc,6599818912,92028033,23588078
2020-09-04,btc,1628898412,-14246195,-39380699
2020-09-05,btc,6552468619,-1339739,3216574
2020-09-06,btc,-130074613,-38129224,8498887
2020-09-07,btc,578534557,149244893,-11287346
2020-09-08,btc,-3769462273,37427028,60095035
2020-09-09,btc,-182288382,11655716,4901378
2020-09-10,btc,-2222714540,38656796,8672084
2020-09-11,btc,0,0,240
2020-09-12,btc,0,0,2274
2020-09-13,btc,1687267,84078173,17105071
2020-09-14,btc,-889473419,-27773629,-98606623
2020-09-15,btc,0,0,10282995
2020-09-16,btc,-6225101915,11098918,-944098
2020-09-17,btc,-2062679878,-13129788,26622559
2020-09-18,btc,0,-6844466,15436680
2020-09-19,btc,0,0,-3695571
2020-09-20,btc,0,11912143,-5875577
2020-09-21,btc,2872448859,36996768,-3765231
2020-09-22,btc,-369169231,-12357783,-24326266
2020-09-23,btc,2625972246,-3448296,-22480964
2020-09-24,btc,-3478269092,16579854,-3089209
2020-09-25,btc,436016297,-44718027,5515629
2020-09-26,btc,0,0,18056857
2020-09-27,btc,0,0,17872242
2020-09-28,btc,0,0,24827047
2020-09-29,btc,0,0,21821553
2020-09-30,btc,0,0,25203295
2020-10-01,btc,1105794877,23036967,-2414180
2020-10-02,btc,0,0,-1027
2020-10-03,btc,0,0,-2834
2020-10-04,btc,0,0,-1477
2020-10-05,btc,0,-20966828,-4275559
2020-10-06,btc,247125340,-7050737,-4798725
2020-10-07,btc,0,-7072499,-63160201
2020-10-08,bch,0,1189234,-1149079
2020-10-08,btc,810447594,9600041,-32799528
2020-10-09,bch,0,0,-2682142
2020-10-09,btc,0,0,-1558
2020-10-10,bch,0,0,-3443523
2020-10-10,btc,0,0,-1507
2020-10-11,bch,0,0,-5138064
2020-10-11,btc,0,0,-1510
2020-10-12,bch,0,0,-1789781
2020-10-12,btc,-134285099,2324282,-5688223
2020-10-13,bch,697018580,-510753,-1726629
2020-10-13,btc,217475105,-2029809,-18844139
2020-10-14,btc,0,13593235,-21114677
2020-10-15,btc,-717950355,-928376,-20947794
2020-10-16,btc,-350272154,34772048,11638326
2020-10-17,btc,0,0,-14887896
2020-10-18,btc,0,0,-25639006
2020-10-19,btc,0,33310104,28942029
2020-10-20,btc,-5387791086,52000866,30738745
2020-10-21,btc,-7357228479,57453519,-129377
2020-10-22,btc,-1323928059,-19552905,26211083
2020-10-23,btc,0,0,-14979145
2020-10-24,btc,0,0,-23004683
2020-10-25,btc,0,0,-22885680
2020-10-26,btc,0,0,-22915681
2020-10-27,btc,3140704502,20928451,-17486342
2020-10-28,btc,3380048159,-51831042,22342540
2020-10-29,btc,3178544120,-135367438,7126197
2020-10-30,btc,-2132274756,-55520107,-16329400
2020-10-31,btc,1701794395,-25279798,13078518
2020-11-01,btc,0,0,9086897
2020-11-02,btc,3940088227,-2055481,-18808747
2020-11-03,btc,-18024847,3584187,15695895
2020-11-04,btc,-1323717159,1853328,-8852597
2020-11-05,btc,1406352749,-10601034,8558075
2020-11-06,btc,-2306296323,-54547147,25820877
2020-11-06,eth,0,5371670,0
2020-11-07,btc,53646803,1065923,-3220263
2020-11-07,eth,-134587645,-7048789,0
2020-11-07,link,-23657640,1128946,0
2020-11-07,yfi,11196490,508395,0
2020-11-08,btc,-3773811368,-38912067,55652672
2020-11-09,btc,-3150848175,-99615408,23229011
2020-11-10,btc,-119407826,-15049782,-14915677
2020-11-15,btc,0,12178516,6297000
2020-11-16,btc,0,0,18350000
2020-11-17,btc,0,0,17560000
2020-11-18,btc,-2489630155,6850001,17983303
2020-11-19,btc,-817894287,-1670677,11206840
2020-11-20,btc,-44593521,48178252,-3085818
2020-11-21,btc,-139207107,7805875,-14046735
2020-11-22,btc,-702454492,-10768045,0
2020-11-23,btc,-215983205,-5846421,-33754642
2020-11-24,btc,1665849578,-12273713,-30444270
2020-11-24,xrp,467729680,3330146,0
2020-11-25,btc,-22670345,-18280563,-13464523
2020-11-26,btc,4888599063,-38432772,-26843597
2020-11-27,btc,2557089564,-25047839,20518045
2020-11-28,btc,1934900198,42007470,-5855075
2020-11-29,btc,871863988,-1973980,-8331321
2020-11-30,btc,-6539414055,-36195880,21499169
2020-12-01,btc,3199583801,18973837,244055586
2020-12-02,btc,1834899564,2268055,-2912
2020-12-03,btc,0,0,-2859
2020-12-04,btc,67457184,-36747329,2065326
2020-12-05,btc,2525,-22509270,17234171
2020-12-06,btc,-251266681,-689057,23469622
2020-12-07,btc,-1205408366,3097135,-203486
2020-12-08,btc,0,0,-95109
2020-12-09,btc,-16202251,-22022453,16028049
2020-12-10,btc,-35618612,-21456676,-7026484
2020-12-11,btc,-181020563,21326390,-22352688
