date,loss_btc,hours_to_next_abs_increase,hours_to_next_sign_reversal,ledger_recovery_days,recovered_by_export_end,recovered_within30d
2019-04-02,-74.76784228,2.1745428438888887,2.1723929402777777,20.0,True,True
2020-04-03,-110.02862944,77.87796156027778,310.63240775,37.0,True,False
2020-10-21,-146.1261631,2.3726145391666664,2.361627235,15.0,True,True
2020-12-28,-129.99868839,8.903770937777779,8.903768455277778,17.0,True,True
2021-03-13,-73.64953181,16.142246808611112,1008.0690284369444,13.0,True,True
2021-05-20,-281.83947272,0.28600564527777783,4.251830515277778,6.0,True,True
2021-10-13,-105.70162143,39.98892177138889,224.45959428527777,,False,False
