time,PriceUSD
2018-03-01,0.661764601861949
2018-03-02,0.650200519268453
2018-03-03,0.627934723653448
2018-03-04,0.587003969231263
2018-03-05,0.585683167716733
2018-03-06,0.531007398049115
2018-03-07,0.523408037360263
2018-03-08,0.484410227181277
2018-03-09,0.481289063081463
2018-03-10,0.466742952587717
2018-03-11,0.510326518636767
2018-03-12,0.508553739043343
2018-03-13,0.563292172018773
2018-03-14,0.441168194265976
2018-03-15,0.420760187973859
2018-03-16,0.426593943135902
2018-03-17,0.372294763217935
2018-03-18,0.372511409816821
2018-03-19,0.382153448086691
2018-03-20,0.393241563969796
2018-03-21,0.44243639994311
2018-03-22,0.421759193398987
2018-03-23,0.408365065973213
2018-03-24,0.419578824923814
2018-03-25,0.404949090837926
2018-03-26,0.371670180436717
2018-03-27,0.345109658983058
2018-03-28,0.351496773415889
2018-03-29,0.282655095654117
2018-03-30,0.285921433727208
2018-03-31,0.279878827164228
2018-04-01,0.262099608668543
2018-04-02,0.27300716891853
2018-04-03,0.29604775346884
2018-04-04,0.286924518676729
2018-04-05,0.2860042516199
2018-04-06,0.275124967159781
2018-04-07,0.302755422895501
2018-04-08,0.325773614495009
2018-04-09,0.309329906035189
2018-04-10,0.355644326499079
2018-04-11,0.358475338975872
2018-04-12,0.387382732761787
2018-04-13,0.383038898694414
2018-04-14,0.395133093970962
2018-04-15,0.423042360841001
2018-04-16,0.4084505503812
2018-04-17,0.417884758325148
2018-04-18,0.446066710114382
2018-04-19,0.48182560841809
2018-04-20,0.483950513252374
2018-04-21,0.490130506946965
2018-04-22,0.498113502063872
2018-04-23,0.493322907868269
2018-04-24,0.536378868163587
2018-04-25,0.437523625162963
2018-04-26,0.488625001069794
2018-04-27,0.454197129130417
2018-04-28,0.484036168560995
2018-04-29,0.516208335391523
2018-04-30,0.542428447653946
2018-05-01,0.545128985314829
2018-05-02,0.563489416400543
2018-05-03,0.567176769915406
2018-05-04,0.582006482165378
2018-05-05,0.569312028539733
2018-05-06,0.536789016890913
2018-05-07,0.571183655865998
2018-05-08,0.553803597089886
2018-05-09,0.53849170893375
2018-05-10,0.529053106129977
2018-05-11,0.469075406537555
2018-05-12,0.463737576888774
2018-05-13,0.503624443310162
2018-05-14,0.515952665602319
2018-05-15,0.504530777298744
2018-05-16,0.479384253557503
2018-05-17,0.440029327870567
2018-05-18,0.459775362465852
2018-05-19,0.450250055762257
2018-05-20,0.453133919070895
2018-05-21,0.423796188804577
2018-05-22,0.375212603030142
2018-05-23,0.345064121097986
2018-05-24,0.364285216026476
2018-05-25,0.344678382431742
2018-05-26,0.364095880767853
2018-05-27,0.346091285335875
2018-05-28,0.314332884097178
2018-05-29,0.351150225250036
2018-05-30,0.335519175895138
2018-05-31,0.344620117753412
2018-06-01,0.351049384006963
2018-06-02,0.36752760935039
2018-06-03,0.3614898155361
2018-06-04,0.338180011657272
2018-06-05,0.335076826936298
2018-06-06,0.327724184073254
2018-06-07,0.304498534860218
2018-06-08,0.297038098414375
2018-06-09,0.3004750861546
2018-06-10,0.240695185884397
2018-06-11,0.262299683704207
2018-06-12,0.225360218094746
2018-06-13,0.216759988071034
2018-06-14,0.23998194258021
2018-06-15,0.223138188002984
2018-06-16,0.220914298099003
2018-06-17,0.212981973526827
2018-06-18,0.207344597129605
2018-06-19,0.21884297298621
2018-06-20,0.22435483806323
2018-06-21,0.211728422435798
2018-06-22,0.184373659153673
2018-06-23,0.192003143357279
2018-06-24,0.185431733713393
2018-06-25,0.179512701060913
2018-06-26,0.169095120625714
2018-06-27,0.171356717788216
2018-06-28,0.164072449334179
2018-06-29,0.182360961350335
2018-06-30,0.224832405644941
2018-07-01,0.225820352961657
2018-07-02,0.253381954585639
2018-07-03,0.235175721732619
2018-07-04,0.233187091419608
2018-07-05,0.216391873242946
2018-07-06,0.230290166317649
2018-07-07,0.246416617890213
2018-07-08,0.247682576363146
2018-07-09,0.23411326933573
2018-07-10,0.211745556238198
2018-07-11,0.204377620534979
2018-07-12,0.200188394930126
2018-07-13,0.198833399042082
2018-07-14,0.193619710062764
2018-07-15,0.198499255607224
2018-07-16,0.221396363665439
2018-07-17,0.248972868911242
2018-07-18,0.241489940567261
2018-07-19,0.231153614110668
2018-07-20,0.2121956502697
2018-07-21,0.219814932889384
2018-07-22,0.202177220055537
2018-07-23,0.196509724152384
2018-07-24,0.203775399559394
2018-07-25,0.244823865706822
2018-07-26,0.252703307138727
2018-07-27,0.264740734737379
2018-07-28,0.279667364441443
2018-07-29,0.329756746231998
2018-07-30,0.315742437248475
2018-07-31,0.293487767880552
2018-08-01,0.28893926529776
2018-08-02,0.309016881616677
2018-08-03,0.283991304276698
2018-08-04,0.256494072067861
2018-08-05,0.252852519213158
2018-08-06,0.235790229073057
2018-08-07,0.233131207607177
2018-08-08,0.227008279079702
2018-08-09,0.275776270179741
2018-08-10,0.273237225823837
2018-08-11,0.274584965632732
2018-08-12,0.284494497082191
2018-08-13,0.25946018515753
2018-08-14,0.270796253079656
2018-08-15,0.257408200116828
2018-08-16,0.266514660658966
2018-08-17,0.292862454774753
2018-08-18,0.272570378477158
2018-08-19,0.300781764631788
2018-08-20,0.28650267672709
2018-08-21,0.309072500359313
2018-08-22,0.312383244245125
2018-08-23,0.32069535559031
2018-08-24,0.334516790900527
2018-08-25,0.319527145115047
2018-08-26,0.328639316390319
2018-08-27,0.332871859664541
2018-08-28,0.335886968376616
2018-08-29,0.309649324628685
2018-08-30,0.301788353388714
2018-08-31,0.328400079944413
2018-09-01,0.329427342271836
2018-09-02,0.310981895607075
2018-09-03,0.303117103245568
2018-09-04,0.296202066694196
2018-09-05,0.271949907542152
2018-09-06,0.271571537712561
2018-09-07,0.259353627804955
2018-09-08,0.240810544919925
2018-09-09,0.239266476022795
2018-09-10,0.246632330580615
2018-09-11,0.259980977654411
2018-09-12,0.253601475072648
2018-09-13,0.272042203930326
2018-09-14,0.269799562694097
2018-09-15,0.269728567148275
2018-09-16,0.275027798392137
2018-09-17,0.271248889741654
2018-09-18,0.290403138151098
2018-09-19,0.328128163403911
2018-09-20,0.35870260406297
2018-09-21,0.354705056695826
2018-09-22,0.337754301585135
2018-09-23,0.343480730725489
2018-09-24,0.335482307817987
2018-09-25,0.324588042424875
2018-09-26,0.347318388293047
2018-09-27,0.347379061782235
2018-09-28,0.335072487892839
2018-09-29,0.330491871049851
2018-09-30,0.331256440941408
2018-10-01,0.32479206078902
2018-10-02,0.320194986988151
2018-10-03,0.310027526905314
2018-10-04,0.320623258377394
2018-10-05,0.350500534806803
2018-10-06,0.3364314410824
2018-10-07,0.337753499257815
2018-10-08,0.341684585556011
2018-10-09,0.338705840423435
2018-10-10,0.347425774201525
2018-10-11,0.303222373440613
2018-10-12,0.307233742994635
2018-10-13,0.317470305267723
2018-10-14,0.322270309931457
2018-10-15,0.331212493352303
2018-10-16,0.353157018308071
2018-10-17,0.372470772524372
2018-10-18,0.371493596437629
2018-10-19,0.358376446299492
2018-10-20,0.366174651828351
2018-10-21,0.368444107087947
2018-10-22,0.387766046824981
2018-10-23,0.43325904786134
2018-10-24,0.40770389123903
2018-10-25,0.430672482889442
2018-10-26,0.429669223508028
2018-10-27,0.442557199644504
2018-10-28,0.436712175080981
2018-10-29,0.415606551336094
2018-10-30,0.448284571446364
2018-10-31,0.510377255552091
2018-11-01,0.515801598597675
2018-11-02,0.50056977256546
2018-11-03,0.538864684298401
2018-11-04,0.504441531700978
2018-11-05,0.479757912406921
2018-11-06,0.481787644319269
2018-11-07,0.48075652766343
2018-11-08,0.49529364461462
2018-11-09,0.487783691373402
2018-11-10,0.516305191554569
2018-11-11,0.50611238365201
2018-11-12,0.558684588109565
2018-11-13,0.573976870429658
2018-11-14,0.528549819731208
2018-11-15,0.534262923552326
2018-11-16,0.508913310816479
2018-11-17,0.479901691464328
2018-11-18,0.519579900575932
2018-11-19,0.412644590296519
2018-11-20,0.331745543414905
2018-11-21,0.361406681569677
2018-11-22,0.341828684909629
2018-11-23,0.325715520367656
2018-11-24,0.276269716083162
2018-11-25,0.256112501532014
2018-11-26,0.275957640526611
2018-11-27,0.285675687435276
2018-11-28,0.326648305052719
2018-11-29,0.340389367597418
2018-11-30,0.319140945463494
2018-12-01,0.328105510148089
2018-12-02,0.313026262654907
2018-12-03,0.286475826758318
2018-12-04,0.282889560961295
2018-12-05,0.2538719018079
2018-12-06,0.223979521276403
2018-12-07,0.212710784042347
2018-12-08,0.224879129641343
2018-12-09,0.2341049056295
2018-12-10,0.214003134168135
2018-12-11,0.218353058088407
2018-12-12,0.22223673239621
2018-12-13,0.202494914095868
2018-12-14,0.200263318784632
2018-12-15,0.200267992410936
2018-12-16,0.202931170570137
2018-12-17,0.230125790571327
2018-12-18,0.266193995852311
2018-12-19,0.294214819866138
2018-12-20,0.331775648465682
2018-12-21,0.294285584837034
2018-12-22,0.307410659662351
2018-12-23,0.309276778643041
2018-12-24,0.307005829191036
2018-12-25,0.310921670157662
2018-12-26,0.302925332464727
2018-12-27,0.268600528400613
2018-12-28,0.291990778336378
2018-12-29,0.30262276764394
2018-12-30,0.295419256776318
2018-12-31,0.284602097715742
2019-01-01,0.296566024568419
2019-01-02,0.314406921922646
