time,PriceUSD
2020-07-17,
2020-07-18,
2020-07-19,
2020-07-20,
2020-07-21,
2020-07-22,
2020-07-23,
2020-07-24,
2020-07-25,3489.82466393922
2020-07-26,3170.18936294565
2020-07-27,2852.66978375219
2020-07-28,3510.51782583285
2020-07-29,4523.93483343074
2020-07-30,4475.0
2020-07-31,4245.51431911163
2020-08-01,3769.83635300994
2020-08-02,4033.86411455289
2020-08-03,3843.25248392753
2020-08-04,3711.77586206897
2020-08-05,4225.4707773232
2020-08-06,4835.50409117475
2020-08-07,4257.3065458796
2020-08-08,4535.95835768556
2020-08-09,4054.73991817651
2020-08-10,6351.44512329659
2020-08-11,6032.00530350877
2020-08-12,5852.87030762794
2020-08-13,5377.24055908711
2020-08-14,5073.69827208832
2020-08-15,5192.13091541016
2020-08-16,6590.8385319753
2020-08-17,8924.48589359862
2020-08-18,9730.61676430918
2020-08-19,12317.1427812697
2020-08-20,15420.8349707971
2020-08-21,12258.2142947115
2020-08-22,13937.1972170514
2020-08-23,12497.8700393035
2020-08-24,14442.3113398007
2020-08-25,13593.075328533
2020-08-26,15496.7103969267
2020-08-27,14211.9755344401
2020-08-28,18963.5969549898
2020-08-29,27064.4993898879
2020-08-30,32239.0025358651
2020-08-31,34921.6010285169
2020-09-01,32409.5571222947
2020-09-02,31885.774380178
2020-09-03,29481.4887551259
2020-09-04,27443.5351135818
2020-09-05,21850.5875167483
2020-09-06,23797.3076447881
2020-09-07,22897.7785133279
2020-09-08,22405.4379437115
2020-09-09,27871.6502417369
2020-09-10,33383.2533186188
2020-09-11,37508.1125402556
2020-09-12,43229.4838461776
2020-09-13,36286.4103549222
2020-09-14,39491.0654808724
2020-09-15,35505.4762145389
2020-09-16,34804.6807626342
2020-09-17,32970.362374043
2020-09-18,33147.8095134907
2020-09-19,30583.7162879101
2020-09-20,27970.1975691749
2020-09-21,24162.4369802051
2020-09-22,25152.2066539492
2020-09-23,21984.8229791037
2020-09-24,25132.5654320024
2020-09-25,26892.2984150616
2020-09-26,31535.8111763961
2020-09-27,30491.8518485393
2020-09-28,28672.9830052151
2020-09-29,25043.6143160502
2020-09-30,23862.7808701543
2020-10-01,22767.2861595262
2020-10-02,21076.6064731305
2020-10-03,19025.443742541
2020-10-04,19491.6955024445
2020-10-05,19152.5980818676
2020-10-06,16678.0827058685
2020-10-07,14764.521224927
2020-10-08,16474.1123255226
2020-10-09,18147.8017253666
2020-10-10,16039.863796339
2020-10-11,16864.831165489
2020-10-12,16478.0506090928
2020-10-13,15753.1997310755
2020-10-14,14526.5337987782
2020-10-15,14589.6627859249
2020-10-16,13526.858794393
2020-10-17,13984.2057743184
2020-10-18,15305.4251810349
2020-10-19,13916.7427739404
2020-10-20,13119.7802148761
2020-10-21,13353.7864437173
2020-10-22,13664.4236782952
2020-10-23,14838.1613767848
2020-10-24,14856.1448481926
2020-10-25,14309.4073431556
2020-10-26,13694.6100706202
2020-10-27,13430.1433912147
2020-10-28,12531.274230167
2020-10-29,10813.3189118496
2020-10-30,11112.8900561894
2020-10-31,10458.206275212
2020-11-01,10645.254789478
2020-11-02,10128.9890671085
2020-11-03,9421.6452944353
2020-11-04,8446.3096821888
2020-11-05,8550.0751229329
2020-11-06,11800.6586514876
2020-11-07,14031.8460390319
2020-11-08,15213.8981560593
2020-11-09,14919.5778046273
2020-11-10,18270.8850696662
2020-11-11,16600.1906895737
2020-11-12,15523.9719667592
2020-11-13,17951.6895264091
2020-11-14,17254.2039748452
2020-11-15,17597.4140672223
2020-11-16,18654.0886247457
2020-11-17,23718.4737835926
2020-11-18,25623.5243786443
2020-11-19,27646.7673776642
2020-11-20,26475.2871462362
2020-11-21,24228.7373866347
2020-11-22,24839.169643073
2020-11-23,24775.7557531884
2020-11-24,24291.1826062624
2020-11-25,22371.765429133
2020-11-26,22767.686945592
2020-11-27,23585.3660968844
2020-11-28,23484.9194085729
2020-11-29,24663.8512745374
2020-11-30,26410.1782468076
2020-12-01,25902.789384605
2020-12-02,30655.4882873084
2020-12-03,29801.3707579003
2020-12-04,26739.3758893288
2020-12-05,29366.488047962
2020-12-06,28872.6472970567
2020-12-07,28555.5952290437
2020-12-08,25435.4206170261
2020-12-09,25841.0406438428
2020-12-10,24180.0320902955
2020-12-11,23505.0201119674
2020-12-12,25375.2157288226
2020-12-13,26377.6125582313
2020-12-14,25774.1452732687
2020-12-15,24763.2068286003
2020-12-16,26949.3949234684
2020-12-17,26597.0364032392
2020-12-18,27777.0730602422
2020-12-19,27627.5777656094
2020-12-20,26098.8232203797
2020-12-21,24867.3028233808
2020-12-22,24874.5782454347
2020-12-23,20935.901206478
2020-12-24,23340.687592749
2020-12-25,23616.4635745362
2020-12-26,22414.5818125384
2020-12-27,22986.9908498361
2020-12-28,22822.3041863822
2020-12-29,22205.0195835264
2020-12-30,21879.7389466357
2020-12-31,22839.7286799462
2021-01-01,21972.7009774613
2021-01-02,21507.32567908
2021-01-03,23943.6375663988
2021-01-04,23192.8922458468
2021-01-05,23789.4168565334
2021-01-06,24822.8327683814
2021-01-07,32650.1823652392
2021-01-08,35180.8141751418
2021-01-09,36228.1797984156
2021-01-10,34125.8108477171
2021-01-11,29806.688556625
2021-01-12,29344.0283308113
2021-01-13,33195.8365869841
2021-01-14,32197.4800792139
2021-01-15,30248.1132070099
2021-01-16,33688.1112834914
2021-01-17,34810.6818469698
2021-01-18,37841.3839355272
2021-01-19,34911.4276790731
2021-01-20,33807.3589613281
2021-01-21,28335.9626588757
2021-01-22,30926.260446287
2021-01-23,30531.5032452547
2021-01-24,32219.9420189098
2021-01-25,29558.1777462057
2021-01-26,30354.1366012339
2021-01-27,27769.4123372398
2021-01-28,30073.4835076877
2021-01-29,29997.9342231213
2021-01-30,31139.6028525302
2021-01-31,30247.9518340898
2021-02-01,30989.7629244686
2021-02-02,31886.9619246185
2021-02-03,33887.8624124033
2021-02-04,31341.1355149027
2021-02-05,32546.6399163692
2021-02-06,31650.8656309914
2021-02-07,30939.2334661016
2021-02-08,32609.6413646356
2021-02-09,35123.8728309198
2021-02-10,36273.0214361685
2021-02-11,44030.4969267385
2021-02-12,47482.3434373171
2021-02-13,47279.1874507042
2021-02-14,43833.4563396155
2021-02-15,40570.0151714971
2021-02-16,42804.9120690957
2021-02-17,43766.2487085083
2021-02-18,44171.418949807
2021-02-19,44886.3613998101
2021-02-20,42350.5988167438
2021-02-21,43069.4915662742
2021-02-22,39239.678339214
2021-02-23,32968.9081899355
2021-02-24,33602.6182120773
2021-02-25,32099.9783666547
2021-02-26,31020.0839974768
2021-02-27,31347.5613534413
2021-02-28,30931.804982491
2021-03-01,34660.6452436543
2021-03-02,33316.216422741
2021-03-03,34043.2258009547
2021-03-04,32314.8839981703
