time,CapMrktCurUSD,PriceUSD,SplyCur
2018-02-24,163552082148.23413,9686.60177995325,16884361.08591877
2018-02-25,162164887219.03528,9603.22747749854,16886498.58591876
2018-02-26,174157924575.1811,10312.3657130333,16888261.08591856
2018-02-27,179950653847.5196,10654.1072948568,16890261.08591844
2018-02-28,174108312562.12915,10307.0249663939,16892198.58589749
2018-03-01,184546671784.81287,10923.6308617767,16894261.08589657
2018-03-02,186095856775.3983,11014.0584672706,16896211.08589546
2018-03-03,193076418415.27505,11425.6805654588,16898461.08589524
2018-03-04,193721221886.46198,11462.5831975453,16900311.08589442
2018-03-05,195062277838.50427,11540.6623205728,16902173.5858937
2018-03-06,180485923073.3736,10677.0352308591,16904123.58589279
2018-03-07,167422408355.89157,9903.0850490941,16906086.08589167
2018-03-08,157760715442.68665,9330.47545295149,16908111.0858914
2018-03-09,156892740604.1144,9278.13918439509,16909936.0858902
2018-03-10,148595551650.91345,8786.56042314436,16911686.085889
2018-03-11,160908118884.2804,9513.53539976622,16913598.5858879
2018-03-12,154742152551.3773,9147.89018059615,16915611.0858879
2018-03-13,154974273658.91028,9160.54293278784,16917586.0858879
2018-03-14,139113345204.6385,8222.12723904149,16919386.0858879
2018-03-15,139914335208.6044,8268.58912244302,16921186.0858876
2018-03-16,141763494802.30853,8376.90449824664,16923136.0858872
2018-03-17,133397116859.14584,7881.66192051432,16924998.5858872
2018-03-18,138614553160.81683,8189.01671917008,16926886.0858871
2018-03-19,144521631437.1412,8537.0156233197,16928823.5858871
2018-03-20,150605270576.6591,8895.54717913501,16930411.0858871
2018-03-21,150352052268.78598,8879.5942565751,16932311.0858871
2018-03-22,147507258760.04517,8710.66493512566,16934098.5858868
2018-03-23,148556200040.7051,8771.74632349503,16935761.08588536
2018-03-24,145850435654.0619,8610.9885163647,16937711.08588536
2018-03-25,142978872725.61987,8440.61092255991,16939398.58588536
2018-03-26,138430269669.80035,8171.18435447107,16941273.58588535
2018-03-27,132788146745.2988,7837.26531940386,16943173.58588535
2018-03-28,134434473959.64536,7933.64272969024,16944861.08588535
2018-03-29,120467251234.39308,7108.5708132671,16946761.08586535
2018-03-30,115796633032.06471,6832.14906633548,16948786.08586535
2018-03-31,117335340577.4604,6922.2812969024,16950386.08586535
2018-04-01,115353102998.06737,6804.52487931035,16952411.08586535
2018-04-02,119244423031.53572,7033.25960958504,16954361.08586515
2018-04-03,125830051366.80844,7420.80051548802,16956398.58586515
2018-04-04,114986059183.08643,6780.54360140269,16958236.08586475
2018-04-05,115302512667.8604,6798.42261659848,16960186.08586455
2018-04-06,112126583471.01808,6610.49234979544,16961911.08586455
2018-04-07,116823177434.98444,6886.46947194623,16964161.08586455
2018-04-08,118932810742.21152,7009.99610432496,16966173.58586455
2018-04-09,114311672118.16814,6736.89282378726,16968011.08584445
2018-04-10,115680131308.85144,6816.71861542957,16970061.08584425
2018-04-11,117867416604.65047,6944.78585710111,16972073.58584425
2018-04-12,134168090914.6082,7904.33027527762,16973998.58584425
2018-04-13,134434525998.67308,7919.06469462303,16976061.08584425
2018-04-14,135931151075.12416,8006.41794330801,16977773.58584425
2018-04-15,141650187328.7155,8342.27110140269,16979811.08584425
2018-04-16,136650419244.81303,8046.98213354763,16981573.58584425
2018-04-17,133962175227.62907,7887.73795791935,16983598.58584425
2018-04-18,138650636284.6751,8162.83486177674,16985598.58584425
2018-04-19,140539709293.91605,8272.96731589714,16987823.58584425
2018-04-20,150179023464.4438,8839.5011320865,16989536.08584415
2018-04-21,150605063050.8505,8863.54082904734,16991523.58584415
2018-04-22,149559305824.3162,8800.95908708358,16993523.58583415
2018-04-23,151782579435.7192,8930.78463354763,16995436.08582415
2018-04-24,164062766307.80725,9652.21378872005,16997423.58582415
2018-04-25,150534451808.20685,8855.50893658679,16998961.08582415
2018-04-26,157507070083.4661,9264.72742694331,17000723.58582405
2018-04-27,152705064058.8726,8981.33079018118,17002498.58582395
2018-04-28,158849307909.90692,9341.82468468732,17004098.58582395
2018-04-29,159806033177.31946,9396.99762974869,17006073.58582395
2018-04-30,156962282341.70627,9228.7264836353,17008011.08582395
2018-05-01,154317464332.452,9072.16875745178,17009986.08581849
2018-05-02,156578190321.4114,9204.12764056108,17011736.08581839
2018-05-03,165894741989.12933,9750.70014640561,17013623.58581839
2018-05-04,164991759225.75504,9696.64290999416,17015348.58581839
2018-05-05,166700806032.87646,9795.92577206312,17017361.08579839
2018-05-06,163299488641.55853,9595.08681940386,17019073.58579839
2018-05-07,158967333946.10675,9339.5108471654,17020948.58579819
2018-05-08,156819276398.11127,9212.36963471654,17022686.08579735
2018-05-09,158211127488.7949,9293.04227352425,17024686.08579735
2018-05-10,153878517153.77625,9037.53050905903,17026611.08579735
2018-05-11,143373321270.30786,8419.75858737581,17028198.58579735
2018-05-12,144514968309.05743,8485.77526680304,17030261.08579735
2018-05-13,148108395237.23605,8695.83309380479,17032111.08579735
2018-05-14,147701005849.94635,8671.07417475161,17033761.08579735
2018-05-15,144605949351.0157,8488.463421391,17035586.08576995
2018-05-16,141886841023.80402,8327.75620134424,17037823.58576985
2018-05-17,137176558811.93735,8050.51623933372,17039473.58576975
2018-05-18,140302690393.97842,8233.08645528931,17041323.58574245
2018-05-19,140257123405.43295,8229.48293571011,17043248.58574245
2018-05-20,145078058846.0959,8511.44883021625,17045048.58574235
2018-05-21,143171421543.0004,8398.62312653419,17047011.08574235
2018-05-22,136519507769.17958,8007.52653214495,17048898.58574225
2018-05-23,128237740095.40971,7520.86767913501,17050923.58574225
2018-05-24,129184935653.3735,7575.62448597312,17052711.08574215
2018-05-25,126639121906.13664,7425.37567445938,17054911.08574205
2018-05-26,124964285195.887,7326.30318644068,17056936.08574205
2018-05-27,125182133039.21864,7338.19304441847,17058986.08574135
2018-05-28,121317311761.56834,7110.82388164816,17060936.08571405
2018-05-29,127178919277.39346,7453.63372501461,17062673.58571395
2018-05-30,125847610692.34056,7374.6690490941,17064848.58568665
2018-05-31,127639489898.68208,7478.74186703682,17066973.58565935
2018-06-01,128356441555.94876,7519.83573728814,17069048.58565935
2018-06-02,130378486453.76411,7637.44825306838,17070948.58565935
2018-06-03,131498835221.0268,7702.15793308007,17072986.08565935
2018-06-04,127836651623.76183,7486.65319959088,17075273.58563205
2018-06-05,129979115426.493,7611.14985271771,17077461.08560475
2018-06-06,130669884421.28532,7650.77580713033,17079298.58557668
2018-06-07,130942715943.34392,7665.9478962595,17081086.08554928
2018-06-08,130216094923.58316,7622.60233021625,17082892.33552198
2018-06-09,129094774239.7812,7556.17169783752,17084679.83552127
2018-06-10,115242359003.23732,6744.73580099357,17086267.33552127
2018-06-11,117043566259.5198,6849.45268731736,17088017.33549324
2018-06-12,111540186918.58978,6526.69968001169,17089829.83546594
2018-06-13,107788509788.87521,6306.51316803039,17091617.33543784
2018-06-14,113326173419.85922,6629.77012419638,17093529.83540978
2018-06-15,109405258626.73557,6399.67404646406,17095442.33540832
2018-06-16,111053766097.57834,6495.31530917592,17097517.33540832
2018-06-17,110303511512.67044,6450.69397282291,17099479.83540756
2018-06-18,114645451013.78528,6703.81258971362,17101529.83538026
2018-06-19,115149244502.8952,6732.50880917592,17103467.33537952
2018-06-20,115516336692.91388,6753.20682583285,17105404.83537873
2018-06-21,114968985603.38635,6720.37323436587,17107529.83412755
2018-06-22,103675812241.77995,6059.5758591467,17109417.33410025
2018-06-23,105649754025.73972,6174.22577936879,17111417.33410025
2018-06-24,105188245647.2729,6146.48719491526,17113554.83409953
2018-06-25,106861339065.99004,6243.53544097019,17115517.33409953
2018-06-26,104349523004.1154,6096.12876621859,17117342.33409953
2018-06-27,105095896985.98283,6139.18968322618,17118854.83407223
2018-06-28,100304632985.26031,5858.63577819988,17120817.33404493
2018-06-29,106518869341.18803,6220.9137150789,17122704.83401763
2018-06-30,109177747554.53374,6375.5412314436,17124467.33401689
2018-07-01,108947319052.50592,6361.40253886616,17126304.83401612
2018-07-02,113188557636.7306,6608.367157218,17128067.33401612
2018-07-03,111312877114.31288,6498.3078591467,17129517.33390629
2018-07-04,112711825499.79326,6579.33337638808,17131192.33390629
2018-07-05,111968645594.2585,6535.29840268849,17132904.83387826
2018-07-06,113063968657.09964,6598.45909585038,17134904.83379718
2018-07-07,115465661540.18742,6737.85608036236,17136854.83379718
2018-07-08,114914482588.6505,6704.91998012858,17138829.83379718
2018-07-09,114224903787.80823,6664.02409351257,17140529.83376909
2018-07-10,108152793264.32472,6309.08400409118,17142392.33368776
2018-07-11,109344538488.59863,6377.97651139684,17144079.83366046
