time,CapMrktCurUSD,PriceUSD,SplyCur
2017-04-01,54930632.75055439,0.999618441511337,54951600.0
2017-04-02,55123160.18743084,1.0031220235158,54951600.0
2017-04-03,55101216.799085304,1.00272270141516,54951600.0
2017-04-04,55083056.96117054,1.00239223173066,54951600.0
2017-04-05,54918480.381367736,0.999397294735144,54951600.0
2017-04-06,54942038.61028418,0.999826003433643,54951600.0
2017-04-07,54868680.62250861,0.998491047076129,54951600.0
2017-04-08,54883430.86886115,0.998759469585256,54951600.0
2017-04-09,54863237.01790729,0.998391985272627,54951600.0
2017-04-10,54724524.45244992,0.995867717272107,54951600.0
2017-04-11,54696747.79675433,0.99536224235062,54951600.0
2017-04-12,54540291.19382329,0.992515071332287,54951600.0
2017-04-13,54264916.74946092,0.987503853381174,54951600.0
2017-04-14,53485259.25539736,0.973315777072867,54951600.0
2017-04-15,54208661.72477618,0.986480133877379,54951600.0
2017-04-16,53267170.76439783,0.96934703929272,54951600.0
2017-04-17,53010418.92974178,0.964674712469551,54951600.0
2017-04-18,61706088.49223944,0.950031846671051,64951600.0
2017-04-19,62634200.58643341,0.964321134297437,64951600.0
2017-04-20,61628300.64156594,0.948834218734657,64951600.0
2017-04-21,61223165.93839169,0.942596732619238,64951600.0
2017-04-22,60177742.31389944,0.92650130734115,64951600.0
2017-04-23,59960918.565138645,0.923163071658568,64951600.0
2017-04-24,60700591.369543485,0.934551132990465,64951600.0
2017-04-25,60655414.15428289,0.933855580990813,64951600.0
2017-04-26,60232990.469526246,0.927351912339746,64951600.0
2017-04-27,60705295.05742318,0.934623551343203,64951600.0
2017-04-28,62411612.05666327,0.960894143587891,64951600.0
2017-04-29,62025687.88876712,0.954952424401664,64951600.0
2017-04-30,62519777.41235404,0.962559466007828,64951600.0
2017-05-01,61451630.12784329,0.946114185452603,64951600.0
2017-05-02,61052297.79663643,0.939966033117528,64951600.0
2017-05-03,61144924.54630607,0.941392121923187,64951600.0
2017-05-04,62809942.00784449,0.96702686320036,64951600.0
2017-05-05,64561965.34732635,0.994001153894998,64951600.0
2017-05-06,64066725.11983274,0.986376395959957,64951600.0
2017-05-07,55164854.42687183,0.849322486695814,64951600.0
2017-05-08,64431285.043572955,0.991989189543798,64951600.0
2017-05-09,63574950.97702974,0.978805002140513,64951600.0
2017-05-10,64836372.00794922,0.998225940668886,64951600.0
2017-05-11,63994072.04663762,0.985257823466052,64951600.0
2017-05-12,63631300.12547368,0.979672558112097,64951600.0
2017-05-13,63632518.56093561,0.979691317241386,64951600.0
2017-05-14,64189933.710407875,0.988273325220747,64951600.0
2017-05-15,63736605.44607818,0.981293847204352,64951600.0
2017-05-16,64207714.39431164,0.988547078044446,64951600.0
2017-05-17,62929689.44769892,0.968870504309346,64951600.0
2017-05-18,63442219.70523242,0.97676146092217,64951600.0
2017-05-19,65060106.21590124,1.00167057033085,64951600.0
2017-05-20,64852670.06172404,0.998476866801188,64951600.0
2017-05-21,65568847.67441134,1.00950319429254,64951600.0
2017-05-22,65923771.89223412,1.01496763578163,64951600.0
2017-05-23,65579138.95909097,1.00966163973006,64951600.0
2017-05-24,76585393.27920473,1.02179797735078,74951600.0
2017-05-25,90779456.52213526,1.06860208073933,84951600.0
2017-05-26,111258249.90952758,1.06009103157577,104951600.0
2017-05-27,131564884.72344571,1.05292677103331,124951600.0
2017-05-28,133966217.77930872,1.07214487673074,124951600.0
2017-05-29,130110408.36487316,1.0412864530336,124951600.0
2017-05-30,126403443.27285326,1.01161924515455,124951600.0
2017-05-31,131092987.34579144,1.04915012969655,124951600.0
2017-06-01,130361352.73415752,1.04329478561425,124951600.0
2017-06-02,129009125.9038008,1.03247278069109,124951600.0
2017-06-03,129162350.05502485,1.03369904871186,124951600.0
