date,price_usd,return_1d,return_7d,return_30d,return_90d,rv30_ann,drawdown,usdt_usd,synthetic_btc_usdt,lagged_regime,wallet_realised_btc,wallet_ledger_btc,orders,contracts,maker_contracts
2019-12-03,7306.44623331385,-0.001621451454952516,0.019678979616749137,-0.20665223963449586,-0.3092294885462846,0.5043416409592586,-0.6279910863488842,1.00145040982826,7295.864240114338,down_30d_lt_minus10pct,4.55353867,328.89374352,3,3965932,3578475
2019-12-04,7215.02034482759,-0.012513044723357125,-0.0414307312199782,-0.23394091489804614,-0.3180629119729289,0.49266835449494667,-0.6326460505228881,1.00035917363951,7212.429830155781,down_30d_lt_minus10pct,1.51877019,330.41251371,20,26632518,20711674
2019-12-05,7404.0867949737,0.026204562303369094,-0.0043367573866391895,-0.20648851827340797,-0.28330321439041584,0.5073443369916407,-0.6230197010664265,1.00061556382205,7399.53191082929,down_30d_lt_minus10pct,0.99822173,331.41073544,21,24472797,18306208
2019-12-06,7534.2083559322,0.017574288978734476,-0.02756026145808055,-0.1946272572935155,-0.2820807703394149,0.5137327815699073,-0.6163945403536781,1.0026578133763,7514.236916542725,down_30d_lt_minus10pct,-0.5833273,330.82740814,8,15001000,10420099
2019-12-07,7512.06140263004,-0.0029395196224859532,-0.005840548854871064,-0.1844244114312309,-0.27819067467606273,0.5130435780346425,-0.6175221561296012,1.00195713542688,7497.387998968195,down_30d_lt_minus10pct,-3.9508903,326.87651784,0,0,0
2019-12-08,7528.94026943308,0.0022469021348960894,0.01499287589370435,-0.1435952353599652,-0.2713316061834451,0.4932491986662935,-0.6166627658456583,1.00166593850597,7516.4183786291405,down_30d_lt_minus10pct,2.262e-05,326.87654046,0,0,0
2019-12-09,7340.22745908825,-0.02506498970525639,0.0029945342212223114,-0.16690421749888062,-0.2722325553234275,0.49742825836329074,-0.6262711096733784,0.999458123536451,7344.207112065707,down_30d_lt_minus10pct,-0.20326498,326.67327548,14,21405703,6755480
2019-12-10,7232.09178375219,-0.014731924308717725,-0.010176554673411498,-0.2002455846120489,-0.2869270157859015,0.4844990531754723,-0.6317768553976513,0.999943581014283,7232.4998340570255,down_30d_lt_minus10pct,2.56289411,329.22516959,8,12500000,6419058
2019-12-11,7200.46444599649,-0.004373193634897521,-0.0020174439066599215,-0.17361498724740432,-0.30787125830285966,0.47255940113448547,-0.6333871665098482,0.999356475480406,7205.1011052238555,down_30d_lt_minus10pct,32.35627806,360.58024765,14,20905262,8375757
2019-12-12,7192.84902425482,-0.0010576292402784127,-0.028529888501885314,-0.18160390489303846,-0.3047256160279721,0.4698823753300928,-0.6337749069624086,0.998722176998949,7202.051971919303,down_30d_lt_minus10pct,1.24106603,361.82131368,0,0,0
2019-12-13,7244.90372004676,0.007237006590352202,-0.038398810096305636,-0.17359104356132182,-0.3009179669624542,0.47218829518134436,-0.6311245335505433,0.999229176201716,7250.492572270748,down_30d_lt_minus10pct,0.17643786,361.99775154,2,5000000,0
2019-12-14,7071.10709029807,-0.023988811510053942,-0.05869950852339789,-0.18209940471314157,-0.3138957228082925,0.4756455113564818,-0.6399734175858824,0.999522807537946,7074.482980249174,down_30d_lt_minus10pct,3.192e-05,361.99778346,0,0,0
2019-12-15,7111.28666995909,0.005682219085063611,-0.055473092431033266,-0.1600059954111238,-0.3067450242346167,0.47465382415696106,-0.6379276676681587,0.999032163857492,7118.17589786177,down_30d_lt_minus10pct,-5.73e-05,361.99772616,0,0,0
2019-12-16,6882.39579532437,-0.03218698461442249,-0.062372953197386116,-0.1881755999357636,-0.3249648625255418,0.48297509303374664,-0.6495816842582318,0.997988834691634,6896.265324903102,down_30d_lt_minus10pct,0.91983867,362.91756483,8,10000000,4081175
2019-12-17,6608.96197983635,-0.03972945230406244,-0.08616176654668295,-0.2229468899706306,-0.34959604489375473,0.49533567453369687,-0.6635036120199642,0.998766611327648,6617.123464961588,down_30d_lt_minus10pct,-3.63757289,359.27999194,23,29902471,18610171
2019-12-18,7284.6254836353,0.1022344364909904,0.011688279036722982,-0.10984349723343168,-0.29057782004307375,0.6057409635844908,-0.6291020934135716,1.00152267747602,7273.550212555941,down_30d_lt_minus10pct,15.3075318,374.58752374,22,23880689,9911816
2019-12-19,7146.16763763881,-0.01900685852794093,-0.0064899717008651825,-0.1195853738925462,-0.2973372936873482,0.6079378840945932,-0.6361516974523693,1.00002526932056,7145.987063400988,down_30d_lt_minus10pct,-3.50496639,371.08255735,19,24001447,21170086
2019-12-20,7184.21917206312,0.005324746962818594,-0.008376170385221982,-0.11048467144400653,-0.2806001384002612,0.6088405210068474,-0.6342142973084521,1.0006128791449,7179.818810849789,down_30d_lt_minus10pct,5.62720513,376.70976248,5,9000000,1545681
2019-12-21,7140.29801127995,-0.006113560810333318,0.009785019530649253,-0.062002400396152124,-0.289311392968605,0.5753933177389436,-0.6364505504454074,1.0007249030533,7135.125736847629,down_30d_lt_minus10pct,0.90450023,377.61426271,1,2500000,0
2019-12-22,7479.40240789012,0.047491630751891334,0.05176499767420384,0.027739946591539555,-0.22835012604704352,0.5780336913441012,-0.6191849942271074,1.00091324655809,7472.578101658721,range_30d_within10pct,0.32528874,377.93955145,1,2500000,0
2019-12-23,7321.7487238457,-0.021078379721635176,0.06383720750553312,-0.00042150494968085095,-0.14998512102345218,0.5827698428873028,-0.627211957522485,0.999759089961901,7323.513031649173,range_30d_within10pct,-1.941e-05,377.93953204,1,2500000,2500000
2019-12-24,7235.62908381064,-0.01176216820369469,0.09482080633633894,0.04209022121046213,-0.14108574559998743,0.5519682761866357,-0.6315967531824318,0.999040538294453,7242.578060108749,range_30d_within10pct,-2.17122538,375.76830666,7,8836776,5544850
2019-12-25,7191.17416569258,-0.0061438912364268905,-0.012828568627537007,0.007302024572263033,-0.11128955061273593,0.5441669546196022,-0.6338601826620254,0.998533814872645,7201.73323986004,range_30d_within10pct,5.26682392,381.03513058,3,3675000,3670000
2019-12-26,7194.63975832846,0.000481923056795619,0.006782953206183828,0.004075400436513332,-0.12118805252643239,0.5440261683828921,-0.6336837314420394,0.998281554822561,7207.024635056257,range_30d_within10pct,-0.60834154,380.42678904,3,5001000,5000000
