date,return_7d,return_30d,rv30_ann,distance
2019-02-23,0.14657010118976266,0.15208091450499217,0.40817043285414073,0.19975027059950265
2019-05-08,0.1160122155437684,0.12271922333043617,0.4244311175092112,0.24317858354482771
2021-04-14,0.11734551888618028,0.12024659222762901,0.4935736712504169,0.325708028807839
2020-07-28,0.16573747739875566,0.20163966422106094,0.42736124629357414,0.45267177361304467
2020-01-08,0.1239873523491637,0.09801768048658377,0.5709740761849801,0.5342696387310151
