day,fills,orders,contracts,maker_contracts,fee_sat,end_position_contracts,last_execution_price
2019-09-23,576,7,8001000,4248764,17819307,-424,9825.0
2019-09-24,7,1,1576,0,13088,0,8075.6
2019-09-25,471,11,16003457,12297642,-3808029,-4003457,8498.5
2019-09-26,758,15,18002846,10591197,37282795,-2000303,7952.5
2019-09-28,1168,2,4000000,0,36900048,-2000303,8150.0
2019-09-29,790,5,8000000,4000000,24700361,-2000303,7959.5
2019-09-30,1112,17,25114200,20594297,-21848317,-2000503,8205.0
2019-10-01,614,5,10000000,8487014,-11789506,-503,8384.5
2019-10-06,35,2,4000000,2000000,13042246,-503,7788.0
2019-10-07,89,1,2000000,0,18082474,-2000503,8295.0
2019-10-08,257,2,4000000,2000000,12153850,-2000503,8185.0
2019-10-09,455,3,6000000,5565561,-12385253,-503,8597.5
2019-10-10,595,6,8001000,6283320,-4060097,497,8530.0
2019-10-13,469,6,5002000,1484929,27146365,1000497,8240.0
2019-10-14,337,4,5000000,1251176,29957347,2000497,8377.5
2019-10-16,146,1,2000000,0,18365499,497,8150.5
2019-10-17,367,1,2000000,89537,17372753,-1999503,8060.0
2019-10-18,8,2,2001000,2000000,-6313011,-503,7908.0
2019-10-20,111,2,4000000,4000000,-12088457,-503,8260.0
2019-10-22,291,1,2000000,0,17164505,-2000503,8270.5
2019-10-23,67,1,2000000,0,20103069,-503,7462.5
2019-10-24,1010,6,10000000,6512629,13133496,-2000503,7445.5
2019-10-25,494,10,14003000,12639521,-27159223,497,8374.0
2019-10-26,46,1,2000000,2000000,-5440482,2000497,9190.0
2019-10-27,1012,17,20010272,16387689,-14816732,-503,9515.0
2019-10-28,928,14,15741004,14963455,-33621288,2000497,9370.0
2019-10-29,123,2,4000000,4000000,-10586963,2000497,9455.0
2019-10-30,384,3,6000000,4000000,5269530,497,9065.0
2019-11-02,34,3,198100,98550,450584,-503,9327.0
2019-11-07,1086,6,10500000,7000000,9509397,-3500503,9201.0
2019-11-08,1078,11,15499991,10605656,12004811,-512,8765.0
2019-11-11,484,7,12000000,10000000,-11392413,-512,8715.0
2019-11-13,526,7,4001000,3159384,-1788134,488,8763.0
2019-11-14,337,3,4001000,2162154,9704688,-512,8700.0
2019-11-15,217,4,4001000,4000000,-11644548,488,8620.0
2019-11-16,340,3,4001000,4000000,-11804988,-512,8460.0
2019-11-18,281,3,4001000,4000000,-11825005,488,8425.0
2019-11-19,991,14,12934755,8806484,10302951,-4000703,8090.0
2019-11-20,500,4,8000000,8000000,-24713309,-703,8119.0
2019-11-21,1357,10,14000000,10244911,3839015,-2000703,7609.5
2019-11-22,638,9,14002000,14000000,-47111171,-4000703,7185.0
2019-11-23,1020,14,17215900,17211900,-59375045,-4000703,7320.0
2019-11-24,173,3,6000000,4000000,7352413,-2000703,7095.0
2019-11-25,1040,17,20362734,17930341,-38785657,2000565,7160.0
2019-11-26,418,9,12392326,11120212,-25811721,565,7040.0
2019-11-27,553,10,11133826,10082033,-23492274,-435,7490.0
2019-11-28,1005,10,14000000,14000000,-46769275,-2000435,7434.0
2019-11-29,992,10,14000000,5808622,59289325,-435,7776.0
2019-11-30,1312,4,8000000,4688167,16728777,-4000435,7550.0
2019-12-01,934,11,12170884,6695705,32547367,565,7350.0
2019-12-02,464,3,2172100,236415,19295546,2000565,7226.0
2019-12-03,311,3,3965932,3578475,-8250188,565,7245.0
2019-12-04,1150,20,26632518,20711674,-10439339,-847,7415.0
2019-12-05,1277,21,24472797,18306208,-403384,334,7335.0
2019-12-06,1103,8,15001000,10420099,10845259,-666,7445.0
2019-12-09,2376,14,21405703,6755480,120966055,-5000939,7370.0
2019-12-10,700,8,12500000,6419058,41114327,-2500939,7217.5
2019-12-11,2663,14,20905262,8375757,101142827,-939,7180.0
2019-12-13,429,2,5000000,0,51982483,-939,7207.0
2019-12-16,1014,8,10000000,4081175,48481143,-939,7075.0
2019-12-17,3093,23,29902471,18610171,55536875,-554,6697.0
2019-12-18,2424,22,23880689,9911816,116543355,-969,6805.0
2019-12-19,1240,19,24001447,21170086,-44612020,4000478,7123.0
2019-12-20,1829,5,9000000,1545681,73164392,5000478,7118.0
2019-12-21,404,1,2500000,0,26248321,2500478,7141.5
2019-12-22,439,1,2500000,0,26298132,478,7128.0
2019-12-23,97,1,2500000,2500000,-8411836,2500478,7430.0
2019-12-24,934,7,8836776,5544850,15203381,1335254,7205.0
2019-12-25,197,3,3675000,3670000,-12711960,254,7190.0
2019-12-26,108,3,5001000,5000000,-17358287,-746,7199.0
2019-12-27,263,3,5001000,2500000,17472161,254,7198.5
2019-12-30,86,1,2500000,0,25636345,2500254,7314.0
2019-12-31,759,3,7500000,5000000,8465293,254,7272.5
2020-01-01,322,2,5000000,2500000,17173421,254,7185.0
2020-01-02,463,10,13036450,10422252,-9700956,-196,6935.0
2020-01-03,1476,20,30003000,21361677,16502528,5000804,7250.0
2020-01-04,281,2,2500000,2500000,-8518733,2500804,7337.5
2020-01-05,1312,11,13501000,9821251,4154690,-196,7365.0
2020-01-06,390,1,1500000,0,14943126,-1500196,7526.0
2020-01-07,1716,22,25504000,15543957,34751263,-3000196,7970.0
2020-01-08,1761,43,44051354,37586968,-55985482,-5565062,8020.0
2020-01-09,1816,28,32248273,23735165,6184221,355,7820.0
2020-01-10,1927,43,39739306,30260042,-5097708,1500355,7985.0
2020-01-11,132,4,6000000,6000000,-18465693,1500355,8113.0
2020-01-12,331,1,1500000,0,13921226,355,8080.0
2020-01-14,100,10,4203950,4197950,-12172196,355,8745.0
2020-01-15,106,2,2671370,2671370,-7747259,355,8610.0
2020-01-16,72,5,3687128,3686128,-10637239,-645,8690.0
2020-01-17,849,20,14974694,10567900,7244044,-4029951,8900.0
2020-01-18,761,5,8529306,5529306,9865232,-1500645,8855.0
2020-01-19,3586,32,38999628,32025935,-33570837,-1500273,8685.0
2020-01-20,203,2,3000000,1500000,8679496,-1500273,8650.0
2020-01-21,1205,9,16282664,10226496,22862517,-273,8695.0
2020-01-22,1132,9,12000000,6737689,25936897,-6000273,8650.0
2020-01-23,390,9,9000000,7345914,-6969726,-273,8434.0
2020-01-24,493,8,12002000,6223796,32959866,-273,8485.0
2020-01-27,655,3,6000000,3000000,16585965,-273,8908.0
2020-01-28,346,9,12001000,7931906,11793738,3000727,9020.0
2020-01-29,109,2,3001000,0,23917817,-273,9316.5
2020-01-30,383,8,6000000,3627552,9000285,-273,9545.5
2020-01-31,766,8,9000000,6020653,7858554,-3000273,9335.0
2020-02-01,324,7,7571207,6108898,-4545552,-4571480,9395.5
2020-02-02,795,14,12071683,9010221,510150,-4500749,9339.5
2020-02-03,746,17,18000000,10350008,33847061,-4500749,9264.5
2020-02-04,200,3,3000000,111964,23114655,-1500749,9234.5
2020-02-05,913,12,16500000,6746400,59660114,-749,9539.0
2020-02-06,973,15,22241798,14518735,21781946,-749,9830.0
2020-02-07,280,3,4500000,3705838,-3374385,-1500749,9775.0
2020-02-08,893,14,17130794,8423236,29676407,-3000749,9857.0
2020-02-09,1388,8,16500000,3319081,89801965,-4500749,10112.0
2020-02-10,1610,28,34501000,27665867,-17485285,251,9845.0
2020-02-11,1470,20,25502612,21838522,-27378449,4500439,10255.0
2020-02-12,1092,18,19501000,12305487,22361482,-561,10350.0
2020-02-13,1748,26,33217390,20356263,43942483,-3000561,10205.0
2020-02-14,773,10,13500000,9000000,10644070,-4500561,10352.0
2020-02-15,891,16,13504000,12681379,-25608667,-3000561,9937.5
2020-02-16,2799,16,26069398,14166025,52856457,-930405,9735.0
2020-02-17,3212,44,71150728,48127262,53016315,-10500241,9706.0
2020-02-18,2071,14,31502000,12000000,87938358,-241,10099.0
2020-02-19,185,2,1500000,1500000,-3698153,-1500241,10134.5
2020-02-20,598,9,9000000,3493635,33898181,-10500241,9559.0
2020-02-21,60,1,1500000,1500000,-3887974,-9000241,9645.0
2020-02-24,416,12,15000000,15000000,-38837445,-6000241,9630.0
2020-02-25,275,4,6000000,3723009,8144051,-241,9584.0
2020-02-26,838,12,18089645,8969461,52565237,-6000374,8680.0
2020-02-27,771,17,18739102,15977755,-22115585,-9000874,8777.0
2020-02-28,596,9,12000000,6347488,31769940,-874,8464.5
2020-02-29,778,6,7500000,6000000,-4267139,-4500874,8685.0
2020-03-01,1177,14,21000000,12452920,21121436,-4500874,8557.5
2020-03-02,87,3,3000000,1500000,8513637,-4500874,8717.5
2020-03-04,384,2,3000000,1500000,8422175,-4500874,8695.0
2020-03-05,628,11,13500000,12000000,-20467451,-6000874,9055.0
2020-03-06,379,4,4196488,4196488,-11551298,-3000874,9076.5
2020-03-08,1386,15,27000000,27000000,-81298797,-874,8235.0
2020-03-09,624,10,12002000,9588529,-7360396,-874,7879.5
2020-03-10,1024,15,19005260,18209375,-49314153,-6000874,8015.0
2020-03-11,590,13,10908906,9576807,-17939192,1500126,7925.0
2020-03-12,3258,75,76162443,54339679,41595614,2992115,4560.0
2020-03-13,3639,179,69387852,49136746,65549749,-3000477,5240.0
2020-03-15,1038,34,17320268,15114264,-38574973,-3000933,5410.0
2020-03-16,2951,53,41246264,29278318,38401567,-1316381,4965.0
2020-03-17,756,22,13122010,12033829,-41898755,-2000727,5425.0
2020-03-18,1544,16,14050581,6952136,67557232,-50758,5370.0
2020-03-19,1866,35,25056229,24519146,-95705162,-3000529,6205.0
2020-03-20,2672,41,34156924,26595542,-17118241,-2995393,6196.5
2020-03-21,2160,52,35723204,31644639,-77504541,-3009245,6200.5
2020-03-22,2858,48,34157674,25969629,-5478085,2431,5810.0
2020-03-23,1220,21,16050666,12387660,-5669116,-4000235,6280.0
2020-03-24,552,9,6604763,4772398,2493265,-4006016,6755.0
2020-03-25,113,4,4000000,4000000,-14939461,-4006016,6625.0
2020-03-26,116,6,2161778,1930090,-4609495,-6006016,6600.0
2020-03-27,587,12,9000299,7058201,-5093428,-7006315,6355.0
2020-03-28,370,10,9000000,5785940,15875000,-6006315,6220.0
2020-03-29,93,2,2000000,2000000,-8154981,-4006315,6129.0
2020-03-30,806,4,4007000,0,50301735,685,6357.5
2020-03-31,1652,10,12001000,3250834,89390774,-315,6380.0
2020-04-01,510,2,4000000,1000000,31898400,-4000315,6670.0
2020-04-02,2618,30,28715942,13330834,117201572,-6000189,6851.5
2020-04-06,1144,6,9000000,4012359,38747364,-3000189,7204.5
2020-04-07,785,2,5479678,1809307,32215633,-3520511,7140.0
2020-04-08,1126,11,9479037,6821574,3859524,-7000830,7330.0
2020-04-09,332,5,5000000,2528505,16748393,-10000830,7235.0
2020-04-10,864,11,9782137,6836659,7205743,-8218695,6845.0
2020-04-12,1420,3,8269172,3850,88887937,-3000695,7125.5
2020-04-13,1587,8,14000000,6147491,64790495,-3000695,6810.0
2020-04-14,855,4,6000000,2320365,31730601,-3000695,6862.5
2020-04-15,376,3,6000000,2370698,31109095,-3000695,6722.5
2020-04-16,942,7,9001463,662994,66274028,768,7069.5
2020-04-20,1032,5,9210804,1917207,72010477,-2790428,6845.0
2020-04-21,394,2,3209000,209000,31814083,572,6910.0
2020-04-22,1793,5,12001000,4719563,60300235,-428,7110.0
2020-04-25,3839,3,12001000,2409137,87450424,572,7533.0
2020-04-26,5378,22,26022398,14294036,67561590,6000174,7600.0
2020-04-27,3427,14,17999700,7991019,71446851,474,7702.5
2020-04-28,1,1,1000,0,9682,-526,7746.0
2020-04-29,5223,29,37029670,16765670,134511627,-348,8715.0
2020-04-30,5916,42,65000936,51872773,-34735224,8000588,8640.0
2020-05-01,1315,7,14000056,9598098,10181618,6000644,8810.0
2020-05-02,2007,7,10000000,7418275,749495,644,8840.0
2020-05-03,227,2,4000000,2161183,9412760,644,8910.0
2020-05-04,3355,12,20994710,13100776,29833357,995018,8760.0
2020-05-05,98,1,539757,539757,-1540433,1534775,8760.0
2020-05-06,1351,12,22566327,11195762,62355404,-5032244,9111.0
2020-05-07,742,7,11033199,6117405,23027509,955,9679.5
2020-05-09,367,5,6000324,5071891,-5897367,-2000721,9695.0
2020-05-10,1503,26,38173080,32586832,-45941367,931,8735.0
2020-05-11,1499,25,37634962,28769618,-6009299,1370501,8565.0
2020-05-12,197,1,1370000,277341,8593884,501,8725.0
2020-05-14,1842,16,32001000,16782544,75192457,-4000499,9560.0
2020-05-15,126,2,4000000,4000000,-10548463,-499,9455.0
2020-05-19,908,7,9002000,5792114,10246990,-499,9668.0
2020-05-20,490,5,8260583,5200539,10316530,-8261082,9515.0
2020-05-21,1180,14,17986507,10373171,34488535,-6007589,9115.0
2020-05-22,574,5,7500000,5659268,-562274,-7507589,9177.0
2020-05-23,162,5,4500000,4500000,-12285497,-9007589,9160.0
2020-05-24,643,9,9007504,6559488,2221624,-6000085,9005.0
2020-05-25,269,5,5425856,4962932,-10182754,-4500085,8765.0
2020-05-26,151,2,3000000,1500000,8633101,-4500085,8748.0
2020-05-27,142,1,4500000,1864209,16563422,-85,9130.0
2020-05-28,495,2,4506767,2331858,11347061,-4506852,9190.0
2020-05-29,175,5,4506804,2942915,4619659,-48,9495.0
2020-06-02,1477,16,25241291,13316480,58276708,-4500009,9470.0
2020-06-03,210,1,4500000,103617,34362809,-9,9525.0
2020-06-05,352,1,4500000,0,34315444,-4500009,9830.5
2020-06-06,584,2,9000000,3956780,28886240,-4500009,9655.0
2020-06-07,752,3,12000000,3641876,55194966,-4500009,9755.0
2020-06-11,2488,31,44039143,29200329,41457154,-4540180,9275.0
2020-06-12,1382,16,23993531,15530763,25979565,-7533711,9465.0
2020-06-13,205,2,3000000,3000000,-7957032,-10533711,9426.0
2020-06-15,807,11,13533971,4406963,62089603,3000260,9340.0
2020-06-16,326,3,3000047,2864047,-6437006,213,9536.5
2020-06-17,113,1,3000000,49311,23465729,3000213,9380.0
2020-06-18,149,2,3000000,792589,15534049,213,9375.0
2020-06-19,481,2,6000000,1210337,35184843,6000213,9360.0
2020-06-21,629,1,6000000,1040380,36982633,213,9345.0
2020-06-22,394,2,4501000,1308362,19223968,-4500787,9705.0
2020-06-23,149,1,3000000,0,23327960,-7500787,9645.5
2020-06-24,885,8,13104383,6684225,33769322,-10500034,9380.0
2020-06-25,143,1,3000000,0,24901944,-7500034,9036.5
2020-06-26,771,9,10499117,9213171,-14517853,-9000917,9175.0
2020-06-27,1314,7,15001000,6000000,57696852,83,8985.0
2020-06-28,2,2,2000,0,16428,83,9127.5
2020-06-29,102,4,957392,957392,-2633621,203,9148.0
2020-06-30,511,2,4501000,178264,34938029,-4500797,9145.0
2020-07-01,1680,11,22508156,10860470,65150943,-9000223,9235.0
2020-07-02,539,8,10499946,6362489,16752374,-7500277,9125.0
2020-07-03,634,2,4500000,1914965,16121670,-12000277,9060.0
2020-07-05,1582,2,18000000,1942559,127486726,-10000277,9080.0
2020-07-06,844,8,13000851,6644807,33648743,3000574,9280.0
2020-07-09,1209,4,15000000,6359876,52848567,574,9225.0
2020-07-14,1,1,1000,0,8168,-426,9181.5
2020-07-21,358,8,9000877,7820233,-11303778,3000451,9375.0
2020-07-22,441,2,6000000,1151993,35920491,451,9310.0
2020-07-23,534,6,15000000,10541383,7062176,451,9625.0
2020-07-24,81,1,3000000,0,23665470,3000451,9507.5
2020-07-25,2,1,3000000,3000000,-7781999,451,9638.0
2020-07-27,307,4,7501000,6600641,-8972839,-7500549,10870.0
2020-07-28,3551,45,111280967,83179057,-20614525,-9020004,11010.0
2020-07-29,384,6,15019475,14908039,-33035750,-12000529,11090.0
2020-07-30,701,3,12001000,3671160,48390715,471,11160.5
2020-07-31,672,4,15065581,10220872,8941844,2934890,11350.0
2020-08-01,1299,9,18825364,6772759,62350930,-474,11870.0
2020-08-02,1983,26,58151242,41469486,90768777,-788,11030.0
2020-08-03,1014,8,19011503,12698340,14186852,9000715,11165.5
2020-08-04,293,3,5762870,1264960,27519519,12000715,11142.5
2020-08-05,905,7,18001000,4195714,80728972,-6000285,11680.0
2020-08-06,2042,17,45000000,17702174,136900756,-9000285,11772.0
2020-08-07,1496,13,39001000,13608574,134580240,715,11490.0
2020-08-08,1339,5,12000000,5694863,28000768,12000715,11774.0
2020-08-11,1568,14,32035418,7766174,143781784,-285,11397.0
2020-08-12,2713,19,43897902,11190357,189689375,-17881585,11615.0
2020-08-13,1443,13,24120792,13069722,44080829,-901,11801.0
2020-08-17,721,3,9002000,2742895,32396830,-9000901,12360.0
2020-08-18,3066,9,42002329,12565831,154534637,-18001230,12060.0
2020-08-19,2273,22,58814575,30842859,95742013,7811457,11625.0
2020-08-20,1408,7,21326544,7136825,75211566,4538001,11875.0
2020-08-21,594,8,15037854,10500000,6725615,10500147,11720.0
2020-08-22,308,1,6000000,2038359,21174421,4500147,11620.0
2020-08-23,410,2,6002711,2414694,18140689,10502858,11635.0
2020-08-24,361,3,10502000,6000000,15974228,858,11812.0
2020-08-25,1866,16,34335631,16283051,83045656,-3615171,11357.0
2020-08-26,2656,23,57340574,38551402,37677807,-7500549,11475.0
2020-08-27,2157,29,64934790,50053571,-12925339,-877,11310.0
2020-08-28,5,4,4000,0,26201,-877,11531.5
2020-08-29,142,2,838295,51516,5037833,837418,11450.0
2020-08-30,480,5,9838000,6961677,3570512,-9000582,11615.0
2020-08-31,198,2,12000000,8996254,79926,-21000582,11770.0
2020-09-01,878,13,28556314,11914833,80571103,-24000268,11900.0
2020-09-02,1431,20,60523752,44859250,58113945,-18000268,11435.0
2020-09-03,3654,49,100675773,65599129,92028033,6000863,10655.0
2020-09-04,3630,43,79914284,61491141,-14246195,-9000235,10470.0
2020-09-05,4048,57,101576393,76322673,-1339739,-3000876,10160.0
2020-09-06,560,7,21000000,19643371,-38129224,-12000876,10225.0
2020-09-07,1970,12,34000471,10292734,149244893,-405,10175.0
2020-09-08,2848,18,49948415,33503255,37427028,-12000820,10447.0
2020-09-09,255,1,3000000,1072678,11655716,-9000820,10105.0
2020-09-10,595,1,9000000,2770773,38656796,-820,10300.0
2020-09-13,1155,4,18019245,4712273,84078173,-18000065,10300.0
2020-09-14,1041,6,15149112,14286349,-27773629,-24000065,10705.0
2020-09-16,428,2,12000000,7775473,11098918,-12000065,11065.0
2020-09-17,335,2,6000000,5924551,-13129788,-6000065,10840.0
2020-09-18,86,1,3000000,3000000,-6844466,-9000065,10958.0
2020-09-20,168,1,3000000,942954,11912143,-12000065,10965.0
2020-09-21,1449,8,25034226,14809646,36996768,-13034291,10460.0
2020-09-22,1216,11,22982294,18539020,-12357783,-9000995,10510.0
2020-09-23,1337,11,33002000,25120528,-3448296,-12000995,10220.0
2020-09-24,513,8,18561150,12238058,16579854,155,10740.0
2020-09-25,569,15,19081596,19076596,-44718027,-9001177,10690.0
2020-10-01,445,2,9000748,4322845,23036967,-429,10575.0
2020-10-05,223,5,9000000,9000000,-20966828,-9000429,10729.5
2020-10-06,49,1,3000000,3000000,-7050737,-6000429,10637.5
2020-10-07,9,1,3000000,3000000,-7072499,-9000429,10605.0
2020-10-08,293,3,9001000,5734900,9600041,571,10720.0
2020-10-12,869,13,24592686,18168867,2324282,6591257,11400.0
2020-10-13,206,2,5409000,4290508,-2029809,6000257,11493.5
2020-10-14,234,1,6000000,2952381,13593235,12000257,11390.0
2020-10-15,1306,11,24002500,18114797,-928376,12000757,11466.5
2020-10-16,1130,8,27001065,16286492,34772048,-15000308,11320.0
2020-10-19,920,4,15000607,7359335,33310104,-30000915,11670.0
2020-10-20,1099,6,22224391,10336534,52000866,-23265378,11950.0
2020-10-21,4198,38,124665306,102791086,57453519,-2952782,12825.0
2020-10-22,1350,15,37049231,30301847,-19552905,10000297,13145.0
2020-10-27,480,9,17031599,10035057,20928451,-898,13694.5
2020-10-28,1366,19,56495116,49231734,-51831042,-20001602,13275.0
2020-10-29,1807,32,72526754,72523754,-135367438,692,13480.5
2020-10-30,1995,28,90892759,75724717,-55520107,8027577,13595.0
2020-10-31,749,6,22094765,19997014,-25279798,-9999336,13710.0
2020-11-02,2237,21,69415826,50794621,-2055481,-15000336,13475.0
2020-11-03,1078,30,54405932,40303154,3584187,-10000674,13552.5
2020-11-04,657,6,17668447,12966349,1853328,7359577,13975.0
2020-11-05,1835,28,67517254,52497472,-10601034,-20000453,15620.0
2020-11-06,1373,19,63953027,56435045,-54547147,10005804,15517.0
2020-11-07,5363,73,197839059,148059825,1065923,-7500535,14710.0
2020-11-08,1667,33,69908627,58342767,-38912067,-20848900,15535.0
2020-11-09,2119,45,113465731,103799677,-99615408,8059261,15270.0
2020-11-10,475,5,14800015,13392136,-15049782,0,15253.5
2020-11-15,333,1,10000000,5560852,12178516,-10000000,15900.0
2020-11-18,956,15,54521642,39706913,6850001,-10001642,18035.0
2020-11-19,205,2,10001642,7801609,-1670677,0,17932.0
2020-11-20,581,7,20001791,6056923,48178252,10000597,18660.0
2020-11-21,391,4,16171540,10672911,7805875,6172137,18825.0
2020-11-22,384,6,25260333,19572729,-10768045,1917538,18437.5
2020-11-23,273,3,13083000,10881849,-5846421,5000538,18270.0
2020-11-24,660,3,20000000,17368303,-12273713,5000538,19370.0
2020-11-25,280,6,15003000,14705869,-18280563,-462,18853.5
2020-11-26,6257,99,273449496,211121523,-38432772,-5000352,17165.0
2020-11-27,3209,29,98960480,78528965,-25047839,10000770,16867.5
2020-11-28,1005,6,25001524,11509137,42007470,5002294,17670.0
2020-11-29,351,3,11612265,8050454,-1973980,3390029,18345.0
2020-11-30,4152,50,165711227,131215290,-36195880,-35000956,19724.0
2020-12-01,1095,12,38204741,25166993,18973837,-6796215,18826.5
2020-12-02,171,3,6798056,4679236,2268055,1841,18707.0
2020-12-04,583,9,37881740,35347254,-36747329,101,18750.0
2020-12-05,248,5,20001000,19260405,-22509270,-20000899,19050.0
2020-12-06,284,3,10060859,7675271,-689057,-9940040,19060.0
2020-12-07,233,1,10000000,6901502,3097135,59960,19360.0
2020-12-09,859,10,38676378,33003238,-22022453,-13378548,18163.0
2020-12-10,1050,10,33378958,28938213,-21456676,20000410,18290.0
2020-12-11,503,2,20000000,11166926,21326390,20000410,17948.5
2020-12-12,69,2,5047456,5047456,-6685074,14952954,18950.0
2020-12-13,347,5,24952544,24515601,-30295552,410,19160.0
2020-12-16,501,4,15001000,11994248,-3575572,-15000590,20689.5
2020-12-17,3351,49,200051339,178220083,-101704361,-20047947,22740.0
2020-12-18,49,1,5000000,5000000,-5417478,-25047947,23075.0
2020-12-19,53,1,5000000,4617638,-3769023,-20047947,23020.0
2020-12-20,1746,24,85187436,77966427,-59529818,-45140069,23540.0
2020-12-21,1533,24,94340751,71493645,-1927940,10000682,22809.0
2020-12-23,352,7,30164798,18816792,17174755,-34520,22670.0
2020-12-24,153,2,10000000,10000000,-10964311,-10034520,22813.5
2020-12-25,364,5,17911484,10013787,13840242,-27946004,24070.0
2020-12-27,553,8,28124164,22646636,-5689528,178160,26290.0
2020-12-28,218,4,10180000,10180000,-9488856,-10001840,26833.0
2020-12-29,190,2,10000000,10000000,-9339929,-1840,26756.5
2020-12-31,1464,21,73164757,72832569,-62607869,-20000597,28350.0
2021-01-02,656,3,20000597,10706291,14424053,0,29632.0
2021-01-03,807,14,55100427,54071550,-38624029,-14900759,33425.0
2021-01-04,224,8,35099000,27447842,-2981763,241,30070.5
2021-01-05,421,13,39669239,35757781,-18954587,474,33623.5
2021-01-06,375,6,20244450,12416639,7825970,-19757076,33875.0
2021-01-07,171,4,20000000,19429378,-11392572,-19757076,39600.0
2021-01-08,70,2,5250000,4275401,-890212,-25007076,38015.5
2021-01-10,1986,28,101000627,96054921,-54110015,-4008449,38250.0
2021-01-11,2845,53,223773275,216294071,-138070899,-35377288,35500.0
2021-01-12,995,16,65822825,61963510,-35959230,-513,34711.5
2021-01-13,521,8,30002000,30000000,-20970539,-10000513,37275.0
2021-01-14,837,10,45031004,39178507,-14083914,-55031517,39065.5
2021-01-15,3424,49,214026313,176881608,-45118735,-52862796,36775.0
2021-01-16,1214,19,80829689,66168918,-14898047,13966893,37300.0
2021-01-17,480,9,35993203,32751180,-16078978,10041690,35750.0
2021-01-18,327,2,15000000,12130222,-2531703,5041690,36200.0
2021-01-19,62,1,5000000,4197141,-1214006,41690,36850.0
2021-01-20,374,3,15000000,14220900,-8291300,-14958310,35850.0
2021-01-21,1308,15,80429207,67686476,-23089451,-25387517,30050.0
2021-01-22,1169,26,107404868,101173683,-66830122,-49253013,32883.5
2021-01-23,521,8,50070221,21507071,49904077,817208,32197.0
2021-01-24,243,5,12183261,10526138,-4245726,7000469,32717.5
2021-01-25,539,11,37000372,33162074,-16216106,97,34250.0
2021-01-26,289,11,30070179,27644928,-15755178,-30070082,32700.0
2021-01-27,417,6,30069652,19193967,11264058,-430,30133.5
2021-01-28,596,8,30878023,24189667,-3358075,-10878453,32850.0
2021-01-29,4205,56,254665297,211974240,-56122240,-1150,34639.0
2021-01-30,309,2,20000000,15915547,-2729986,-20001150,33650.0
2021-01-31,248,1,10000000,7125311,1162817,-10001150,32325.0
2021-02-01,296,2,20000000,12587419,7130863,-30001150,33886.5
2021-02-02,312,4,20000000,20000000,-14233600,-50001150,35180.5
2021-02-03,356,3,15000000,9657430,4324231,-45001150,36750.0
2021-02-04,992,16,74998002,66846387,-28533909,-30003148,37380.0
2021-02-05,141,2,10000000,8628049,-2949410,-40003148,38296.5
2021-02-06,465,3,15000000,8785163,6092121,-45003148,40245.5
2021-02-07,1709,26,130000000,117165970,-50646556,-5003148,39000.0
2021-02-08,2578,31,145460393,133469118,-57745191,-40463541,43950.0
2021-02-09,896,12,50170660,40009529,-5202950,-20000201,45373.5
2021-02-10,669,5,45000000,39855071,-13365686,-5000201,44698.0
2021-02-11,44,1,5000000,5000000,-2827482,-201,44200.0
2021-02-12,2216,14,75004539,67827804,-24185315,-25004740,47475.0
2021-02-13,49,1,5000000,5000000,-2666228,-30004740,46879.5
2021-02-14,1037,13,61024523,57680021,-24261053,1019783,49150.0
2021-02-15,332,10,45498594,45173916,-23706964,-44478811,47050.0
2021-02-16,983,11,48159708,31419888,9884502,3680897,48900.0
2021-02-17,69,1,3680000,3680000,-1756246,897,52375.0
2021-02-19,1870,27,86427418,83739139,-35924080,-507,55009.5
2021-02-20,569,4,20015217,19531075,-8083695,-20015724,55848.0
2021-02-22,1236,23,75445460,64500599,-14558735,-25007674,53250.0
2021-02-23,429,8,25008619,15785152,6048893,945,48200.0
2021-02-24,1151,12,62001790,46665436,-585870,-40000845,48700.0
2021-02-25,3554,29,140714491,131336679,-52994757,518330,47014.5
2021-02-26,4718,65,252334926,199684709,-22756119,-15544794,46300.0
2021-02-27,938,9,45543658,41370231,-15358975,9998864,46650.0
2021-03-01,182,1,10000000,5477122,4187604,-1136,48250.0
2021-03-03,2512,19,126935654,100620500,-10604483,-35000790,51400.0
2021-03-06,110,1,5000000,1884683,3857424,-30000790,48375.0
2021-03-08,495,5,23436186,16543574,2052587,-50000790,50110.5
2021-03-10,710,3,30000000,17859941,8532495,-60000790,54850.0
2021-03-11,218,2,10000000,10000000,-4581156,-50000790,54550.0
2021-03-12,595,7,40000000,28964382,1492630,-50000790,55050.0
2021-03-13,1969,11,44997419,44997419,-19563942,-5003371,57225.0
2021-03-14,170,2,10000000,10000000,-4088677,-15003371,61125.0
2021-03-15,314,4,15506959,13606434,-3462764,-30010330,57128.5
2021-03-16,361,2,20000000,14000332,1873034,-10010330,53750.0
2021-03-17,289,2,20000000,11198391,6754872,-30010330,56200.0
2021-03-18,492,2,20000000,8909585,10383976,-50010330,58625.0
2021-03-20,3967,31,147932470,133026885,-37499969,-50002740,58518.5
2021-03-21,625,6,30433198,17523595,9405842,-40002740,57500.0
2021-03-23,87,1,10000000,10000000,-4580759,-30002740,54575.0
2021-03-24,637,5,40000000,32220177,-4165431,-10002740,52500.0
2021-03-25,268,1,10000000,6831247,1335613,-2740,51311.5
2021-03-27,2494,12,80169906,45726841,25718481,-80172646,56125.0
