date,Deposit,RealisedPNL,Withdrawal,ledger_balance_sat,reported_last_balance_sat,daily_snapshot_residual_sat,cumulative_realised_sat
2020-05-16,0,1584,0,50451074685,5.045107468e+10,0,118225770684
2020-05-17,0,1588,0,50451076273,5.045107627e+10,0,118225772272
2020-05-18,0,2578,0,50451078851,5.045107885e+10,0,118225774850
2020-05-19,0,-965698593,0,49485380258,4.948538026e+10,0,117260076257
2020-05-20,0,-22271,0,49485357987,4.948535799e+10,0,117260053986
2020-05-21,0,915850703,0,50401208690,5.040120869e+10,0,118175904689
2020-05-22,0,3223537262,0,53624745952,5.362474595e+10,0,121399441951
2020-05-23,0,-9665333,0,53615080619,5.361508062e+10,0,121389776618
2020-05-24,0,-47816584,0,53567264035,5.356726404e+10,0,121341960034
2020-05-25,0,1761248758,0,55328512793,5.532851279e+10,0,123103208792
2020-05-26,0,464047428,0,55792560221,5.579256022e+10,0,123567256220
2020-05-27,0,-379091210,0,55413469011,5.541346901e+10,0,123188165010
2020-05-28,0,-11346830,0,55402122181,5.540212218e+10,0,123176818180
2020-05-29,0,-1607976059,0,53794146122,5.379414612e+10,0,121568842121
2020-05-30,0,153,0,53794146275,5.379414628e+10,0,121568842274
2020-05-31,0,150,0,53794146425,5.379414642e+10,0,121568842424
2020-06-01,0,150,0,53794146575,5.379414658e+10,0,121568842574
2020-06-02,0,-24605009,0,53769541566,5.376954157e+10,0,121544237565
2020-06-03,0,-4537317781,0,49232223785,4.923222378e+10,0,117006919784
2020-06-04,0,27,0,49232223812,4.923222381e+10,0,117006919811
2020-06-05,0,-34315417,0,49197908395,4.91979084e+10,0,116972604394
2020-06-06,0,778189546,0,49976097941,4.997609794e+10,0,117750793940
2020-06-07,0,-56596538,0,49919501403,4.99195014e+10,0,117694197402
2020-06-08,0,-626243931,0,49293257472,4.929325747e+10,0,117067953471
2020-06-09,0,15436659,0,49308694131,4.930869413e+10,0,117083390130
2020-06-10,0,13861377,0,49322555508,4.932255551e+10,0,117097251507
2020-06-11,0,-1158753864,0,48163801644,4.816380164e+10,0,115938497643
2020-06-12,0,-159947944,0,48003853700,4.80038537e+10,0,115778549699
2020-06-13,0,44127168,0,48047980868,4.804798087e+10,0,115822676867
2020-06-14,0,10786436,0,48058767304,4.80587673e+10,0,115833463303
2020-06-15,0,3785657420,0,51844424724,5.184442472e+10,0,119619120723
2020-06-16,0,649906006,0,52494330730,5.249433073e+10,0,120269026729
2020-06-17,0,-673,0,52494330057,5.249433006e+10,0,120269026056
2020-06-18,0,-29873504,0,52464456553,5.246445655e+10,0,120239152552
2020-06-19,0,-56284158,0,52408172395,5.24081724e+10,0,120182868394
2020-06-20,0,-19287684,0,52388884711,5.238888471e+10,0,120163580710
2020-06-21,0,-19299684,0,52369585027,5.236958503e+10,0,120144281026
2020-06-22,0,-63341526,0,52306243501,5.23062435e+10,0,120080939500
2020-06-23,0,-14500146,0,52291743355,5.229174336e+10,0,120066439354
2020-06-24,0,1848414719,0,54140158074,5.414015807e+10,0,121914854073
2020-06-25,0,1376992062,0,55517150136,5.551715014e+10,0,123291846135
2020-06-26,0,1022956041,0,56540106177,5.654010618e+10,0,124314802176
2020-06-27,0,850076539,0,57390182716,5.739018272e+10,0,125164878715
2020-06-28,0,1033867140,0,58424049856,5.842404986e+10,0,126198745855
2020-06-29,0,265646,0,58424315502,5.84243155e+10,0,126199011501
2020-06-30,0,72971104,0,58497286606,5.849728661e+10,0,126271982605
2020-07-01,0,-33527698,0,58463758908,5.846375891e+10,0,126238454907
2020-07-02,0,-1081235826,0,57382523082,5.738252308e+10,0,125157219081
2020-07-03,0,1124803503,0,58507326585,5.850732658e+10,0,126282022584
2020-07-04,0,7512900,0,58514839485,5.851483948e+10,0,126289535484
2020-07-05,0,20330508,0,58535169993,5.853516999e+10,0,126309865992
2020-07-06,0,-981070803,0,57554099190,5.755409919e+10,0,125328795189
2020-07-07,0,-4381256,0,57549717934,5.754971793e+10,0,125324413933
2020-07-08,0,-6921359,0,57542796575,5.754279658e+10,0,125317492574
2020-07-09,0,358168337,0,57900964912,5.790096491e+10,0,125675660911
2020-07-10,0,-1255349281,0,56645615631,5.664561563e+10,0,124420311630
2020-07-11,0,-29375540,0,56616240091,5.661624009e+10,0,124390936090
2020-07-12,0,-10446289,0,56605793802,5.66057938e+10,0,124380489801
2020-07-13,0,-6986486,0,56598807316,5.659880732e+10,0,124373503315
2020-07-14,0,17793096,0,56616600412,5.661660041e+10,0,124391296411
2020-07-15,0,1383,0,56616601795,5.66166018e+10,0,124391297794
2020-07-16,0,1389,0,56616603184,5.661660318e+10,0,124391299183
2020-07-17,0,1404,0,56616604588,5.661660459e+10,0,124391300587
2020-07-18,0,1398,0,56616605986,5.661660599e+10,0,124391301985
2020-07-19,0,1028,0,56616607014,5.661660701e+10,0,124391303013
2020-07-20,0,1396,0,56616608410,5.661660841e+10,0,124391304409
2020-07-21,0,-4700778,0,56611907632,5.661190763e+10,0,124386603631
2020-07-22,0,77015548,0,56688923180,5.668892318e+10,0,124463619179
2020-07-23,0,-1437,0,56688921743,5.668892174e+10,0,124463617742
2020-07-24,0,1112209257,0,57801131000,5.7801131e+10,0,125575826999
2020-07-25,0,424388823,0,58225519823,5.822551982e+10,0,126000215822
2020-07-26,0,-1402,0,58225518421,5.822551842e+10,0,126000214420
2020-07-27,0,-4580,0,58225513841,5.822551384e+10,0,126000209840
2020-07-28,0,390182423,0,58615696264,5.861569626e+10,0,126390392263
2020-07-29,0,821027500,0,59436723764,5.943672376e+10,0,127211419763
2020-07-30,0,508580840,0,59945304604,5.99453046e+10,0,127720000603
2020-07-31,0,-2952773,0,59942351831,5.994235183e+10,0,127717047830
2020-08-01,0,2821533106,0,62763884937,6.276388494e+10,0,130538580936
2020-08-02,0,3892759804,-7201200000,59455444741,5.945544474e+10,0,134431340740
2020-08-03,0,463655862,0,59919100603,5.99191006e+10,0,134894996602
2020-08-04,0,610601997,0,60529702600,6.05297026e+10,0,135505598599
2020-08-05,0,773270928,0,61302973528,6.130297353e+10,0,136278869527
2020-08-06,0,2380392595,0,63683366123,6.368336612e+10,0,138659262122
2020-08-07,0,930575429,0,64613941552,6.461394155e+10,0,139589837551
2020-08-08,0,1487850583,0,66101792135,6.610179214e+10,0,141077688134
2020-08-09,0,-48452199,0,66053339936,6.605333994e+10,0,141029235935
2020-08-10,0,-30558621,0,66022781315,6.602278132e+10,0,140998677314
2020-08-11,0,-66669697,0,65956111618,6.595611162e+10,0,140932007617
2020-08-12,0,-1103932383,0,64852179235,6.485217924e+10,0,139828075234
2020-08-13,0,1140503946,0,65992683181,6.599268318e+10,0,140968579180
2020-08-14,0,-121554,0,65992561627,6.599256163e+10,0,140968457626
2020-08-15,0,4525,0,65992566152,6.599256615e+10,0,140968462151
2020-08-16,0,5354,0,65992571506,6.599257151e+10,0,140968467505
2020-08-17,0,5084,0,65992576590,6.599257659e+10,0,140968472589
2020-08-18,0,-418958556,0,65573618034,6.557361803e+10,0,140549514033
2020-08-19,0,1528619122,-5001200000,62101037156,6.210103716e+10,0,142078133155
2020-08-20,0,1268005584,0,63369042740,6.336904274e+10,0,143346138739
2020-08-21,0,842094438,0,64211137178,6.421113718e+10,0,144188233177
2020-08-22,0,-18502809,0,64192634369,6.419263437e+10,0,144169730368
2020-08-23,0,-499616403,0,63693017966,6.369301797e+10,0,143670113965
2020-08-24,0,399105949,-5000200000,59091923915,5.909192392e+10,0,144069219914
2020-08-25,0,683234020,0,59775157935,5.977515794e+10,0,144752453934
2020-08-26,0,2251667278,0,62026825213,6.202682521e+10,0,147004121212
2020-08-27,0,-1451031325,0,60575793888,6.057579389e+10,0,145553089887
2020-08-28,0,-2523994094,0,58051799794,5.805179979e+10,0,143029095793
2020-08-29,0,20231,0,58051820025,5.805182002e+10,0,143029116024
2020-08-30,0,76911773,0,58128731798,5.81287318e+10,0,143106027797
2020-08-31,0,24487433,0,58153219231,5.815321923e+10,0,143130515230
2020-09-01,0,-65158870,0,58088060361,5.808806036e+10,0,143065356360
2020-09-02,0,5532824255,0,63620884616,6.362088462e+10,0,148598180615
2020-09-03,0,3728411547,0,67349296163,6.734929616e+10,0,152326592162
2020-09-04,0,5046487675,0,72395783838,7.239578384e+10,0,157373079837
2020-09-05,0,6104240116,0,78500023954,7.850002395e+10,0,163477319953
2020-09-06,0,2707894670,0,81207918624,8.120791862e+10,0,166185214623
2020-09-07,0,135792687,0,81343711311,8.134371131e+10,0,166321007310
2020-09-08,0,338656206,0,81682367517,8.168236752e+10,0,166659663516
2020-09-09,0,-4010191334,0,77672176183,7.767217618e+10,0,162649472182
2020-09-10,0,-2235143847,0,75437032336,7.543703234e+10,0,160414328335
2020-09-11,0,1827,0,75437034163,7.543703416e+10,0,160414330162
2020-09-12,0,799,0,75437034962,7.543703496e+10,0,160414330961
2020-09-13,0,-56088380,0,75380946582,7.538094658e+10,0,160358242581
2020-09-14,0,-51760997,0,75329185585,7.532918558e+10,0,160306481584
2020-09-15,0,-895433329,0,74433752256,7.443375226e+10,0,159411048255
2020-09-16,0,-227233,0,74433525023,7.443352502e+10,0,159410821022
2020-09-17,0,-6237905103,0,68195619920,6.819561992e+10,0,153172915919
2020-09-18,0,-2028164064,0,66167455856,6.616745586e+10,0,151144751855
2020-09-19,0,19267699,0,66186723555,6.618672356e+10,0,151164019554
2020-09-20,0,-10174735,0,66176548820,6.617654882e+10,0,151153844819
2020-09-21,0,-40755354,0,66135793466,6.613579347e+10,0,151113089465
2020-09-22,0,2847681014,0,68983474480,6.898347448e+10,0,153960770479
2020-09-23,0,-364313374,0,68619161106,6.861916111e+10,0,153596457105
2020-09-24,0,2346981479,0,70966142585,7.096614258e+10,0,155943438584
2020-09-25,0,-3236760491,0,67729382094,6.772938209e+10,0,152706678093
2020-09-26,0,487272711,0,68216654805,6.82166548e+10,0,153193950804
2020-09-27,0,18000149,0,68234654954,6.823465495e+10,0,153211950953
2020-09-28,0,17794832,0,68252449786,6.825244979e+10,0,153229745785
2020-09-29,0,24980967,0,68277430753,6.827743075e+10,0,153254726752
2020-09-30,0,21775647,0,68299206400,6.82992064e+10,0,153276502399
2020-10-01,0,6159937,0,68305366337,6.830536634e+10,0,153282662336
2020-10-02,0,1091011896,-5001200000,64395178233,6.439517823e+10,0,154373674232
2020-10-03,0,-2800,0,64395175433,6.439517543e+10,0,154373671432
2020-10-04,0,-2631,0,64395172802,6.43951728e+10,0,154373668801
2020-10-05,0,-941,0,64395171861,6.439517186e+10,0,154373667860
2020-10-06,0,10089239,0,64405261100,6.44052611e+10,0,154383757099
2020-10-07,0,268497829,0,64673758929,6.467375893e+10,0,154652254928
2020-10-08,0,698273274,0,65372032203,6.53720322e+10,0,155350528202
2020-10-09,0,-2202983,0,65369829220,6.536982922e+10,0,155348325219
2020-10-10,0,-2258799,0,65367570421,6.536757042e+10,0,155346066420
2020-10-11,0,-6700733,0,65360869688,6.536086969e+10,0,155339365687
2020-10-12,0,-119464108,0,65241405580,6.524140558e+10,0,155219901579
2020-10-13,0,-36157517,0,65205248063,6.520524806e+10,0,155183744062
2020-10-14,0,901458225,0,66106706288,6.610670629e+10,0,156085202287
2020-10-15,0,-777675716,0,65329030572,6.532903057e+10,0,155307526571
2020-10-16,0,-385201803,0,64943828769,6.494382877e+10,0,154922324768
2020-10-17,0,-1026141,0,64942802628,6.494280263e+10,0,154921298627
2020-10-18,0,-1559162,0,64941243466,6.494124347e+10,0,154919739465
2020-10-19,0,-20609193,0,64920634273,6.492063427e+10,0,154899130272
2020-10-20,0,25897881,0,64946532154,6.494653215e+10,0,154925028153
2020-10-21,0,-14612616310,0,50333915844,5.033391584e+10,0,140312411843
2020-10-22,0,1956956350,0,52290872194,5.229087219e+10,0,142269368193
2020-10-23,0,-1471446158,0,50819426036,5.081942604e+10,0,140797922035
2020-10-24,0,-23143688,0,50796282348,5.079628235e+10,0,140774778347
2020-10-25,0,-22816677,0,50773465671,5.077346567e+10,0,140751961670
2020-10-26,0,-22999684,0,50750465987,5.075046599e+10,0,140728961986
2020-10-27,0,-37230177,0,50713235810,5.071323581e+10,0,140691731809
2020-10-28,0,3137485158,0,53850720968,5.385072097e+10,0,143829216967
2020-10-29,0,5092742554,0,58943463522,5.894346352e+10,0,148921959521
2020-10-30,0,-856313645,0,58087149877,5.808714988e+10,0,148065645876
2020-10-31,0,2159877241,0,60247027118,6.024702712e+10,0,150225523117
2020-11-01,0,20064798,0,60267091916,6.026709192e+10,0,150245587915
2020-11-02,0,706413281,0,60973505197,6.09735052e+10,0,150952001196
2020-11-03,0,3199829828,0,64173335025,6.417333502e+10,0,154151831024
2020-11-04,0,-1335191279,0,62838143746,6.283814375e+10,0,152816639745
2020-11-05,0,2557034782,0,65395178528,6.539517853e+10,0,155373674527
2020-11-06,0,-3309816025,0,62085362503,6.20853625e+10,0,152063858502
2020-11-07,0,1524271290,0,63609633793,6.360963379e+10,0,153588129792
2020-11-08,0,-1610151766,0,61999482027,6.199948203e+10,0,151977978026
2020-11-09,0,-5731744620,0,56267737407,5.626773741e+10,0,146246233406
2020-11-10,0,-1023085092,0,55244652315,5.524465232e+10,0,145223148314
2020-11-11,0,-117359227,0,55127293088,5.512729309e+10,0,145105789087
2020-11-12,0,0,0,55127293088,,,145105789087
2020-11-13,0,0,0,55127293088,,,145105789087
2020-11-14,0,0,0,55127293088,,,145105789087
2020-11-15,0,0,0,55127293088,,,145105789087
2020-11-16,0,359484,0,55127652572,5.512765257e+10,0,145106148571
2020-11-17,0,18136000,0,55145788572,5.514578857e+10,0,145124284571
2020-11-18,0,-2479406156,0,52666382416,5.266638242e+10,0,142644878415
2020-11-19,0,18019219,0,52684401635,5.268440164e+10,0,142662897634
2020-11-20,0,-810593686,0,51873807949,5.187380795e+10,0,141852303948
2020-11-21,0,-101211911,0,51772596038,5.177259604e+10,0,141751092037
2020-11-22,0,-790078587,0,50982517451,5.098251745e+10,0,140961013450
2020-11-23,0,-274547395,0,50707970056,5.070797006e+10,0,140686466055
2020-11-24,0,430967932,0,51138937988,5.113893799e+10,0,141117433987
2020-11-25,0,1767902110,0,52906840098,5.29068401e+10,0,142885336097
2020-11-26,0,1087671665,0,53994511763,5.399451176e+10,0,143973007762
2020-11-27,0,6844212569,0,60838724332,6.083872433e+10,0,150817220331
2020-11-28,0,69027184,0,60907751516,6.090775152e+10,0,150886247515
2020-11-29,0,1824888267,0,62732639783,6.273263978e+10,0,152711135782
2020-11-30,0,974088785,0,63706728568,6.370672857e+10,0,153685224567
2020-12-01,0,-6159207710,0,57547520858,5.754752086e+10,0,147526016857
2020-12-02,0,4258981210,0,61806502068,6.180650207e+10,0,151784998067
2020-12-03,0,-2887,0,61806499181,6.180649918e+10,0,151784995180
2020-12-04,0,-2855,0,61806496326,6.180649633e+10,0,151784992325
2020-12-05,0,131567555,0,61938063881,6.193806388e+10,0,151916559880
2020-12-06,0,-123977779,0,61814086102,6.18140861e+10,0,151792582101
2020-12-07,0,-1297217591,0,60516868511,6.051686851e+10,0,150495364510
2020-12-08,0,-203696,0,60516664815,6.051666482e+10,0,150495160814
2020-12-09,0,-20836068,0,60495828747,6.049582875e+10,0,150474324746
2020-12-10,0,26045872,0,60521874619,6.052187462e+10,0,150500370618
2020-12-11,0,-194967937,0,60326906682,6.032690668e+10,0,150305402681
2020-12-12,0,-45281723,0,60281624959,6.028162496e+10,0,150260120958
2020-12-13,0,5713764177,0,65995389136,6.599538914e+10,0,155973885135
2020-12-14,0,281806134,0,66277195270,6.627719527e+10,0,156255691269
2020-12-15,0,-735,0,66277194535,6.627719454e+10,0,156255690534
2020-12-16,0,-634,0,66277193901,6.62771939e+10,0,156255689900
2020-12-17,0,-5798047425,0,60479146476,6.047914648e+10,0,150457642475
2020-12-18,0,1599265903,0,62078412379,6.207841238e+10,0,152056908378
2020-12-19,0,168955930,0,62247368309,6.224736831e+10,0,152225864308
2020-12-20,0,70551933,-5001200000,57316720242,5.731672024e+10,0,152296416241
2020-12-21,0,-1684882843,0,55631837399,5.56318374e+10,0,150611533398
2020-12-22,0,3150299930,0,58782137329,5.878213733e+10,0,153761833328
2020-12-23,0,495871279,0,59278008608,5.927800861e+10,0,154257704607
2020-12-24,0,4524047944,0,63802056552,6.380205655e+10,0,158781752551
2020-12-25,0,-2299723,0,63799756829,6.379975683e+10,0,158779452828
2020-12-26,0,108857265,0,63908614094,6.390861409e+10,0,158888310093
2020-12-27,0,148402687,0,64057016781,6.405701678e+10,0,159036712780
2020-12-28,0,-12999868839,0,51057147942,5.105714794e+10,0,146036843941
2020-12-29,0,-137803143,0,50919344799,5.09193448e+10,0,145899040798
2020-12-30,0,1884375056,0,52803719855,5.280371986e+10,0,147783415854
2020-12-31,0,-939290648,0,51864429207,5.186442921e+10,0,146844125206
2021-01-01,0,52972302,0,51917401509,5.191740151e+10,0,146897097508
2021-01-02,0,-3030568562,0,48886832947,4.888683295e+10,0,143866528946
2021-01-03,0,80677732,0,48967510679,4.896751068e+10,0,143947206678
2021-01-04,0,1434412984,0,50401923663,5.040192366e+10,0,145381619662
2021-01-05,0,4048255820,0,54450179483,5.445017948e+10,0,149429875482
2021-01-06,0,-1183581908,0,53266597575,5.326659758e+10,0,148246293574
2021-01-07,0,750582870,0,54017180445,5.401718044e+10,0,148996876444
2021-01-08,0,-1825617168,0,52191563277,5.219156328e+10,0,147171259276
2021-01-09,0,147885671,0,52339448948,5.233944895e+10,0,147319144947
2021-01-10,0,24260065,0,52363709013,5.236370901e+10,0,147343405012
2021-01-11,0,5880087051,0,58243796064,5.824379606e+10,0,153223492063
2021-01-12,0,2497451250,0,60741247314,6.074124731e+10,0,155720943313
2021-01-13,0,2091543400,0,62832790714,6.283279071e+10,0,157812486713
2021-01-14,0,2084162645,0,64916953359,6.491695336e+10,0,159896649358
2021-01-15,0,1104179626,0,66021132985,6.602113298e+10,0,161000828984
2021-01-16,0,66928038,0,66088061023,6.608806102e+10,0,161067757022
2021-01-17,0,-396459998,0,65691601025,6.569160102e+10,0,160671297024
2021-01-18,0,89217657,0,65780818682,6.578081868e+10,0,160760514681
2021-01-19,0,436962688,0,66217781370,6.621778137e+10,0,161197477369
2021-01-20,0,498834888,0,66716616258,6.671661626e+10,0,161696312257
2021-01-21,0,1289761345,0,68006377603,6.80063776e+10,0,162986073602
2021-01-22,0,9513513884,0,77519891487,7.751989149e+10,0,172499587486
2021-01-23,0,-4742906365,0,72776985122,7.277698512e+10,0,167756681121
2021-01-24,0,8615400,0,72785600522,7.278560052e+10,0,167765296521
2021-01-25,0,14530517,0,72800131039,7.280013104e+10,0,167779827038
2021-01-26,0,2251931885,0,75052062924,7.505206292e+10,0,170031758923
2021-01-27,0,1458928516,0,76510991440,7.651099144e+10,0,171490687439
2021-01-28,0,3923739959,0,80434731399,8.04347314e+10,0,175414427398
2021-01-29,0,4813527083,-10001200000,75247058482,7.524705848e+10,0,180227954481
2021-01-30,0,-1841627329,0,73405431153,7.340543115e+10,0,178386327152
2021-01-31,0,14449002,0,73419880155,7.341988016e+10,0,178400776154
2021-02-01,0,2144642215,0,75564522370,7.556452237e+10,0,180545418369
2021-02-02,0,820242766,0,76384765136,7.638476514e+10,0,181365661135
2021-02-03,0,101253137,0,76486018273,7.648601827e+10,0,181466914272
2021-02-04,0,-3834456015,0,72651562258,7.265156226e+10,0,177632458257
2021-02-05,0,-3549615240,0,69101947018,6.910194702e+10,0,174082843017
2021-02-06,0,182104485,0,69284051503,6.92840515e+10,0,174264947502
2021-02-07,0,-3112965961,0,66171085542,6.617108554e+10,0,171151981541
2021-02-08,0,1440741419,0,67611826961,6.761182696e+10,0,172592722960
2021-02-09,0,-8218520875,0,59393306086,5.939330609e+10,0,164374202085
2021-02-10,0,-223638712,0,59169667374,5.916966737e+10,0,164150563373
2021-02-11,0,656196918,0,59825864292,5.982586429e+10,0,164806760291
2021-02-12,0,641,0,59825864933,5.982586493e+10,0,164806760932
2021-02-13,0,-836294548,0,58989570385,5.898957038e+10,0,163970466384
2021-02-14,0,-2096604837,0,56892965548,5.689296555e+10,0,161873861547
2021-02-15,0,222182,0,56893187730,5.689318773e+10,0,161874083729
2021-02-16,0,-2611430381,0,54281757349,5.428175735e+10,0,159262653348
2021-02-17,0,-140979566,0,54140777783,5.414077778e+10,0,159121673782
2021-02-18,0,507425609,0,54648203392,5.464820339e+10,0,159629099391
2021-02-19,0,1435856,0,54649639248,5.464963925e+10,0,159630535247
2021-02-20,0,1416468083,0,56066107331,5.606610733e+10,0,161047003330
2021-02-21,0,17419748,0,56083527079,5.608352708e+10,0,161064423078
2021-02-22,0,1438927804,0,57522454883,5.752245488e+10,0,162503350882
2021-02-23,0,7081573457,0,64604028340,6.460402834e+10,0,169584924339
2021-02-24,0,5033974,0,64609062314,6.460906231e+10,0,169589958313
2021-02-25,0,1184050943,0,65793113257,6.579311326e+10,0,170774009256
2021-02-26,0,4834015004,0,70627128261,7.062712826e+10,0,175608024260
2021-02-27,0,41360121,0,70668488382,7.066848838e+10,0,175649384381
2021-02-28,0,-241299635,0,70427188747,7.042718875e+10,0,175408084746
2021-03-01,0,-90324037,0,70336864710,7.033686471e+10,0,175317760709
2021-03-02,0,1097538418,0,71434403128,7.143440313e+10,0,176415299127
2021-03-03,0,-77666999,0,71356736129,7.135673613e+10,0,176337632128
2021-03-04,0,3188587018,0,74545323147,7.454532315e+10,0,179526219146
2021-03-05,0,21784492,0,74567107639,7.456710764e+10,0,179548003638
2021-03-06,0,606900300,0,75174007939,7.517400794e+10,0,180154903938
2021-03-07,0,18480486,0,75192488425,7.519248842e+10,0,180173384424
2021-03-08,0,106683243,-5001200000,70297971668,7.029797167e+10,0,180280067667
2021-03-09,0,56661145,0,70354632813,7.035463281e+10,0,180336728812
2021-03-10,0,-930919216,0,69423713597,6.94237136e+10,0,179405809596
2021-03-11,0,-885547895,0,68538165702,6.85381657e+10,0,178520261701
2021-03-12,0,132740046,0,68670905748,6.867090575e+10,0,178653001747
2021-03-13,0,-7364953181,0,61305952567,6.130595257e+10,0,171288048566
2021-03-14,0,24447519,0,61330400086,6.133040009e+10,0,171312496085
2021-03-15,0,61958971,0,61392359057,6.139235906e+10,0,171374455056
2021-03-16,0,2480013170,0,63872372227,6.387237223e+10,0,173854468226
2021-03-17,0,452706,0,63872824933,6.387282493e+10,0,173854920932
2021-03-18,0,3346137,0,63876171070,6.387617107e+10,0,173858267069
2021-03-19,0,161180754,0,64037351824,6.403735182e+10,0,174019447823
2021-03-20,0,-483507526,0,63553844298,6.35538443e+10,0,173535940297
2021-03-21,0,-996633072,0,62557211226,6.255721123e+10,0,172539307225
2021-03-22,0,11434136,0,62568645362,6.256864536e+10,0,172550741361
2021-03-23,0,1174963748,0,63743609110,6.374360911e+10,0,173725705109
2021-03-24,0,12661353,0,63756270463,6.375627046e+10,0,173738366462
2021-03-25,0,3932622325,0,67688892788,6.768889279e+10,0,177670988787
2021-03-26,0,2064297227,0,69753190015,6.975319002e+10,0,179735286014
2021-03-27,0,-4935336,0,69748254679,6.974825468e+10,0,179730350678
2021-03-28,0,17083786,0,69765338465,6.976533846e+10,0,179747434464
2021-03-29,0,104438219,0,69869776684,6.986977668e+10,0,179851872683
2021-03-30,0,-439910782,0,69429865902,6.94298659e+10,0,179411961901
2021-03-31,0,252951654,0,69682817556,6.968281756e+10,0,179664913555
2021-04-01,0,203206221,0,69886023777,6.988602378e+10,0,179868119776
2021-04-02,0,245152571,0,70131176348,7.013117635e+10,0,180113272347
2021-04-03,0,297117022,0,70428293370,7.042829337e+10,0,180410389369
2021-04-04,0,-1394545307,0,69033748063,6.903374806e+10,0,179015844062
2021-04-05,0,12403050,-10001200000,59044951113,5.904495111e+10,0,179028247112
2021-04-06,0,117551544,0,59162502657,5.916250266e+10,0,179145798656
2021-04-07,0,306680724,0,59469183381,5.946918338e+10,0,179452479380
2021-04-08,0,-68463997,0,59400719384,5.940071938e+10,0,179384015383
2021-04-09,0,20528130,0,59421247514,5.942124751e+10,0,179404543513
2021-04-10,0,-3044454849,0,56376792665,5.637679266e+10,0,176360088664
2021-04-11,0,5892103,0,56382684768,5.638268477e+10,0,176365980767
2021-04-12,0,3090509,0,56385775277,5.638577528e+10,0,176369071276
2021-04-13,0,3690927,0,56389466204,5.63894662e+10,0,176372762203
2021-04-14,0,4403139,0,56393869343,5.639386934e+10,0,176377165342
2021-04-15,0,2595754,0,56396465097,5.63964651e+10,0,176379761096
2021-04-16,0,1091879,0,56397556976,5.639755698e+10,0,176380852975
2021-04-17,0,21069597,0,56418626573,5.641862657e+10,0,176401922572
2021-04-18,0,9111990836,0,65530617409,6.553061741e+10,0,185513913408
2021-04-19,0,-2035527,0,65528581882,6.552858188e+10,0,185511877881
2021-04-20,0,2901955247,0,68430537129,6.843053713e+10,0,188413833128
2021-04-21,0,509430764,0,68939967893,6.893996789e+10,0,188923263892
2021-04-22,0,314191606,0,69254159499,6.92541595e+10,0,189237455498
2021-04-23,0,1085866510,0,70340026009,7.034002601e+10,0,190323322008
2021-04-24,0,1330129549,0,71670155558,7.167015556e+10,0,191653451557
2021-04-25,0,333093172,0,72003248730,7.200324873e+10,0,191986544729
2021-04-26,0,4043673107,0,76046921837,7.604692184e+10,0,196030217836
2021-04-27,0,-4510272252,0,71536649585,7.153664958e+10,0,191519945584
2021-04-28,0,14644206,0,71551293791,7.155129379e+10,0,191534589790
2021-04-29,0,14665669,0,71565959460,7.156595946e+10,0,191549255459
2021-04-30,0,-270251906,0,71295707554,7.129570755e+10,0,191279003553
2021-05-01,0,150819248,0,71446526802,7.14465268e+10,0,191429822801
2021-05-02,0,172940814,0,71619467616,7.161946762e+10,0,191602763615
2021-05-03,0,137441322,0,71756908938,7.175690894e+10,0,191740204937
2021-05-04,0,-302008521,0,71454900417,7.145490042e+10,0,191438196416
2021-05-05,0,3113449660,0,74568350077,7.456835008e+10,0,194551646076
2021-05-06,0,-10937509876,0,63630840201,6.36308402e+10,0,183614136200
2021-05-07,0,-541268006,0,63089572195,6.30895722e+10,0,183072868194
2021-05-08,0,-1500270583,0,61589301612,6.158930161e+10,0,181572597611
2021-05-09,0,130118333,0,61719419945,6.171941994e+10,0,181702715944
2021-05-10,0,93130567,0,61812550512,6.181255051e+10,0,181795846511
2021-05-11,0,-9012874258,0,52799676254,5.279967625e+10,0,172782972253
2021-05-12,0,-2186626996,0,50613049258,5.061304926e+10,0,170596345257
2021-05-13,0,-3616228652,0,46996820606,4.699682061e+10,0,166980116605
2021-05-14,0,4196153764,0,51192974370,5.119297437e+10,0,171176270369
2021-05-15,0,-508215997,0,50684758373,5.068475837e+10,0,170668054372
2021-05-16,0,133836293,0,50818594666,5.081859467e+10,0,170801890665
2021-05-17,0,7222792116,0,58041386782,5.804138678e+10,0,178024682781
2021-05-18,0,4533903866,0,62575290648,6.257529065e+10,0,182558586647
2021-05-19,0,1322889782,0,63898180430,6.389818043e+10,0,183881476429
2021-05-20,0,-28183947272,0,35714233158,3.571423316e+10,0,155697529157
2021-05-21,0,1816820321,0,37531053479,3.753105348e+10,0,157514349478
2021-05-22,0,12413423318,0,49944476797,4.99444768e+10,0,169927772796
2021-05-23,0,-1162552037,0,48781924760,4.878192476e+10,0,168765220759
2021-05-24,0,10650630342,0,59432555102,5.94325551e+10,0,179415851101
2021-05-25,0,4353293135,0,63785848237,6.378584824e+10,0,183769144236
2021-05-26,0,4145368011,0,67931216248,6.793121625e+10,0,187914512247
2021-05-27,0,2431373682,0,70362589930,7.036258993e+10,0,190345885929
2021-05-28,0,5053794139,0,75416384069,7.541638407e+10,0,195399680068
2021-05-29,0,2710609650,0,78126993719,7.812699372e+10,0,198110289718
2021-05-30,0,1263715787,0,79390709506,7.939070951e+10,0,199374005505
