posting_date,model_sat,wallet_sat,residual_sat,symbol
2019-07-24,4745059,4745059,0,XBTUSD
2019-07-25,215694710,215694710,0,XBTUSD
2019-07-26,913194753,913194753,0,XBTUSD
2019-07-27,-1663458402,-1663458402,0,XBTUSD
2019-07-28,-15745344,-15745344,0,XBTUSD
2019-07-29,-166123363,-166123363,0,XBTUSD
2019-07-30,1296,1296,0,XBTUSD
2019-07-31,7232167,7232167,0,XBTUSD
2019-08-01,-978709455,-978709455,0,XBTUSD
2019-08-02,-8180285,-8180285,0,XBTUSD
2019-08-03,280580348,280580348,0,XBTUSD
2019-08-04,-1644,-1644,0,XBTUSD
2019-08-05,171836424,171836424,0,XBTUSD
2019-08-06,112774412,112774412,0,XBTUSD
2019-08-07,780314856,780314856,0,XBTUSD
2019-08-08,993610969,993610969,0,XBTUSD
2019-08-09,-641918303,-641918303,0,XBTUSD
2019-08-10,195169926,195169926,0,XBTUSD
2019-08-11,-6584,-6584,0,XBTUSD
2019-08-12,-1514,-1514,0,XBTUSD
2019-08-13,-1675,-1675,0,XBTUSD
2019-08-14,187507598,187507598,0,XBTUSD
2019-08-15,391321214,391321214,0,XBTUSD
2019-08-16,232783582,232783582,0,XBTUSD
2019-08-17,-103607927,-103607927,0,XBTUSD
2019-08-18,107152305,107152305,0,XBTUSD
2019-08-19,-920951327,-920951327,0,XBTUSD
2019-08-20,290899492,290899492,0,XBTUSD
2019-08-21,803320386,803320386,0,XBTUSD
2019-08-22,91254278,91254278,0,XBTUSD
2019-08-23,333420217,333420217,0,XBTUSD
2019-08-24,502579129,502579129,0,XBTUSD
2019-08-25,9382276,9382276,0,XBTUSD
2019-08-26,1242161249,1242161249,0,XBTUSD
2019-08-27,9386754,9386754,0,XBTUSD
2019-08-28,-521299811,-521299811,0,XBTUSD
2019-08-29,365186834,365186834,0,XBTUSD
2019-08-30,-13478279,-13478279,0,XBTUSD
2019-08-31,-9715142,-9715142,0,XBTUSD
2019-09-01,-440968988,-440968988,0,XBTUSD
2019-09-02,1316,1316,0,XBTUSD
2019-09-03,533,533,0,XBTUSD
2019-09-04,286315145,286315145,0,XBTUSD
2019-09-05,160274065,160274065,0,XBTUSD
2019-09-06,146550444,146550444,0,XBTUSD
2019-09-07,926673486,926673486,0,XBTUSD
2019-09-08,-188831109,-188831109,0,XBTUSD
2019-09-09,-1037387603,-1037387603,0,XBTUSD
2019-09-10,-35092129,-35092129,0,XBTUSD
2019-09-11,53203482,53203482,0,XBTUSD
2019-09-12,-88589720,-88589720,0,XBTUSD
2019-09-13,1524,1524,0,XBTUSD
2019-09-14,2106,2106,0,XBTUSD
2019-09-15,2406,2406,0,XBTUSD
2019-09-16,2146,2146,0,XBTUSD
2019-09-17,2712,2712,0,XBTUSD
2019-09-18,2283,2283,0,XBTUSD
2019-09-19,-168000077,-168000077,0,XBTUSD
2019-09-20,10073035,10073035,0,XBTUSD
2019-09-21,-75084832,-75084832,0,XBTUSD
2019-09-22,-1732,-1732,0,XBTUSD
2019-09-23,4868016,4868016,0,XBTUSD
2019-09-24,237607954,237607954,0,XBTUSD
2019-09-25,373351135,373351135,0,XBTUSD
2019-09-26,19089240,19089240,0,XBTUSD
2019-09-27,2398742968,2398742968,0,XBTUSD
2019-09-28,2097720,2097720,0,XBTUSD
2019-09-29,-616395369,-616395369,0,XBTUSD
2019-09-30,239204953,239204953,0,XBTUSD
2019-10-01,-465597851,-465597851,0,XBTUSD
2019-10-02,-1565,-1565,0,XBTUSD
2019-10-03,333,333,0,XBTUSD
2019-10-04,-1343,-1343,0,XBTUSD
2019-10-05,-1077,-1077,0,XBTUSD
2019-10-06,947,947,0,XBTUSD
2019-10-07,792931110,792931110,0,XBTUSD
2019-10-08,212028964,212028964,0,XBTUSD
2019-10-09,7354849,7354849,0,XBTUSD
2019-10-10,-1009644506,-1009644506,0,XBTUSD
2019-10-11,67566805,67566805,0,XBTUSD
2019-10-12,-1791,-1791,0,XBTUSD
2019-10-13,-15586141,-15586141,0,XBTUSD
