date,active_contracts,missing_mark_contracts,cash_flow_sat,model_wallet_btc,known_unrealised_btc,reference_equity_btc,reference_equity_usd,gross_reference_value_usd,gross_value_to_reference_equity,btc_collateral_value_usd,btc_factor_delta_usd,btc_derivative_delta_usd,alt_factor_delta_usd,btc_inverse_net_contracts,futures_gross_reference_usd,largest_alt_factor_abs_usd,largest_alt_factor,model_wallet_sat,cash_date_ambiguity
2019-02-27,2,0,0,166.8134208,0.2648698552152177,167.0782906552152,634794.2488367487,600343.0,0.9457284798974155,633787.9070785139,34451.248837285675,-599336.6582412282,0.0,-600343,1.0,0.0,,16681342080,False
2019-02-28,3,0,0,169.30316515,0.36222685882386074,169.6653920088239,643531.9622865147,156211.18293480852,0.2427403642544484,642158.0547471405,487484.7793515073,-154673.2753956332,156128.1829350628,81,156129.18293480852,156128.18293480852,xrp,16930316515,False
2019-03-01,3,0,0,170.95911198,0.5616616215161879,171.52077360151617,653602.6673421111,158361.24674514454,0.24228978040913426,651462.3812049954,495241.4205961395,-156220.96060885594,157612.24674526602,-749,157613.24674514454,157612.24674514454,xrp,17095911198,False
2019-03-02,3,0,0,170.95891516,0.3062970557808186,171.26521221578082,652459.3838259625,157347.285686562,0.24116027692619244,651292.5012717246,495112.0981393615,-156180.4031323631,156598.2856863411,-749,156599.285686562,156598.285686562,xrp,17095891516,False
2019-03-03,4,0,0,170.88292529,-0.7911311332640196,170.09179415673597,643352.1184969576,400330.02638834005,0.6222564826919633,646344.4785524068,488207.02311815694,-158137.45543424983,399581.02638833225,-749,154397.095378933,245184.93100940707,eth,17088292529,False
2019-03-04,4,0,0,171.60615852,-4.380475195416052,167.22568332458397,618427.6432565703,613550.4909079806,0.9921136249296568,634627.3495312749,468354.7890279442,-166272.56050333066,613168.4909079922,380,150453.85422779698,462715.6366801836,eth,17160615852,False
2019-03-05,3,0,0,177.50538626,0.23096901337285225,177.73635527337285,682530.3632290331,756899.044717188,1.1089602536307963,681643.4126423084,-74368.68148797657,-756012.094130285,156625.0447172206,-600274,156626.044717188,156625.044717188,xrp,17750538626,False
2019-03-06,3,0,0,181.03691784,0.15853897445383125,181.19545681445382,697964.6143538005,157843.1045262355,0.226147717635187,697353.9224738268,540121.5098274406,-157232.4126463862,157773.1045265682,-70,157774.1045262355,157773.1045262355,xrp,18103691784,False
2019-03-07,3,0,0,182.12907939,1.8344118492205292,183.9634912392205,709349.0879948257,2633484.791202157,3.712537079093794,702275.7368451707,-1399180.9120040853,-2101456.648849256,-524954.7912017442,-2108530,1.0,524954.7912021569,eth,18212907939,False
2019-03-08,2,0,-800120000,173.64847831,2.112131242748311,175.76060955274832,674786.0294718443,708530.0,1.0500069193112476,666677.0643365713,-33743.970527430065,-700421.0348640013,0.0,-708530,0.9999999999999999,0.0,,17364847831,False
2019-03-09,2,0,0,173.45842686,-1.2447430496009735,172.21368381039903,673417.7015240217,708529.9999999999,1.052140444773749,678285.0964075383,-35112.29847557843,-713397.3948831167,0.0,-708530,0.9999999999999999,0.0,,17345842686,False
2019-03-10,2,0,0,173.0998075,-0.08884742184462058,173.01096007815536,675419.5546868143,700130.0,1.0365853270633298,675766.4071987608,-24710.44531383086,-700476.8525125916,0.0,-700130,1.0,0.0,,17309980750,False
2019-03-11,2,0,0,173.08575341,2.3235201912113803,175.40927360121137,675600.9067774564,1400129.9999999998,2.0724217299803063,666651.7086200832,-724529.0932233911,-1391180.8018434742,0.0,-1400130,1.0000000000000002,0.0,,17308575341,False
2019-03-12,2,0,0,181.3879879,6.212452918829466e-05,181.3880500245292,699961.0350975208,69.0,9.857691577129961e-05,699960.7953642542,699892.0350975823,-68.76026667188853,0.0,-69,1.0,0.0,,18138798790,False
2019-03-13,2,0,0,181.38801538,-1.675289509905251e-05,181.3879986271049,698698.8556259269,133.0,0.00019035382544150932,698698.9201573663,698829.8556260997,130.93546873342711,0.0,131,1.0,0.0,,18138801538,False
2019-03-14,2,0,0,179.51923639,-0.0013212208700794578,179.51791516912994,691823.137255401,2145.0,0.00310050341552559,691828.2289542796,689678.1372552505,-2150.091699029086,0.0,-2145,1.0,0.0,,17951923639,False
2019-03-15,2,0,0,179.51886734,-0.008186949821061522,179.51068039017895,700435.2741041051,2145.0,0.0030623814637884593,700467.2188799231,698290.2741042199,-2176.9447757032467,0.0,-2145,1.0,0.0,,17951886734,False
2019-03-16,2,0,0,180.35094673,-0.5848007273406097,179.76614600265938,717230.2640728686,700145.0000000001,0.9761788299675923,719563.4997205546,17085.26407368481,-702478.2356468698,0.0,-700145,0.9999999999999999,0.0,,18035094673,False
2019-03-17,2,0,0,181.66935229,-0.06985589652116418,181.59949639347883,720431.2607123663,700196.0000000001,0.9719122950156862,720708.389077799,20235.260712797754,-700473.1283650013,0.0,-700196,1.0,0.0,,18166935229,False
2019-03-18,2,0,0,181.04757884,0.6277421630026032,181.6753210030026,721149.3126942647,700196.0,0.9709445570765621,718657.5277512176,20953.312694327906,-697704.2150568897,0.0,-700196,1.0,0.0,,18104757884,False
2019-03-19,2,0,0,181.6062613,-0.00015765180284763223,181.60610364819715,725728.482490455,196.00000000000003,0.0002700734568490329,725729.1124935295,725532.4824905256,-196.6300030038692,0.0,-196,1.0,0.0,,18160626130,False
2019-03-20,2,0,0,181.60624089,-0.0005773110458810337,181.60566357895414,731989.8260309437,196.0,0.0002677632844472273,731992.1529727565,731793.8260309165,-198.32694184000138,0.0,-196,1.0,0.0,,18160624089,False
2019-03-21,2,0,0,181.5707858,-0.39083393410568035,181.17995186589434,720421.1047644984,700196.0000000001,0.9719259962947507,721975.1675164097,20225.104765268043,-701750.0627511416,0.0,-700196,1.0,0.0,,18157078580,False
2019-03-22,2,0,0,181.39726324,0.3575607358220126,181.754823975822,724090.7978056768,700196.0000000001,0.9670002741671504,722666.3160076048,23894.797806278802,-698771.518201326,0.0,-700196,1.0,0.0,,18139726324,False
2019-03-23,2,0,0,182.33242491,0.4477136716055517,182.78013858160554,727789.5751166091,700196.0,0.9620857785546214,726006.879549354,27593.57511647977,-698413.3044328742,0.0,-700196,1.0,0.0,,18233242491,False
2019-03-24,2,0,0,182.22887111,0.9397034253814204,183.16857453538142,727301.4121500817,700196.0000000001,0.9627315282257581,723570.1627803916,27105.412149685435,-696464.7506307062,0.0,-700196,1.0,0.0,,18222887111,False
2019-03-25,2,0,0,182.04197432,3.75650026325935,185.79847458325935,726144.8145358034,700196.0,0.9642649592528021,711463.5143093809,25948.81453551352,-685514.6997738674,0.0,-700196,1.0000000000000002,0.0,,18204197432,False
2019-03-26,2,0,0,185.36837687,0.00031344291981155124,185.3686903129198,726230.670803913,187.99999999999997,0.00025887091740684853,726229.4428087132,726042.6708043087,-186.7720044044545,0.0,-188,0.9999999999999999,0.0,,18536837687,False
2019-03-27,2,0,0,186.24005017,0.023269575747150866,186.26331974574714,750083.863427535,700188.0,0.9334796202660138,749990.1566617554,49895.86342708208,-700094.2932346733,0.0,-700188,1.0,0.0,,18624005017,False
2019-03-28,2,0,0,186.71465456,0.8914424548171342,187.60609701481715,752476.3226183101,1400064.0000000002,1.8606087100898399,748900.8026810574,2152538.3226171834,1403637.5199361262,0.0,1400062,0.9999999999999999,0.0,,18671465456,False
2019-03-29,1,0,0,189.8074015,0.00023682696273136884,189.80763832696272,776210.9420391814,63.0,8.116350413006663e-05,776209.9735445441,776273.9420391154,63.968494571279734,0.0,63,0.0,0.0,,18980740150,False
2019-03-30,1,0,0,192.14825791,-0.5699208930284881,191.57833701697152,783917.6803798547,700137.0,0.8931256655172543,786249.7345746008,83780.68037913181,-702469.054195469,0.0,-700137,0.0,0.0,,19214825791,False
2019-03-31,1,0,0,191.85007417,-0.852684481257782,190.99738968874223,782004.0151692072,1400137.0,1.7904473287097424,785495.1764311632,-618132.9848314635,-1403628.1612626268,0.0,-1400137,0.0,0.0,,19185007417,False
2019-04-01,1,0,0,190.33588895,-3.185463838641548,187.15042511135846,774506.652002239,1400137.0000000002,1.807779179662814,787689.4322779047,-625630.3479982307,-1413319.7802761355,0.0,-1400137,0.0,0.0,,19033588895,False
2019-04-02,1,0,0,134.64271809,-0.09168498762994766,134.55103310237004,659800.5196655781,598611.0,0.9072605767322035,660250.1171237987,61189.519665786065,-599060.5974580126,0.0,-598611,0.0,0.0,,13464271809,False
2019-04-03,1,0,0,146.51730516,-3.362626544126358,143.15467861587365,710079.7883328222,1196083.0,1.6844346503767587,726759.1813347272,1906162.7883347683,1179403.607000041,0.0,1196083,0.0,0.0,,14651730516,False
2019-04-04,1,0,0,150.82919171,-3.300615635789871,147.52857607421012,724552.625919553,1401645.9999999998,1.9344985441480194,740762.839491056,2126198.625918478,1385435.7864274217,0.0,1401646,0.0,0.0,,15082919171,False
2019-04-05,1,0,0,155.26702532,0.002318399463305436,155.26934371946328,781505.6176452066,1582.0,0.002024297668859762,781493.9486179467,783087.6176443417,1593.6690263949567,0.0,1582,0.0,0.0,,15526702532,False
2019-04-06,1,0,0,154.97670623,4.063206434077682,159.03991266407766,802254.0722244298,2100154.0,2.617816565488849,781757.8090322305,2902408.0722237704,2120650.26319154,0.0,2100154,0.0,0.0,,15497670623,False
2019-04-07,1,0,0,166.69685532,-1.4112793788515854,165.2855759411484,857685.3582013921,704692.0,0.8216206482500452,865008.6448988566,152993.35820076521,-712015.2866980914,0.0,-704692,0.0,0.0,,16669685532,False
2019-04-08,1,0,0,168.40829447,7.276789461971726e-05,168.4083672378946,889772.6450402813,26.0,2.9220947783602565e-05,889772.2605767115,889798.6450401368,26.384463425260037,0.0,26,0.0,0.0,,16840829447,False
2019-04-09,1,0,0,170.17680611,-0.00031347185478108,170.17649263814522,884165.2257521101,680.0,0.0007690870215140635,884166.8544195539,884845.2257516328,678.3713320789393,0.0,680,0.0,0.0,,17017680611,False
2019-04-10,1,0,-2001200000,150.38392342,-0.24454991627830505,150.13937350372169,797501.5565290534,1600059.0000000002,2.006339657773081,798800.5424934258,-802557.4434699956,-1601357.9859634214,0.0,-1600059,0.0,0.0,,15038392342,False
2019-04-11,1,0,0,158.03920725,3.444242478043213,161.4834497280432,815598.9704915173,2400041.0,2.942672915040127,798203.2520823176,3215639.9704917567,2417436.718409439,0.0,2400041,0.0,0.0,,15803920725,False
2019-04-12,1,0,0,162.23330196,-0.11942704370868683,162.1138749162913,824002.3624086367,806267.0,0.9784765636389748,824609.3935230448,17735.362407984212,-806874.0311150606,0.0,-806267,0.0,0.0,,16223330196,False
2019-04-13,1,0,0,162.56508189,0.3310021523431206,162.89608404234312,826663.5311553952,806267.0000000001,0.9753266832433171,824983.7645134613,20396.53115614783,-804587.2333573134,0.0,-806267,0.0,0.0,,16256508189,False
2019-04-14,1,0,0,164.69911641,-4.0772469842299275,160.62186942577006,828295.5052666719,1600267.0,1.932000101201551,849321.0689895526,-771971.4947335888,-1621292.5637231413,0.0,-1600267,0.0,0.0,,16469911641,False
2019-04-15,1,0,0,161.48691755,0.0001981764006531518,161.48711572640065,814363.0106866161,414.0,0.0005083727951383046,814362.0113032934,813949.0106870653,-413.00061622809153,0.0,-414,0.0,0.0,,16148691755,False
2019-04-16,1,0,0,162.12980409,0.5881143065529633,162.71791839655296,847103.4556861162,2400086.0,2.8332855731960587,844041.7543914542,3247189.455687185,2403147.7012957307,0.0,2400086,0.0,0.0,,16212980409,False
2019-04-17,1,0,0,165.51678447,9.519838237113552e-05,165.5168796683824,865049.5107071453,85.99999999999999,9.941627494789083e-05,865049.0131668687,865135.5107070412,86.49754017253872,0.0,86,0.0,0.0,,16551678447,False
2019-04-18,1,0,-1001200000,155.85376769,0.3552838488674545,156.20905153886747,824549.8440095321,1159029.0000000002,1.4056506206635113,822674.4773820747,-334479.1559909936,-1157153.6333730682,0.0,-1159029,0.0,0.0,,15585376769,False
2019-04-19,1,0,0,156.61848576,-0.0827958229801941,156.5356899370198,828066.163816818,800113.9999999999,0.966244045417847,828504.1496815295,27952.163817244582,-800551.9858642849,0.0,-800114,0.0,0.0,,15661848576,False
2019-04-20,1,0,0,156.13097121,-0.18162346253307343,155.94934774746693,828710.6641762487,800114.0000000001,0.9654925833437004,829675.8063999244,28596.66417585686,-801079.1422240676,0.0,-800114,0.0,0.0,,15613097121,False
2019-04-21,1,0,0,164.04586944,1.9521672495114617e-05,164.0458889616725,868743.3635466568,113.99999999999999,0.00013122402401394287,868743.2601650754,868629.3635464972,-113.89661857823376,0.0,-114,0.0,0.0,,16404586944,False
2019-04-22,1,0,0,169.33812166,0.4664715753022766,169.8045932353023,914193.9648721702,850146.0,0.929940507886501,911682.5752165628,1764339.9648711784,852657.3896546155,0.0,850146,0.0,0.0,,16933812166,False
2019-04-23,1,0,-2001200000,158.97391618,1.1588347426159669,160.13275092261597,887914.1195390845,2014393.0,2.268679994688754,881488.5399855402,-1126478.8804599084,-2007967.4204454487,0.0,-2014393,0.0,0.0,,15897391618,False
2019-04-24,1,0,0,171.71458299,0.10937715992046357,171.82396014992045,933338.8028802611,1002726.0,1.0743429898185006,932744.6718439753,-69387.19712023158,-1002131.8689642069,0.0,-1002726,0.0,0.0,,17171458299,False
2019-04-25,1,0,0,186.18686393,-0.30124928348358154,185.88561464651642,953160.6784262733,3007702.0,3.155503650198727,954705.3862938867,-2054541.3215749431,-3009246.70786883,0.0,-3007702,0.0,0.0,,18618686393,False
2019-04-26,1,0,0,172.82853694,0.0001248009360683942,172.82866174093607,890096.0660484153,42.0,4.718591801720813e-05,890095.4233030446,890138.0660478026,42.64274475793354,0.0,42,0.0,0.0,,17282853694,False
2019-04-27,1,0,0,172.97300043,-2.1160124239147184,170.8569880060853,885348.0669232734,3000058.0,3.3885633369322,896312.8365294882,-2114709.9330747733,-3011022.7696042615,0.0,-3000058,0.0,0.0,,17297300043,False
2019-04-28,1,0,0,172.82815986,3.113598900368204e-05,172.828190995989,889835.2556707069,58.00000000000001,6.518060464606218e-05,889835.0953617864,889777.2556712152,-57.8396905711852,0.0,-58,0.0,0.0,,17282815986,False
2019-04-29,1,0,0,174.29234042,1.913964172877371e-05,174.2923595596417,897396.5868754057,58.0,6.463140249056095e-05,897396.4883292089,897338.5868751211,-57.90145408781245,0.0,-58,0.0,0.0,,17429234042,False
2019-04-30,1,0,0,165.86525363,-9.043947470386048e-06,165.86524458605254,873548.9163012,67.0,7.669862414081271e-05,873548.9639322184,873481.9163009524,-67.0476312659448,0.0,-67,0.0,0.0,,16586525363,False
2019-05-01,1,0,0,166.85512024,-0.7307833683016205,166.12433687169838,882979.9768948006,3000067.0,3.39766141759003,886864.2186248754,-2117087.0231062872,-3003951.2417311626,0.0,-3000067,0.0,0.0,,16685512024,False
2019-05-02,1,0,0,159.19472357,-0.00011798606907968409,159.19460558393092,858557.1039372118,67.0,7.803790766245859e-05,858557.740251347,858490.1039378019,-67.63631354505196,0.0,-67,0.0,0.0,,15919472357,False
2019-05-03,1,0,0,158.51099185,3.4726185615015565e-05,158.51102657618563,896923.6096703152,29.0,3.2332742373299344e-05,896923.4131746112,896894.6096702712,-28.803504340001382,0.0,-29,0.0,0.0,,15851099185,False
2019-05-04,1,0,0,163.874241,-3.0484908585865634e-05,163.87421051509142,946326.440204353,29.0,3.064481638464803e-05,946326.6162459335,946297.4402029067,-29.17604302673135,0.0,-29,0.0,0.0,,16387424100,False
2019-05-05,1,0,0,170.89039662,0.09947691080490112,170.98987353080489,979490.133102726,4000018.0,4.0837756959625136,978920.294371385,-3020527.8668977553,-3999448.1612691404,0.0,-4000018,0.0,0.0,,17089039662,False
2019-05-06,1,0,-2001200000,169.45559682,-0.28514094865711215,169.1704558713429,962865.5169157049,1000186.0000000001,1.038759808538831,964488.4503381422,-37320.48308418598,-1001808.9334223282,0.0,-1000186,0.0,0.0,,16945559682,False
2019-05-07,1,0,0,173.37427747,1.9422759435424424,175.31655341354247,1021349.515715196,1000186.0,0.979278870367529,1010034.3115562194,21163.515715743415,-988870.7958404759,0.0,-1000186,0.0,0.0,,17337427747,False
2019-05-08,1,0,0,176.99007475,0.18298230228929518,177.1730570522893,1050955.245236079,1000269.0,0.951771261939234,1049869.8307064895,50686.24523584731,-999183.5854706422,0.0,-1000269,0.0,0.0,,17699007475,False
2019-05-09,1,0,0,170.31221279,-0.0008372114457045868,170.31137557855428,1047438.8791499339,269.0,0.00025681689438367166,1047444.028117907,1047169.8791498784,-274.1489680286031,0.0,-269,0.0,0.0,,17031221279,False
2019-05-10,1,0,0,170.10734237,0.18358153251594544,170.29092390251594,1082618.331996724,3000224.0,2.771266577822071,1081451.21910566,4082842.331995489,3001391.112889829,0.0,3000224,0.0,0.0,,17010734237,False
2019-05-11,1,0,0,166.95318088,0.0002402315753323701,166.95342111157532,1222947.6434554546,134.0,0.00010957133015227147,1222945.8837392598,1223081.6434556618,135.7597164020408,0.0,134,0.0,0.0,,16695318088,False
2019-05-12,1,0,-2001200000,176.69548267,0.0009048638129981886,176.69638753381298,1226736.4349458334,313.00000000000006,0.0002551485315701254,1226730.1528173555,1226423.4349457547,-306.717871600762,0.0,-313,0.0,0.0,,17669548267,False
2019-05-13,1,0,0,144.13561527,0.9273291405953026,145.0629444105953,1131332.2292451803,922780.0,0.8156578378534082,1124100.0766914294,208552.22924496047,-915547.8474464689,0.0,-922780,0.0,0.0,,14413561527,False
2019-05-14,1,0,0,159.77458116,1.5377586810809327,161.31233984108093,1283329.6244804848,1200580.0,0.9355195867827151,1271095.8965916117,82749.62448049337,-1188346.2721111183,0.0,-1200580,0.0,0.0,,15977458116,False
2019-05-15,1,0,0,164.07271201,-0.0016731312966533098,164.07103887870335,1347877.5205794864,580.0,0.0004303061599770901,1347891.2656991563,1347297.5205781404,-593.7451210159343,0.0,-580,0.0,0.0,,16407271201,False
2019-05-16,1,0,0,174.1201302,-0.041254140764636994,174.07887605923537,1368620.5880321993,1313580.0000000002,0.9597838959069465,1368944.9310407839,55040.588033152744,-1313904.3430076311,0.0,-1313580,0.0,0.0,,17412013020,False
2019-05-17,1,0,0,175.61591602,-4.925787797528382,170.69012822247157,1250633.0306663073,5200436.0,4.158242963748792,1286723.8871545799,-3949802.969334414,-5236526.856488994,0.0,-5200436,0.0,0.0,,17561591602,False
2019-05-18,1,0,0,176.00492214,0.0005887301064168848,176.0055108701064,1280965.919204823,436.00000000000006,0.0003403681498963321,1280961.6344344304,1280529.9192050006,-431.71522942977026,0.0,-436,0.0,0.0,,17600492214,False
2019-05-19,1,0,0,183.45882183,0.2065028559416008,183.6653246859416,1509681.7278031637,1400563.9999999998,0.9277213694823291,1507984.3274425496,2910245.727803558,1402261.4003610085,0.0,1400564,0.0,0.0,,18345882183,False
2019-05-20,1,0,0,188.81827538,-0.22596271677127838,188.5923126632287,1505181.533165569,1400684.0,0.9305747972167857,1506984.9731025689,104497.53316468559,-1402487.4399378833,0.0,-1400684,0.0,0.0,,18881827538,False
2019-05-21,1,0,0,188.04751857,-0.12630760358596801,187.92121096641404,1500326.957193482,1400407.0,0.9334012118395895,1501335.3729097492,99919.95719261467,-1401415.4157171345,0.0,-1400407,0.0,0.0,,18804751857,False
2019-05-22,1,0,0,195.15243603,0.5017157324986458,195.65415176249863,1500256.8840778912,549605.0000000001,0.3663405952893234,1496409.776951614,2049861.8840775453,553452.1071259312,0.0,549605,0.0,0.0,,19515243603,False
2019-05-23,1,0,0,195.36095809,0.00018985721084852704,195.36114794721084,1542859.0578150123,177.0,0.00011472207983188454,1542857.5584231399,1542682.0578158367,-175.50060730311088,0.0,-177,0.0,0.0,,19536095809,False
2019-05-24,1,0,0,194.99730936,-0.0012176291179379075,194.99609173088206,1557453.355948439,823.0,0.000528426740265887,1557463.0812744147,1558276.3559487648,813.274674350163,0.0,823,0.0,0.0,,19499730936,False
2019-05-25,1,0,0,194.99712631,-0.0002654996908226982,194.9968608103092,1571985.0864755737,823.0,0.0005235418625027701,1571987.2268256936,1572808.0864762887,820.8596505951136,0.0,823,0.0,0.0,,19499712631,False
2019-05-26,1,0,0,195.00432922,-2.6986912881829776e-05,195.00430223308712,1702684.9314509493,177.0,0.00010395346592347463,1702685.1670878525,1702507.931451546,-177.23563630646095,0.0,-177,0.0,0.0,,19500432922,False
2019-05-27,1,0,-2001200000,176.30865614,0.00030045103464434856,176.30895659103464,1554478.4650362472,177.0,0.00011386455585016595,1554475.8160235584,1554301.4650361147,-174.35098744370043,0.0,-177,0.0,0.0,,17630865614,False
2019-05-28,1,0,0,176.31056565,-0.004422145065130889,176.30614350493488,1537235.453054016,9018.0,0.005866375240100009,1537274.0102933582,1528217.4530543853,-9056.557238972979,0.0,-9018,0.0,0.0,,17631056565,False
2019-05-29,1,0,0,174.51081109,-0.0009861930276659969,174.50982489697233,1510467.7836036826,553.0,0.0003661117476340008,1510476.3195860984,1509914.7836037446,-561.5359823538456,0.0,-553,0.0,0.0,,17451081109,False
2019-05-30,1,0,0,171.74092693,-0.47777543071817397,171.26315149928183,1416624.0454247838,1400637.0,0.9887146872337678,1420576.0231709797,15987.045424990356,-1404588.9777459893,0.0,-1400637,0.0,0.0,,17174092693,False
2019-05-31,1,0,0,174.12789709,-9.306049339192887,164.8218477508071,1410252.3503911076,4200637.0,2.9786420840461854,1489876.976207063,-2790384.64960875,-4280261.6258158125,0.0,-4200637,0.0,0.0,,17412789709,False
2019-06-01,1,0,0,171.58465951,-6.150368487308007,165.43429102269198,1415258.4854133641,2800637.0,1.9788872696156272,1467873.702828523,-1385378.5145876464,-2853252.217416169,0.0,-2800637,0.0,0.0,,17158465951,False
2019-06-02,1,0,0,163.4209584,-0.0030129428292343767,163.41794545717076,1428984.3234355033,637.0,0.00044577116036413313,1429010.669673417,1428347.3234355915,-663.3462378254626,0.0,-637,0.0,0.0,,16342095840,False
2019-06-03,1,0,0,166.09494359,1.3341188328769058e-05,166.09495693118834,1357560.7320122493,480.0,0.00035357534192118116,1357560.6229693636,1357080.7320112363,-479.89095812733285,0.0,-480,0.0,0.0,,16609494359,False
2019-06-04,1,0,0,176.32738033,5.695137499486542,182.02251782948656,1392461.2184479288,1400663.0000000002,1.0058901328406211,1348893.7620896318,-8201.781552052125,-1357095.5436416839,0.0,-1400663,0.0,0.0,,17632738033,False
2019-06-05,1,0,0,176.35003878,2.2061780042469024,178.5562167842469,1392478.5963430218,1400663.0,1.005877579503536,1375273.6190761223,-8184.403657214716,-1383458.022733337,0.0,-1400663,0.0,0.0,,17635003878,False
2019-06-06,1,0,0,176.30012623,2.7103752093317413,179.01050143933176,1392113.3520595822,1400663.0,1.006141488354931,1371035.5410503729,-8549.647940089926,-1379585.1889904628,0.0,-1400663,0.0,0.0,,17630012623,False
2019-06-07,1,0,0,176.31295911,-2.839234017842178,173.47372509215782,1391944.5125940826,1400662.9999999998,1.0062635308570376,1414726.3846557238,-8718.487406149507,-1423444.8720618733,0.0,-1400663,0.0,0.0,,17631295911,False
2019-06-08,1,0,0,176.27048624,-0.9892686921417236,175.28121754785826,1391698.714640161,1400663.0,1.0064412543214547,1399553.3153015894,-8964.285360416397,-1408517.6006620058,0.0,-1400663,0.0,0.0,,17627048624,False
2019-06-09,1,0,0,176.27410334,6.075847853543396,182.3499511935434,1392071.5170540207,1400663.0,1.0061717252603237,1345688.0950486353,-8591.482946649194,-1354279.5779952845,0.0,-1400663,0.0,0.0,,17627410334,False
2019-06-10,1,0,0,182.73168617,-1.7300198157910538,181.00166635420894,1446801.0791552097,1400663.0,0.9681102814893187,1460629.6509405556,46138.07915477082,-1414491.5717857848,0.0,-1400663,0.0,0.0,,18273168617,False
2019-06-11,1,0,0,182.78497019,-0.1636464054875946,182.6213237845124,1446814.4476455313,1400663.0,0.9681013362006194,1448110.9336136435,46151.44764422439,-1401959.4859694191,0.0,-1400663,0.0,0.0,,18278497019,False
2019-06-12,1,0,0,181.13593401,-0.0002513946439864812,181.13568261535602,1475668.2318159414,162.0,0.00010978077355547903,1475670.279866797,1475506.2318150885,-164.0480517083779,0.0,-162,0.0,0.0,,18113593401,False
2019-06-13,1,0,0,181.05087561,-2.116753782605362,178.93412182739462,1473124.7837801792,1400162.0,0.9504707377246415,1490551.5463588918,72962.78377994895,-1417588.7625789428,0.0,-1400162,0.0,0.0,,18105087561,False
2019-06-14,1,0,0,179.6454557,-0.0012973890526061203,179.6441583109474,1562545.7539789183,161.99999999999997,0.0001036769640744777,1562557.038675145,1562383.7539786473,-173.2846964977216,0.0,-162,0.0,0.0,,17964545570,False
2019-06-15,1,0,0,182.21325842,0.9251243039513779,183.13838272395137,1620881.7893659703,2800338.0,1.7276633116443303,1612693.8982484925,4421219.789363677,2808525.891115184,0.0,2800338,0.0,0.0,,18221325842,False
2019-06-16,1,0,-2001200000,169.59471662,0.4322213669816208,170.02693798698164,1533560.8587743132,1600338.0,1.043543848190712,1529662.4308041544,3133898.8587772474,1604236.427973093,0.0,1600338,0.0,0.0,,16959471662,False
2019-06-17,1,0,0,174.05215643,-0.23531946194550515,173.8168369680545,1623548.7133252546,565222.0,0.3481398465971165,1625746.7317469812,1058326.7133240588,-567420.0184229224,0.0,-565222,0.0,0.0,,17405215643,False
2019-06-18,1,0,0,176.00456708,0.00034613820602263326,176.004913218206,1592339.8135652486,373.00000000000006,0.00023424648232895284,1592336.6820069507,1592712.8135645762,376.1315576254856,0.0,373,0.0,0.0,,17600456708,False
2019-06-19,1,0,0,177.14829596,-0.6569166072443772,176.49137935275564,1638732.28372381,1600627.0000000002,0.9767470964584768,1644831.7909969331,38105.2837241441,-1606726.507272789,0.0,-1600627,0.0,0.0,,17714829596,False
2019-06-20,1,0,0,174.97081878,-4.251103447499352,170.71971533250064,1629813.2828934372,3200627.0000000005,1.9637998006237065,1670397.376254853,-1570813.7171028648,-3241211.0933577176,0.0,-3200627,0.0,0.0,,17497081878,False
2019-06-21,1,0,0,162.5932065,-0.002643315201806249,162.5905631847982,1639479.7186068182,627.0,0.0003824383997459915,1639506.3724394783,1638852.7186063584,-653.6538331198972,0.0,-627,0.0,0.0,,16259320650,False
2019-06-22,1,0,0,163.60114598,0.49238637471904756,164.09353235471906,1753387.8390011902,1600627.0,0.9128767545871599,1748126.545218715,152760.8390012756,-1595365.7062174394,0.0,-1600627,0.0,0.0,,16360114598,False
2019-06-23,1,0,0,164.78112527,-1.0220741227291108,163.75905114727087,1767685.2372364202,1600627.0,0.9054932214642483,1778717.9424545572,167058.23723576032,-1611659.7052187969,0.0,-1600627,0.0,0.0,,16478112527,False
2019-06-24,2,0,0,168.61956584,-2.1696409602624707,166.44992487973752,1831649.4134420538,1800373.0,0.9829244542036684,1855524.5914880391,32022.41344260983,-1823502.1780454293,0.0,-1799627,1800000.0,0.0,,16861956584,False
2019-06-25,2,0,0,168.48445101,-12.241339654788364,156.24311135521162,1832147.9454963843,1800373.0,0.9826569979927164,1975693.1239308754,32520.94549825415,-1943172.1784326213,0.0,-1799627,1800000.0,0.0,,16848445101,False
2019-06-26,2,0,-2001200000,162.5265489,-25.81396190986444,136.71258699013555,1758596.9878894484,1800373.0000000002,1.0237553074401025,2090653.8720405481,-41030.01211071387,-2131683.884151262,0.0,-1799627,1800000.0000000002,0.0,,16252654890,False
2019-06-27,2,0,0,168.50569707,-3.7256712802511975,164.7800257897488,1830672.7748984278,1800626.9999999998,0.9835875775778142,1872064.2296471933,30045.77489919029,-1842018.454748003,0.0,-1800627,1799999.9999999998,0.0,,16850569707,False
2019-06-28,1,0,0,160.68384534,-5.297032451098518,155.3868128889015,1920302.5476447593,1800309.0,0.9375132070767022,1985764.37623683,119993.54764353484,-1865770.828593295,0.0,-1800309,0.0,0.0,,16068384534,False
2019-06-29,1,0,0,170.09381429,-0.0007098613562190812,170.09310442864378,2031651.8350742548,309.0,0.00015209298889969815,2031660.3139078433,2031342.835072428,-317.4788354153279,0.0,-309,0.0,0.0,,17009381429,False
