posting_date,model_sat,wallet_sat,residual_sat,symbol
2018-11-14,-69149500,-69149500,0,EOSZ18
2018-11-15,124715818,124715818,0,EOSZ18
2018-12-19,1671736,1671736,0,EOSZ18
2018-12-20,46213260,46213260,0,EOSZ18
