posting_date,model_sat,wallet_sat,residual_sat,symbol
2018-11-15,232248444,232248444,0,XBTZ18
2018-11-21,623050827,623050827,0,XBTZ18
2018-11-23,377018104,377018104,0,XBTZ18
2018-12-28,-3868,-3868,0,XBTZ18
