date,btc,usdt,ada,bch,bnb,doge,dot,eos,eth,link,ltc,trx,xrp,yfi
2018-03-05,11540.6623205728,0.998295513675335,0.294417082383874,1267.11012807918,10.0956628580772,0.0051862321441893,,,851.608753068381,0.585683167716733,210.767825089176,,0.944510627512005,
2018-03-06,10677.0352308591,1.00013332802438,0.277093016891993,1201.07963856412,9.34450728844763,0.004536886085651,,,812.346192869667,0.531007398049115,195.944181117965,,0.89826616726278,
2018-03-07,9903.0850490941,1.00160836583872,0.242167611125577,1091.73720855922,9.00808181852806,0.0039547835338995,,,751.754232028054,0.523408037360263,185.887516768859,,0.853065152680856,
2018-03-08,9330.47545295149,1.00247270043941,0.213290792499093,1032.17635560663,8.2651094113114,0.0039702033651775,,,699.337428988895,0.484410227181277,176.321183689984,,0.808905852031913,
2018-03-09,9278.13918439509,1.00336853848537,0.214320478193401,1063.52174949938,8.18055578935189,0.0041161708849072,,,725.310906779661,0.481289063081463,186.752871447147,,0.827671672469527,
2018-03-10,8786.56042314436,1.0032433100923,0.201805047428783,999.965235762661,7.66289328482438,0.0039325179150881,,,684.880582115722,0.466742952587717,177.667481665012,,0.776240496658649,
2018-03-11,9513.53539976622,0.998911271951261,0.219138695212196,1130.72558774203,8.26206322104434,0.0041635327194399,,,718.054689655172,0.510326518636767,187.846217233864,,0.81440871869202,
2018-03-12,9147.89018059615,0.999223879567733,0.217543603801395,1051.45299801628,8.02340260379932,0.003990167468202,,,696.739231151374,0.508553739043343,178.648995420504,,0.783477435239145,
2018-03-13,9160.54293278784,1.00027501995833,0.21752078996643,1057.76142792282,10.1614539033091,0.0039030228981453,,,689.902102571596,0.563292172018773,175.721378805392,,0.778446267601694,
2018-03-14,8222.12723904149,1.00320462745533,0.193997140578478,948.365961124816,8.9264499884633,0.0035035834497381,,,612.332631502046,0.441168194265976,160.902820981768,,0.688274142240728,
2018-03-15,8268.58912244302,1.00060066097525,0.181853846742507,940.518915370091,9.06693266884542,0.0035387853226449,,,611.166275862069,0.420760187973859,164.701304578563,,0.685540009405908,
