time,symbol,execcomm,lastqty
2019-05-16 20:00:00,XBTUSD,3757,420
2019-05-17 04:00:00,XBTUSD,2755,645
2019-05-17 12:00:00,XBTUSD,5927,645
2019-05-17 20:00:00,XBTUSD,903,645
2019-05-18 04:00:00,XBTUSD,-591,436
2019-05-18 12:00:00,XBTUSD,834,436
2019-05-18 20:00:00,XBTUSD,710,436
2019-05-19 04:00:00,XBTUSD,305151,89530
2019-05-19 12:00:00,XBTUSD,-625,564
2019-05-19 20:00:00,XBTUSD,-6304722,1300436
2019-05-20 04:00:00,XBTUSD,-926,399
2019-05-20 12:00:00,XBTUSD,-1345,399
2019-05-20 20:00:00,XBTUSD,-1679,399
2019-05-21 04:00:00,XBTUSD,-513,407
2019-05-21 12:00:00,XBTUSD,-3145496,1400407
2019-05-21 20:00:00,XBTUSD,-5270042,1400407
2019-05-22 04:00:00,XBTUSD,-1766494,1400534
2019-05-22 12:00:00,XBTUSD,-7290522,1400534
2019-05-22 20:00:00,XBTUSD,-6620149,1400534
2019-05-23 04:00:00,XBTUSD,604,463
2019-05-23 12:00:00,XBTUSD,-1025,779
2019-05-23 20:00:00,XBTUSD,-1798040,1400779
2019-05-24 04:00:00,XBTUSD,-225,177
2019-05-24 12:00:00,XBTUSD,-220,177
2019-05-24 20:00:00,XBTUSD,-349,177
2019-05-25 04:00:00,XBTUSD,6059,823
2019-05-25 12:00:00,XBTUSD,4956,823
2019-05-25 20:00:00,XBTUSD,7290,823
2019-05-26 04:00:00,XBTUSD,4215,823
2019-05-26 12:00:00,XBTUSD,7092,823
2019-05-26 20:00:00,XBTUSD,3990,823
2019-05-27 04:00:00,XBTUSD,-1227,177
2019-05-27 12:00:00,XBTUSD,-6054,177
2019-05-27 20:00:00,XBTUSD,-3484,177
2019-05-28 04:00:00,XBTUSD,-2551,177
2019-05-28 12:00:00,XBTUSD,-2882,177
2019-05-28 20:00:00,XBTUSD,-160048,9018
2019-05-29 04:00:00,XBTUSD,-7837,553
2019-05-29 12:00:00,XBTUSD,-11786763,1400553
2019-05-29 20:00:00,XBTUSD,-12127034,1400553
2019-05-30 04:00:00,XBTUSD,-15790631,1673637
2019-05-30 12:00:00,XBTUSD,-3764,637
2019-05-30 20:00:00,XBTUSD,-8358,637
2019-05-31 04:00:00,XBTUSD,-5742424,1400637
2019-05-31 12:00:00,XBTUSD,-1820723,1500637
2019-05-31 20:00:00,XBTUSD,-3317915,2800637
2019-06-01 04:00:00,XBTUSD,-3801999,2800637
2019-06-01 12:00:00,XBTUSD,-4608759,2800637
2019-06-01 20:00:00,XBTUSD,-3280946,2800637
2019-06-02 04:00:00,XBTUSD,-2768,637
2019-06-02 12:00:00,XBTUSD,-729,637
2019-06-02 20:00:00,XBTUSD,-4410,637
2019-06-03 04:00:00,XBTUSD,-3216,637
2019-06-03 12:00:00,XBTUSD,-2902927,1400637
2019-06-03 20:00:00,XBTUSD,-1636084,1400637
2019-06-04 04:00:00,XBTUSD,-1018,803
2019-06-04 12:00:00,XBTUSD,-1771839,1400663
2019-06-04 20:00:00,XBTUSD,331739,1400663
2019-06-05 04:00:00,XBTUSD,503017,1400663
2019-06-05 12:00:00,XBTUSD,-971391,1400663
2019-06-05 20:00:00,XBTUSD,-1797471,1400663
2019-06-06 04:00:00,XBTUSD,1051004,1400663
2019-06-06 12:00:00,XBTUSD,2889666,1400663
2019-06-06 20:00:00,XBTUSD,1050585,1400663
2019-06-07 04:00:00,XBTUSD,2242461,1400663
2019-06-07 12:00:00,XBTUSD,-1768617,1400663
2019-06-07 20:00:00,XBTUSD,-1757132,1400663
2019-06-08 04:00:00,XBTUSD,-915092,1400663
2019-06-08 12:00:00,XBTUSD,4143489,1400663
2019-06-08 20:00:00,XBTUSD,1018890,1400663
2019-06-09 04:00:00,XBTUSD,-1774640,1400663
2019-06-09 12:00:00,XBTUSD,-177842,1400663
2019-06-09 20:00:00,XBTUSD,1590772,1400663
2019-06-10 04:00:00,XBTUSD,4638,663
2019-06-10 12:00:00,XBTUSD,3798,663
2019-06-10 20:00:00,XBTUSD,1228325,1400663
2019-06-11 04:00:00,XBTUSD,-1757552,1400663
2019-06-11 12:00:00,XBTUSD,-1797331,1400663
2019-06-11 20:00:00,XBTUSD,-1773519,1400663
2019-06-12 04:00:00,XBTUSD,-17515,1400162
2019-06-12 12:00:00,XBTUSD,-203,162
2019-06-12 20:00:00,XBTUSD,-198,162
2019-06-13 04:00:00,XBTUSD,-199,162
2019-06-13 12:00:00,XBTUSD,-1724159,1400162
2019-06-13 20:00:00,XBTUSD,-1698537,1400162
2019-06-14 04:00:00,XBTUSD,-197,162
2019-06-14 12:00:00,XBTUSD,-196,162
2019-06-14 20:00:00,XBTUSD,-193,162
2019-06-15 04:00:00,XBTUSD,217,162
2019-06-15 12:00:00,XBTUSD,1615010,1400338
2019-06-15 20:00:00,XBTUSD,5460602,2293480
2019-06-16 04:00:00,XBTUSD,2216,338
2019-06-16 12:00:00,XBTUSD,-4606,662
2019-06-16 20:00:00,XBTUSD,32470448,1600338
2019-06-17 04:00:00,XBTUSD,3993,338
2019-06-17 12:00:00,XBTUSD,-790,662
2019-06-17 20:00:00,XBTUSD,-2753,662
2019-06-18 04:00:00,XBTUSD,-3759,662
2019-06-18 12:00:00,XBTUSD,-5843,662
2019-06-18 20:00:00,XBTUSD,1859,338
2019-06-19 04:00:00,XBTUSD,3493,373
2019-06-19 12:00:00,XBTUSD,-8620068,1600627
2019-06-19 20:00:00,XBTUSD,-4439,627
2019-06-20 04:00:00,XBTUSD,-6545460,1600627
2019-06-20 12:00:00,XBTUSD,-9372811,1600627
2019-06-20 20:00:00,XBTUSD,-21082172,3200627
2019-06-21 04:00:00,XBTUSD,-2405382,1532903
2019-06-21 12:00:00,XBTUSD,-6625951,1600627
2019-06-21 20:00:00,XBTUSD,-4715,627
2019-06-22 04:00:00,XBTUSD,-3651906,1600627
2019-06-22 12:00:00,XBTUSD,-28752258,1600627
2019-06-22 20:00:00,XBTUSD,-30792062,1600627
2019-06-23 04:00:00,XBTUSD,-31833744,1600627
2019-06-23 12:00:00,XBTUSD,-42881950,1600627
2019-06-23 20:00:00,XBTUSD,-43282235,1600627
2019-06-24 04:00:00,XBTUSD,-9206,627
2019-06-24 12:00:00,XBTUSD,-7531,627
2019-06-24 20:00:00,XBTUSD,-5499,627
2019-06-25 04:00:00,XBTUSD,2872,373
2019-06-25 12:00:00,XBTUSD,2886,373
2019-06-25 20:00:00,XBTUSD,3150,373
2019-06-26 04:00:00,XBTUSD,1470185,1800373
2019-06-26 12:00:00,XBTUSD,1425175,1800373
2019-06-26 20:00:00,XBTUSD,4362,373
2019-06-27 04:00:00,XBTUSD,-6845,627
2019-06-27 12:00:00,XBTUSD,23214024,1800373
2019-06-27 20:00:00,XBTUSD,-11180,627
2019-06-28 04:00:00,XBTUSD,-17838,627
2019-06-28 12:00:00,XBTUSD,2174,373
2019-06-28 20:00:00,XBTUSD,-10303510,1800309
2019-06-29 04:00:00,XBTUSD,-7111509,1800309
2019-06-29 12:00:00,XBTUSD,-1250,309
2019-06-29 20:00:00,XBTUSD,-261,309
2019-06-30 04:00:00,XBTUSD,-1070,309
2019-06-30 12:00:00,XBTUSD,-2326,309
2019-06-30 20:00:00,XBTUSD,-1511,309
2019-07-01 04:00:00,XBTUSD,-279,309
2019-07-01 12:00:00,XBTUSD,1642410,1800691
2019-07-01 20:00:00,XBTUSD,2485242,174062
2019-07-02 04:00:00,XBTUSD,-1558,446
2019-07-02 12:00:00,XBTUSD,-448,446
2019-07-02 20:00:00,XBTUSD,-1556,446
2019-07-03 04:00:00,XBTUSD,-1059,446
2019-07-03 12:00:00,XBTUSD,-398,446
2019-07-03 20:00:00,XBTUSD,-395,446
2019-07-04 04:00:00,XBTUSD,-375,446
2019-07-04 12:00:00,XBTUSD,-1447250,1700446
2019-07-04 20:00:00,XBTUSD,-1433646,1700446
2019-07-05 04:00:00,XBTUSD,-2214644,1700446
2019-07-05 12:00:00,XBTUSD,-1517478,1700446
2019-07-05 20:00:00,XBTUSD,961796,1700446
2019-07-06 04:00:00,XBTUSD,-1474627,1700446
2019-07-06 12:00:00,XBTUSD,-1489591,1700446
2019-07-06 20:00:00,XBTUSD,-1476497,1700446
2019-07-07 04:00:00,XBTUSD,-4055489,1700446
2019-07-07 12:00:00,XBTUSD,-1499623,1700446
2019-07-07 20:00:00,XBTUSD,-386,446
2019-07-08 04:00:00,XBTUSD,-1013,446
2019-07-08 12:00:00,XBTUSD,-373,446
2019-07-08 20:00:00,XBTUSD,-3637,446
2019-07-09 04:00:00,XBTUSD,-18072129,2000446
2019-07-09 12:00:00,XBTUSD,-3283126,2000874
2019-07-09 20:00:00,XBTUSD,-15296946,2000874
2019-07-10 04:00:00,XBTUSD,-4997,874
2019-07-10 12:00:00,XBTUSD,-5869,874
2019-07-10 20:00:00,XBTUSD,-9085,874
2019-07-11 04:00:00,XBTUSD,-3644,874
2019-07-11 12:00:00,XBTUSD,-1723753,2000874
2019-07-11 20:00:00,XBTUSD,-3451154,4000874
2019-07-12 04:00:00,XBTUSD,-3576381,4000874
2019-07-12 12:00:00,XBTUSD,-1710147,2000874
2019-07-12 20:00:00,XBTUSD,-1719551,2000874
2019-07-13 04:00:00,XBTUSD,-1720351,2000874
2019-07-13 12:00:00,XBTUSD,-1770373,2000874
2019-07-13 20:00:00,XBTUSD,-1786981,2000874
2019-07-14 04:00:00,XBTUSD,2906037,2000874
2019-07-14 12:00:00,XBTUSD,37496,2000874
2019-07-14 20:00:00,XBTUSD,-1907033,2000874
2019-07-15 04:00:00,XBTUSD,-3897651,4000874
2019-07-15 12:00:00,XBTUSD,4347499,2000874
2019-07-15 20:00:00,XBTUSD,3778571,2000874
2019-07-16 04:00:00,XBTUSD,5669645,2000874
2019-07-16 12:00:00,XBTUSD,-1586012,2000104
2019-07-16 20:00:00,XBTUSD,-2063819,2000406
2019-07-17 04:00:00,XBTUSD,1759,350
2019-07-17 12:00:00,XBTUSD,-1603,650
2019-07-17 20:00:00,XBTUSD,194891,190138
2019-07-18 04:00:00,XBTUSD,7317105,2000162
2019-07-18 12:00:00,XBTUSD,-1416,1384
2019-07-18 20:00:00,XBTUSD,-1315,1384
2019-07-19 04:00:00,XBTUSD,3772581,4000616
2019-07-19 12:00:00,XBTUSD,-1960480,2018408
2019-07-19 20:00:00,XBTUSD,-1938681,2018408
2019-07-20 04:00:00,XBTUSD,-1916680,2018408
2019-07-20 12:00:00,XBTUSD,-1904973,2018408
2019-07-20 20:00:00,XBTUSD,-1846238,2018408
2019-07-21 04:00:00,XBTUSD,-1904973,2018408
2019-07-21 12:00:00,XBTUSD,-1906992,2018408
2019-07-21 20:00:00,XBTUSD,-2285238,2000592
2019-07-22 04:00:00,XBTUSD,-468,592
2019-07-22 12:00:00,XBTUSD,-185,592
2019-07-22 20:00:00,XBTUSD,584,592
2019-07-23 04:00:00,XBTUSD,578,592
2019-07-23 12:00:00,XBTUSD,592,592
2019-07-23 20:00:00,XBTUSD,584,592
2019-07-24 04:00:00,XBTUSD,614,592
2019-07-24 12:00:00,XBTUSD,-2059820,2000408
2019-07-24 20:00:00,XBTUSD,968,408
2019-07-25 04:00:00,XBTUSD,387,408
2019-07-25 12:00:00,XBTUSD,-1981404,2000408
2019-07-25 20:00:00,XBTUSD,-2027414,2000408
2019-07-26 04:00:00,XBTUSD,-420,408
2019-07-26 12:00:00,XBTUSD,-4080816,4000408
2019-07-26 20:00:00,XBTUSD,405521,4000408
2019-07-27 04:00:00,XBTUSD,-403,408
2019-07-27 12:00:00,XBTUSD,-429,408
2019-07-27 20:00:00,XBTUSD,-434,408
2019-07-28 04:00:00,XBTUSD,1513,408
2019-07-28 12:00:00,XBTUSD,5402214,2000408
2019-07-28 20:00:00,XBTUSD,-838971,2000408
2019-07-29 04:00:00,XBTUSD,-5049883,6000408
2019-07-29 12:00:00,XBTUSD,-432,408
2019-07-29 20:00:00,XBTUSD,-431,408
2019-07-30 04:00:00,XBTUSD,-433,408
2019-07-30 12:00:00,XBTUSD,-428,408
2019-07-30 20:00:00,XBTUSD,-425,408
2019-07-31 04:00:00,XBTUSD,-2065821,2000408
2019-07-31 12:00:00,XBTUSD,-2048618,2000408
2019-07-31 20:00:00,XBTUSD,-2000808,2000408
2019-08-01 04:00:00,XBTUSD,1999392,2000592
2019-08-01 12:00:00,XBTUSD,593,592
2019-08-01 20:00:00,XBTUSD,575,592
2019-08-02 04:00:00,XBTUSD,572,592
2019-08-02 12:00:00,XBTUSD,-389,408
2019-08-02 20:00:00,XBTUSD,955665,1000592
2019-08-03 04:00:00,XBTUSD,549,592
2019-08-03 12:00:00,XBTUSD,550,592
2019-08-03 20:00:00,XBTUSD,545,592
2019-08-04 04:00:00,XBTUSD,549,592
2019-08-04 12:00:00,XBTUSD,554,592
2019-08-04 20:00:00,XBTUSD,540,592
2019-08-05 04:00:00,XBTUSD,511,592
2019-08-05 12:00:00,XBTUSD,501,592
2019-08-05 20:00:00,XBTUSD,-3188329,643165
2019-08-06 04:00:00,XBTUSD,2483,576
2019-08-06 12:00:00,XBTUSD,-17654274,2000424
2019-08-06 20:00:00,XBTUSD,-4190,424
2019-08-07 04:00:00,XBTUSD,-2590,424
2019-08-07 12:00:00,XBTUSD,6638251,2000576
2019-08-07 20:00:00,XBTUSD,11336928,2000576
2019-08-08 04:00:00,XBTUSD,-10449223,2000424
2019-08-08 12:00:00,XBTUSD,31870613,4000576
2019-08-08 20:00:00,XBTUSD,4538,576
2019-08-09 04:00:00,XBTUSD,4961797,2000576
2019-08-09 12:00:00,XBTUSD,38729032,4000576
2019-08-09 20:00:00,XBTUSD,19579029,2000576
2019-08-10 04:00:00,XBTUSD,2341,576
2019-08-10 12:00:00,XBTUSD,2922,576
2019-08-10 20:00:00,XBTUSD,3155,576
2019-08-11 04:00:00,XBTUSD,507,576
2019-08-11 12:00:00,XBTUSD,503,576
2019-08-11 20:00:00,XBTUSD,507,576
2019-08-12 04:00:00,XBTUSD,504,576
2019-08-12 12:00:00,XBTUSD,509,576
2019-08-12 20:00:00,XBTUSD,615,576
2019-08-13 04:00:00,XBTUSD,551,576
2019-08-13 12:00:00,XBTUSD,1383,576
2019-08-13 20:00:00,XBTUSD,1560,576
2019-08-14 04:00:00,XBTUSD,1293,576
2019-08-14 12:00:00,XBTUSD,547,576
2019-08-14 20:00:00,XBTUSD,-419,424
2019-08-15 04:00:00,XBTUSD,587,576
2019-08-15 12:00:00,XBTUSD,-5909218,6000424
2019-08-15 20:00:00,XBTUSD,1684207,2000424
2019-08-16 04:00:00,XBTUSD,-755717,6000424
2019-08-16 12:00:00,XBTUSD,1695412,4000424
2019-08-16 20:00:00,XBTUSD,10544863,8000424
2019-08-17 04:00:00,XBTUSD,7612259,8000424
2019-08-17 12:00:00,XBTUSD,-5805410,6000424
2019-08-17 20:00:00,XBTUSD,-3933617,4000424
2019-08-18 04:00:00,XBTUSD,-2491788,4000424
2019-08-18 12:00:00,XBTUSD,2981592,2000424
2019-08-18 20:00:00,XBTUSD,-409,424
2019-08-19 04:00:00,XBTUSD,-1922207,2000424
2019-08-19 12:00:00,XBTUSD,-397,424
2019-08-19 20:00:00,XBTUSD,-396,424
2019-08-20 04:00:00,XBTUSD,-393,424
2019-08-20 12:00:00,XBTUSD,-1868596,2000424
2019-08-20 20:00:00,XBTUSD,-5590595,6000424
2019-08-21 04:00:00,XBTUSD,-412,424
2019-08-21 12:00:00,XBTUSD,-417,424
2019-08-21 20:00:00,XBTUSD,-420,424
2019-08-22 04:00:00,XBTUSD,803,424
2019-08-22 12:00:00,XBTUSD,-251,424
2019-08-22 20:00:00,XBTUSD,-1966817,2000424
2019-08-23 04:00:00,XBTUSD,1970567,2000576
2019-08-23 12:00:00,XBTUSD,-1973418,2000424
2019-08-23 20:00:00,XBTUSD,-1920607,2000424
2019-08-24 04:00:00,XBTUSD,-1929609,2000424
2019-08-24 12:00:00,XBTUSD,-423,424
2019-08-24 20:00:00,XBTUSD,-411,424
2019-08-25 04:00:00,XBTUSD,-4400165,2000576
2019-08-25 12:00:00,XBTUSD,-1125960,2000576
2019-08-25 20:00:00,XBTUSD,1987972,2000576
2019-08-26 04:00:00,XBTUSD,560,576
2019-08-26 12:00:00,XBTUSD,555,576
2019-08-26 20:00:00,XBTUSD,877,576
2019-08-27 04:00:00,XBTUSD,4637791,2000576
2019-08-27 12:00:00,XBTUSD,3958170,4000576
2019-08-27 20:00:00,XBTUSD,1970367,2000576
2019-08-28 04:00:00,XBTUSD,3968971,4000576
2019-08-28 12:00:00,XBTUSD,568,576
2019-08-28 20:00:00,XBTUSD,-439,424
2019-08-29 04:00:00,XBTUSD,-442,424
2019-08-29 12:00:00,XBTUSD,7684887,2000424
2019-08-29 20:00:00,XBTUSD,-210505,2000424
2019-08-30 04:00:00,XBTUSD,6003897,2000424
2019-08-30 12:00:00,XBTUSD,-1379296,2000424
2019-08-30 20:00:00,XBTUSD,5249523,2000424
2019-08-31 04:00:00,XBTUSD,5844915,2000424
2019-08-31 12:00:00,XBTUSD,-1400463,2000424
2019-08-31 20:00:00,XBTUSD,-2088643,2000424
2019-09-01 04:00:00,XBTUSD,-2076640,2000424
2019-09-01 12:00:00,XBTUSD,-442,424
2019-09-01 20:00:00,XBTUSD,-440,424
2019-09-02 04:00:00,XBTUSD,-434,424
2019-09-02 12:00:00,XBTUSD,-138,424
2019-09-02 20:00:00,XBTUSD,12,424
2019-09-03 04:00:00,XBTUSD,-407,424
2019-09-03 12:00:00,XBTUSD,-1089,424
2019-09-03 20:00:00,XBTUSD,-6115752,2000424
2019-09-04 04:00:00,XBTUSD,-399,424
2019-09-04 12:00:00,XBTUSD,-664,424
2019-09-04 20:00:00,XBTUSD,1489,576
2019-09-05 04:00:00,XBTUSD,855,576
2019-09-05 12:00:00,XBTUSD,-401,424
2019-09-05 12:00:00,ETHUSD,5546556,1000000
2019-09-05 20:00:00,ETHUSD,1717000,1000000
2019-09-05 20:00:00,XBTUSD,2828834,2000576
2019-09-06 04:00:00,XBTUSD,1054,576
2019-09-06 04:00:00,ETHUSD,5016186,1000000
2019-09-06 12:00:00,XBTUSD,-581,424
2019-09-06 20:00:00,XBTUSD,-7419753,2000424
2019-09-07 04:00:00,XBTUSD,-2747714,2000424
2019-09-07 12:00:00,XBTUSD,-1918807,2000424
2019-09-07 20:00:00,XBTUSD,-1905404,2000424
2019-09-08 04:00:00,XBTUSD,-402,424
2019-09-08 12:00:00,XBTUSD,-493,424
2019-09-08 20:00:00,XBTUSD,4019139,4000576
2019-09-09 04:00:00,XBTUSD,6752172,4000576
2019-09-09 12:00:00,XBTUSD,-903,424
2019-09-09 20:00:00,XBTUSD,-12029275,4000424
2019-09-10 04:00:00,XBTUSD,-7225006,4000424
2019-09-10 12:00:00,XBTUSD,-413,424
2019-09-10 20:00:00,XBTUSD,-652,424
2019-09-11 04:00:00,XBTUSD,-420,424
2019-09-11 12:00:00,XBTUSD,-422,424
2019-09-11 20:00:00,XBTUSD,-1985621,2000424
2019-09-12 04:00:00,XBTUSD,-420,424
2019-09-12 12:00:00,XBTUSD,-417,424
2019-09-12 20:00:00,XBTUSD,-699,424
2019-09-13 04:00:00,XBTUSD,-408,424
2019-09-13 12:00:00,XBTUSD,-419,424
2019-09-13 20:00:00,XBTUSD,-893,424
2019-09-14 04:00:00,XBTUSD,-794,424
2019-09-14 12:00:00,XBTUSD,-527,424
2019-09-14 20:00:00,XBTUSD,-1201,424
2019-09-15 04:00:00,XBTUSD,-678,424
2019-09-15 12:00:00,XBTUSD,-703,424
2019-09-15 20:00:00,XBTUSD,-679,424
2019-09-16 04:00:00,XBTUSD,-764,424
2019-09-16 12:00:00,XBTUSD,-627,424
2019-09-16 20:00:00,XBTUSD,-1671,424
2019-09-17 04:00:00,XBTUSD,-414,424
2019-09-17 12:00:00,XBTUSD,-417,424
2019-09-17 20:00:00,XBTUSD,-1451,424
2019-09-18 04:00:00,XBTUSD,-415,424
2019-09-18 12:00:00,XBTUSD,-417,424
2019-09-18 20:00:00,XBTUSD,-1621,424
2019-09-19 04:00:00,XBTUSD,-661,424
2019-09-19 12:00:00,XBTUSD,-430,424
2019-09-19 20:00:00,XBTUSD,-419,424
2019-09-20 04:00:00,XBTUSD,563,576
2019-09-20 12:00:00,XBTUSD,1968767,2000576
2019-09-20 20:00:00,XBTUSD,2770,576
2019-09-21 04:00:00,XBTUSD,569,576
2019-09-21 12:00:00,XBTUSD,573,576
2019-09-21 20:00:00,XBTUSD,575,576
2019-09-22 04:00:00,XBTUSD,584,576
2019-09-22 12:00:00,XBTUSD,576,576
2019-09-22 20:00:00,XBTUSD,577,576
2019-09-23 04:00:00,XBTUSD,578,576
2019-09-23 12:00:00,XBTUSD,-2019028,2000424
2019-09-23 20:00:00,XBTUSD,-433,424
2019-09-24 04:00:00,XBTUSD,593,576
2019-09-24 12:00:00,XBTUSD,593,576
2019-09-25 04:00:00,XBTUSD,6756223,2000457
2019-09-25 12:00:00,XBTUSD,3815,457
2019-09-25 20:00:00,XBTUSD,-2398539,2003457
2019-09-26 04:00:00,XBTUSD,-4786533,4003457
2019-09-26 12:00:00,XBTUSD,-4773722,4003457
2019-09-26 20:00:00,XBTUSD,-2461173,2000303
2019-09-27 04:00:00,XBTUSD,-2494978,2000303
2019-09-27 12:00:00,XBTUSD,-2507380,2000303
2019-09-27 20:00:00,XBTUSD,-2499379,2000303
2019-09-28 04:00:00,XBTUSD,2909039,2000303
2019-09-28 12:00:00,XBTUSD,2748896,2000303
2019-09-28 20:00:00,XBTUSD,-371,303
2019-09-29 04:00:00,XBTUSD,316,303
2019-09-29 12:00:00,XBTUSD,-2002137,2000303
2019-09-29 20:00:00,XBTUSD,-2512981,2000303
2019-09-30 04:00:00,XBTUSD,3709738,2000303
2019-09-30 12:00:00,XBTUSD,472222,2000303
2019-09-30 20:00:00,XBTUSD,4828607,4000503
2019-10-01 04:00:00,XBTUSD,4110129,2000503
2019-10-01 12:00:00,XBTUSD,-576,503
2019-10-01 20:00:00,XBTUSD,-151,503
2019-10-02 04:00:00,XBTUSD,2292,503
2019-10-02 12:00:00,XBTUSD,825,503
2019-10-02 20:00:00,XBTUSD,-609,503
2019-10-03 04:00:00,XBTUSD,-549,503
2019-10-03 12:00:00,XBTUSD,-611,503
2019-10-03 20:00:00,XBTUSD,820,503
2019-10-04 04:00:00,XBTUSD,1134,503
2019-10-04 12:00:00,XBTUSD,203,503
2019-10-04 20:00:00,XBTUSD,-613,503
2019-10-05 04:00:00,XBTUSD,1487,503
2019-10-05 12:00:00,XBTUSD,-124,503
2019-10-05 20:00:00,XBTUSD,-199,503
2019-10-06 04:00:00,XBTUSD,-624,503
2019-10-06 12:00:00,XBTUSD,-632,503
2019-10-06 20:00:00,XBTUSD,-115,503
2019-10-07 04:00:00,XBTUSD,-639,503
2019-10-07 12:00:00,XBTUSD,-630,503
2019-10-07 20:00:00,XBTUSD,-1240020,2000503
2019-10-08 04:00:00,XBTUSD,-1401864,2000503
2019-10-08 12:00:00,XBTUSD,-2443814,2000503
2019-10-08 20:00:00,XBTUSD,-2448816,2000503
2019-10-09 04:00:00,XBTUSD,-2462219,2000503
2019-10-09 12:00:00,XBTUSD,-2441214,2000503
2019-10-09 20:00:00,XBTUSD,-585,503
2019-10-10 04:00:00,XBTUSD,-587,503
2019-10-10 12:00:00,XBTUSD,1185188,1014021
2019-10-10 20:00:00,XBTUSD,579,497
2019-10-11 04:00:00,XBTUSD,579,497
2019-10-11 12:00:00,XBTUSD,598,497
2019-10-11 20:00:00,XBTUSD,595,497
2019-10-12 04:00:00,XBTUSD,598,497
2019-10-12 12:00:00,XBTUSD,597,497
2019-10-12 20:00:00,XBTUSD,514,497
2019-10-13 04:00:00,XBTUSD,-2398203,2000503
2019-10-13 12:00:00,XBTUSD,-2199353,2000503
2019-10-13 20:00:00,XBTUSD,-2368596,2000503
2019-10-14 04:00:00,XBTUSD,1206699,1000497
2019-10-14 12:00:00,XBTUSD,2412399,2000497
2019-10-14 20:00:00,XBTUSD,2375798,2000497
2019-10-15 04:00:00,XBTUSD,2405398,2000497
2019-10-15 12:00:00,XBTUSD,2411599,2000497
2019-10-15 20:00:00,XBTUSD,2447208,2000497
2019-10-16 04:00:00,XBTUSD,609,497
2019-10-16 12:00:00,XBTUSD,617,497
2019-10-16 20:00:00,XBTUSD,625,497
2019-10-17 04:00:00,XBTUSD,624,497
2019-10-17 12:00:00,XBTUSD,616,497
2019-10-17 20:00:00,XBTUSD,-2480783,1999503
2019-10-18 04:00:00,XBTUSD,-718383,1999503
2019-10-18 12:00:00,XBTUSD,-635,503
2019-10-18 20:00:00,XBTUSD,1436,503
2019-10-19 04:00:00,XBTUSD,-525,503
2019-10-19 12:00:00,XBTUSD,-633,503
2019-10-19 20:00:00,XBTUSD,-630,503
2019-10-20 04:00:00,XBTUSD,-636,503
2019-10-20 12:00:00,XBTUSD,209,503
2019-10-20 20:00:00,XBTUSD,-610,503
2019-10-21 04:00:00,XBTUSD,-611,503
2019-10-21 12:00:00,XBTUSD,-611,503
2019-10-21 20:00:00,XBTUSD,-613,503
2019-10-22 04:00:00,XBTUSD,-612,503
2019-10-22 12:00:00,XBTUSD,-2413807,2000503
2019-10-22 20:00:00,XBTUSD,-2448416,2000503
2019-10-23 04:00:00,XBTUSD,-2514032,2000503
2019-10-23 12:00:00,XBTUSD,-2510831,2000503
2019-10-23 20:00:00,XBTUSD,678,503
2019-10-24 04:00:00,XBTUSD,4422,503
2019-10-24 12:00:00,XBTUSD,9411766,2000503
2019-10-24 20:00:00,XBTUSD,5477747,2000503
2019-10-25 04:00:00,XBTUSD,7112798,2000503
2019-10-25 12:00:00,XBTUSD,1292847,2000503
2019-10-25 20:00:00,XBTUSD,-35,497
2019-10-26 04:00:00,XBTUSD,518,497
2019-10-26 12:00:00,XBTUSD,5199212,2000497
2019-10-26 20:00:00,XBTUSD,3747323,2000497
2019-10-27 04:00:00,XBTUSD,2182942,2000497
2019-10-27 12:00:00,XBTUSD,535,497
2019-10-27 20:00:00,XBTUSD,-516,503
2019-10-28 04:00:00,XBTUSD,-521,503
2019-10-28 12:00:00,XBTUSD,4903962,2000497
2019-10-28 20:00:00,XBTUSD,4713787,2000497
2019-10-29 04:00:00,XBTUSD,4712299,2000497
2019-10-29 12:00:00,XBTUSD,3516090,2000497
2019-10-29 20:00:00,XBTUSD,10602314,2000497
2019-10-30 04:00:00,XBTUSD,2152935,2000497
2019-10-30 12:00:00,XBTUSD,2196746,2000497
2019-10-30 20:00:00,XBTUSD,540,497
2019-10-31 04:00:00,XBTUSD,545,497
2019-10-31 12:00:00,XBTUSD,544,497
2019-10-31 20:00:00,XBTUSD,538,497
2019-11-01 04:00:00,XBTUSD,547,497
2019-11-01 12:00:00,XBTUSD,541,497
2019-11-01 20:00:00,XBTUSD,541,497
2019-11-02 04:00:00,XBTUSD,537,497
2019-11-02 12:00:00,XBTUSD,536,497
2019-11-02 20:00:00,XBTUSD,-539,503
2019-11-03 04:00:00,XBTUSD,-538,503
2019-11-03 12:00:00,XBTUSD,-549,503
2019-11-03 20:00:00,XBTUSD,-550,503
2019-11-04 04:00:00,XBTUSD,-550,503
2019-11-04 12:00:00,XBTUSD,-542,503
2019-11-04 20:00:00,XBTUSD,-1047,503
2019-11-05 04:00:00,XBTUSD,-635,503
2019-11-05 12:00:00,XBTUSD,-1739,503
2019-11-05 20:00:00,XBTUSD,-1375,503
2019-11-06 04:00:00,XBTUSD,-540,503
2019-11-06 12:00:00,XBTUSD,-1061,503
2019-11-06 20:00:00,XBTUSD,-2023,503
2019-11-07 04:00:00,XBTUSD,-1164,503
2019-11-07 12:00:00,XBTUSD,-6782330,3500503
