time,symbol,execcomm,lastqty
2020-09-29 04:00:00,XBTUSD,-8421501,9001177
2020-09-29 12:00:00,XBTUSD,-5019956,9001177
2020-09-29 20:00:00,XBTUSD,-8380096,9001177
2020-09-30 04:00:00,XBTUSD,-8375595,9001177
2020-09-30 12:00:00,XBTUSD,-8427802,9001177
2020-09-30 20:00:00,XBTUSD,-8399898,9001177
2020-10-01 04:00:00,XBTUSD,10667763,9001177
2020-10-01 12:00:00,XBTUSD,-8253179,9001177
2020-10-01 20:00:00,XBTUSD,-404,429
2020-10-02 04:00:00,XBTUSD,-403,429
2020-10-02 12:00:00,XBTUSD,863,429
2020-10-02 20:00:00,XBTUSD,567,429
2020-10-03 04:00:00,XBTUSD,1370,429
2020-10-03 12:00:00,XBTUSD,370,429
2020-10-03 20:00:00,XBTUSD,1094,429
2020-10-04 04:00:00,XBTUSD,1167,429
2020-10-04 12:00:00,XBTUSD,712,429
2020-10-04 20:00:00,XBTUSD,-402,429
2020-10-05 04:00:00,XBTUSD,631,429
2020-10-05 12:00:00,XBTUSD,-402,429
2020-10-05 20:00:00,XBTUSD,4275330,9000429
2020-10-06 04:00:00,XBTUSD,6602661,9000429
2020-10-06 12:00:00,XBTUSD,3870670,9000429
2020-10-06 20:00:00,XBTUSD,-5674606,6000429
2020-10-07 04:00:00,XBTUSD,-5445317,6000429
2020-10-07 12:00:00,XBTUSD,16037792,9000429
2020-10-07 20:00:00,XBTUSD,52567726,9000429
2020-10-08 04:00:00,XBTUSD,32798427,9000429
2020-10-08 12:00:00,XBTUSD,692,429
2020-10-08 12:00:00,BCHUSD,562227,250001
2020-10-08 20:00:00,XBTUSD,409,571
2020-10-08 20:00:00,BCHUSD,586852,250001
2020-10-09 04:00:00,XBTUSD,524,571
2020-10-09 04:00:00,BCHUSD,1033379,250001
2020-10-09 12:00:00,XBTUSD,517,571
2020-10-09 12:00:00,BCHUSD,597402,250001
2020-10-09 20:00:00,XBTUSD,517,571
2020-10-09 20:00:00,BCHUSD,1051361,250001
2020-10-10 04:00:00,XBTUSD,500,571
2020-10-10 04:00:00,BCHUSD,608502,250001
2020-10-10 12:00:00,XBTUSD,504,571
2020-10-10 12:00:00,BCHUSD,1005929,250001
2020-10-10 20:00:00,XBTUSD,503,571
2020-10-10 20:00:00,BCHUSD,1829092,250001
2020-10-11 04:00:00,XBTUSD,504,571
2020-10-11 04:00:00,BCHUSD,3864201,250001
2020-10-11 12:00:00,XBTUSD,502,571
2020-10-11 12:00:00,BCHUSD,677211,250001
2020-10-11 20:00:00,XBTUSD,504,571
2020-10-11 20:00:00,BCHUSD,596652,250001
2020-10-12 04:00:00,XBTUSD,501,571
2020-10-12 04:00:00,BCHUSD,599302,250001
2020-10-12 12:00:00,XBTUSD,-17670,20081
2020-10-12 12:00:00,BCHUSD,586502,250001
2020-10-12 20:00:00,BCHUSD,603977,250001
2020-10-12 20:00:00,XBTUSD,5705392,6591257
2020-10-13 04:00:00,BCHUSD,596652,250001
2020-10-13 04:00:00,XBTUSD,5751531,6591257
2020-10-13 12:00:00,BCHUSD,613127,250001
2020-10-13 12:00:00,XBTUSD,7825582,8994922
2020-10-13 20:00:00,BCHUSD,516850,205548
2020-10-13 20:00:00,XBTUSD,5267026,6000257
2020-10-14 04:00:00,XBTUSD,5264625,6000257
2020-10-14 12:00:00,XBTUSD,5275426,6000257
2020-10-14 20:00:00,XBTUSD,10574626,12000257
2020-10-15 04:00:00,XBTUSD,10539826,12000257
2020-10-15 12:00:00,XBTUSD,-289,743
2020-10-15 20:00:00,XBTUSD,10408257,12000757
2020-10-16 04:00:00,XBTUSD,10420257,12000757
2020-10-16 12:00:00,XBTUSD,-13188271,15000308
2020-10-16 20:00:00,XBTUSD,-8870312,15000308
2020-10-17 04:00:00,XBTUSD,23084724,15000308
2020-10-17 12:00:00,XBTUSD,5022943,15000308
2020-10-17 20:00:00,XBTUSD,-13219771,15000308
2020-10-18 04:00:00,XBTUSD,9755990,15000308
2020-10-18 12:00:00,XBTUSD,16931598,15000308
2020-10-18 20:00:00,XBTUSD,-1048582,15000308
2020-10-19 04:00:00,XBTUSD,4726177,15000308
2020-10-19 12:00:00,XBTUSD,-10839193,15000308
2020-10-19 20:00:00,XBTUSD,-22829013,26697477
2020-10-20 04:00:00,XBTUSD,-25539779,30000915
2020-10-20 12:00:00,XBTUSD,6112986,30000915
2020-10-20 20:00:00,XBTUSD,-11311952,23265378
2020-10-21 04:00:00,XBTUSD,1916849,7087158
2020-10-21 12:00:00,XBTUSD,5752186,8352601
2020-10-21 20:00:00,XBTUSD,-7539658,9575385
2020-10-22 04:00:00,XBTUSD,-11775674,15000858
2020-10-22 12:00:00,XBTUSD,-7704661,10000858
2020-10-22 20:00:00,XBTUSD,-6730748,8812187
2020-10-23 04:00:00,XBTUSD,-462314,10000297
2020-10-23 12:00:00,XBTUSD,7707229,10000297
2020-10-23 20:00:00,XBTUSD,7734230,10000297
2020-10-24 04:00:00,XBTUSD,7702229,10000297
2020-10-24 12:00:00,XBTUSD,7688228,10000297
2020-10-24 20:00:00,XBTUSD,7614226,10000297
2020-10-25 04:00:00,XBTUSD,7514223,10000297
2020-10-25 12:00:00,XBTUSD,7711229,10000297
2020-10-25 20:00:00,XBTUSD,7660228,10000297
2020-10-26 04:00:00,XBTUSD,7628227,10000297
2020-10-26 12:00:00,XBTUSD,7605226,10000297
2020-10-26 20:00:00,XBTUSD,7682228,10000297
2020-10-27 04:00:00,XBTUSD,7638227,10000297
2020-10-27 12:00:00,XBTUSD,9848772,13246499
2020-10-27 20:00:00,XBTUSD,-657,898
2020-10-28 04:00:00,XBTUSD,-7250651,10000898
2020-10-28 12:00:00,XBTUSD,-7498673,10000898
2020-10-28 20:00:00,XBTUSD,-7593216,10001602
2020-10-29 04:00:00,XBTUSD,7679175,20001602
2020-10-29 12:00:00,XBTUSD,-962,587
2020-10-29 20:00:00,XBTUSD,-14804410,20000554
2020-10-30 04:00:00,XBTUSD,1466126,9854320
2020-10-30 12:00:00,XBTUSD,7484138,10000184
2020-10-30 20:00:00,XBTUSD,7379136,10000184
2020-10-31 04:00:00,XBTUSD,-309236,2197325
2020-10-31 12:00:00,XBTUSD,-5519763,9999336
2020-10-31 20:00:00,XBTUSD,-7249519,9999336
2020-11-01 04:00:00,XBTUSD,-7295516,9999336
2020-11-01 12:00:00,XBTUSD,3281182,9999336
2020-11-01 20:00:00,XBTUSD,-5072563,9999336
2020-11-02 04:00:00,XBTUSD,1093962,30000336
2020-11-02 12:00:00,XBTUSD,2235338,20000336
2020-11-02 20:00:00,XBTUSD,15479447,15000336
2020-11-03 04:00:00,XBTUSD,-2725801,1854517
2020-11-03 12:00:00,XBTUSD,-5687603,10000674
2020-11-03 20:00:00,XBTUSD,-7282491,10000674
2020-11-04 12:00:00,XBTUSD,3641281,5000386
2020-11-04 20:00:00,XBTUSD,5211316,7359577
2020-11-05 04:00:00,XBTUSD,1542099,2209311
2020-11-05 12:00:00,XBTUSD,-6797875,10014548
2020-11-05 20:00:00,XBTUSD,-3302299,5000453
2020-11-06 04:00:00,XBTUSD,-12934293,20000453
2020-11-06 12:00:00,XBTUSD,-6416291,10000453
2020-11-06 20:00:00,XBTUSD,-6470293,10000453
2020-11-07 04:00:00,XBTUSD,631,982
2020-11-07 12:00:00,XBTUSD,3219632,5000982
2020-11-08 04:00:00,XBTUSD,-28942524,7500535
2020-11-08 12:00:00,XBTUSD,-16656027,25290050
2020-11-08 20:00:00,XBTUSD,-10054121,15437005
2020-11-09 04:00:00,XBTUSD,-15461560,23901005
2020-11-09 20:00:00,XBTUSD,-7767451,11940739
2020-11-10 04:00:00,XBTUSD,7446409,11429638
2020-11-10 12:00:00,XBTUSD,7469268,11429638
2020-11-15 20:00:00,XBTUSD,-6297000,10000000
2020-11-16 04:00:00,XBTUSD,-6241000,10000000
2020-11-16 12:00:00,XBTUSD,-6157000,10000000
2020-11-16 20:00:00,XBTUSD,-5952000,10000000
2020-11-17 04:00:00,XBTUSD,-6027000,10000000
2020-11-17 12:00:00,XBTUSD,-5882000,10000000
2020-11-17 20:00:00,XBTUSD,-5651000,10000000
2020-11-18 04:00:00,XBTUSD,-5541000,10000000
2020-11-18 12:00:00,XBTUSD,-5476899,10001642
2020-11-18 20:00:00,XBTUSD,-6965404,10001642
2020-11-19 04:00:00,XBTUSD,-5576916,10001642
2020-11-19 12:00:00,XBTUSD,-5629924,10001642
2020-11-20 20:00:00,XBTUSD,3085818,5000597
2020-11-21 04:00:00,XBTUSD,5354320,10000597
2020-11-21 12:00:00,XBTUSD,5390322,10000597
2020-11-21 20:00:00,XBTUSD,3302093,6172137
2020-11-23 04:00:00,XBTUSD,7097354,5000538
2020-11-23 12:00:00,XBTUSD,15038718,5000538
2020-11-23 20:00:00,XBTUSD,11618570,5000538
2020-11-24 04:00:00,XBTUSD,9038012,5000538
2020-11-24 12:00:00,XBTUSD,7869282,15000538
2020-11-24 20:00:00,XBTUSD,13536976,5000538
2020-11-25 04:00:00,XBTUSD,10833566,5000538
2020-11-25 12:00:00,XBTUSD,-1326,462
2020-11-25 20:00:00,XBTUSD,2632283,5000538
2020-11-26 04:00:00,XBTUSD,238,427
2020-11-26 12:00:00,XBTUSD,202,346
2020-11-26 20:00:00,XBTUSD,26843157,15004358
2020-11-27 04:00:00,XBTUSD,-26946338,15157194
2020-11-27 12:00:00,XBTUSD,481835,807770
2020-11-27 20:00:00,XBTUSD,5946458,10000770
2020-11-28 04:00:00,XBTUSD,2940453,5000770
2020-11-28 12:00:00,XBTUSD,2913336,5002294
2020-11-28 20:00:00,XBTUSD,1286,2294
2020-11-29 04:00:00,XBTUSD,2796783,5002294
2020-11-29 12:00:00,XBTUSD,2763767,5002294
2020-11-29 20:00:00,XBTUSD,2770771,5002294
2020-11-30 04:00:00,XBTUSD,-10754498,20000927
2020-11-30 12:00:00,XBTUSD,-10744174,20000324
2020-11-30 20:00:00,XBTUSD,-497,956
2020-12-01 04:00:00,XBTUSD,-133403607,29220644
2020-12-01 12:00:00,XBTUSD,-58500913,19220644
2020-12-01 20:00:00,XBTUSD,-52151066,19220644
2020-12-02 04:00:00,XBTUSD,989,1841
2020-12-02 12:00:00,XBTUSD,961,1841
2020-12-02 20:00:00,XBTUSD,962,1841
2020-12-03 04:00:00,XBTUSD,964,1841
2020-12-03 12:00:00,XBTUSD,948,1841
2020-12-03 20:00:00,XBTUSD,947,1841
2020-12-04 04:00:00,XBTUSD,960,1841
2020-12-04 12:00:00,XBTUSD,979,1841
2020-12-04 20:00:00,XBTUSD,-2067265,3939899
2020-12-05 04:00:00,XBTUSD,-2784961,5243761
2020-12-05 12:00:00,XBTUSD,-3994740,20000899
2020-12-05 20:00:00,XBTUSD,-10454470,20000899
2020-12-06 04:00:00,XBTUSD,-10420468,20000899
2020-12-06 12:00:00,XBTUSD,-7857471,15000899
2020-12-06 20:00:00,XBTUSD,-5191683,9940040
2020-12-07 04:00:00,XBTUSD,31077,59960
2020-12-07 12:00:00,XBTUSD,67461,59960
2020-12-07 20:00:00,XBTUSD,104948,59960
2020-12-08 04:00:00,XBTUSD,31287,59960
2020-12-08 12:00:00,XBTUSD,31911,59960
2020-12-08 20:00:00,XBTUSD,31911,59960
2020-12-09 04:00:00,XBTUSD,32774,59960
2020-12-09 12:00:00,XBTUSD,-8732054,15943133
2020-12-09 20:00:00,XBTUSD,-7328769,13378548
2020-12-10 04:00:00,XBTUSD,-7269903,13378548
2020-12-10 12:00:00,XBTUSD,5500173,10005772
2020-12-10 20:00:00,XBTUSD,8796214,16181410
2020-12-11 04:00:00,XBTUSD,5558228,10000410
2020-12-11 12:00:00,XBTUSD,5666232,10000410
2020-12-11 20:00:00,XBTUSD,11128228,20000410
2020-12-12 04:00:00,XBTUSD,10936224,20000410
2020-12-12 12:00:00,XBTUSD,10806222,20000410
2020-12-12 20:00:00,XBTUSD,10632218,20000410
2020-12-13 04:00:00,XBTUSD,7954972,14952954
2020-12-13 12:00:00,XBTUSD,-2512610,4855285
2020-12-13 20:00:00,XBTUSD,-2606286,4999590
2020-12-14 04:00:00,XBTUSD,692,410
2020-12-14 12:00:00,XBTUSD,311,410
2020-12-14 20:00:00,XBTUSD,214,410
2020-12-15 04:00:00,XBTUSD,210,410
2020-12-15 12:00:00,XBTUSD,212,410
2020-12-15 20:00:00,XBTUSD,210,410
2020-12-16 04:00:00,XBTUSD,212,410
2020-12-16 12:00:00,XBTUSD,208,410
2020-12-16 20:00:00,XBTUSD,-7222784,15000590
2020-12-17 04:00:00,XBTUSD,2297688,5000410
2020-12-17 12:00:00,XBTUSD,-390419,155882
2020-12-17 20:00:00,XBTUSD,-67514845,14944269
2020-12-18 04:00:00,XBTUSD,-14931109,20047947
2020-12-18 12:00:00,XBTUSD,-19286919,25047947
2020-12-18 20:00:00,XBTUSD,-79079600,25047947
2020-12-19 04:00:00,XBTUSD,-22306149,25047947
2020-12-19 12:00:00,XBTUSD,-8744914,20047947
2020-12-19 20:00:00,XBTUSD,-15054104,20047947
2020-12-20 04:00:00,XBTUSD,-46752915,20047947
2020-12-20 12:00:00,XBTUSD,-44073246,20047947
2020-12-20 20:00:00,XBTUSD,-21673154,20047947
2020-12-21 04:00:00,XBTUSD,-45769039,40000069
2020-12-21 12:00:00,XBTUSD,-13254394,30000892
2020-12-21 20:00:00,XBTUSD,23483761,10000682
2020-12-22 04:00:00,XBTUSD,4377299,10000682
2020-12-22 12:00:00,XBTUSD,4324295,10000682
2020-12-22 20:00:00,XBTUSD,6107947,10000682
2020-12-23 04:00:00,XBTUSD,288,682
2020-12-23 12:00:00,XBTUSD,28359,65480
2020-12-23 20:00:00,XBTUSD,117383,65480
2020-12-24 04:00:00,XRPUSD,181,333
2020-12-24 04:00:00,XBTUSD,-8903760,10034520
2020-12-24 12:00:00,XRPUSD,-5984,333
2020-12-24 12:00:00,XBTUSD,-4321868,10034520
2020-12-24 20:00:00,XRPUSD,-3810,333
2020-12-24 20:00:00,XBTUSD,-4306816,10034520
2020-12-25 04:00:00,XRPUSD,-3588,333
2020-12-25 04:00:00,XBTUSD,-4276712,10034520
2020-12-25 12:00:00,XRPUSD,-4187,333
2020-12-25 12:00:00,XBTUSD,-6130680,15048307
2020-12-25 20:00:00,XRPUSD,-2494,333
2020-12-25 20:00:00,XBTUSD,-67110009,27946004
2020-12-26 04:00:00,XRPUSD,-1135,333
2020-12-26 04:00:00,XBTUSD,-34230501,27946004
2020-12-26 12:00:00,XRPUSD,202,333
2020-12-26 12:00:00,XBTUSD,-57155391,27946004
2020-12-26 20:00:00,XRPUSD,199,333
2020-12-26 20:00:00,XBTUSD,-31258444,27946004
2020-12-27 04:00:00,XRPUSD,198,333
2020-12-27 04:00:00,XBTUSD,-59989451,27946004
2020-12-27 12:00:00,XRPUSD,184,333
2020-12-27 12:00:00,XBTUSD,-86186147,27946004
2020-12-27 20:00:00,ETHUSD,15372270,200000
2020-12-27 20:00:00,XBTUSD,-30638320,11235545
2020-12-28 04:00:00,XBTUSD,608566,178160
2020-12-28 04:00:00,ETHUSD,80169523,500000
2020-12-28 12:00:00,XBTUSD,231923,178160
2020-12-28 12:00:00,ETHUSD,77050206,500000
2020-12-28 20:00:00,XBTUSD,189597,178160
2020-12-28 20:00:00,ETHUSD,63342792,500000
2020-12-29 04:00:00,ETHUSD,39579345,500000
2020-12-29 04:00:00,XBTUSD,-19918024,10001840
2020-12-29 12:00:00,ETHUSD,35664504,500000
2020-12-29 12:00:00,XBTUSD,-4655857,10001840
2020-12-29 20:00:00,XBTUSD,-2237,1840
2020-12-29 20:00:00,XRPUSD,44120,99324
2020-12-29 20:00:00,ETHUSD,34198158,500000
2020-12-30 04:00:00,XBTUSD,-657,1840
2020-12-30 04:00:00,ETHUSD,26467437,500000
2020-12-30 04:00:00,XRPUSD,1196746,2982174
2020-12-30 12:00:00,XBTUSD,-4629,1840
2020-12-30 12:00:00,XRPUSD,611371,1420472
2020-12-30 20:00:00,XBTUSD,-6904,1840
2020-12-30 20:00:00,XRPUSD,-9229625,1420472
2020-12-31 04:00:00,XRPUSD,-6366047,1420472
2020-12-31 04:00:00,XBTUSD,-29692400,15703983
2020-12-31 12:00:00,XBTUSD,-206,597
2020-12-31 12:00:00,XRPUSD,-6785862,1420472
2020-12-31 20:00:00,XRPUSD,-3396178,1420472
2020-12-31 20:00:00,XBTUSD,-18104740,20000597
2021-01-01 04:00:00,XRPUSD,-239242,1420472
2021-01-01 04:00:00,XBTUSD,-6812203,20000597
2021-01-01 12:00:00,XRPUSD,676145,1420472
2021-01-01 12:00:00,XBTUSD,-6806203,20000597
2021-01-01 20:00:00,XRPUSD,666201,1420472
2021-01-01 20:00:00,XBTUSD,-6870205,20000597
2021-01-02 04:00:00,XRPUSD,668190,1420472
2021-01-02 04:00:00,XBTUSD,-6794203,20000597
2021-01-02 12:00:00,XRPUSD,648161,1420472
2021-01-02 20:00:00,XRPUSD,627707,1420472
2021-01-03 04:00:00,XRPUSD,629837,1420472
2021-01-03 04:00:00,XBTUSD,-67147391,20000593
2021-01-03 12:00:00,XRPUSD,1646080,1420472
2021-01-03 12:00:00,XBTUSD,-21896809,20000593
2021-01-03 20:00:00,XBTUSD,157751,99241
2021-01-03 20:00:00,XRPUSD,6417692,1420472
2021-01-04 04:00:00,XRPUSD,15297529,1420472
2021-01-04 04:00:00,XBTUSD,-37312097,14900759
2021-01-04 12:00:00,XBTUSD,500,241
2021-01-04 12:00:00,XRPUSD,18754958,1420472
2021-01-04 20:00:00,XBTUSD,1269,241
2021-01-04 20:00:00,XRPUSD,16608768,1420472
2021-01-05 04:00:00,XBTUSD,-4806404,15001262
2021-01-05 12:00:00,XBTUSD,-442,526
2021-01-05 20:00:00,XBTUSD,-155,526
2021-01-05 20:00:00,ETHUSD,-50394273,156634
2021-01-06 04:00:00,XBTUSD,139,474
2021-01-06 12:00:00,XBTUSD,-55447542,19757076
2021-01-06 20:00:00,XBTUSD,-94608892,19757076
2021-01-07 04:00:00,XBTUSD,-36643785,19757076
2021-01-07 12:00:00,XBTUSD,-16742936,19757076
2021-01-07 20:00:00,XBTUSD,-21239769,9757076
2021-01-08 04:00:00,XBTUSD,-84165791,25007076
2021-01-08 12:00:00,XBTUSD,-43729474,25007076
2021-01-08 20:00:00,XBTUSD,-40138758,25007076
2021-01-09 04:00:00,XBTUSD,-64017439,25007076
2021-01-09 12:00:00,XBTUSD,-11944080,25007076
2021-01-09 20:00:00,XBTUSD,-6139237,25007076
2021-01-10 04:00:00,XBTUSD,-6176748,25007076
2021-01-10 12:00:00,XBTUSD,-56304632,25007076
2021-01-10 20:00:00,XBTUSD,-38538171,15007076
2021-01-11 04:00:00,ETHUSD,-71169612,175182
2021-01-11 04:00:00,XBTUSD,-11577268,7184647
2021-01-11 12:00:00,XBTUSD,26068616,10000198
2021-01-11 20:00:00,XBTUSD,47476527,15000198
2021-01-12 04:00:00,XBTUSD,-96997767,35000313
2021-01-12 12:00:00,XBTUSD,-4139354,14647396
2021-01-12 20:00:00,XBTUSD,-14970089,20034513
2021-01-13 04:00:00,XBTUSD,-872,513
2021-01-13 12:00:00,XBTUSD,5938729,10000487
2021-01-13 20:00:00,XBTUSD,7334277,10000487
2021-01-14 04:00:00,XBTUSD,-44029428,25000513
2021-01-14 12:00:00,XBTUSD,-35793312,30000513
2021-01-14 20:00:00,XBTUSD,-66189455,45000513
2021-01-15 04:00:00,XBTUSD,-77529777,55031517
2021-01-15 12:00:00,XBTUSD,-93768325,40000548
2021-01-15 20:00:00,XBTUSD,-28524081,25373459
2021-01-16 04:00:00,XBTUSD,8254099,13966893
2021-01-16 12:00:00,XBTUSD,3708210,13966893
2021-01-16 20:00:00,XBTUSD,3836706,13966893
2021-01-17 04:00:00,XBTUSD,6442285,13966893
2021-01-17 12:00:00,XBTUSD,3978011,14041690
2021-01-17 20:00:00,XBTUSD,2537098,9041690
2021-01-18 04:00:00,XBTUSD,4288386,15041690
2021-01-18 12:00:00,XBTUSD,21072956,15041690
2021-01-18 20:00:00,XBTUSD,5210163,5041690
2021-01-19 04:00:00,XBTUSD,6876976,5041690
2021-01-19 12:00:00,XBTUSD,11890322,5041690
2021-01-19 20:00:00,XBTUSD,115848,41690
2021-01-20 04:00:00,XBTUSD,-25230391,14958310
2021-01-20 12:00:00,XBTUSD,-4346885,14958310
2021-01-20 20:00:00,XBTUSD,-3739697,14958310
2021-01-21 04:00:00,XBTUSD,-2877952,9958310
2021-01-21 12:00:00,XBTUSD,-9453557,30387517
2021-01-21 20:00:00,XBTUSD,-10895816,35387517
2021-01-22 04:00:00,XBTUSD,-11302322,35002547
2021-01-22 12:00:00,XBTUSD,23807956,40002547
2021-01-22 20:00:00,XBTUSD,-13379257,45002547
2021-01-23 04:00:00,XBTUSD,-211771,817208
2021-01-23 12:00:00,XBTUSD,257829,817208
2021-01-23 20:00:00,XBTUSD,252354,817208
2021-01-24 04:00:00,XBTUSD,251537,817208
2021-01-24 12:00:00,XBTUSD,2130243,7000469
2021-01-24 20:00:00,XBTUSD,2234550,7000469
2021-01-25 04:00:00,XBTUSD,2979140,10000469
2021-01-25 12:00:00,XBTUSD,6026141,20000469
2021-01-25 20:00:00,XBTUSD,157,97
2021-01-26 04:00:00,XBTUSD,143,97
2021-01-26 12:00:00,XBTUSD,30,97
2021-01-26 20:00:00,XBTUSD,-2934047,16026303
2021-01-27 04:00:00,XBTUSD,-3871222,30070082
2021-01-27 12:00:00,XBTUSD,-5046330,17988430
2021-01-27 20:00:00,XBTUSD,405,430
2021-01-28 04:00:00,XBTUSD,-8,430
2021-01-28 12:00:00,XBTUSD,1701381,5197691
2021-01-28 20:00:00,XBTUSD,-6392982,20878453
2021-01-29 04:00:00,XBTUSD,-918620,3107645
2021-01-29 12:00:00,XBTUSD,2692222,10000823
2021-01-29 20:00:00,XBTUSD,48984524,20018850
2021-01-30 04:00:00,XBTUSD,-4141,1150
2021-01-30 12:00:00,XBTUSD,-342,1150
2021-01-30 20:00:00,XBTUSD,-5826335,20001150
2021-01-31 04:00:00,XBTUSD,-5892339,20001150
2021-01-31 12:00:00,XBTUSD,-5954342,20001150
2021-01-31 20:00:00,XBTUSD,-3043350,10001150
2021-02-01 04:00:00,XBTUSD,-2113913,10001150
2021-02-01 12:00:00,XBTUSD,-8305049,28403041
2021-02-01 20:00:00,XBTUSD,-8862340,30001150
2021-02-02 04:00:00,XBTUSD,-8934342,30001150
2021-02-02 12:00:00,XBTUSD,-12969331,45001150
2021-02-02 20:00:00,XBTUSD,-50991673,50001150
2021-02-03 04:00:00,XBTUSD,-33739676,50001150
2021-02-03 12:00:00,XBTUSD,-35723822,50001150
2021-02-03 20:00:00,XBTUSD,-65631909,50001150
2021-02-04 04:00:00,XBTUSD,-10596241,39760755
2021-02-04 12:00:00,XBTUSD,-48734895,45001150
2021-02-04 20:00:00,XRPUSD,-14045982,600417
2021-02-04 20:00:00,XBTUSD,-44057073,30003148
2021-02-05 04:00:00,XRPUSD,-23618790,1200417
2021-02-05 04:00:00,XBTUSD,-8025842,30003148
2021-02-05 12:00:00,XRPUSD,-17770152,1200417
2021-02-05 12:00:00,XBTUSD,-7953835,30003148
2021-02-05 20:00:00,XRPUSD,-12305672,1200417
2021-02-05 20:00:00,XBTUSD,-75938976,40003148
2021-02-06 04:00:00,XRPUSD,-7491226,1200417
2021-02-06 04:00:00,XBTUSD,-66905370,45003148
2021-02-06 12:00:00,XRPUSD,-4901663,1200417
2021-02-06 12:00:00,XBTUSD,-58300370,50003148
2021-02-06 20:00:00,XRPUSD,-1078095,1200417
2021-02-06 20:00:00,XBTUSD,-113414340,50003148
2021-02-07 04:00:00,XRPUSD,-1054446,1200417
2021-02-07 04:00:00,XBTUSD,-86460576,35003148
2021-02-07 12:00:00,XRPUSD,-1054926,1200417
2021-02-07 12:00:00,XBTUSD,-46386090,24806749
2021-02-07 20:00:00,XBTUSD,-2404,3148
2021-02-07 20:00:00,XRPUSD,-1008110,1200417
2021-02-08 04:00:00,XRPUSD,-996586,1200417
2021-02-08 04:00:00,XBTUSD,-3465861,5003148
2021-02-08 12:00:00,XRPUSD,-1028637,1200417
2021-02-08 12:00:00,XBTUSD,-7602798,30003148
2021-02-08 20:00:00,XRPUSD,-1074973,1200417
2021-02-08 20:00:00,XBTUSD,-24230297,40463541
2021-02-09 04:00:00,XBTUSD,-100671026,25463541
2021-02-09 12:00:00,XBTUSD,-126645480,40317201
2021-02-09 20:00:00,XBTUSD,-55130114,20000201
2021-02-10 04:00:00,XBTUSD,-25002201,25000201
2021-02-10 12:00:00,XBTUSD,-10559285,25000201
2021-02-10 20:00:00,XBTUSD,-11393008,5000201
2021-02-11 04:00:00,XBTUSD,-138,201
2021-02-11 12:00:00,XBTUSD,-44,201
2021-02-11 20:00:00,XBTUSD,-44,201
2021-02-12 04:00:00,XBTUSD,-553,201
2021-02-12 12:00:00,XBTUSD,-434,201
2021-02-12 20:00:00,XBTUSD,-21493674,25004740
2021-02-13 04:00:00,XBTUSD,-7358070,25004740
2021-02-13 12:00:00,XBTUSD,-46662596,25004740
2021-02-13 20:00:00,XBTUSD,-63684341,30004740
2021-02-14 04:00:00,XBTUSD,-6340002,30004740
2021-02-14 12:00:00,XBTUSD,207730,1019783
2021-02-14 20:00:00,XBTUSD,3626467,1019783
2021-02-15 04:00:00,XBTUSD,-103679174,44478811
2021-02-15 12:00:00,XBTUSD,-38876171,44478811
2021-02-15 20:00:00,XBTUSD,-9135948,44478811
2021-02-16 04:00:00,XBTUSD,-14169903,12743658
2021-02-16 12:00:00,XBTUSD,-3264730,1277156
2021-02-16 20:00:00,XBTUSD,11537161,3680897
2021-02-17 04:00:00,XBTUSD,7961913,3680897
2021-02-17 12:00:00,XBTUSD,4387854,3680897
2021-02-17 20:00:00,XBTUSD,12291391,3680897
2021-02-18 04:00:00,XBTUSD,3369,897
2021-02-18 04:00:00,ETHUSD,-71352561,127478
2021-02-18 12:00:00,XBTUSD,2787,897
2021-02-18 12:00:00,ETHUSD,-76193712,137478
2021-02-18 20:00:00,XBTUSD,2562,897
2021-02-18 20:00:00,ETHUSD,-86900872,142478
2021-02-19 04:00:00,ETHUSD,-54870830,142478
2021-02-19 04:00:00,XBTUSD,-43674933,23210014
2021-02-19 12:00:00,ETHUSD,-33237513,142478
2021-02-19 12:00:00,XBTUSD,17625357,20002993
2021-02-19 20:00:00,XBTUSD,-1126,507
2021-02-19 20:00:00,ETHUSD,-67777326,152478
2021-02-20 04:00:00,XBTUSD,-1101,507
2021-02-20 04:00:00,ETHUSD,-69585399,152478
2021-02-20 12:00:00,XBTUSD,-610,507
2021-02-20 12:00:00,ETHUSD,-66012444,152478
2021-02-20 20:00:00,ETHUSD,-70245477,152478
2021-02-20 20:00:00,XBTUSD,-7940546,10015724
2021-02-21 04:00:00,ETHUSD,-48458395,152478
2021-02-21 04:00:00,XBTUSD,-17703908,20015724
2021-02-21 12:00:00,ETHUSD,-1827534,93081
2021-02-21 12:00:00,XBTUSD,-13656628,20015724
2021-02-21 20:00:00,ETHUSD,-1830466,93081
2021-02-21 20:00:00,XBTUSD,-28177696,20015724
2021-02-22 04:00:00,ETHUSD,-24569924,93081
2021-02-22 04:00:00,XBTUSD,-53998660,20015724
2021-02-22 12:00:00,XBTUSD,-83409137,50005028
2021-02-22 20:00:00,XBTUSD,-27004162,25007674
2021-02-23 04:00:00,XBTUSD,-6720554,13999055
2021-02-23 12:00:00,XBTUSD,204,945
2021-02-23 20:00:00,XBTUSD,208,945
2021-02-24 04:00:00,XBTUSD,362,945
2021-02-24 12:00:00,XBTUSD,-9726668,49000845
2021-02-24 20:00:00,XBTUSD,-10210173,50000845
2021-02-25 04:00:00,XBTUSD,-8946168,45000845
