period,currency,BOD,EOD,MID,timing_spread_percentage_points
2018,BTC,,,,
2018,USD,,,,
2019,BTC,13.447317493591866,12.551315652238339,12.968084422201459,89.60018413535273
2019,USD,27.08354134271623,25.341840520680382,26.167288598121935,174.1700822035849
2020,BTC,3.4564729958337956,3.298598920703217,3.3727420148739187,15.787407513057872
2020,USD,17.04543358238232,16.406159847342916,16.720928210420574,63.92737350394029
2021,BTC,6.8372180921895405,6.795743325181304,6.813944841193892,4.147476700823649
2021,USD,11.517633509380275,11.451389859249703,11.484926859645709,6.624365013057165
