date,symbol,fills,contracts,turnover_usd_proxy,maker_usd_proxy,known_liquidity_usd_proxy,forced_fills,fee_sat
2018-09-01,XBTUSD,216,1000000,1000000.0,250000.0,1000000.0,0,6231627
2018-09-02,XBTUSD,405,3030360,3030360.0,2147173.0,3030360.0,0,-215624
2018-09-03,XBTUSD,77,1000000,1000000.0,750000.0,1000000.0,0,-172
2018-09-04,XBTUSD,145,2750000,2750000.0,2692306.0,2750000.0,0,-8594102
2018-09-05,XBTUSD,682,15162096,15162096.0,13404115.0,15162096.0,0,-28780056
2018-09-06,XBTUSD,1810,27888020,27888020.0,21401440.0,27888020.0,0,-7938819
2018-09-07,XBTUSD,22,1000000,1000000.0,1000000.0,1000000.0,0,-3875459
2018-09-08,XBTUSD,1,250000,250000.0,250000.0,250000.0,0,-1023312
2018-09-09,XBTUSD,382,5320038,5320038.0,3959827.0,5320038.0,1,364339
2018-09-10,ADAU18,75,1110716,79627.38623545258,71644.14961531592,79627.38623545258,0,-253829
2018-09-10,ETHUSD,96,239711,284401.8559958365,134182.9006362151,284401.8559958365,0,1266101
2018-09-10,XBTUSD,122,1846654,1846654.0,1846654.0,1846654.0,0,-7316924
2018-09-11,ETHUSD,12,200001,227611.01511753091,227609.77492597623,227611.01511753091,0,-903856
2018-09-12,ADAU18,86,2773459,177655.58044772848,172520.9592089018,177655.58044772848,0,-1169434
2018-09-12,ETHUSD,308,2366080,2584200.317839384,2046664.9703696428,2584200.317839384,0,-1728358
2018-09-13,ADAU18,44,1053862,70182.9659450785,67981.24986977871,70182.9659450785,0,-502199
2018-09-13,ETHUSD,659,4642636,5962857.395838776,5260371.86351568,5962857.395838776,0,-12456981
2018-09-13,XBTUSD,365,3250000,3250000.0,2879904.0,3250000.0,0,-6859620
2018-09-14,ETHUSD,601,3638467,5033339.870063086,3927120.0373936794,5033339.870063086,31,-2343449
2018-09-14,XBTUSD,635,6910480,6910480.0,4404421.0,6910480.0,0,12092150
2018-09-15,ETHUSD,17,235114,328487.70515384024,328487.70515384024,328487.70515384024,0,-1264441
2018-09-15,XBTUSD,230,500000,500000.0,145687.0,500000.0,0,2166505
2018-09-16,ETHUSD,531,3346704,4719164.611950025,3516134.119806898,4719164.611950025,0,185054
2018-09-17,ETHUSD,250,1429127,1962323.5829212454,1495274.699378364,1962323.5829212454,0,-362170
2018-09-18,ETHUSD,1945,9313999,11928873.91480116,8621127.973029716,11928873.91480116,0,5041893
2018-09-18,XRPU18,297,3478618,1041835.0894241282,655368.4135364821,1041835.0894241282,0,10201542
2018-09-19,ETHUSD,992,6166409,8023032.664849042,5540024.217658992,8023032.664849042,0,7527149
2018-09-20,ETHUSD,266,1211239,1616594.052746296,1046864.9429694808,1616594.052746296,0,2593716
2018-09-21,ADAU18,1,1,0.08344211530583283,0.0,0.08344211530583283,0,3
2018-09-21,ETHUSD,804,3251867,4896162.617852122,2743669.5611132397,4896162.617852122,0,13839058
2018-09-21,XBTUSD,1,1,1.0,0.0,1.0,0,11
2018-09-21,XRPU18,1076,12672528,7354217.874076842,4335804.760035737,7354217.874076842,3,82611353
2018-09-22,ETHUSD,12,100000,163253.62815385745,81129.65478813562,163253.62815385745,0,612815
2018-09-22,XRPU18,53,300000,184119.26638965745,75584.12099379313,184119.26638965745,0,3464488
2018-09-23,ETHUSD,10,100000,164837.3650271414,164837.3650271414,164837.3650271414,0,-614558
2018-09-23,XRPU18,7,100000,57197.710716221554,57197.710716221554,57197.710716221554,0,-426499
2018-09-24,ETHUSD,107,235444,371861.4864318508,277853.2870444867,371861.4864318508,0,15562
2018-09-24,XBTUSD,159,431427,431427.0,15713.0,431427.0,0,4607667
2018-09-25,ETHUSD,774,3973319,5573086.390114993,4392795.545929534,5573086.390114993,0,-3282530
2018-09-25,XBTUSD,1,2,2.0,0.0,2.0,0,23
2018-09-25,XRPU18,80,427086,224139.59247685398,146040.82469182118,224139.59247685398,0,1858528
2018-09-26,BCHU18,5,32,17121.639227303564,8531.303971152309,17121.639227303564,0,268220
2018-09-26,ETHUSD,1221,4915076,6795409.429824666,4203561.897977503,6795409.429824666,0,13917104
2018-09-26,XRPU18,112,600128,315360.69024426106,155676.11673045057,315360.69024426106,0,5008558
2018-09-27,ETHUSD,411,2037436,2919779.32795795,2430428.2833033972,2919779.32795795,0,-3809028
2018-09-28,ETHUSD,879,4443742,6637389.009629684,3861018.4502535993,6637389.009629684,0,16727128
2018-09-29,ETHUSD,279,619789,888116.3117831706,305848.2766123109,888116.3117831706,1,4788398
2018-10-02,ETHUSD,63,400000,595730.6732964718,595730.6732964718,595730.6732964718,0,-2269663
2018-10-02,XRPZ18,15,100000,52947.27581252079,52947.27581252079,52947.27581252079,0,-403445
2018-10-03,ETHUSD,494,1682459,2391063.341951772,1200174.649158477,2391063.341951772,0,9112722
2018-10-03,XRPZ18,12,100000,53192.52187097313,26523.03782492695,53192.52187097313,0,820625
2018-10-06,ETHUSD,41,200000,296726.8400647926,264852.0649174467,296726.8400647926,0,-642460
2018-10-06,XRPZ18,280,1564900,761795.7491220441,446527.6388239831,761795.7491220441,0,8578491
2018-10-07,XRPZ18,82,600000,289472.18725781055,193167.05505749077,289472.18725781055,0,2179016
2018-10-08,ADAZ18,98,2250000,197938.14446211708,190437.37003704096,197938.14446211708,0,-1165226
2018-10-08,TRXZ18,34,8000002,219256.6341757123,163851.62377164222,219256.6341757123,0,862003
2018-10-09,ADAZ18,100,2250000,198136.714626666,67651.56016475777,198136.714626666,0,4426980
2018-10-09,TRXZ18,113,9632080,252160.45905787015,165810.55247589818,252160.45905787015,0,2013291
2018-10-10,XBTUSD,567,4500002,4500002.0,3931201.0,4500002.0,0,-8595073
2018-10-10,XRPZ18,109,776488,374395.96433718374,255904.78173014888,374395.96433718374,0,2553323
2018-10-11,XBTUSD,1249,12813485,12813485.0,6953386.0,12813485.0,0,41530499
2018-10-12,XBTUSD,149,2059077,2059077.0,1354449.0,2059077.0,0,3069868
2018-10-14,ETHUSD,6,200000,241461.83473082416,120916.84793630338,241461.83473082416,0,971002
2018-10-15,XBTUSD,821,6250000,6250000.0,2760463.0,6250000.0,0,29875042
2018-10-16,XBTUSD,225,1750000,1750000.0,657702.0,1750000.0,0,10078935
2018-10-18,XBTUSD,82,1000000,1000000.0,750000.0,1000000.0,0,12813
2018-10-30,XBTUSD,46,500000,500000.0,250000.0,500000.0,0,2000053
2018-11-04,BCHZ18,84,2709,1428980.885904951,760344.8649960884,1428980.885904951,0,20393700
2018-11-05,BCHZ18,129,2610,1427733.6378085844,965366.3054153394,1427733.6378085844,0,10485840
2018-11-05,ETHUSD,45,599026,800979.7216068114,800979.7216068114,800979.7216068114,0,-3118857
2018-11-05,XRPZ18,43,600000,297164.6265295998,297164.6265295998,297164.6265295998,0,-2314196
2018-11-06,BCHZ18,144,1887,1117391.6990592938,1094748.9581525982,1117391.6990592938,0,-7664715
2018-11-06,ETHUSD,65,549837,748186.7712549681,748185.4035855234,748186.7712549681,0,-2921226
2018-11-06,XRPZ18,1334,13277284,7306180.346986208,5167231.460834101,7306180.346986208,0,42581618
2018-11-07,BCHZ18,22,458,282355.3300437732,49002.30048165702,282355.3300437732,0,8676740
2018-11-07,ETHUSD,18,100000,141362.93683473338,88540.9084153774,141362.93683473338,0,271405
2018-11-08,BCHZ18,26,787,444398.15970163245,238288.08253142048,444398.15970163245,0,6093510
2018-11-08,ETHUSD,227,1163160,1605184.9185781193,860748.0757720005,1605184.9185781193,0,5267718
2018-11-08,XRPZ18,309,1635054,851925.9197778569,672491.7543782907,851925.9197778569,0,1728049
2018-11-09,BCHZ18,31,1703,910264.3458590492,552943.1410466034,910264.3458590492,1,9627832
2018-11-09,ETHUSD,551,2135646,2876427.772946129,1776810.3720688599,2876427.772946129,0,5372949
2018-11-09,XBTUSD,1,2,2.0,0.0,2.0,0,23
2018-11-09,XRPZ18,34,200000,103050.43411805223,35311.9038625074,103050.43411805223,0,2367661
2018-11-10,BCHZ18,5,84,41855.47875351341,41855.47875351341,41855.47875351341,0,-330540
2018-11-10,ETHUSD,234,1258926,1671468.851754554,1078652.125829121,1671468.851754554,0,2763201
2018-11-11,ADAZ18,55,3841266,298386.6047401284,267015.0994943284,298386.6047401284,0,-866953
2018-11-11,BCHZ18,66,1586,752865.4595710222,570935.1820729958,752865.4595710222,0,434290
2018-11-11,ETHUSD,1,6400,8530.451530295357,0.0,8530.451530295357,0,100704
2018-11-12,BCHZ18,343,6745,2888207.633550407,2085882.5427206387,2888207.633550407,0,14750760
2018-11-12,XRPZ18,38,431798,228186.69402483042,228186.69402483042,228186.69402483042,0,-1800872
2018-11-13,BCHZ18,432,8229,3302147.1150257126,2603461.7948420076,3302147.1150257126,0,7040130
2018-11-13,EOSZ18,211,62026,327439.86069437204,177806.024652185,327439.86069437204,0,4511899
2018-11-13,ETHUSD,39,400000,515481.9084526395,258033.51464068698,515481.9084526395,0,2034237
2018-11-13,XRPZ18,166,1231798,637740.7704990803,498152.3896565414,637740.7704990803,0,1580450
2018-11-14,BCHZ18,523,12689,3670758.3391548065,2814509.11963602,3670758.3391548065,0,11652435
2018-11-14,EOSZ18,129,135286,650071.3801636018,396935.8016065523,650071.3801636018,0,6930073
2018-11-14,ETHUSD,684,5927683,6486573.914565648,4270545.297099449,6486573.914565648,0,9482916
2018-11-14,XBTZ18,37,1000000,1000000.0,894354.0,1000000.0,0,-2702124
2018-11-15,BCHZ18,233,6461,2086555.2703156003,1012875.0726969624,2086555.2703156003,0,37446170
2018-11-15,ETHUSD,825,4386152,4235720.104263598,2097568.8821574324,4235720.104263598,0,19360710
2018-11-15,XBTUSD,41,1000000,1000000.0,1000000.0,1000000.0,0,-4474987
2018-11-16,ETHUSD,316,1616494,1567566.4907988803,358434.6962565035,1567566.4907988803,0,14755383
2018-11-17,ETHUSD,32,200000,188406.8510787534,175040.92267692456,188406.8510787534,0,-613831
2018-11-17,XBTUSD,143,600000,600000.0,200000.0,600000.0,0,4554829
2018-11-18,ETHUSD,322,1600000,1546841.3543647977,625394.4646257932,1546841.3543647977,0,9720486
2018-11-18,XBTUSD,75,220102,220102.0,9644.0,220102.0,0,2811035
2018-11-18,XRPZ18,253,1450001,736134.6037494851,122243.88056266074,736134.6037494851,0,26731732
2018-11-19,ETHUSD,1325,6784656,5835252.796214651,1908845.5837286864,5835252.796214651,0,44417868
2018-11-19,XBTUSD,728,8038440,8038440.0,3486032.0,8038440.0,0,52549132
2018-11-19,XRPZ18,32,250001,123394.82010052705,0.0,123394.82010052705,0,5552933
2018-11-20,ETHUSD,454,3814708,2490649.1820021607,1003429.7636839142,2490649.1820021607,1,15436328
2018-11-20,XBTUSD,1469,15509486,15509486.0,8628828.0,15509486.0,0,65379565
2018-11-20,XBTZ18,103,800001,800001.0,627313.0,800001.0,0,-500402
2018-11-21,XBTUSD,630,6798796,6798796.0,3426430.0,6798796.0,0,37504573
2018-11-21,XBTZ18,11,200000,200000.0,200000.0,200000.0,0,-1091444
2018-11-22,XBTUSD,474,5200992,5200992.0,2381544.0,5200992.0,0,34652274
2018-11-22,XBTZ18,27,201340,201340.0,144038.0,201340.0,0,165958
2018-11-23,ETHUSD,530,3602026,1874973.5734867337,744489.7300746712,1874973.5734867337,0,14769264
2018-11-23,XBTUSD,626,5926918,5926918.0,1783771.0,5926918.0,0,62824022
2018-11-23,XBTZ18,1,1338,1338.0,1338.0,1338.0,0,-7865
2018-11-24,ETHUSD,323,1700898,806824.6369159117,327227.1273892369,806824.6369159117,0,6477779
2018-11-24,XBTUSD,2264,16817834,16817834.0,8510399.0,16817834.0,0,104056083
2018-11-25,ETHUSD,745,7462360,3087723.3055577218,1765627.0077238695,3087723.3055577218,0,12047480
2018-11-25,XBTUSD,4547,48072728,48072728.0,24931963.0,48072728.0,0,285845046
2018-11-26,ETHUSD,82,599998,249013.69648446317,170625.0359078954,249013.69648446317,0,408801
2018-11-26,XBTUSD,2292,21817380,21817380.0,10374385.0,21817380.0,0,159600322
2018-11-27,XBTUSD,2646,18248951,18248951.0,7789786.0,18248951.0,0,147314785
2018-11-28,XBTUSD,2350,23912153,23912153.0,16412166.0,23912153.0,0,33128176
2018-11-29,XBTUSD,3092,23508469,23508469.0,13005728.0,23508469.0,0,107973582
2018-11-30,XBTUSD,1849,16325671,16325671.0,10493531.0,16325671.0,0,44219580
2018-12-01,XBTUSD,458,4597430,4597430.0,3351523.0,4597430.0,0,1469054
2018-12-02,XBTUSD,1147,9237484,9237484.0,7257748.0,9237484.0,0,-7954841
2018-12-03,XBTUSD,1687,13742796,13742796.0,8970771.0,13742796.0,0,34465451
2018-12-04,XBTUSD,760,7064252,7064252.0,5264754.0,7064252.0,0,1381107
2018-12-05,XBTUSD,545,4200002,4200002.0,3085631.0,4200002.0,0,1467396
2018-12-06,XBTUSD,1571,13045614,13045614.0,8307054.0,13045614.0,0,32143166
2018-12-07,BCHZ18,14,1000,110100.22757283741,110100.22757283741,110100.22757283741,0,-1567500
2018-12-07,ETHUSD,2,4,1.174402427443599,0.0,1.174402427443599,0,24
2018-12-07,XBTUSD,1950,20220990,20220990.0,12191889.0,20220990.0,0,89939206
2018-12-08,XBTUSD,198,1112126,1112126.0,671026.0,1112126.0,0,2229721
2018-12-09,ETHUSD,185,1588938,516821.8157432117,345477.19046461594,516821.8157432117,0,1236500
2018-12-09,XBTUSD,1819,13216603,13216603.0,9457606.0,13216603.0,0,12435363
2018-12-10,ETHUSD,1,2,0.6521489698953244,0.0,0.6521489698953244,0,13
2018-12-10,XBTUSD,1500,10756917,10756917.0,5762441.0,10756917.0,0,66714281
2018-12-11,XBTUSD,544,6211955,6211955.0,4312492.0,6211955.0,0,10569860
2018-12-12,XBTUSD,1778,10260385,10260385.0,6635998.0,10260385.0,0,29777100
2018-12-13,XBTUSD,1410,8826015,8826015.0,4351330.0,8826015.0,0,67798346
2018-12-14,XBTUSD,853,5463314,5463314.0,3184786.0,5463314.0,0,28841924
2018-12-15,XBTUSD,517,4900000,4900000.0,3568272.0,4900000.0,0,3466462
2018-12-16,XBTUSD,1578,12044913,12044913.0,10211751.0,12044913.0,0,-36941884
2018-12-17,ETHUSD,174,1599999,480141.26250948536,378254.74293845025,480141.26250948536,0,-567968
2018-12-17,XBTUSD,6499,44866082,44866082.0,26285716.0,44866082.0,0,212943152
2018-12-17,XRPZ18,142,1222896,360662.0756889457,141638.88546443026,360662.0756889457,0,14919445
2018-12-18,XBTUSD,2648,24081983,24081983.0,20956299.0,24081983.0,0,-81766181
2018-12-19,BCHZ18,130,2524,327881.2107931177,255693.37370884174,327881.2107931177,0,1437970
2018-12-19,EOSZ18,44,110668,289529.4147253758,285659.58162663126,289529.4147253758,0,-3638586
2018-12-19,XBTUSD,2688,26972145,26972145.0,18924568.0,26972145.0,0,33717647
2018-12-20,XBTUSD,4357,45182854,45182854.0,30624802.0,45182854.0,0,83658477
2018-12-21,BCHZ18,259,4092,853685.5366123276,317748.8904000812,853685.5366123276,0,29032530
2018-12-21,XBTUSD,3893,26036377,26036377.0,12228003.0,26036377.0,0,181188298
2018-12-22,XBTUSD,2486,14427779,14427779.0,7395015.0,14427779.0,0,88604655
2018-12-23,XBTUSD,833,8934579,8934579.0,7534229.0,8934579.0,0,-23154982
2018-12-24,BCHZ18,26,1000,183026.8815507793,92514.2867923011,183026.8815507793,0,4566055
2018-12-24,XBTUSD,746,11310164,11310164.0,8958501.0,11310164.0,0,-11287513
2018-12-25,XBTUSD,2538,16292261,16292261.0,8685466.0,16292261.0,0,93336766
2018-12-26,XBTUSD,1781,13083280,13083280.0,6625149.0,13083280.0,0,84548850
2018-12-27,XBTUSD,225,1861682,1861682.0,909824.0,1861682.0,0,12611135
2018-12-28,XBTUSD,256,4000500,4000500.0,2646600.0,4000500.0,0,8825726
2018-12-29,XBTUSD,729,7081407,7081407.0,5385401.0,7081407.0,0,-1870662
2018-12-30,XBTUSD,1119,5948243,5948243.0,3253611.0,5948243.0,0,30551079
2018-12-31,XBTUSD,85,454524,454524.0,9815.0,454524.0,0,7525038
2019-01-01,XBTUSD,168,1342977,1342977.0,934747.0,1342977.0,0,1937123
2019-01-02,XBTH19,211,450001,450001.0,276051.0,450001.0,0,1661209
2019-01-02,XBTUSD,446,1725237,1725237.0,801099.0,1725237.0,0,12755391
2019-01-04,XBTUSD,271,2699980,2699980.0,1351190.0,2699980.0,0,18006813
2019-01-05,ETHUSD,164,900002,550085.9024252541,528520.7408747592,550085.9024252541,0,-3029497
2019-01-05,XBTUSD,35,900000,900000.0,900000.0,900000.0,0,-5866634
2019-01-07,XBTUSD,469,2976455,2976455.0,2381596.0,2976455.0,0,-3734348
2019-01-08,XBTH19,193,450001,450001.0,305863.0,450001.0,0,809503
2019-01-08,XBTUSD,62,900000,900000.0,900000.0,900000.0,0,-5658273
2019-01-09,XBTH19,110,459918,459918.0,398984.0,459918.0,0,-1373829
2019-01-10,TRXH19,38,3904294,101104.30236587994,80237.66574013492,101104.30236587994,0,300882
2019-01-10,XBTUSD,469,6151221,6151221.0,4055865.0,6151221.0,0,13861226
2019-01-11,XBTH19,15,450000,450000.0,450000.0,450000.0,0,-3242094
2019-01-11,XBTUSD,586,5195166,5195166.0,4495488.0,5195166.0,0,-16670100
2019-01-12,XBTH19,2,741,741.0,741.0,741.0,0,-5258
2019-01-12,XBTUSD,15,95000,95000.0,95000.0,95000.0,0,-654187
2019-01-13,XBTUSD,565,3602051,3602051.0,2322051.0,3602051.0,0,7090257
2019-01-14,XBTUSD,515,5142528,5142528.0,4690079.0,5142528.0,0,-22627242
2019-01-15,XBTUSD,316,3161886,3161886.0,2061400.0,3161886.0,0,8649942
2019-01-16,XBTUSD,306,3500762,3500762.0,2060407.0,3500762.0,0,15544030
2019-01-17,XBTUSD,121,500000,500000.0,471779.0,500000.0,0,-2699920
2019-01-19,XBTUSD,111,499577,499577.0,499577.0,499577.0,0,-3382838
2019-01-20,XBTUSD,126,1431006,1431006.0,1431006.0,1431006.0,0,-10159123
2019-01-21,XBTUSD,281,2000000,2000000.0,1543335.0,2000000.0,0,-1276484
2019-01-23,XBTUSD,171,1000062,1000062.0,1000062.0,1000062.0,0,-7015801
2019-01-26,XBTUSD,139,1000000,1000000.0,1000000.0,1000000.0,0,-7043192
2019-01-27,XBTUSD,324,3407566,3407566.0,2907561.0,3407566.0,0,-9869984
2019-01-28,XBTUSD,372,4139727,4139727.0,3518960.0,4139727.0,0,-12177742
2019-01-29,XBTUSD,557,5501651,5501651.0,5498651.0,5501651.0,0,-40343538
2019-01-30,XBTUSD,54,1151884,1151884.0,1151884.0,1151884.0,0,-8381226
2019-01-31,XBTUSD,11,500000,500000.0,500000.0,500000.0,0,-3661369
2019-02-01,XBTUSD,493,2500500,2500500.0,1094304.0,2500500.0,0,22943110
2019-02-02,XBTUSD,81,1500000,1500000.0,1500000.0,1500000.0,0,-10878213
2019-02-03,XBTUSD,311,2000000,2000000.0,2000000.0,2000000.0,0,-14550376
2019-02-07,XBTUSD,76,500000,500000.0,500000.0,500000.0,0,-3722481
2019-02-08,XBTUSD,626,4163311,4163311.0,2410179.0,4163311.0,0,19156523
2019-02-09,XBTUSD,31,1500000,1500000.0,1500000.0,1500000.0,0,-10363483
2019-02-10,XBTUSD,1226,5000495,5000495.0,1397077.0,5000495.0,0,63636315
2019-02-11,XBTUSD,38,1000200,1000200.0,500000.0,1000200.0,0,6959828
2019-02-12,XBTUSD,154,2000100,2000100.0,2000000.0,2000100.0,0,-13979359
2019-02-13,XBTUSD,182,2000100,2000100.0,1975110.0,2000100.0,0,-13190185
2019-02-14,XBTUSD,86,500000,500000.0,0.0,500000.0,0,10511587
2019-02-15,XBTUSD,61,500000,500000.0,500000.0,500000.0,0,-3494473
2019-02-16,XBTUSD,95,500010,500010.0,500000.0,500010.0,0,-3479258
2019-02-17,XBTUSD,570,5499547,5499547.0,2999547.0,5499547.0,0,30937703
2019-02-18,XBTUSD,617,8000503,8000503.0,6762387.0,8000503.0,0,-19813939
2019-02-19,XBTUSD,1065,12828911,12828911.0,11780906.0,12828911.0,0,-55481287
2019-02-20,XBTUSD,224,1500400,1500400.0,1000000.0,1500400.0,0,3276453
2019-02-21,XBTUSD,102,2500150,2500150.0,2458104.0,2500150.0,0,-14982934
2019-02-22,XBTUSD,223,3000388,3000388.0,2476877.0,3000388.0,0,-5799015
2019-02-23,XBTUSD,11,500400,500400.0,500000.0,500400.0,0,-3030151
2019-02-24,ETHUSD,431,6051178,3525232.472049701,3010979.4545881343,3525232.472049701,0,-8930414
2019-02-24,XBTUSD,1434,13151604,13151604.0,8227076.0,13151604.0,0,41990160
2019-02-25,ETHUSD,389,4707173,2432560.6199025363,978097.325245597,2432560.6199025363,0,22543403
2019-02-25,XBTUSD,600,4800000,4800000.0,2008525.0,4800000.0,0,41988658
2019-02-26,ETHUSD,70,1307171,679572.4094299134,156626.32618947965,679572.4094299134,0,9237314
2019-02-26,XBTUSD,73,600000,600000.0,600000.0,600000.0,0,-3961349
2019-02-28,ETHUSD,94,1000000,518905.90999787865,328742.96495867585,518905.90999787865,0,1590689
2019-02-28,XBTUSD,214,2149226,2149226.0,1514182.0,2149226.0,0,2410085
2019-02-28,XRPH19,20,500000,155015.72172368533,117895.47124682978,155015.72172368533,0,-1114985
2019-03-01,XBTUSD,169,2399570,2399570.0,2250334.0,2399570.0,0,-11796955
2019-03-03,ETHUSD,41,500000,250048.9297762546,0.0,250048.9297762546,0,4922663
2019-03-04,ETHUSD,43,500000,241120.0444515144,189347.74795257737,241120.0444515144,0,-224933
2019-03-04,XBTUSD,360,3173471,3173471.0,2181517.0,3173471.0,0,5184257
2019-03-05,ETHUSD,75,2000000,970564.1760662982,970564.1760662982,970564.1760662982,0,-6561110
2019-03-05,LTCH19,88,6000,301170.4983542074,225273.27052937713,301170.4983542074,0,2084989
2019-03-05,XBTUSD,295,4208254,4208254.0,3914770.0,4208254.0,0,-19948833
2019-03-06,XBTUSD,492,3486036,3486036.0,2723469.0,3486036.0,0,-2969718
2019-03-07,ETHUSD,84,1000000,528200.3652848545,266290.50550562516,528200.3652848545,0,3371197
2019-03-07,LTCH19,21,6000,339758.8956823639,307834.84241143224,339758.8956823639,0,-1968326
2019-03-07,XBTUSD,161,2108460,2108460.0,2108459.0,2108460.0,0,-13648838
2019-03-07,XRPH19,52,500000,157643.03556285822,157643.03556285822,157643.03556285822,0,-2046235
2019-03-08,ETHUSD,33,1000000,525924.6970907394,0.0,525924.6970907394,0,10229532
2019-03-08,XBTUSD,423,2800000,2800000.0,842752.0,2800000.0,0,32535369
2019-03-10,XBTUSD,425,1408400,1408400.0,1400000.0,1408400.0,0,-8822042
2019-03-11,XBTUSD,41,700000,700000.0,700000.0,700000.0,0,-4544206
2019-03-12,XBTUSD,152,2800461,2800461.0,2800000.0,2800461.0,0,-18282977
2019-03-13,XBTUSD,1,200,200.0,0.0,200.0,0,3891
2019-03-14,XBTUSD,939,6028740,6028740.0,3028740.0,6028740.0,0,39214444
2019-03-16,XBTUSD,399,3502000,3502000.0,2802000.0,3502000.0,0,-4312078
2019-03-17,XBTUSD,271,1400051,1400051.0,1264748.0,1400051.0,0,-5432334
2019-03-18,XBTUSD,24,1400000,1400000.0,1400000.0,1400000.0,0,-8749564
2019-03-19,XBTUSD,44,700000,700000.0,700000.0,700000.0,0,-4406306
2019-03-21,XBTUSD,256,2450212,2450212.0,875106.0,2450212.0,0,24129541
2019-03-22,XBTUSD,196,1400000,1400000.0,700000.0,1400000.0,0,8850863
2019-03-23,XBTUSD,172,1400000,1400000.0,1400000.0,1400000.0,0,-8794176
2019-03-26,XBTUSD,313,2545444,2545444.0,1147956.0,2545444.0,0,19469810
2019-03-27,XBTUSD,122,3500000,3500000.0,3500000.0,3500000.0,0,-21767323
2019-03-28,XBTUSD,101,2100250,2100250.0,1400000.0,2100250.0,0,4334518
2019-03-29,XBTUSD,57,2800000,2800000.0,2800000.0,2800000.0,0,-17365582
2019-03-30,XBTUSD,178,3500600,3500600.0,3500000.0,3500600.0,0,-21399203
2019-03-31,XBTUSD,18,700000,700000.0,700000.0,700000.0,0,-4278744
2019-04-01,XBTUSD,103,1400000,1400000.0,1400000.0,1400000.0,0,-8475049
2019-04-02,XBTUSD,2452,39655292,39655292.0,25424441.0,39655292.0,0,94978397
2019-04-03,BCHM19,46,2000,611248.6309468971,611248.6309468971,611248.6309468971,0,-6232500
2019-04-03,XBTUSD,1848,38047848,38047848.0,31900308.0,38047848.0,0,-68022515
2019-04-04,XBTUSD,1452,25326135,25326135.0,21843567.0,25326135.0,0,-56934240
2019-04-05,XBTUSD,793,17214488,17214488.0,16320025.0,17214488.0,0,-68214878
2019-04-06,XBTUSD,169,3503172,3503172.0,2802300.0,3503172.0,0,-3447266
2019-04-07,XBTUSD,847,2804848,2804848.0,786925.0,2804848.0,0,25609795
2019-04-08,ETHUSD,27,432092,415209.24394343275,333843.0178346041,415209.24394343275,0,-432376
2019-04-08,XBTUSD,386,6419436,6419436.0,3721154.0,6419436.0,0,20691465
2019-04-09,XBTUSD,230,4705054,4705054.0,4412577.0,4705054.0,0,-16853251
2019-04-10,XBTUSD,229,5848889,5848889.0,4673694.0,5848889.0,0,-5418543
2019-04-11,XBTUSD,2229,36053828,36053828.0,26442806.0,36053828.0,0,11145898
2019-04-11,XRPM19,59,600000,208018.42466737487,208018.42466737487,208018.42466737487,0,-1958077
2019-04-12,XBTUSD,692,10465312,10465312.0,9160034.0,10465312.0,0,-26298697
2019-04-13,XBTUSD,38,1600000,1600000.0,1600000.0,1600000.0,0,-7877584
2019-04-14,XBTUSD,364,4994666,4994666.0,4664579.0,4994666.0,0,-18132808
2019-04-15,XBTUSD,351,4799853,4799853.0,3981853.0,4799853.0,0,-7552642
2019-04-16,XBTUSD,403,5614442,5614442.0,4414945.0,5614442.0,0,-3960880
2019-04-17,XBTUSD,1156,11411368,11411368.0,6290789.0,11411368.0,0,38752625
2019-04-18,XBTUSD,1345,11841285,11841285.0,7001619.0,11841285.0,0,33478111
2019-04-19,XBTUSD,118,358915,358915.0,0.0,358915.0,0,5151443
2019-04-20,XBTUSD,5,1600000,1600000.0,1600000.0,1600000.0,0,-7537201
2019-04-21,XBTUSD,961,14765610,14765610.0,11713245.0,14765610.0,0,-11950864
2019-04-22,ETHUSD,8,104562,93553.10934543246,93553.10934543246,93553.10934543246,0,-441642
2019-04-22,XBTUSD,1687,27793740,27793740.0,18806143.0,27793740.0,0,30864484
2019-04-23,XBTUSD,952,17735861,17735861.0,12113089.0,17735861.0,0,21462670
2019-04-24,XBTUSD,3966,65122647,65122647.0,48842570.0,65122647.0,0,-619942
2019-04-25,XBTUSD,2604,48983552,48983552.0,29008308.0,48983552.0,0,147839371
2019-04-26,XBTUSD,1470,18415716,18415716.0,7851390.0,18415716.0,0,114710771
2019-04-27,XBTUSD,389,3844130,3844130.0,1054794.0,3844130.0,0,35303657
2019-04-28,XBTUSD,218,3000000,3000000.0,2397677.0,3000000.0,0,-2860938
2019-04-29,XBTUSD,448,6187776,6187776.0,4225506.0,6187776.0,0,8120230
2019-04-30,XBTUSD,1294,8004301,8004301.0,2500172.0,8004301.0,0,66696905
2019-05-01,XBTUSD,382,5000000,5000000.0,4042732.0,5000000.0,0,-5564698
2019-05-02,XBTUSD,1010,7000000,7000000.0,3000000.0,7000000.0,0,42260849
2019-05-03,XBTUSD,951,21551920,21551920.0,18531335.0,21551920.0,0,-42638031
2019-05-04,XBTUSD,29,2000000,2000000.0,2000000.0,2000000.0,0,-8843493
2019-05-05,XBTUSD,2466,30408113,30408113.0,22139946.0,30408113.0,0,11916769
2019-05-06,ETHUSD,55,1000000,995951.1584614594,995951.1584614594,995951.1584614594,0,-4346565
