date,symbol,fills,contracts,turnover_usd_proxy,maker_usd_proxy,known_liquidity_usd_proxy,forced_fills,fee_sat
2019-05-06,XBTUSD,3253,56659884,56659884.0,44559487.0,56659884.0,0,-51733835
2019-05-07,XBTUSD,2010,24002000,24002000.0,18028857.0,24002000.0,0,-361174
2019-05-08,XBTUSD,1208,10016629,10016629.0,7563744.0,10016629.0,0,-898086
2019-05-09,XBTUSD,2312,31000000,31000000.0,15829148.0,31000000.0,0,123047306
2019-05-10,XBTUSD,401,3440179,3440179.0,1479290.0,3440179.0,0,17299193
2019-05-11,XBTUSD,5589,98516674,98516674.0,67724128.0,98516674.0,0,82592478
2019-05-12,XBTUSD,5355,116324113,116324113.0,88745944.0,116324113.0,0,-28640240
2019-05-13,ADAM19,17,2000000,128394.96112996296,64358.116827780286,128394.96112996296,0,1842427
2019-05-13,XBTUSD,3236,51923985,51923985.0,31686591.0,51923985.0,0,95814942
2019-05-14,XBTUSD,1911,42169064,42169064.0,33887314.0,42169064.0,0,-29316103
2019-05-15,XBTUSD,780,11727404,11727404.0,9654944.0,11727404.0,0,-10787564
2019-05-16,XBTUSD,1477,24379806,24379806.0,17910440.0,24379806.0,0,4607126
2019-05-17,XBTUSD,2868,54843750,54843750.0,43210189.0,54843750.0,0,-28239751
2019-05-18,XBTUSD,437,13000000,13000000.0,12205072.0,13000000.0,0,-33664384
2019-05-19,XBTUSD,1218,27612700,27612700.0,25526626.0,27612700.0,0,-61951655
2019-05-20,XBTUSD,2266,51153424,51153424.0,40651882.0,51153424.0,0,-27964906
2019-05-21,XBTUSD,1662,23423189,23423189.0,17119446.0,23423189.0,0,5573652
2019-05-22,XBTUSD,2179,40961958,40961958.0,32600295.0,40961958.0,0,-27853798
2019-05-23,ETHUSD,279,1240718,2252098.6863037553,980281.3051356308,2252098.6863037553,0,9206006
2019-05-23,XBTUSD,2488,39044710,39044710.0,32825034.0,39044710.0,0,-46394553
2019-05-24,XBTUSD,54,2801000,2801000.0,1400000.0,2801000.0,0,8662912
2019-05-26,XBTUSD,2,1000,1000.0,0.0,1000.0,0,8600
2019-05-27,XBTUSD,165,3000000,3000000.0,1347191.0,3000000.0,0,10063624
2019-05-28,XBTUSD,8,8841,8841.0,8841.0,8841.0,0,-25470
2019-05-29,XBTUSD,329,6283099,6283099.0,5938617.0,6283099.0,0,-14194472
2019-05-30,XBTUSD,551,6999916,6999916.0,3397031.0,6999916.0,0,22161057
2019-05-31,XBTUSD,562,8400000,8400000.0,6322204.0,8400000.0,0,-82968
2019-06-01,XBTUSD,42,1400000,1400000.0,1400000.0,1400000.0,0,-4100585
2019-06-02,XBTUSD,93,2800000,2800000.0,2800000.0,2800000.0,0,-8130095
2019-06-03,XBTUSD,725,11200157,11200157.0,8429962.0,11200157.0,0,-858566
2019-06-04,XBTUSD,654,22849771,22849771.0,17457244.0,22849771.0,0,-21511166
2019-06-10,XBTUSD,279,4517778,4517778.0,3075227.0,4517778.0,0,3800335
2019-06-12,XBTUSD,451,8911117,8911117.0,6566071.0,8911117.0,0,802751
2019-06-13,XBTUSD,276,1400000,1400000.0,0.0,1400000.0,0,11928735
2019-06-14,XBTUSD,68,1400000,1400000.0,1317085.0,1400000.0,0,-3257049
2019-06-15,XBTUSD,343,5600500,5600500.0,4205016.0,5600500.0,0,-44212
2019-06-16,XBTUSD,1258,25791864,25791864.0,20990119.0,25791864.0,0,-19283709
2019-06-17,XBTUSD,1004,17755444,17755444.0,9257594.0,17755444.0,0,38860922
2019-06-18,XBTUSD,771,18461321,18461321.0,13772753.0,18461321.0,0,979358
2019-06-19,XBTM19,3,5600,5600.0,5600.0,5600.0,0,-14913
2019-06-19,XBTUSD,334,4801000,4801000.0,3241286.0,4801000.0,0,3928286
2019-06-20,XBTUSD,292,4800000,4800000.0,3044964.0,4800000.0,0,5751327
2019-06-21,XBTUSD,272,8978628,8978628.0,7456141.0,8978628.0,0,-7386629
2019-06-22,XBTUSD,69,4800000,4800000.0,4570500.0,4800000.0,0,-9268281
2019-06-24,XBTM19,166,1800000,1800000.0,1800000.0,1800000.0,0,-4143543
2019-06-24,XBTUSD,233,5201000,5201000.0,3200377.0,5201000.0,0,6509560
2019-06-25,XBTUSD,6,3600000,3600000.0,3600000.0,3600000.0,0,-7941598
2019-06-26,XBTUSD,1008,24109860,24109860.0,16462991.0,24109860.0,0,12428681
2019-06-27,XBTUSD,2553,62469794,62469794.0,40147577.0,62469794.0,0,58444209
2019-06-28,XBTUSD,1947,41125240,41125240.0,28664053.0,41125240.0,0,18509854
2019-06-29,XBTUSD,453,5400000,5400000.0,3380525.0,5400000.0,0,5922181
2019-07-01,XBTUSD,1538,34536251,34536251.0,21059115.0,34536251.0,0,47569624
2019-07-02,XBTUSD,688,26008000,26008000.0,22192504.0,26008000.0,0,-27154059
2019-07-03,XBTUSD,858,20599716,20599716.0,10763510.0,20599716.0,0,41313014
2019-07-04,XBTUSD,239,1700000,1700000.0,0.0,1700000.0,0,10487309
2019-07-05,XBTUSD,214,5917098,5917098.0,3954814.0,5917098.0,0,4189102
2019-07-07,XBTUSD,8,1700000,1700000.0,1700000.0,1700000.0,0,-3797370
2019-07-08,XBTUSD,426,5400000,5400000.0,1299418.0,5400000.0,0,22481553
2019-07-09,TRXU19,302,25000000,840814.2612735957,840814.2612735957,840814.2612735957,0,-3412471
2019-07-09,XBTUSD,394,7878428,7878428.0,4023600.0,7878428.0,0,15173344
2019-07-11,TRXU19,195,25000000,751192.7233160008,258869.70460056642,751192.7233160008,0,9097155
2019-07-11,XBTUSD,249,4000000,4000000.0,427502.0,4000000.0,0,22145060
2019-07-12,XBTUSD,778,16444904,16444904.0,10405158.0,16444904.0,0,15005289
2019-07-14,XBTUSD,48,2000000,2000000.0,2000000.0,2000000.0,0,-4906978
2019-07-15,XBTUSD,341,13397148,13397148.0,12611262.0,13397148.0,0,-25560252
2019-07-16,XBTUSD,1631,35798900,35798900.0,24649909.0,35798900.0,0,20515796
2019-07-17,XBTUSD,2961,51947987,51947987.0,29079456.0,51947987.0,0,96554478
2019-07-18,XBTUSD,2597,32035141,32035141.0,17927266.0,32035141.0,0,61698536
2019-07-19,XBTUSD,2188,38304030,38304030.0,15204967.0,38304030.0,0,129137023
2019-07-21,XBTUSD,535,8019000,8019000.0,3101446.0,8019000.0,0,28116789
2019-07-22,XBTUSD,114,2000000,2000000.0,2000000.0,2000000.0,0,-4721449
2019-07-24,XBTUSD,322,4001000,4001000.0,2227744.0,4001000.0,0,7594396
2019-07-25,XBTUSD,185,4000000,4000000.0,0.0,4000000.0,0,29994334
2019-07-26,XBTUSD,537,8071820,8071820.0,3690563.0,8071820.0,0,24214185
2019-07-27,XBTUSD,475,9263120,9263120.0,5234123.0,9263120.0,0,16538518
2019-07-28,XBTUSD,582,2000000,2000000.0,0.0,2000000.0,0,15744694
2019-07-29,XBTUSD,894,10000000,10000000.0,3449927.0,10000000.0,0,42188338
2019-07-31,XBTUSD,17,2000000,2000000.0,2000000.0,2000000.0,0,-5165493
2019-08-01,XBTUSD,809,10001000,10001000.0,6000000.0,10001000.0,0,14842142
2019-08-02,XBTUSD,303,5002000,5002000.0,4000000.0,5002000.0,0,-2318622
2019-08-03,XBTUSD,195,1000000,1000000.0,394361.0,1000000.0,0,3294630
2019-08-05,XBTUSD,845,8204236,8204236.0,1448073.0,8204236.0,0,40010394
2019-08-06,XBTUSD,584,6658734,6658734.0,657734.0,6658734.0,0,36336291
2019-08-07,XBTUSD,819,17471602,17471602.0,12081465.0,17471602.0,0,7196492
2019-08-08,XBTUSD,1851,24003000,24003000.0,9017302.0,24003000.0,0,75597365
2019-08-09,XBTUSD,1556,16186152,16186152.0,5056747.0,16186152.0,0,59704545
2019-08-14,XBTUSD,1337,16003000,16003000.0,8305104.0,16003000.0,0,34758592
2019-08-15,XBTUSD,413,14555410,14555410.0,10324815.0,14555410.0,0,5991886
2019-08-16,XBTUSD,1544,20590948,20590948.0,6254150.0,20590948.0,0,88867263
2019-08-17,XBTUSD,301,4933108,4933108.0,2827499.0,4933108.0,0,8384076
2019-08-18,XBTUSD,355,4001000,4001000.0,2394658.0,4001000.0,0,5873688
2019-08-19,XBTUSD,821,4001000,4001000.0,952092.0,4001000.0,0,19542652
2019-08-20,XBTUSD,691,14000000,14000000.0,8456643.0,14000000.0,0,18910881
2019-08-21,XBTUSD,1936,36508518,36508518.0,19396162.0,36508518.0,0,78294899
2019-08-22,XBTUSD,365,8000000,8000000.0,4992944.0,8000000.0,0,10029826
2019-08-23,XBTUSD,302,6002000,6002000.0,2484302.0,6002000.0,0,19932976
2019-08-24,XBTUSD,16,2000000,2000000.0,2000000.0,2000000.0,0,-5014996
2019-08-25,XBTUSD,148,6001000,6001000.0,5108630.0,6001000.0,0,-5884452
2019-08-26,XBTUSD,1727,26535226,26535226.0,11521845.0,26535226.0,0,80905623
2019-08-27,XBTUSD,589,11929808,11929808.0,9523984.0,11929808.0,0,-5378402
2019-08-28,XBTUSD,1870,28001000,28001000.0,13331966.0,28001000.0,0,78191813
2019-08-29,XBTUSD,1392,16641008,16641008.0,8150758.0,16641008.0,0,45321276
2019-09-01,XBTUSD,865,2000000,2000000.0,90602.0,2000000.0,0,14640660
2019-09-03,XBTUSD,645,8000000,8000000.0,8000000.0,8000000.0,0,-18731237
2019-09-04,XBTUSD,87,4001000,4001000.0,4000000.0,4001000.0,0,-9535284
2019-09-05,ETHUSD,1,1000000,1844670.845036956,1844670.845036956,1844670.845036956,0,-4360000
2019-09-05,XBTUSD,312,4500560,4500560.0,3528569.0,4500560.0,0,-1496330
2019-09-06,ETHUSD,100,1000000,1871946.4740457733,1508523.2528967208,1871946.4740457733,0,-988285
2019-09-06,XBTUSD,528,6001000,6001000.0,328604.0,6001000.0,0,38702176
2019-09-07,XBTUSD,95,4000000,4000000.0,2000000.0,4000000.0,0,9668982
2019-09-08,XBTUSD,622,6001000,6001000.0,0.0,6001000.0,0,24284636
2019-09-09,ETHUSD,359,2000000,3714101.2572947596,3714101.2572947596,3714101.2572947596,0,-8921765
2019-09-09,XBTUSD,1304,32001000,32001000.0,20656612.0,32001000.0,0,32988376
2019-09-10,XBTUSD,430,4000000,4000000.0,2070138.0,4000000.0,0,9121781
2019-09-11,XBTUSD,634,13605940,13605940.0,12045512.0,13605940.0,0,-18419511
2019-09-12,XBTUSD,63,1861636,1861636.0,1861636.0,1861636.0,0,-4567498
2019-09-19,XBTUSD,675,6001000,6001000.0,3920787.0,6001000.0,0,5407703
2019-09-20,XBTUSD,483,6000000,6000000.0,4000000.0,6000000.0,0,4930022
2019-09-23,XBTUSD,576,8001000,8001000.0,4248764.0,8001000.0,0,17819307
2019-09-24,XBTUSD,7,1576,1576.0,0.0,1576.0,1,13088
2019-09-25,XBTUSD,471,16003457,16003457.0,12297642.0,16003457.0,0,-3808029
2019-09-26,XBTUSD,758,18002846,18002846.0,10591197.0,18002846.0,0,37282795
2019-09-28,XBTUSD,1168,4000000,4000000.0,0.0,4000000.0,0,36900048
2019-09-29,XBTUSD,790,8000000,8000000.0,4000000.0,8000000.0,0,24700361
2019-09-30,XBTUSD,1112,25114200,25114200.0,20594297.0,25114200.0,0,-21848317
2019-10-01,XBTUSD,614,10000000,10000000.0,8487014.0,10000000.0,0,-11789506
2019-10-06,XBTUSD,35,4000000,4000000.0,2000000.0,4000000.0,0,13042246
2019-10-07,XBTUSD,89,2000000,2000000.0,0.0,2000000.0,0,18082474
2019-10-08,XBTUSD,257,4000000,4000000.0,2000000.0,4000000.0,0,12153850
2019-10-09,XBTUSD,455,6000000,6000000.0,5565561.0,6000000.0,0,-12385253
2019-10-10,XBTUSD,595,8001000,8001000.0,6283320.0,8001000.0,0,-4060097
2019-10-13,XBTUSD,469,5002000,5002000.0,1484929.0,5002000.0,0,27146365
2019-10-14,XBTUSD,337,5000000,5000000.0,1251176.0,5000000.0,0,29957347
2019-10-16,XBTUSD,146,2000000,2000000.0,0.0,2000000.0,0,18365499
2019-10-17,XBTUSD,367,2000000,2000000.0,89537.0,2000000.0,0,17372753
2019-10-18,XBTUSD,8,2001000,2001000.0,2000000.0,2001000.0,0,-6313011
2019-10-20,XBTUSD,111,4000000,4000000.0,4000000.0,4000000.0,0,-12088457
2019-10-22,XBTUSD,291,2000000,2000000.0,0.0,2000000.0,0,17164505
2019-10-23,XBTUSD,67,2000000,2000000.0,0.0,2000000.0,0,20103069
2019-10-24,XBTUSD,1010,10000000,10000000.0,6512629.0,10000000.0,0,13133496
2019-10-25,XBTUSD,494,14003000,14003000.0,12639521.0,14003000.0,0,-27159223
2019-10-26,XBTUSD,46,2000000,2000000.0,2000000.0,2000000.0,0,-5440482
2019-10-27,XBTUSD,1012,20010272,20010272.0,16387689.0,20010272.0,0,-14816732
2019-10-28,XBTUSD,928,15741004,15741004.0,14963455.0,15741004.0,0,-33621288
2019-10-29,XBTUSD,123,4000000,4000000.0,4000000.0,4000000.0,0,-10586963
2019-10-30,XBTUSD,384,6000000,6000000.0,4000000.0,6000000.0,0,5269530
2019-11-02,XBTUSD,34,198100,198100.0,98550.0,198100.0,0,450584
2019-11-07,XBTUSD,1086,10500000,10500000.0,7000000.0,10500000.0,0,9509397
2019-11-08,XBTUSD,1078,15499991,15499991.0,10605656.0,15499991.0,0,12004811
2019-11-11,XBTUSD,484,12000000,12000000.0,10000000.0,12000000.0,0,-11392413
2019-11-13,XBTUSD,526,4001000,4001000.0,3159384.0,4001000.0,0,-1788134
2019-11-14,XBTUSD,337,4001000,4001000.0,2162154.0,4001000.0,0,9704688
2019-11-15,XBTUSD,217,4001000,4001000.0,4000000.0,4001000.0,0,-11644548
2019-11-16,XBTUSD,340,4001000,4001000.0,4000000.0,4001000.0,0,-11804988
2019-11-18,XBTUSD,281,4001000,4001000.0,4000000.0,4001000.0,0,-11825005
2019-11-19,XBTUSD,991,12934755,12934755.0,8806484.0,12934755.0,0,10302951
2019-11-20,XBTUSD,500,8000000,8000000.0,8000000.0,8000000.0,0,-24713309
2019-11-21,XBTUSD,1357,14000000,14000000.0,10244911.0,14000000.0,0,3839015
2019-11-22,XBTUSD,638,14002000,14002000.0,14000000.0,14002000.0,0,-47111171
2019-11-23,XBTUSD,1020,17215900,17215900.0,17211900.0,17215900.0,0,-59375045
2019-11-24,XBTUSD,173,6000000,6000000.0,4000000.0,6000000.0,0,7352413
2019-11-25,XBTUSD,1040,20362734,20362734.0,17930341.0,20362734.0,0,-38785657
2019-11-26,XBTUSD,418,12392326,12392326.0,11120212.0,12392326.0,0,-25811721
2019-11-27,XBTUSD,553,11133826,11133826.0,10082033.0,11133826.0,0,-23492274
2019-11-28,XBTUSD,1005,14000000,14000000.0,14000000.0,14000000.0,0,-46769275
2019-11-29,XBTUSD,992,14000000,14000000.0,5808622.0,14000000.0,0,59289325
2019-11-30,XBTUSD,1312,8000000,8000000.0,4688167.0,8000000.0,0,16728777
2019-12-01,XBTUSD,934,12170884,12170884.0,6695705.0,12170884.0,0,32547367
2019-12-02,XBTUSD,464,2172100,2172100.0,236415.0,2172100.0,0,19295546
2019-12-03,XBTUSD,311,3965932,3965932.0,3578475.0,3965932.0,0,-8250188
2019-12-04,XBTUSD,1150,26632518,26632518.0,20711674.0,26632518.0,0,-10439339
2019-12-05,XBTUSD,1277,24472797,24472797.0,18306208.0,24472797.0,0,-403384
2019-12-06,XBTUSD,1103,15001000,15001000.0,10420099.0,15001000.0,0,10845259
2019-12-09,XBTUSD,2376,21405703,21405703.0,6755480.0,21405703.0,0,120966055
2019-12-10,XBTUSD,700,12500000,12500000.0,6419058.0,12500000.0,0,41114327
2019-12-11,XBTUSD,2663,20905262,20905262.0,8375757.0,20905262.0,0,101142827
2019-12-13,XBTUSD,429,5000000,5000000.0,0.0,5000000.0,0,51982483
2019-12-16,XBTUSD,1014,10000000,10000000.0,4081175.0,10000000.0,0,48481143
2019-12-17,XBTUSD,3093,29902471,29902471.0,18610171.0,29902471.0,0,55536875
2019-12-18,XBTUSD,2424,23880689,23880689.0,9911816.0,23880689.0,0,116543355
2019-12-19,XBTUSD,1240,24001447,24001447.0,21170086.0,24001447.0,0,-44612020
2019-12-20,XBTUSD,1829,9000000,9000000.0,1545681.0,9000000.0,0,73164392
2019-12-21,XBTUSD,404,2500000,2500000.0,0.0,2500000.0,0,26248321
2019-12-22,XBTUSD,439,2500000,2500000.0,0.0,2500000.0,0,26298132
2019-12-23,XBTUSD,97,2500000,2500000.0,2500000.0,2500000.0,0,-8411836
2019-12-24,XBTUSD,934,8836776,8836776.0,5544850.0,8836776.0,0,15203381
2019-12-25,XBTUSD,197,3675000,3675000.0,3670000.0,3675000.0,0,-12711960
2019-12-26,XBTUSD,108,5001000,5001000.0,5000000.0,5001000.0,0,-17358287
2019-12-27,XBTUSD,263,5001000,5001000.0,2500000.0,5001000.0,0,17472161
2019-12-30,XBTUSD,86,2500000,2500000.0,0.0,2500000.0,0,25636345
2019-12-31,XBTUSD,759,7500000,7500000.0,5000000.0,7500000.0,0,8465293
2020-01-01,XBTUSD,322,5000000,5000000.0,2500000.0,5000000.0,0,17173421
2020-01-02,XBTUSD,463,13036450,13036450.0,10422252.0,13036450.0,0,-9700956
2020-01-03,XBTUSD,1476,30003000,30003000.0,21361677.0,30003000.0,0,16502528
2020-01-04,XBTUSD,281,2500000,2500000.0,2500000.0,2500000.0,0,-8518733
2020-01-05,XBTUSD,1312,13501000,13501000.0,9821251.0,13501000.0,0,4154690
2020-01-06,XBTUSD,390,1500000,1500000.0,0.0,1500000.0,0,14943126
2020-01-07,XBTUSD,1716,25504000,25504000.0,15543957.0,25504000.0,0,34751263
2020-01-08,XBTUSD,1761,44051354,44051354.0,37586968.0,44051354.0,0,-55985482
2020-01-09,XBTUSD,1816,32248273,32248273.0,23735165.0,32248273.0,0,6184221
2020-01-10,XBTUSD,1927,39739306,39739306.0,30260042.0,39739306.0,0,-5097708
2020-01-11,XBTUSD,132,6000000,6000000.0,6000000.0,6000000.0,0,-18465693
2020-01-12,XBTUSD,331,1500000,1500000.0,0.0,1500000.0,0,13921226
2020-01-14,ETHUSD,26,77171,101721.15749351637,101721.15749351637,101721.15749351637,0,-313103
2020-01-14,XBTUSD,100,4203950,4203950.0,4197950.0,4203950.0,0,-12172196
2020-01-15,ETHUSD,95,922829,1336392.5381144232,1336392.5381144232,1336392.5381144232,0,-3783582
2020-01-15,XBTUSD,106,2671370,2671370.0,2671370.0,2671370.0,0,-7747259
2020-01-16,ETHUSD,203,1000000,1449699.1816076774,34060.29616316238,1449699.1816076774,0,11952710
2020-01-16,XBTUSD,72,3687128,3687128.0,3686128.0,3687128.0,0,-10637239
2020-01-17,XBTH20,494,3000000,3000000.0,2304957.0,3000000.0,0,-607645
2020-01-17,XBTUSD,849,14974694,14974694.0,10567900.0,14974694.0,0,7244044
2020-01-18,XBTUSD,761,8529306,8529306.0,5529306.0,8529306.0,0,9865232
2020-01-19,XBTUSD,3586,38999628,38999628.0,32025935.0,38999628.0,0,-33570837
2020-01-20,XBTH20,372,3000000,3000000.0,3000000.0,3000000.0,0,-8632761
2020-01-20,XBTUSD,203,3000000,3000000.0,1500000.0,3000000.0,0,8679496
2020-01-21,XBTH20,41,418676,418676.0,324273.0,418676.0,0,-120599
2020-01-21,XBTUSD,1205,16282664,16282664.0,10226496.0,16282664.0,0,22862517
2020-01-22,XBTUSD,1132,12000000,12000000.0,6737689.0,12000000.0,0,25936897
2020-01-23,XBTUSD,390,9000000,9000000.0,7345914.0,9000000.0,0,-6969726
2020-01-24,XBTUSD,493,12002000,12002000.0,6223796.0,12002000.0,0,32959866
2020-01-27,XBTUSD,655,6000000,6000000.0,3000000.0,6000000.0,0,16585965
2020-01-28,XBTUSD,346,12001000,12001000.0,7931906.0,12001000.0,0,11793738
2020-01-29,XBTH20,233,3000000,3000000.0,3000000.0,3000000.0,0,-7805536
2020-01-29,XBTUSD,109,3001000,3001000.0,0.0,3001000.0,0,23917817
2020-01-30,XBTUSD,383,6000000,6000000.0,3627552.0,6000000.0,0,9000285
2020-01-31,XBTH20,42,500000,500000.0,500000.0,500000.0,0,-1302103
2020-01-31,XBTUSD,766,9000000,9000000.0,6020653.0,9000000.0,0,7858554
2020-02-01,XBTUSD,324,7571207,7571207.0,6108898.0,7571207.0,0,-4545552
2020-02-02,XBTUSD,795,12071683,12071683.0,9010221.0,12071683.0,0,510150
2020-02-03,XBTUSD,746,18000000,18000000.0,10350008.0,18000000.0,0,33847061
2020-02-04,XBTUSD,200,3000000,3000000.0,111964.0,3000000.0,0,23114655
2020-02-05,XBTH20,249,1356464,1356464.0,1356186.0,1356464.0,0,-3619240
2020-02-05,XBTUSD,913,16500000,16500000.0,6746400.0,16500000.0,0,59660114
2020-02-06,XBTH20,68,1356186,1356186.0,1356186.0,1356186.0,0,-3430273
2020-02-06,XBTUSD,973,22241798,22241798.0,14518735.0,22241798.0,0,21781946
2020-02-07,XBTUSD,280,4500000,4500000.0,3705838.0,4500000.0,0,-3374385
2020-02-08,XBTUSD,893,17130794,17130794.0,8423236.0,17130794.0,0,29676407
2020-02-09,XBTUSD,1388,16500000,16500000.0,3319081.0,16500000.0,0,89801965
2020-02-10,XBTUSD,1610,34501000,34501000.0,27665867.0,34501000.0,0,-17485285
2020-02-11,XBTUSD,1470,25502612,25502612.0,21838522.0,25502612.0,0,-27378449
2020-02-12,ETHUSD,15,500000,1407294.4901547106,1407294.4901547106,1407294.4901547106,0,-3424996
2020-02-12,XBTUSD,1092,19501000,19501000.0,12305487.0,19501000.0,0,22361482
2020-02-13,ETHUSD,16,500000,1403280.3159432407,1403280.3159432407,1403280.3159432407,0,-3386243
2020-02-13,XBTUSD,1748,33217390,33217390.0,20356263.0,33217390.0,0,43942483
2020-02-14,XBTUSD,773,13500000,13500000.0,9000000.0,13500000.0,0,10644070
2020-02-15,XBTUSD,891,13504000,13504000.0,12681379.0,13504000.0,0,-25608667
2020-02-16,XBTH20,425,3596119,3596119.0,3596069.0,3596119.0,0,-8882261
2020-02-16,XBTUSD,2799,26069398,26069398.0,14166025.0,26069398.0,0,52856457
2020-02-17,XBTH20,2372,5903881,5903881.0,5385406.0,5903881.0,0,-9664846
2020-02-17,XBTUSD,3212,71150728,71150728.0,48127262.0,71150728.0,0,53016315
2020-02-18,XBTUSD,2071,31502000,31502000.0,12000000.0,31502000.0,0,87938358
2020-02-19,XBTUSD,185,1500000,1500000.0,1500000.0,1500000.0,0,-3698153
2020-02-20,XBTUSD,598,9000000,9000000.0,3493635.0,9000000.0,0,33898181
2020-02-21,XBTUSD,60,1500000,1500000.0,1500000.0,1500000.0,0,-3887974
2020-02-24,XBTUSD,416,15000000,15000000.0,15000000.0,15000000.0,0,-38837445
2020-02-25,XBTH20,492,3000000,3000000.0,3000000.0,3000000.0,0,-7861675
2020-02-25,XBTUSD,275,6000000,6000000.0,3723009.0,6000000.0,0,8144051
2020-02-26,XBTUSD,838,18089645,18089645.0,8969461.0,18089645.0,0,52565237
2020-02-27,XBTH20,532,3000000,3000000.0,3000000.0,3000000.0,0,-8457113
2020-02-27,XBTUSD,771,18739102,18739102.0,15977755.0,18739102.0,0,-22115585
2020-02-28,XBTUSD,596,12000000,12000000.0,6347488.0,12000000.0,0,31769940
2020-02-29,XBTUSD,778,7500000,7500000.0,6000000.0,7500000.0,0,-4267139
2020-03-01,XBTUSD,1177,21000000,21000000.0,12452920.0,21000000.0,0,21121436
2020-03-02,XBTUSD,87,3000000,3000000.0,1500000.0,3000000.0,0,8513637
2020-03-04,XBTUSD,384,3000000,3000000.0,1500000.0,3000000.0,0,8422175
2020-03-05,XBTUSD,628,13500000,13500000.0,12000000.0,13500000.0,0,-20467451
2020-03-06,XBTUSD,379,4196488,4196488.0,4196488.0,4196488.0,0,-11551298
2020-03-08,XBTUSD,1386,27000000,27000000.0,27000000.0,27000000.0,0,-81298797
2020-03-09,XBTUSD,624,12002000,12002000.0,9588529.0,12002000.0,0,-7360396
2020-03-10,XBTUSD,1024,19005260,19005260.0,18209375.0,19005260.0,0,-49314153
2020-03-11,XBTUSD,590,10908906,10908906.0,9576807.0,10908906.0,0,-17939192
2020-03-12,XBTUSD,3258,76162443,76162443.0,54339679.0,76162443.0,1,41595614
2020-03-13,XBTH20,276,8999999,8999999.0,4109954.0,8999999.0,0,67513144
2020-03-13,XBTUSD,3639,69387852,69387852.0,49136746.0,69387852.0,0,65549749
2020-03-14,XBTH20,326,2000000,2000000.0,2000000.0,2000000.0,0,-9533606
2020-03-15,XBTUSD,1038,17320268,17320268.0,15114264.0,17320268.0,0,-38574973
2020-03-16,XBTUSD,2951,41246264,41246264.0,29278318.0,41246264.0,0,38401567
2020-03-17,XBTUSD,756,13122010,13122010.0,12033829.0,13122010.0,0,-41898755
2020-03-18,XBTUSD,1544,14050581,14050581.0,6952136.0,14050581.0,0,67557232
2020-03-19,XBTUSD,1866,25056229,25056229.0,24519146.0,25056229.0,0,-95705162
2020-03-20,XBTUSD,2672,34156924,34156924.0,26595542.0,34156924.0,0,-17118241
2020-03-21,XBTUSD,2160,35723204,35723204.0,31644639.0,35723204.0,0,-77504541
2020-03-22,XBTUSD,2858,34157674,34157674.0,25969629.0,34157674.0,0,-5478085
2020-03-23,XBTUSD,1220,16050666,16050666.0,12387660.0,16050666.0,0,-5669116
2020-03-24,XBTUSD,552,6604763,6604763.0,4772398.0,6604763.0,0,2493265
2020-03-25,XBTUSD,113,4000000,4000000.0,4000000.0,4000000.0,0,-14939461
2020-03-26,XBTUSD,116,2161778,2161778.0,1930090.0,2161778.0,0,-4609495
2020-03-27,XBTUSD,587,9000299,9000299.0,7058201.0,9000299.0,0,-5093428
2020-03-28,XBTUSD,370,9000000,9000000.0,5785940.0,9000000.0,0,15875000
2020-03-29,XBTUSD,93,2000000,2000000.0,2000000.0,2000000.0,0,-8154981
2020-03-30,XBTUSD,806,4007000,4007000.0,0.0,4007000.0,0,50301735
2020-03-31,XBTUSD,1652,12001000,12001000.0,3250834.0,12001000.0,0,89390774
2020-04-01,XBTUSD,510,4000000,4000000.0,1000000.0,4000000.0,0,31898400
2020-04-02,XBTUSD,2618,28715942,28715942.0,13330834.0,28715942.0,0,117201572
2020-04-06,XBTUSD,1144,9000000,9000000.0,4012359.0,9000000.0,0,38747364
2020-04-07,XBTUSD,785,5479678,5479678.0,1809307.0,5479678.0,0,32215633
2020-04-08,XBTUSD,1126,9479037,9479037.0,6821574.0,9479037.0,0,3859524
2020-04-09,XBTUSD,332,5000000,5000000.0,2528505.0,5000000.0,0,16748393
2020-04-10,XBTUSD,864,9782137,9782137.0,6836659.0,9782137.0,0,7205743
2020-04-12,XBTUSD,1420,8269172,8269172.0,3850.0,8269172.0,0,88887937
2020-04-13,XBTUSD,1587,14000000,14000000.0,6147491.0,14000000.0,0,64790495
2020-04-14,XBTUSD,855,6000000,6000000.0,2320365.0,6000000.0,0,31730601
2020-04-15,XBTUSD,376,6000000,6000000.0,2370698.0,6000000.0,0,31109095
2020-04-16,XBTUSD,942,9001463,9001463.0,662994.0,9001463.0,0,66274028
2020-04-20,XBTUSD,1032,9210804,9210804.0,1917207.0,9210804.0,0,72010477
2020-04-21,XBTUSD,394,3209000,3209000.0,209000.0,3209000.0,0,31814083
2020-04-22,XBTUSD,1793,12001000,12001000.0,4719563.0,12001000.0,0,60300235
2020-04-25,XBTUSD,3839,12001000,12001000.0,2409137.0,12001000.0,0,87450424
2020-04-26,XBTUSD,5378,26022398,26022398.0,14294036.0,26022398.0,0,67561590
2020-04-27,XBTUSD,3427,17999700,17999700.0,7991019.0,17999700.0,0,71446851
2020-04-28,XBTUSD,1,1000,1000.0,0.0,1000.0,0,9682
2020-04-29,XBTUSD,5223,37029670,37029670.0,16765670.0,37029670.0,0,134511627
