date,execid,orderid,symbol,side,lastqty,lastpx,exectype,cumqty,execcost,execcomm,transacttime,timestamp,source_row,source_file,time,fill_count,batch_key
2021-12-24,36c8282e-e666-6184-dd42-d2f5536fce3d,7623ce3f-8206-4be4-8ad0-b3a312832fb8,XBTUSD,Sell,60000,51064.0,Trade,1263900,117499800,46999,2021-12-24 03:28:15.683307,2021-12-24 03:28:15.683307,292229,aoa-execution-2021-07-01-2021-12-31.csv,2021-12-24 03:28:15.683307,1,7623ce3f-8206-4be4-8ad0-b3a312832fb8
2021-12-24,4d8e29c4-a3a4-aea7-052c-0515c84ca4cd,7623ce3f-8206-4be4-8ad0-b3a312832fb8,XBTUSD,Sell,100,51064.0,Trade,1264000,195833,78,2021-12-24 03:28:15.683307,2021-12-24 03:28:15.683307,292230,aoa-execution-2021-07-01-2021-12-31.csv,2021-12-24 03:28:15.683307,1,7623ce3f-8206-4be4-8ad0-b3a312832fb8
2021-12-24,97ba1fa4-46ae-b734-1fcd-a4eb8dc30004,7623ce3f-8206-4be4-8ad0-b3a312832fb8,XBTUSD,Sell,25600,51064.0,Trade,1289600,50133248,20053,2021-12-24 03:28:15.683307,2021-12-24 03:28:15.683307,292155,aoa-execution-2021-07-01-2021-12-31.csv,2021-12-24 03:28:15.683307,1,7623ce3f-8206-4be4-8ad0-b3a312832fb8
2021-12-24,66e2ed28-95d9-771b-befa-e54a228b6b97,7623ce3f-8206-4be4-8ad0-b3a312832fb8,XBTUSD,Sell,300,51062.5,Trade,1289900,587514,235,2021-12-24 03:28:15.683307,2021-12-24 03:28:15.683307,292156,aoa-execution-2021-07-01-2021-12-31.csv,2021-12-24 03:28:15.683307,1,7623ce3f-8206-4be4-8ad0-b3a312832fb8
2021-12-24,7e0b2275-9731-5c80-58cc-cfa71ef94f8c,7623ce3f-8206-4be4-8ad0-b3a312832fb8,XBTUSD,Sell,700,51060.0,Trade,1290600,1370936,548,2021-12-24 03:28:15.683307,2021-12-24 03:28:15.683307,292157,aoa-execution-2021-07-01-2021-12-31.csv,2021-12-24 03:28:15.683307,1,7623ce3f-8206-4be4-8ad0-b3a312832fb8
2021-12-24,7f45105b-1cb6-b6a8-d6a3-04c6e4e8cfd6,7623ce3f-8206-4be4-8ad0-b3a312832fb8,XBTUSD,Sell,3000,51059.0,Trade,1293600,5875560,2350,2021-12-24 03:28:15.683307,2021-12-24 03:28:15.683307,292158,aoa-execution-2021-07-01-2021-12-31.csv,2021-12-24 03:28:15.683307,1,7623ce3f-8206-4be4-8ad0-b3a312832fb8
2021-12-24,3f4c9afa-a74d-56e2-2103-a3c2a4158804,7623ce3f-8206-4be4-8ad0-b3a312832fb8,XBTUSD,Sell,11600,51058.5,Trade,1305200,22719064,9087,2021-12-24 03:28:15.683307,2021-12-24 03:28:15.683307,292159,aoa-execution-2021-07-01-2021-12-31.csv,2021-12-24 03:28:15.683307,1,7623ce3f-8206-4be4-8ad0-b3a312832fb8
2021-12-24,1c9c94c9-b176-42f0-30a8-c71c99cf2745,7623ce3f-8206-4be4-8ad0-b3a312832fb8,XBTUSD,Sell,200000,51056.5,Trade,1505200,391722000,156688,2021-12-24 03:28:15.683307,2021-12-24 03:28:15.683307,292160,aoa-execution-2021-07-01-2021-12-31.csv,2021-12-24 03:28:15.683307,1,7623ce3f-8206-4be4-8ad0-b3a312832fb8
2021-12-24,01e43b5d-54bf-3594-df00-54ce3d740e34,7623ce3f-8206-4be4-8ad0-b3a312832fb8,XBTUSD,Sell,200000,51056.0,Trade,1705200,391726000,156690,2021-12-24 03:28:15.683307,2021-12-24 03:28:15.683307,292161,aoa-execution-2021-07-01-2021-12-31.csv,2021-12-24 03:28:15.683307,1,7623ce3f-8206-4be4-8ad0-b3a312832fb8
2021-12-24,4d0122ae-fd95-4fa9-6b0d-a143a29c8bac,7623ce3f-8206-4be4-8ad0-b3a312832fb8,XBTUSD,Sell,256100,51055.5,Trade,1961300,501610265,200644,2021-12-24 03:28:15.683307,2021-12-24 03:28:15.683307,292162,aoa-execution-2021-07-01-2021-12-31.csv,2021-12-24 03:28:15.683307,1,7623ce3f-8206-4be4-8ad0-b3a312832fb8
2021-12-24,4f42291b-b57d-2695-c6d8-e89b66044ac6,7623ce3f-8206-4be4-8ad0-b3a312832fb8,XBTUSD,Sell,1300,51055.0,Trade,1962600,2546271,1018,2021-12-24 03:28:15.683307,2021-12-24 03:28:15.683307,292163,aoa-execution-2021-07-01-2021-12-31.csv,2021-12-24 03:28:15.683307,1,7623ce3f-8206-4be4-8ad0-b3a312832fb8
2021-12-24,6a7f4c4c-55ce-077b-8edb-e9900ba9f7c4,7623ce3f-8206-4be4-8ad0-b3a312832fb8,XBTUSD,Sell,30000,51055.0,Trade,1992600,58760100,23504,2021-12-24 03:28:15.683307,2021-12-24 03:28:15.683307,292164,aoa-execution-2021-07-01-2021-12-31.csv,2021-12-24 03:28:15.683307,1,7623ce3f-8206-4be4-8ad0-b3a312832fb8
2021-12-24,bd110d0b-7e67-7147-3fd0-95e31c6a6950,7623ce3f-8206-4be4-8ad0-b3a312832fb8,XBTUSD,Sell,200,51054.5,Trade,1992800,391738,156,2021-12-24 03:28:15.683307,2021-12-24 03:28:15.683307,292165,aoa-execution-2021-07-01-2021-12-31.csv,2021-12-24 03:28:15.683307,1,7623ce3f-8206-4be4-8ad0-b3a312832fb8
2021-12-24,f209728b-c564-1e7f-4b5e-f7511d1504d6,7623ce3f-8206-4be4-8ad0-b3a312832fb8,XBTUSD,Sell,22900,51054.5,Trade,2015700,44854001,17941,2021-12-24 03:28:15.683307,2021-12-24 03:28:15.683307,292166,aoa-execution-2021-07-01-2021-12-31.csv,2021-12-24 03:28:15.683307,1,7623ce3f-8206-4be4-8ad0-b3a312832fb8
2021-12-24,f6a0e035-ac96-9a91-f549-8e76f24360d2,7623ce3f-8206-4be4-8ad0-b3a312832fb8,XBTUSD,Sell,400,51050.0,Trade,2016100,783544,313,2021-12-24 03:28:15.683307,2021-12-24 03:28:15.683307,292167,aoa-execution-2021-07-01-2021-12-31.csv,2021-12-24 03:28:15.683307,1,7623ce3f-8206-4be4-8ad0-b3a312832fb8
2021-12-24,f07b408c-a96d-ecfc-da9c-e9cb3ebe3d41,7623ce3f-8206-4be4-8ad0-b3a312832fb8,XBTUSD,Sell,79100,51049.0,Trade,2095200,154948990,61979,2021-12-24 03:28:15.683307,2021-12-24 03:28:15.683307,292168,aoa-execution-2021-07-01-2021-12-31.csv,2021-12-24 03:28:15.683307,1,7623ce3f-8206-4be4-8ad0-b3a312832fb8
2021-12-24,74920c85-80b0-b976-3950-ee0c4ad89770,7623ce3f-8206-4be4-8ad0-b3a312832fb8,XBTUSD,Sell,83500,51048.5,Trade,2178700,163569820,65427,2021-12-24 03:28:15.683307,2021-12-24 03:28:15.683307,292169,aoa-execution-2021-07-01-2021-12-31.csv,2021-12-24 03:28:15.683307,1,7623ce3f-8206-4be4-8ad0-b3a312832fb8
2021-12-24,28e93a25-e707-4d24-3ae2-95484b9097a9,7623ce3f-8206-4be4-8ad0-b3a312832fb8,XBTUSD,Sell,7000,51047.5,Trade,2185700,13712720,5485,2021-12-24 03:28:15.683307,2021-12-24 03:28:15.683307,292170,aoa-execution-2021-07-01-2021-12-31.csv,2021-12-24 03:28:15.683307,1,7623ce3f-8206-4be4-8ad0-b3a312832fb8
2021-12-24,92d7e0a7-4171-8a3a-8565-4d01ab369bf9,7623ce3f-8206-4be4-8ad0-b3a312832fb8,XBTUSD,Sell,13700,51047.5,Trade,2199400,26837752,10735,2021-12-24 03:28:15.683307,2021-12-24 03:28:15.683307,292171,aoa-execution-2021-07-01-2021-12-31.csv,2021-12-24 03:28:15.683307,1,7623ce3f-8206-4be4-8ad0-b3a312832fb8
2021-12-24,52f34e91-a384-cb05-c447-3be2ae2977fd,7623ce3f-8206-4be4-8ad0-b3a312832fb8,XBTUSD,Sell,62100,51046.5,Trade,2261500,121653900,48661,2021-12-24 03:28:15.683307,2021-12-24 03:28:15.683307,292172,aoa-execution-2021-07-01-2021-12-31.csv,2021-12-24 03:28:15.683307,1,7623ce3f-8206-4be4-8ad0-b3a312832fb8
2021-12-24,16ae6c65-5276-47e8-7095-556e7f73e493,7623ce3f-8206-4be4-8ad0-b3a312832fb8,XBTUSD,Sell,20000,51045.0,Trade,2281500,39181200,15672,2021-12-24 03:28:15.683307,2021-12-24 03:28:15.683307,292173,aoa-execution-2021-07-01-2021-12-31.csv,2021-12-24 03:28:15.683307,1,7623ce3f-8206-4be4-8ad0-b3a312832fb8
