posting_date,wallet_present,wallet_sat,model_sat,difference_sat,cumulative_difference_sat,within_wallet_period
2019-03-04,True,17284750,17284749.845780317,-0.15421968325972557,9.372876957058907e-05,True
2019-03-05,True,61999064,61999063.71474871,-0.28525128960609436,-0.28515756083652377,True
2019-03-06,True,655487065,655487065.6982584,0.6982583999633789,0.41310083912685513,True
2019-03-07,True,216823346,216823345.1425658,-0.8574342131614685,-0.44433337403461337,True
2019-03-08,True,-93127743,-93127742.69856226,0.30143773555755615,-0.14289563847705722,True
2019-03-09,True,-16637993,-16637993.0,0.0,-0.14289563847705722,True
2019-03-10,True,-17558297,-17558297.0,0.0,-0.14289563847705722,True
2019-03-11,True,-33167943,-33167943.10621889,-0.10621888935565948,-0.2491145278327167,True
2019-03-12,True,834330462,834330462.6010382,0.6010382175445557,0.35192368971183896,True
2019-03-13,True,57520,57519.64818635583,-0.3518136441707611,0.00011004554107785225,True
2019-03-14,True,4623,4623.0,0.0,0.00011004554107785225,True
2019-03-15,True,-186898113,-186898112.70319933,0.2968006730079651,0.29691071854904294,True
2019-03-16,True,119058057,119058056.39689821,-0.6031017899513245,-0.3061910714022815,True
2019-03-17,True,93210593,93210592.9636386,-0.03636139631271362,-0.34255246771499515,True
2019-03-18,True,-53896481,-53896480.195077226,0.8049227744340897,0.4623703067190945,True
2019-03-19,True,50348688,50348687.80492422,-0.19507578015327454,0.26729452656582,True
2019-03-20,True,-127,-127.0,0.0,0.26729452656582,True
2019-03-21,True,-3958,-3958.0,0.0,0.26729452656582,True
2019-03-22,True,-18854949,-18854949.07012558,-0.07012557983398438,0.1971689467318356,True
2019-03-23,True,-16503702,-16503702.0,0.0,0.1971689467318356,True
2019-03-24,True,105546267,105546266.1411627,-0.8588373064994812,-0.6616683597676456,True
2019-03-25,True,-12360040,-12360040.0,0.0,-0.6616683597676456,True
2019-03-26,True,318393977,318393977.5488557,0.548855721950531,-0.11281263781711459,True
2019-03-27,True,8693298,8693298.0,0.0,-0.11281263781711459,True
2019-03-28,True,131555253,131555253.11296684,0.11296683549880981,0.00015419768169522285,True
2019-03-29,True,303649614,303649614.0560341,0.056034088134765625,0.05618828581646085,True
2019-03-30,True,241665195,241665198.55736744,3.557367444038391,3.613555729854852,True
2019-03-31,True,-7838535,-7838535.0,0.0,3.613555729854852,True
2019-04-01,True,-48715816,-48715816.0,0.0,3.613555729854852,True
2019-04-02,True,-7476784228,-7476784231.613403,-3.6134033203125,0.00015240954235196114,True
2019-04-03,True,1887754789,1887754789.2072608,0.2072608470916748,0.20741325663402677,True
2019-04-04,True,1352008939,1352008938.405286,-0.5947139263153076,-0.38730066968128085,True
2019-04-05,True,270662113,270662113.38739777,0.38739776611328125,9.709643200039864e-05,True
2019-04-06,True,435214129,435214129.67953455,0.6795345544815063,0.6796316509135067,True
2019-04-07,True,1160995415,1160995414.6497955,-0.3502044677734375,0.32942718314006925,True
2019-04-08,True,-150136891,-150136891.13457397,-0.13457396626472473,0.19485321687534451,True
2019-04-09,True,340907047,340907046.88935614,-0.11064386367797852,0.084209353197366,True
2019-04-10,True,160174933,160174932.92162994,-0.07837006449699402,0.005839288700371981,True
2019-04-11,True,304010738,304010737.9941534,-0.005846619606018066,-7.330905646085739e-06,True
2019-04-12,True,625957786,625957785.9999546,-4.5418739318847656e-05,-5.2749644964933395e-05,True
2019-04-13,True,221090718,221090717.98202705,-0.017972946166992188,-0.01802569581195712,True
2019-04-14,True,183858909,183858909.4242454,0.4242453873157501,0.406219691503793,True
2019-04-15,True,-355168090,-355168090.25348336,-0.2534833550453186,0.1527363364584744,True
2019-04-16,True,95346018,95346017.84719276,-0.15280723571777344,-7.089925929903984e-05,True
2019-04-17,True,222319309,222319308.99998617,-1.3828277587890625e-05,-8.472753688693047e-05,True
2019-04-18,True,280921670,280921670.113667,0.11366701126098633,0.1135822837240994,True
2019-04-19,True,11137173,11137177.98304744,4.983047440648079,5.096629724372178,True
2019-04-20,True,-52542235,-52542240.099503145,-5.099503144621849,-0.002873420249670744,True
2019-04-21,True,365003562,365003561.51464385,-0.4853561520576477,-0.48822957230731845,True
2019-04-22,True,434819099,434819099.48822725,0.4882272481918335,-2.3241154849529266e-06,True
2019-04-23,True,1454553175,1454553174.8003924,-0.19960761070251465,-0.1996099348179996,True
2019-04-24,True,1016807221,1016807220.8227324,-0.17726755142211914,-0.37687748624011874,True
2019-04-25,True,632114485,632114482.6681521,-2.331847906112671,-2.7087253923527896,True
2019-04-26,True,-521884844,-521884841.2047473,2.7952526807785034,0.08652728842571378,True
2019-04-27,True,352464440,352464439.57730174,-0.4226982593536377,-0.3361709709279239,True
2019-04-28,True,4700342,4700343.794347428,1.7943474277853966,1.4581764568574727,True
2019-04-29,True,-71113590,-71113595.89965811,-5.899658113718033,-4.44148165686056,True
2019-04-30,True,117986483,117986487.58956581,4.589565813541412,0.14808415668085217,True
2019-05-01,True,-805406868,-805406868.4925337,-0.49253368377685547,-0.3444495270960033,True
2019-05-02,True,-54379834,-54379833.32981497,0.6701850295066833,0.32573550241068006,True
2019-05-03,True,-733928111,-733928109.8705835,1.1294164657592773,1.4551519681699574,True
2019-05-04,True,52534985,52534983.56576714,-1.4342328608036041,0.020919107366353273,True
2019-05-05,True,1208678674,1208678673.7535584,-0.24644160270690918,-0.2255224953405559,True
2019-05-06,True,2042666165,2042666165.225478,0.225477933883667,-4.456145688891411e-05,True
2019-05-07,True,-651072136,-651072136.3395303,-0.339530348777771,-0.3395749102346599,True
2019-05-08,True,1264798647,1264798650.1613278,3.161327838897705,2.821752928663045,True
2019-05-09,True,-514044216,-514044218.97796154,-2.977961540222168,-0.1562086115591228,True
2019-05-10,True,-194759649,-194759649.03815168,-0.038151681423187256,-0.19436029298231006,True
2019-05-11,True,1069844363,1069844363.1945465,0.19454646110534668,0.000186168123036623,True
2019-05-12,True,-269855561,-269855560.2625152,0.7374848127365112,0.7376709808595479,True
2019-05-13,True,1460351568,1460351566.9076593,-1.0923407077789307,-0.3546697269193828,True
2019-05-14,True,-2487303815,-2487303814.802813,0.19718694686889648,-0.15748278005048633,True
2019-05-15,True,1821028702,1821028702.1325207,0.1325206756591797,-0.02496210439130664,True
2019-05-16,True,463188112,463188112.0896426,0.08964258432388306,0.06468047993257642,True
2019-05-17,True,393169778,393169777.47226167,-0.5277383327484131,-0.46305785281583667,True
2019-05-18,True,126523852,126523852.37824878,0.37824878096580505,-0.08480907185003161,True
2019-05-19,True,653061614,653061614.0848377,0.08483767509460449,2.8603244572877884e-05,True
2019-05-20,True,246531321,246531320.99994963,-5.036592483520508e-05,-2.1762680262327194e-05,True
2019-05-21,True,579951781,579951781.0000026,2.6226043701171875e-06,-1.9140075892210007e-05,True
2019-05-22,True,48660468,48660467.83377265,-0.16622734814882278,-0.166246488224715,True
2019-05-23,True,816847047,816847046.8379562,-0.16204380989074707,-0.32829029811546206,True
2019-05-24,True,-311323539,-311323539.00658655,-0.006586551666259766,-0.33487684978172183,True
2019-05-25,True,-36371157,-36371156.42287469,0.5771253108978271,0.24224846111610532,True
2019-05-26,True,-16461,-16461.0,0.0,0.24224846111610532,True
2019-05-27,True,132347660,132347660.22734164,0.2273416370153427,0.46959009813144803,True
2019-05-28,True,12089,12089.0,0.0,0.46959009813144803,True
2019-05-29,True,13212662,13212661.774649397,-0.22535060346126556,0.24423949467018247,True
2019-05-30,True,-457559222,-457559222.5360514,-0.5360513925552368,-0.29181189788505435,True
