date,account_net_sat,xbtusd_net_sat,other_net_sat,cumulative_sat,drawdown_sat
2020-12-11,-194967937,-194967937,0,150305402681,-16354260835
2020-12-12,-45281723,-45281723,0,150260120958,-16399542558
2020-12-13,5713764177,5713764177,0,155973885135,-10685778381
2020-12-14,281806134,281806134,0,156255691269,-10403972247
2020-12-15,-735,-735,0,156255690534,-10403972982
2020-12-16,-634,-634,0,156255689900,-10403973616
2020-12-17,-5798047425,-5798047425,0,150457642475,-16202021041
2020-12-18,1599265903,1599265903,0,152056908378,-14602755138
2020-12-19,168955930,168955930,0,152225864308,-14433799208
2020-12-20,70551933,70551933,0,152296416241,-14363247275
2020-12-21,-1684882843,-1684882843,0,150611533398,-16048130118
2020-12-22,3150299930,3150299930,0,153761833328,-12897830188
2020-12-23,495871279,495871279,0,154257704607,-12401958909
2020-12-24,4524047944,14973158,4509074786,158781752551,-7877910965
2020-12-25,-2299723,-2313105,13382,158779452828,-7880210688
2020-12-26,108857265,108849449,7816,158888310093,-7771353423
2020-12-27,148402687,148403286,-599,159036712780,-7622950736
2020-12-28,-12999868839,-12917046398,-82822441,146036843941,-20622819575
2020-12-29,-137803143,42169200,-179972343,145899040798,-20760622718
2020-12-30,1884375056,89718077,1794656979,147783415854,-18876247662
2020-12-31,-939290648,-954274949,14984301,146844125206,-19815538310
2021-01-01,52972302,42551020,10421282,146897097508,-19762566008
2021-01-02,-3030568562,-3028558026,-2010536,143866528946,-22793134570
2021-01-03,80677732,82583437,-1905705,143947206678,-22712456838
2021-01-04,1434412984,1457774285,-23361301,145381619662,-21278043854
2021-01-05,4048255820,3305936690,742319130,149429875482,-17229788034
2021-01-06,-1183581908,24195699,-1207777607,148246293574,-18413369942
2021-01-07,750582870,186700219,563882651,148996876444,-17662787072
2021-01-08,-1825617168,-1825617168,0,147171259276,-19488404240
2021-01-09,147885671,147885671,0,147319144947,-19340518569
2021-01-10,24260065,24260065,0,147343405012,-19316258504
2021-01-11,5880087051,4426504150,1453582901,153223492063,-13436171453
2021-01-12,2497451250,2326229462,171221788,155720943313,-10938720203
2021-01-13,2091543400,1574837164,516706236,157812486713,-8847176803
2021-01-14,2084162645,2084162645,0,159896649358,-6763014158
2021-01-15,1104179626,1104179626,0,161000828984,-5658834532
2021-01-16,66928038,66928038,0,161067757022,-5591906494
2021-01-17,-396459998,-396459998,0,160671297024,-5988366492
2021-01-18,89217657,89217657,0,160760514681,-5899148835
2021-01-19,436962688,436962688,0,161197477369,-5462186147
2021-01-20,498834888,498834888,0,161696312257,-4963351259
2021-01-21,1289761345,1289761345,0,162986073602,-3673589914
2021-01-22,9513513884,9513513884,0,172499587486,0
2021-01-23,-4742906365,-4742906365,0,167756681121,-4742906365
2021-01-24,8615400,8615400,0,167765296521,-4734290965
2021-01-25,14530517,14530517,0,167779827038,-4719760448
2021-01-26,2251931885,2251931885,0,170031758923,-2467828563
2021-01-27,1458928516,1458928516,0,171490687439,-1008900047
2021-01-28,3923739959,3923739959,0,175414427398,0
2021-01-29,4813527083,4813527083,0,180227954481,0
2021-01-30,-1841627329,-1841627329,0,178386327152,-1841627329
2021-01-31,14449002,14449002,0,178400776154,-1827178327
2021-02-01,2144642215,1319579867,825062348,180545418369,0
2021-02-02,820242766,37961876,782280890,181365661135,0
2021-02-03,101253137,101253137,0,181466914272,0
2021-02-04,-3834456015,-3834456015,0,177632458257,-3834456015
2021-02-05,-3549615240,-3589872237,40256997,174082843017,-7384071255
2021-02-06,182104485,144537435,37567050,174264947502,-7201966770
2021-02-07,-3112965961,-3120000165,7034204,171151981541,-10314932731
2021-02-08,1440741419,1437681797,3059622,172592722960,-8874191312
2021-02-09,-8218520875,-8087373157,-131147718,164374202085,-17092712187
2021-02-10,-223638712,-223638712,0,164150563373,-17316350899
2021-02-11,656196918,656196918,0,164806760291,-16660153981
2021-02-12,641,641,0,164806760932,-16660153340
2021-02-13,-836294548,-836294548,0,163970466384,-17496447888
2021-02-14,-2096604837,-2096604837,0,161873861547,-19593052725
2021-02-15,222182,222182,0,161874083729,-19592830543
2021-02-16,-2611430381,-2611430381,0,159262653348,-22204260924
2021-02-17,-140979566,-140979566,0,159121673782,-22345240490
2021-02-18,507425609,485553632,21871977,159629099391,-21837814881
2021-02-19,1435856,-216768856,218204712,159630535247,-21836379025
2021-02-20,1416468083,1285673441,130794642,161047003330,-20419910942
2021-02-21,17419748,33728759,-16309011,161064423078,-20402491194
2021-02-22,1438927804,647287916,791639888,162503350882,-18963563390
2021-02-23,7081573457,7081573457,0,169584924339,-11881989933
2021-02-24,5033974,5033974,0,169589958313,-11876955959
2021-02-25,1184050943,1184050943,0,170774009256,-10692905016
2021-02-26,4834015004,2857154542,1976860462,175608024260,-5858890012
2021-02-27,41360121,69816755,-28456634,175649384381,-5817529891
2021-02-28,-241299635,-76395875,-164903760,175408084746,-6058829526
2021-03-01,-90324037,-6610249,-83713788,175317760709,-6149153563
2021-03-02,1097538418,638615486,458922932,176415299127,-5051615145
2021-03-03,-77666999,-1184986,-76482013,176337632128,-5129282144
2021-03-04,3188587018,308545691,2880041327,179526219146,-1940695126
2021-03-05,21784492,21784492,0,179548003638,-1918910634
2021-03-06,606900300,606900300,0,180154903938,-1312010334
2021-03-07,18480486,18480486,0,180173384424,-1293529848
2021-03-08,106683243,106683243,0,180280067667,-1186846605
2021-03-09,56661145,56661145,0,180336728812,-1130185460
2021-03-10,-930919216,-930919216,0,179405809596,-2061104676
2021-03-11,-885547895,-885547895,0,178520261701,-2946652571
2021-03-12,132740046,132740046,0,178653001747,-2813912525
2021-03-13,-7364953181,-7364953181,0,171288048566,-10178865706
2021-03-14,24447519,24447519,0,171312496085,-10154418187
2021-03-15,61958971,61958971,0,171374455056,-10092459216
2021-03-16,2480013170,2480013170,0,173854468226,-7612446046
2021-03-17,452706,452706,0,173854920932,-7611993340
2021-03-18,3346137,3346137,0,173858267069,-7608647203
2021-03-19,161180754,161180754,0,174019447823,-7447466449
2021-03-20,-483507526,-483507526,0,173535940297,-7930973975
2021-03-21,-996633072,-996633072,0,172539307225,-8927607047
2021-03-22,11434136,11434136,0,172550741361,-8916172911
2021-03-23,1174963748,1174963748,0,173725705109,-7741209163
2021-03-24,12661353,12661353,0,173738366462,-7728547810
2021-03-25,3932622325,3932622325,0,177670988787,-3795925485
2021-03-26,2064297227,2064297227,0,179735286014,-1731628258
2021-03-27,-4935336,-4935336,0,179730350678,-1736563594
2021-03-28,17083786,17083786,0,179747434464,-1719479808
2021-03-29,104438219,104438219,0,179851872683,-1615041589
2021-03-30,-439910782,-439910782,0,179411961901,-2054952371
2021-03-31,252951654,252951654,0,179664913555,-1802000717
2021-04-01,203206221,203206221,0,179868119776,-1598794496
2021-04-02,245152571,245152571,0,180113272347,-1353641925
2021-04-03,297117022,297117022,0,180410389369,-1056524903
2021-04-04,-1394545307,-1394545307,0,179015844062,-2451070210
2021-04-05,12403050,12403050,0,179028247112,-2438667160
2021-04-06,117551544,117551544,0,179145798656,-2321115616
2021-04-07,306680724,306680724,0,179452479380,-2014434892
2021-04-08,-68463997,-68463997,0,179384015383,-2082898889
2021-04-09,20528130,20528130,0,179404543513,-2062370759
2021-04-10,-3044454849,-3044454849,0,176360088664,-5106825608
2021-04-11,5892103,5892103,0,176365980767,-5100933505
2021-04-12,3090509,3090509,0,176369071276,-5097842996
2021-04-13,3690927,3690927,0,176372762203,-5094152069
2021-04-14,4403139,4403139,0,176377165342,-5089748930
2021-04-15,2595754,2595754,0,176379761096,-5087153176
2021-04-16,1091879,1091879,0,176380852975,-5086061297
2021-04-17,21069597,21069597,0,176401922572,-5064991700
2021-04-18,9111990836,9111990836,0,185513913408,0
2021-04-19,-2035527,-2035527,0,185511877881,-2035527
2021-04-20,2901955247,2901955247,0,188413833128,0
2021-04-21,509430764,509430764,0,188923263892,0
2021-04-22,314191606,314191606,0,189237455498,0
2021-04-23,1085866510,3611457479,-2525590969,190323322008,0
2021-04-24,1330129549,2555546926,-1225417377,191653451557,0
2021-04-25,333093172,419720168,-86626996,191986544729,0
2021-04-26,4043673107,1258608042,2785065065,196030217836,0
2021-04-27,-4510272252,-4510272252,0,191519945584,-4510272252
2021-04-28,14644206,14644206,0,191534589790,-4495628046
2021-04-29,14665669,14665669,0,191549255459,-4480962377
2021-04-30,-270251906,-270251906,0,191279003553,-4751214283
2021-05-01,150819248,-1261412,152080660,191429822801,-4600395035
2021-05-02,172940814,15136122,157804692,191602763615,-4427454221
2021-05-03,137441322,-166342908,303784230,191740204937,-4290012899
2021-05-04,-302008521,967887687,-1269896208,191438196416,-4592021420
2021-05-05,3113449660,1495827530,1617622130,194551646076,-1478571760
2021-05-06,-10937509876,-261659445,-10675850431,183614136200,-12416081636
2021-05-07,-541268006,-832143550,290875544,183072868194,-12957349642
2021-05-08,-1500270583,-6623790,-1493646793,181572597611,-14457620225
2021-05-09,130118333,-13390453,143508786,181702715944,-14327501892
2021-05-10,93130567,-32225580,125356147,181795846511,-14234371325
2021-05-11,-9012874258,-5053751618,-3959122640,172782972253,-23247245583
2021-05-12,-2186626996,-20263665,-2166363331,170596345257,-25433872579
2021-05-13,-3616228652,-7141088674,3524860022,166980116605,-29050101231
2021-05-14,4196153764,2497177311,1698976453,171176270369,-24853947467
2021-05-15,-508215997,6228385,-514444382,170668054372,-25362163464
2021-05-16,133836293,6446030,127390263,170801890665,-25228327171
2021-05-17,7222792116,4325586928,2897205188,178024682781,-18005535055
2021-05-18,4533903866,3243764432,1290139434,182558586647,-13471631189
2021-05-19,1322889782,1394199609,-71309827,183881476429,-12148741407
2021-05-20,-28183947272,-13409976516,-14773970756,155697529157,-40332688679
2021-05-21,1816820321,2999639213,-1182818892,157514349478,-38515868358
2021-05-22,12413423318,1955080756,10458342562,169927772796,-26102445040
2021-05-23,-1162552037,-431344827,-731207210,168765220759,-27264997077
2021-05-24,10650630342,-16451479,10667081821,179415851101,-16614366735
2021-05-25,4353293135,2310979753,2042313382,183769144236,-12261073600
2021-05-26,4145368011,-1540352,4146908363,187914512247,-8115705589
2021-05-27,2431373682,-16089505,2447463187,190345885929,-5684331907
2021-05-28,5053794139,2062474038,2991320101,195399680068,-630537768
2021-05-29,2710609650,2771927673,-61318023,198110289718,0
2021-05-30,1263715787,-79255252,1342971039,199374005505,0
2021-05-31,173911206,80865464,93045742,199547916711,0
2021-06-01,6554857409,4089810793,2465046616,206102774120,0
2021-06-02,1338326664,775180714,563145950,207441100784,0
2021-06-03,4476891647,-355587624,4832479271,211917992431,0
2021-06-04,2273368165,215192034,2058176131,214191360596,0
2021-06-05,6126357163,6188979257,-62622094,220317717759,0
2021-06-06,2679851136,1642472545,1037378591,222997568895,0
2021-06-07,147355156,-55932924,203288080,223144924051,0
2021-06-08,17140823947,12673333736,4467490211,240285747998,0
2021-06-09,13693824955,4730741440,8963083515,253979572953,0
2021-06-10,-9164201166,-12002183815,2837982649,244815371787,-9164201166
2021-06-11,621313590,-4457625402,5078938992,245436685377,-8542887576
2021-06-12,1697612822,1727572407,-29959585,247134298199,-6845274754
2021-06-13,390013179,451031058,-61017879,247524311378,-6455261575
2021-06-14,6903561541,6937300071,-33738530,254427872919,0
2021-06-15,2121042814,14618196,2106424618,256548915733,0
2021-06-16,328005199,306325181,21680018,256876920932,0
2021-06-17,990291006,969522397,20768609,257867211938,0
2021-06-18,14694073458,7782782876,6911290582,272561285396,0
2021-06-19,535039826,525427428,9612398,273096325222,0
2021-06-20,-5597505961,-5597505961,0,267498819261,-5597505961
2021-06-21,4778995081,1369723167,3409271914,272277814342,-818510880
2021-06-22,3908535396,4237243246,-328707850,276186349738,0
2021-06-23,-5749828968,-6220006265,470177297,270436520770,-5749828968
2021-06-24,-2926390096,-1665072163,-1261317933,267510130674,-8676219064
2021-06-25,13925205552,14580933,13910624619,281435336226,0
2021-06-26,-9676626656,-6573199470,-3103427186,271758709570,-9676626656
2021-06-27,26438296,-40411439,66849735,271785147866,-9650188360
2021-06-28,-4384699457,-4372476437,-12223020,267400448409,-14034887817
2021-06-29,77856997,-19021,77876018,267478305406,-13957030820
2021-06-30,-3505660364,-12332,-3505648032,263972645042,-17462691184
2021-07-01,-2669128104,2499316916,-5168445020,261303516938,-20131819288
2021-07-02,-3666948798,804992813,-4471941611,257636568140,-23798768086
2021-07-03,414990,414990,0,257636983130,-23798353096
2021-07-04,127878784,127878784,0,257764861914,-23670474312
2021-07-05,192012981,105155016,86857965,257956874895,-23478461331
2021-07-06,-185897612,-219363279,33465667,257770977283,-23664358943
2021-07-07,34664894,-11649351,46314245,257805642177,-23629694049
2021-07-08,6052847952,2242121664,3810726288,263858490129,-17576846097
2021-07-09,3546081248,33710038,3512371210,267404571377,-14030764849
2021-07-10,-43943581,-43943581,0,267360627796,-14074708430
2021-07-11,-13827150,-13827150,0,267346800646,-14088535580
2021-07-12,-23095321,-23095321,0,267323705325,-14111630901
2021-07-13,-1883263773,-1883263773,0,265440441552,-15994894674
2021-07-14,508844144,508844144,0,265949285696,-15486050530
2021-07-15,-49323935,-49323935,0,265899961761,-15535374465
2021-07-16,1330236173,1330236173,0,267230197934,-14205138292
2021-07-17,7483216,7483216,0,267237681150,-14197655076
2021-07-18,687141140,687141140,0,267924822290,-13510513936
2021-07-19,-8797274,-8797274,0,267916025016,-13519311210
2021-07-20,-1538308,-1538308,0,267914486708,-13520849518
2021-07-21,-10074921,-10074921,0,267904411787,-13530924439
2021-07-22,1180849063,1180849063,0,269085260850,-12350075376
2021-07-23,1130234749,1130234749,0,270215495599,-11219840627
2021-07-24,-5874335,-5874335,0,270209621264,-11225714962
2021-07-25,156021197,156021197,0,270365642461,-11069693765
2021-07-26,4289203797,4291299202,-2095405,274654846258,-6780489968
2021-07-27,1777073013,1711018751,66054262,276431919271,-5003416955
2021-07-28,1106748168,-1173948812,2280696980,277538667439,-3896668787
2021-07-29,-101954454,-144042993,42088539,277436712985,-3998623241
2021-07-30,1686736107,1599230973,87505134,279123449092,-2311887134
2021-07-31,-383939869,-448013105,64073236,278739509223,-2695827003
2021-08-01,64797174,28648528,36148646,278804306397,-2631029829
2021-08-02,55729865,23926463,31803402,278860036262,-2575299964
2021-08-03,-1246477702,499452907,-1745930609,277613558560,-3821777666
2021-08-04,-33733468,-33733468,0,277579825092,-3855511134
2021-08-05,814210938,814210938,0,278394036030,-3041300196
2021-08-06,4841040300,4841040300,0,283235076330,0
2021-08-07,1710110528,1709695873,414655,284945186858,0
2021-08-08,2305926975,662399597,1643527378,287251113833,0
2021-08-09,6607258609,-108374445,6715633054,293858372442,0
2021-08-10,6580583753,-434019471,7014603224,300438956195,0
2021-08-11,7163953304,385690880,6778262424,307602909499,0
2021-08-12,297092394,696278893,-399186499,307900001893,0
2021-08-13,3898256277,3423349196,474907081,311798258170,0
2021-08-14,5168157358,21337215,5146820143,316966415528,0
2021-08-15,244085839,6768902,237316937,317210501367,0
2021-08-16,48506877,296520,48210357,317259008244,0
2021-08-17,294208990,28824944,265384046,317553217234,0
2021-08-18,6376807463,3884239291,2492568172,323930024697,0
2021-08-19,3087847286,412703674,2675143612,327017871983,0
2021-08-20,2662044533,2662044533,0,329679916516,0
2021-08-21,2110756671,2110756671,0,331790673187,0
2021-08-22,270809698,270809698,0,332061482885,0
2021-08-23,174564656,174564656,0,332236047541,0
2021-08-24,1091020742,1091020742,0,333327068283,0
2021-08-25,916426414,319777528,596648886,334243494697,0
2021-08-26,6184045344,2141264158,4042781186,340427540041,0
2021-08-27,-44795940,-44795940,0,340382744101,-44795940
2021-08-28,300538638,181782216,118756422,340683282739,0
2021-08-29,338670715,-30896200,369566915,341021953454,0
2021-08-30,660896201,-29021083,689917284,341682849655,0
2021-08-31,-361392064,-361392064,0,341321457591,-361392064
2021-09-01,-25293200,-25293200,0,341296164391,-386685264
2021-09-02,-55924096,-28275893,-27648203,341240240295,-442609360
2021-09-03,1710739535,-61700274,1772439809,342950979830,0
2021-09-04,508586862,701483631,-192896769,343459566692,0
2021-09-05,-148944140,-42453992,-106490148,343310622552,-148944140
2021-09-06,14978930953,2548006035,12430924918,358289553505,0
2021-09-07,5714734060,5830880515,-116146455,364004287565,0
2021-09-08,-5118294380,-2430246984,-2688047396,358885993185,-5118294380
2021-09-09,-181210126,10731240,-191941366,358704783059,-5299504506
2021-09-10,-1113370131,-914963528,-198406603,357591412928,-6412874637
2021-09-11,-1549498220,-1412532331,-136965889,356041914708,-7962372857
2021-09-12,-120320424,-26568911,-93751513,355921594284,-8082693281
2021-09-13,-106185768,-35693587,-70492181,355815408516,-8188879049
2021-09-14,4305759,27995224,-23689465,355819714275,-8184573290
2021-09-15,2941890211,3008779669,-66889458,358761604486,-5242683079
2021-09-16,1218909672,742645231,476264441,359980514158,-4023773407
2021-09-17,577364852,533982113,43382739,360557879010,-3446408555
2021-09-18,2283379043,873894274,1409484769,362841258053,-1163029512
2021-09-19,57745407,10264309,47481098,362899003460,-1105284105
2021-09-20,6926739398,5295209025,1631530373,369825742858,0
2021-09-21,11606426447,811236732,10795189715,381432169305,0
2021-09-22,7060576640,2884329398,4176247242,388492745945,0
2021-09-23,1014730873,-145306495,1160037368,389507476818,0
2021-09-24,4719579594,594173570,4125406024,394227056412,0
2021-09-25,2365380072,2256657351,108722721,396592436484,0
2021-09-26,9631096512,2468524220,7162572292,406223532996,0
2021-09-27,4189007690,1472558914,2716448776,410412540686,0
2021-09-28,13785852,13785852,0,410426326538,0
2021-09-29,8219709,-9169163,17388872,410434546247,0
2021-09-30,63889910,-10507193,74397103,410498436157,0
2021-10-01,166330758,3940999,162389759,410664766915,0
2021-10-02,69023954,11105483,57918471,410733790869,0
2021-10-03,47268751,17332269,29936482,410781059620,0
2021-10-04,52547025,18716944,33830081,410833606645,0
2021-10-05,48870238,18469469,30400769,410882476883,0
2021-10-06,52360738,11991847,40368891,410934837621,0
2021-10-07,104953182,16765860,88187322,411039790803,0
2021-10-08,62403175,16656529,45746646,411102193978,0
2021-10-09,205758764,16414455,189344309,411307952742,0
2021-10-10,109311169,16415085,92896084,411417263911,0
2021-10-11,106849898,16157975,90691923,411524113809,0
2021-10-12,153538096,22717167,130820929,411677651905,0
2021-10-13,-10570162143,-8993049023,-1577113120,401107489762,-10570162143
2021-10-14,261868502,15839291,246029211,401369358264,-10308293641
2021-10-15,397648059,30644784,367003275,401767006323,-9910645582
2021-10-16,346727030,49420457,297306573,402113733353,-9563918552
2021-10-17,321398097,22627911,298770186,402435131450,-9242520455
2021-10-18,362850447,34244694,328605753,402797981897,-8879670008
2021-10-19,339074884,39055279,300019605,403137056781,-8540595124
2021-10-20,283603965,18927916,264676049,403420660746,-8256991159
2021-10-21,-6717253017,-5675215710,-1042037307,396703407729,-14974244176
2021-10-22,-7685034747,-3053055214,-4631979533,389018372982,-22659278923
2021-10-23,-3999868422,-1722840117,-2277028305,385018504560,-26659147345
2021-10-24,298703316,-9802136,308505452,385317207876,-26360444029
2021-10-25,295935802,-14970210,310906012,385613143678,-26064508227
2021-10-26,278039078,-9572902,287611980,385891182756,-25786469149
2021-10-27,229697300,-9476053,239173353,386120880056,-25556771849
2021-10-28,113739030,-17843976,131583006,386234619086,-25443032819
2021-10-29,184144486,-17117657,201262143,386418763572,-25258888333
2021-10-30,1666753915,1270780350,395973565,388085517487,-23592134418
2021-10-31,835797021,603363133,232433888,388921314508,-22756337397
2021-11-01,194237521,4959510,189278011,389115552029,-22562099876
2021-11-02,269803325,9660226,260143099,389385355354,-22292296551
2021-11-03,333118613,10977657,322140956,389718473967,-21959177938
2021-11-04,230177950,9935755,220242195,389948651917,-21728999988
2021-11-05,-2209650592,4857115,-2214507707,387739001325,-23938650580
2021-11-06,195668474,4893740,190774734,387934669799,-23742982106
2021-11-07,136962205,4889815,132072390,388071632004,-23606019901
2021-11-08,205601614,4744505,200857109,388277233618,-23400418287
2021-11-09,270840038,17215336,253624702,388548073656,-23129578249
2021-11-10,-1258451655,-1369864266,111412611,387289622001,-24388029904
2021-11-11,266766074,-11707493,278473567,387556388075,-24121263830
2021-11-12,117461092,-6584772,124045864,387673849167,-24003802738
2021-11-13,172314481,-13566023,185880504,387846163648,-23831488257
2021-11-14,115179338,-16058361,131237699,387961342986,-23716308919
2021-11-15,58621032,-15874779,74495811,388019964018,-23657687887
2021-11-16,-7511523338,-550179387,-6961343951,380508440680,-31169211225
2021-11-17,-6730700401,-538110434,-6192589967,373777740279,-37899911626
2021-11-18,124456310,-17873495,142329805,373902196589,-37775455316
2021-11-19,-4234162021,-20573108,-4213588913,369668034568,-42009617337
2021-11-20,-17781929,-17781929,0,369650252639,-42027399266
2021-11-21,-16458296,-16458296,0,369633794343,-42043857562
2021-11-22,-26124179,-26124179,0,369607670164,-42069981741
2021-11-23,-26938696,-26938696,0,369580731468,-42096920437
2021-11-24,-26922089,-26922089,0,369553809379,-42123842526
2021-11-25,-26770026,-26770026,0,369527039353,-42150612552
2021-11-26,-195254305,-197099693,1845388,369331785048,-42345866857
2021-11-27,1138228427,-38461588,1176690015,370470013475,-41207638430
2021-11-28,681171579,-28807374,709978953,371151185054,-40526466851
2021-11-29,-1874189656,-1874189656,0,369276995398,-42400656507
2021-11-30,-25877036,-25877036,0,369251118362,-42426533543
2021-12-01,-83779387,-83779387,0,369167338975,-42510312930
2021-12-02,-26390664,-26390664,0,369140948311,-42536703594
2021-12-03,-26642132,-26642132,0,369114306179,-42563345726
2021-12-04,-8252559183,-8252559183,0,360861746996,-50815904909
2021-12-05,76831029,76831029,0,360938578025,-50739073880
2021-12-06,53513862,53513862,0,360992091887,-50685560018
2021-12-07,-8398394122,-8398394122,0,352593697765,-59083954140
2021-12-08,58590,58590,0,352593756355,-59083895550
2021-12-09,-86276,-86276,0,352593670079,-59083981826
2021-12-10,-87775,-87775,0,352593582304,-59084069601
2021-12-11,-79885,-79885,0,352593502419,-59084149486
2021-12-12,-31991,-31991,0,352593470428,-59084181477
2021-12-13,29472,29472,0,352593499900,-59084152005
2021-12-14,46617,46617,0,352593546517,-59084105388
2021-12-15,-39829,-39829,0,352593506688,-59084145217
2021-12-16,-65852,-65852,0,352593440836,-59084211069
2021-12-17,-88906,-88906,0,352593351930,-59084299975
2021-12-18,-4167,-4167,0,352593347763,-59084304142
2021-12-19,-40889,-40889,0,352593306874,-59084345031
2021-12-20,-56803,-56803,0,352593250071,-59084401834
2021-12-21,-6613647,-6613647,0,352586636424,-59091015481
2021-12-22,-6696377,-6696377,0,352579940047,-59097711858
2021-12-23,379139846,379139846,0,352959079893,-58718572012
2021-12-24,751853058,751853058,0,353710932951,-57966718954
2021-12-25,-3980434,-3980434,0,353706952517,-57970699388
2021-12-26,3549546,3549546,0,353710502063,-57967149842
2021-12-27,-7959854,-7959854,0,353702542209,-57975109696
2021-12-28,12797939,12797939,0,353715340148,-57962311757
2021-12-29,5419287,5419287,0,353720759435,-57956892470
2021-12-30,11769340,11769340,0,353732528775,-57945123130
2021-12-31,-159371,-159371,0,353732369404,-57945282501
