date,account_net_sat,xbtusd_net_sat,other_net_sat,cumulative_sat,drawdown_sat
2019-07-31,7232167,7232167,0,48422796692,-1838093646
2019-08-01,-978709455,-978709455,0,47444087237,-2816803101
2019-08-02,-8180285,-8180285,0,47435906952,-2824983386
2019-08-03,280580348,280580348,0,47716487300,-2544403038
2019-08-04,-1644,-1644,0,47716485656,-2544404682
2019-08-05,171836424,171836424,0,47888322080,-2372568258
2019-08-06,112774412,112774412,0,48001096492,-2259793846
2019-08-07,780314856,780314856,0,48781411348,-1479478990
2019-08-08,993610969,993610969,0,49775022317,-485868021
2019-08-09,-641918303,-641918303,0,49133104014,-1127786324
2019-08-10,195169926,195169926,0,49328273940,-932616398
2019-08-11,-6584,-6584,0,49328267356,-932622982
2019-08-12,-1514,-1514,0,49328265842,-932624496
2019-08-13,-1675,-1675,0,49328264167,-932626171
2019-08-14,187507598,187507598,0,49515771765,-745118573
2019-08-15,391321214,391321214,0,49907092979,-353797359
2019-08-16,232783582,232783582,0,50139876561,-121013777
2019-08-17,-103607927,-103607927,0,50036268634,-224621704
2019-08-18,107152305,107152305,0,50143420939,-117469399
2019-08-19,-920951327,-920951327,0,49222469612,-1038420726
2019-08-20,290899492,290899492,0,49513369104,-747521234
2019-08-21,803320386,803320386,0,50316689490,0
2019-08-22,91254278,91254278,0,50407943768,0
2019-08-23,333420217,333420217,0,50741363985,0
2019-08-24,502579129,502579129,0,51243943114,0
2019-08-25,9382276,9382276,0,51253325390,0
2019-08-26,1242161249,1242161249,0,52495486639,0
2019-08-27,9386754,9386754,0,52504873393,0
2019-08-28,-521299811,-521299811,0,51983573582,-521299811
2019-08-29,365186834,365186834,0,52348760416,-156112977
2019-08-30,-13478279,-13478279,0,52335282137,-169591256
2019-08-31,-9715142,-9715142,0,52325566995,-179306398
2019-09-01,-440968988,-440968988,0,51884598007,-620275386
2019-09-02,1316,1316,0,51884599323,-620274070
2019-09-03,533,533,0,51884599856,-620273537
2019-09-04,286315145,286315145,0,52170915001,-333958392
2019-09-05,164634065,160274065,4360000,52335549066,-169324327
2019-09-06,388206012,146550444,241655568,52723755078,0
2019-09-07,926673486,926673486,0,53650428564,0
2019-09-08,-188831109,-188831109,0,53461597455,-188831109
2019-09-09,-796045838,-1037387603,241341765,52665551617,-984876947
2019-09-10,-35092129,-35092129,0,52630459488,-1019969076
2019-09-11,53203482,53203482,0,52683662970,-966765594
2019-09-12,-88589720,-88589720,0,52595073250,-1055355314
2019-09-13,1524,1524,0,52595074774,-1055353790
2019-09-14,2106,2106,0,52595076880,-1055351684
2019-09-15,2406,2406,0,52595079286,-1055349278
2019-09-16,2146,2146,0,52595081432,-1055347132
2019-09-17,2712,2712,0,52595084144,-1055344420
2019-09-18,2283,2283,0,52595086427,-1055342137
2019-09-19,-168000077,-168000077,0,52427086350,-1223342214
2019-09-20,10073035,10073035,0,52437159385,-1213269179
2019-09-21,-75084832,-75084832,0,52362074553,-1288354011
2019-09-22,-1732,-1732,0,52362072821,-1288355743
2019-09-23,4868016,4868016,0,52366940837,-1283487727
2019-09-24,237607954,237607954,0,52604548791,-1045879773
2019-09-25,373351135,373351135,0,52977899926,-672528638
2019-09-26,19089240,19089240,0,52996989166,-653439398
2019-09-27,2398742968,2398742968,0,55395732134,0
2019-09-28,2097720,2097720,0,55397829854,0
2019-09-29,-616395369,-616395369,0,54781434485,-616395369
2019-09-30,239204953,239204953,0,55020639438,-377190416
2019-10-01,-465597851,-465597851,0,54555041587,-842788267
2019-10-02,-1565,-1565,0,54555040022,-842789832
2019-10-03,333,333,0,54555040355,-842789499
2019-10-04,-1343,-1343,0,54555039012,-842790842
2019-10-05,-1077,-1077,0,54555037935,-842791919
2019-10-06,947,947,0,54555038882,-842790972
2019-10-07,792931110,792931110,0,55347969992,-49859862
2019-10-08,212028964,212028964,0,55559998956,0
2019-10-09,7354849,7354849,0,55567353805,0
2019-10-10,-1009644506,-1009644506,0,54557709299,-1009644506
2019-10-11,67566805,67566805,0,54625276104,-942077701
2019-10-12,-1791,-1791,0,54625274313,-942079492
2019-10-13,-15586141,-15586141,0,54609688172,-957665633
2019-10-14,280689838,280689838,0,54890378010,-676975795
2019-10-15,303992543,303992543,0,55194370553,-372983252
2019-10-16,-357949631,-357949631,0,54836420922,-730932883
2019-10-17,-1866,-1866,0,54836419056,-730934749
2019-10-18,471250273,471250273,0,55307669329,-259684476
2019-10-19,-276,-276,0,55307669053,-259684752
2019-10-20,1899,1899,0,55307670952,-259682853
2019-10-21,85920821,85920821,0,55393591773,-173762032
2019-10-22,-17162669,-17162669,0,55376429104,-190924701
2019-10-23,7376255,7376255,0,55383805359,-183548446
2019-10-24,2598044875,2598044875,0,57981850234,0
2019-10-25,159778904,159778904,0,58141629138,0
2019-10-26,-4520525995,-4520525995,0,53621103143,-4520525995
2019-10-27,240776591,240776591,0,53861879734,-4279749404
2019-10-28,834306302,834306302,0,54696186036,-3445443102
2019-10-29,272073238,272073238,0,54968259274,-3173369864
2019-10-30,-496996964,-496996964,0,54471262310,-3670366828
2019-10-31,-332824999,-332824999,0,54138437311,-4003191827
2019-11-01,-1629,-1629,0,54138435682,-4003193456
2019-11-02,-1619,-1619,0,54138434063,-4003195075
2019-11-03,-380998,-380998,0,54138053065,-4003576073
2019-11-04,1649,1649,0,54138054714,-4003574424
2019-11-05,2224,2224,0,54138056938,-4003572200
2019-11-06,3654,3654,0,54138060592,-4003568546
2019-11-07,9526216,9526216,0,54147586808,-3994042330
2019-11-08,428211496,428211496,0,54575798304,-3565830834
2019-11-09,934561060,934561060,0,55510359364,-2631269774
2019-11-10,1749,1749,0,55510361113,-2631268025
2019-11-11,27799982,27799982,0,55538161095,-2603468043
2019-11-12,60063789,60063789,0,55598224884,-2543404254
2019-11-13,111298420,111298420,0,55709523304,-2432105834
2019-11-14,-109076794,-109076794,0,55600446510,-2541182628
2019-11-15,3664424,3664424,0,55604110934,-2537518204
2019-11-16,253403666,253403666,0,55857514600,-2284114538
2019-11-17,1813,1813,0,55857516413,-2284112725
2019-11-18,-128182980,-128182980,0,55729333433,-2412295705
2019-11-19,219452782,219452782,0,55948786215,-2192842923
2019-11-20,449119157,449119157,0,56397905372,-1743723766
2019-11-21,149544680,149544680,0,56547450052,-1594179086
2019-11-22,3237405646,3237405646,0,59784855698,0
2019-11-23,-19722013,-19722013,0,59765133685,-19722013
2019-11-24,191095599,191095599,0,59956229284,0
2019-11-25,2891215731,2891215731,0,62847445015,0
2019-11-26,-84138029,-84138029,0,62763306986,-84138029
2019-11-27,-87670239,-87670239,0,62675636747,-171808268
2019-11-28,361439459,361439459,0,63037076206,0
2019-11-29,1281316027,1281316027,0,64318392233,0
2019-11-30,-769147824,-769147824,0,63549244409,-769147824
2019-12-01,1361591141,1361591141,0,64910835550,0
2019-12-02,186760934,186760934,0,65097596484,0
2019-12-03,455353867,455353867,0,65552950351,0
2019-12-04,151877019,151877019,0,65704827370,0
2019-12-05,99822173,99822173,0,65804649543,0
2019-12-06,-58332730,-58332730,0,65746316813,-58332730
2019-12-07,-395089030,-395089030,0,65351227783,-453421760
2019-12-08,2262,2262,0,65351230045,-453419498
2019-12-09,-20326498,-20326498,0,65330903547,-473745996
2019-12-10,256289411,256289411,0,65587192958,-217456585
2019-12-11,3235627806,3235627806,0,68822820764,0
2019-12-12,124106603,124106603,0,68946927367,0
2019-12-13,17643786,17643786,0,68964571153,0
2019-12-14,3192,3192,0,68964574345,0
2019-12-15,-5730,-5730,0,68964568615,-5730
2019-12-16,91983867,91983867,0,69056552482,0
2019-12-17,-363757289,-363757289,0,68692795193,-363757289
2019-12-18,1530753180,1530753180,0,70223548373,0
2019-12-19,-350496639,-350496639,0,69873051734,-350496639
2019-12-20,562720513,562720513,0,70435772247,0
2019-12-21,90450023,90450023,0,70526222270,0
2019-12-22,32528874,32528874,0,70558751144,0
2019-12-23,-1941,-1941,0,70558749203,-1941
2019-12-24,-217122538,-217122538,0,70341626665,-217124479
2019-12-25,526682392,526682392,0,70868309057,0
2019-12-26,-60834154,-60834154,0,70807474903,-60834154
2019-12-27,3097,3097,0,70807478000,-60831057
2019-12-28,111589911,111589911,0,70919067911,0
2019-12-29,-1043,-1043,0,70919066868,-1043
2019-12-30,-29044628,-29044628,0,70890022240,-29045671
2019-12-31,-410161583,-410161583,0,70479860657,-439207254
2020-01-01,98812112,98812112,0,70578672769,-340395142
2020-01-02,-20468403,-20468403,0,70558204366,-360863545
2020-01-03,1090188668,1090188668,0,71648393034,0
2020-01-04,845267698,845267698,0,72493660732,0
2020-01-05,858874066,858874066,0,73352534798,0
2020-01-06,313366631,313366631,0,73665901429,0
2020-01-07,-1289450200,-1289450200,0,72376451229,-1289450200
2020-01-08,355378242,355378242,0,72731829471,-934071958
2020-01-09,3370871676,3370871676,0,76102701147,0
2020-01-10,328579189,328579189,0,76431280336,0
2020-01-11,1404426045,1404426045,0,77835706381,0
2020-01-12,-63046481,-63046481,0,77772659900,-63046481
2020-01-13,-1313,-1313,0,77772658587,-63047794
2020-01-14,225136,225136,0,77772883723,-62822658
2020-01-15,119990850,126055415,-6064565,77892874573,0
2020-01-16,81456212,109196046,-27739834,77974330785,0
2020-01-17,378458526,341661367,36797159,78352789311,0
2020-01-18,354410309,354410309,0,78707199620,0
2020-01-19,2106350759,2106350759,0,80813550379,0
2020-01-20,415458624,415458624,0,81229009003,0
2020-01-21,1683655327,7802326,1675853001,82912664330,0
2020-01-22,57264035,47101605,10162430,82969928365,0
2020-01-23,2462033555,2462033555,0,85431961920,0
2020-01-24,-98866079,-98866079,0,85333095841,-98866079
2020-01-25,-348514003,-348514003,0,84984581838,-447380082
2020-01-26,983,983,0,84984582821,-447379099
2020-01-27,12144981,12144981,0,84996727802,-435234118
2020-01-28,-1052198548,-1052198548,0,83944529254,-1487432666
2020-01-29,1903925113,1896119577,7805536,85848454367,0
2020-01-30,-8316291,-8316291,0,85840138076,-8316291
2020-01-31,-81147294,-82449397,1302103,85758990782,-89463585
2020-02-01,344915637,344915637,0,86103906419,0
2020-02-02,168963158,168963158,0,86272869577,0
2020-02-03,132505398,132505398,0,86405374975,0
2020-02-04,360482062,360482062,0,86765857037,0
2020-02-05,660197557,286547425,373650132,87426054594,0
2020-02-06,-145727956,-149158229,3430273,87280326638,-145727956
2020-02-07,30230654,30230654,0,87310557292,-115497302
2020-02-08,27253678,27253678,0,87337810970,-88243624
2020-02-09,-1170865819,-1170865819,0,86166945151,-1259109443
2020-02-10,866356325,866356325,0,87033301476,-392753118
2020-02-11,168454627,168454627,0,87201756103,-224298491
2020-02-12,901332568,901332568,0,88103088671,0
2020-02-13,165580595,3769356,161811239,88268669266,0
2020-02-14,-190737078,-190737078,0,88077932188,-190737078
2020-02-15,-87367054,-87367054,0,87990565134,-278104132
2020-02-16,1107480584,1107480584,0,89098045718,0
2020-02-17,26480818,1484066555,-1457585737,89124526536,0
2020-02-18,-1723327738,-1677252775,-46074963,87401198798,-1723327738
2020-02-19,-2049487,-2049487,0,87399149311,-1725377225
2020-02-20,1847271,1847271,0,87400996582,-1723529954
2020-02-21,26185131,26185131,0,87427181713,-1697344823
2020-02-22,27854846,27854846,0,87455036559,-1669489977
2020-02-23,27790045,27790045,0,87482826604,-1641699932
2020-02-24,-597622596,-597622596,0,86885204008,-2239322528
2020-02-25,276450858,276450858,0,87161654866,-1962871670
2020-02-26,16185099,8323424,7861675,87177839965,-1946686571
2020-02-27,-1352521694,1021021193,-2373542887,85825318271,-3299208265
2020-02-28,512879102,512879102,0,86338197373,-2786329163
2020-02-29,3191112447,3191112447,0,89529309820,0
2020-03-01,368510868,368510868,0,89897820688,0
2020-03-02,194926170,194926170,0,90092746858,0
2020-03-03,31155982,31155982,0,90123902840,0
2020-03-04,2623335,2623335,0,90126526175,0
2020-03-05,-3140735619,-3140735619,0,86985790556,-3140735619
2020-03-06,29751824,29751824,0,87015542380,-3110983795
2020-03-07,-119624344,-119624344,0,86895918036,-3230608139
2020-03-08,10090439,10090439,0,86906008475,-3220517700
2020-03-09,2386035156,2386035156,0,89292043631,-834482544
2020-03-10,293414470,293414470,0,89585458101,-541068074
2020-03-11,1138727681,1138727681,0,90724185782,0
2020-03-12,-2248469416,-2248469416,0,88475716366,-2248469416
2020-03-13,27553795475,14173651314,13380144161,116029511841,0
2020-03-14,-3130713645,-3130713645,0,112898798196,-3130713645
2020-03-15,-921922351,-1258461716,336539365,111976875845,-4052635996
2020-03-16,-2080594660,-2080594660,0,109896281185,-6133230656
2020-03-17,2176336425,2176336425,0,112072617610,-3956894231
2020-03-18,851584151,851584151,0,112924201761,-3105310080
2020-03-19,-2594085463,-2594085463,0,110330116298,-5699395543
2020-03-20,-7885178130,-7885178130,0,102444938168,-13584573673
2020-03-21,197490297,197490297,0,102642428465,-13387083376
2020-03-22,2554875408,2554875408,0,105197303873,-10832207968
2020-03-23,4668148444,4668148444,0,109865452317,-6164059524
2020-03-24,550114405,550114405,0,110415566722,-5613945119
2020-03-25,135649637,135649637,0,110551216359,-5478295482
2020-03-26,-62950774,-62950774,0,110488265585,-5541246256
2020-03-27,-1026482096,-1026486335,4239,109461783489,-6567728352
2020-03-28,3397613041,3397613041,0,112859396530,-3170115311
2020-03-29,264667794,264667794,0,113124064324,-2905447517
2020-03-30,6131053094,6131053094,0,119255117418,0
2020-03-31,208264039,208264039,0,119463381457,0
2020-04-01,635149575,635149575,0,120098531032,0
2020-04-02,-68599430,-68599430,0,120029931602,-68599430
2020-04-03,-11002862944,-11002862944,0,109027068658,-11071462374
2020-04-04,-90532508,-90532508,0,108936536150,-11161994882
2020-04-05,-64134609,-64134609,0,108872401541,-11226129491
2020-04-06,-2979599752,-2979599752,0,105892801789,-14205729243
2020-04-07,14431570,14431570,0,105907233359,-14191297673
2020-04-08,148061607,148061607,0,106055294966,-14043236066
2020-04-09,-334641684,-334641684,0,105720653282,-14377877750
2020-04-10,1667370970,1667370970,0,107388024252,-12710506780
2020-04-11,1556050755,1556050755,0,108944075007,-11154456025
2020-04-12,-74054288,-74054288,0,108870020719,-11228510313
2020-04-13,2229862062,2229862062,0,111099882781,-8998648251
2020-04-14,583249943,583249943,0,111683132724,-8415398308
2020-04-15,18006055,18006055,0,111701138779,-8397392253
2020-04-16,-1281586454,-1281586454,0,110419552325,-9678978707
2020-04-17,672919376,672919376,0,111092471701,-9006059331
2020-04-18,-806,-806,0,111092470895,-9006060137
2020-04-19,-1034,-1034,0,111092469861,-9006061171
2020-04-20,199702,199702,0,111092669563,-9005861469
2020-04-21,1101849592,1101849592,0,112194519155,-7904011877
2020-04-22,561269745,561269745,0,112755788900,-7342742132
2020-04-23,-268649332,-268649332,0,112487139568,-7611391464
2020-04-24,485,485,0,112487140053,-7611390979
2020-04-25,1708,1708,0,112487141761,-7611389271
2020-04-26,-201004734,-201004734,0,112286137027,-7812394005
2020-04-27,292338190,292338190,0,112578475217,-7520055815
2020-04-28,-63302909,-63302909,0,112515172308,-7583358724
2020-04-29,1322838822,1322838822,0,113838011130,-6260519902
2020-04-30,546455094,546455094,0,114384466224,-5714064808
2020-05-01,2361413564,2361413564,0,116745879788,-3352651244
2020-05-02,3312766,3312766,0,116749192554,-3349338478
2020-05-03,1017142803,1017142803,0,117766335357,-2332195675
2020-05-04,-309356774,-309356774,0,117456978583,-2641552449
2020-05-05,1005654253,1005654253,0,118462632836,-1635898196
2020-05-06,598581571,598581571,0,119061214407,-1037316625
2020-05-07,-1325811286,-1325811286,0,117735403121,-2363127911
2020-05-08,-1694464,-1694464,0,117733708657,-2364822375
2020-05-09,-4502281,-4502281,0,117729206376,-2369324656
2020-05-10,4917873392,4917873392,0,122647079768,0
2020-05-11,-23719375,-23719375,0,122623360393,-23719375
2020-05-12,-2558523436,-2558523436,0,120064836957,-2582242811
2020-05-13,102,102,0,120064837059,-2582242709
2020-05-14,-2641735993,-2641735993,0,117423101066,-5223978702
2020-05-15,802668034,802668034,0,118225769100,-4421310668
2020-05-16,1584,1584,0,118225770684,-4421309084
2020-05-17,1588,1588,0,118225772272,-4421307496
2020-05-18,2578,2578,0,118225774850,-4421304918
2020-05-19,-965698593,-965698593,0,117260076257,-5387003511
2020-05-20,-22271,-22271,0,117260053986,-5387025782
2020-05-21,915850703,915850703,0,118175904689,-4471175079
2020-05-22,3223537262,3223537262,0,121399441951,-1247637817
2020-05-23,-9665333,-9665333,0,121389776618,-1257303150
2020-05-24,-47816584,-47816584,0,121341960034,-1305119734
2020-05-25,1761248758,1761248758,0,123103208792,0
2020-05-26,464047428,464047428,0,123567256220,0
2020-05-27,-379091210,-379091210,0,123188165010,-379091210
2020-05-28,-11346830,-11346830,0,123176818180,-390438040
2020-05-29,-1607976059,-1607976059,0,121568842121,-1998414099
2020-05-30,153,153,0,121568842274,-1998413946
2020-05-31,150,150,0,121568842424,-1998413796
2020-06-01,150,150,0,121568842574,-1998413646
2020-06-02,-24605009,-24605009,0,121544237565,-2023018655
2020-06-03,-4537317781,-4537317781,0,117006919784,-6560336436
2020-06-04,27,27,0,117006919811,-6560336409
2020-06-05,-34315417,-34315417,0,116972604394,-6594651826
2020-06-06,778189546,778189546,0,117750793940,-5816462280
2020-06-07,-56596538,-56596538,0,117694197402,-5873058818
2020-06-08,-626243931,-626243931,0,117067953471,-6499302749
2020-06-09,15436659,15436659,0,117083390130,-6483866090
2020-06-10,13861377,13861377,0,117097251507,-6470004713
2020-06-11,-1158753864,-1158753864,0,115938497643,-7628758577
2020-06-12,-159947944,-159947944,0,115778549699,-7788706521
2020-06-13,44127168,44127168,0,115822676867,-7744579353
2020-06-14,10786436,10786436,0,115833463303,-7733792917
2020-06-15,3785657420,3785657420,0,119619120723,-3948135497
2020-06-16,649906006,649906006,0,120269026729,-3298229491
2020-06-17,-673,-673,0,120269026056,-3298230164
2020-06-18,-29873504,-29873504,0,120239152552,-3328103668
2020-06-19,-56284158,-56284158,0,120182868394,-3384387826
2020-06-20,-19287684,-19287684,0,120163580710,-3403675510
2020-06-21,-19299684,-19299684,0,120144281026,-3422975194
2020-06-22,-63341526,-63341526,0,120080939500,-3486316720
2020-06-23,-14500146,-14500146,0,120066439354,-3500816866
2020-06-24,1848414719,1848414719,0,121914854073,-1652402147
2020-06-25,1376992062,1376992062,0,123291846135,-275410085
2020-06-26,1022956041,1022956041,0,124314802176,0
2020-06-27,850076539,850076539,0,125164878715,0
2020-06-28,1033867140,1033867140,0,126198745855,0
2020-06-29,265646,265646,0,126199011501,0
2020-06-30,72971104,72971104,0,126271982605,0
2020-07-01,-33527698,-33527698,0,126238454907,-33527698
2020-07-02,-1081235826,-1081235826,0,125157219081,-1114763524
2020-07-03,1124803503,1124803503,0,126282022584,0
2020-07-04,7512900,7512900,0,126289535484,0
2020-07-05,20330508,20330508,0,126309865992,0
2020-07-06,-981070803,-981070803,0,125328795189,-981070803
2020-07-07,-4381256,-4381256,0,125324413933,-985452059
2020-07-08,-6921359,-9710158,2788799,125317492574,-992373418
2020-07-09,358168337,389026976,-30858639,125675660911,-634205081
2020-07-10,-1255349281,-1221292229,-34057052,124420311630,-1889554362
2020-07-11,-29375540,-1868,-29373672,124390936090,-1918929902
2020-07-12,-10446289,-1866,-10444423,124380489801,-1929376191
2020-07-13,-6986486,-1862,-6984624,124373503315,-1936362677
2020-07-14,17793096,-152662,17945758,124391296411,-1918569581
2020-07-15,1383,1383,0,124391297794,-1918568198
2020-07-16,1389,1389,0,124391299183,-1918566809
2020-07-17,1404,1404,0,124391300587,-1918565405
2020-07-18,1398,1398,0,124391301985,-1918564007
2020-07-19,1028,1028,0,124391303013,-1918562979
2020-07-20,1396,1396,0,124391304409,-1918561583
2020-07-21,-4700778,-4700778,0,124386603631,-1923262361
2020-07-22,77015548,77015548,0,124463619179,-1846246813
2020-07-23,-1437,-1437,0,124463617742,-1846248250
2020-07-24,1112209257,1112209257,0,125575826999,-734038993
2020-07-25,424388823,424388823,0,126000215822,-309650170
2020-07-26,-1402,-1402,0,126000214420,-309651572
2020-07-27,-4580,-4580,0,126000209840,-309656152
2020-07-28,390182423,390182423,0,126390392263,0
2020-07-29,821027500,821027500,0,127211419763,0
2020-07-30,508580840,508580840,0,127720000603,0
2020-07-31,-2952773,-2952773,0,127717047830,-2952773
2020-08-01,2821533106,2821533106,0,130538580936,0
2020-08-02,3892759804,3892759804,0,134431340740,0
2020-08-03,463655862,463655862,0,134894996602,0
2020-08-04,610601997,610601997,0,135505598599,0
2020-08-05,773270928,773270928,0,136278869527,0
2020-08-06,2380392595,2380392595,0,138659262122,0
2020-08-07,930575429,930575429,0,139589837551,0
2020-08-08,1487850583,1487850583,0,141077688134,0
2020-08-09,-48452199,-48452199,0,141029235935,-48452199
2020-08-10,-30558621,-30558621,0,140998677314,-79010820
2020-08-11,-66669697,-66669697,0,140932007617,-145680517
2020-08-12,-1103932383,-1103932383,0,139828075234,-1249612900
2020-08-13,1140503946,1140503946,0,140968579180,-109108954
2020-08-14,-121554,-121554,0,140968457626,-109230508
2020-08-15,4525,4525,0,140968462151,-109225983
2020-08-16,5354,5354,0,140968467505,-109220629
2020-08-17,5084,5084,0,140968472589,-109215545
2020-08-18,-418958556,-418958556,0,140549514033,-528174101
2020-08-19,1528619122,1528619122,0,142078133155,0
2020-08-20,1268005584,1268005584,0,143346138739,0
2020-08-21,842094438,842094438,0,144188233177,0
2020-08-22,-18502809,-18502809,0,144169730368,-18502809
2020-08-23,-499616403,-499616403,0,143670113965,-518119212
2020-08-24,399105949,399105949,0,144069219914,-119013263
2020-08-25,683234020,683234020,0,144752453934,0
2020-08-26,2251667278,2251667278,0,147004121212,0
2020-08-27,-1451031325,-1451031325,0,145553089887,-1451031325
2020-08-28,-2523994094,-2523994094,0,143029095793,-3975025419
2020-08-29,20231,20231,0,143029116024,-3975005188
2020-08-30,76911773,76911773,0,143106027797,-3898093415
2020-08-31,24487433,24487433,0,143130515230,-3873605982
2020-09-01,-65158870,-65158870,0,143065356360,-3938764852
2020-09-02,5532824255,5532824255,0,148598180615,0
2020-09-03,3728411547,3728411547,0,152326592162,0
2020-09-04,5046487675,5046487675,0,157373079837,0
2020-09-05,6104240116,6104240116,0,163477319953,0
2020-09-06,2707894670,2707894670,0,166185214623,0
2020-09-07,135792687,135792687,0,166321007310,0
2020-09-08,338656206,338656206,0,166659663516,0
2020-09-09,-4010191334,-4010191334,0,162649472182,-4010191334
2020-09-10,-2235143847,-2235143847,0,160414328335,-6245335181
2020-09-11,1827,1827,0,160414330162,-6245333354
2020-09-12,799,799,0,160414330961,-6245332555
2020-09-13,-56088380,-56088380,0,160358242581,-6301420935
2020-09-14,-51760997,-51760997,0,160306481584,-6353181932
2020-09-15,-895433329,-895433329,0,159411048255,-7248615261
2020-09-16,-227233,-227233,0,159410821022,-7248842494
2020-09-17,-6237905103,-6237905103,0,153172915919,-13486747597
2020-09-18,-2028164064,-2028164064,0,151144751855,-15514911661
2020-09-19,19267699,19267699,0,151164019554,-15495643962
2020-09-20,-10174735,-10174735,0,151153844819,-15505818697
2020-09-21,-40755354,-40755354,0,151113089465,-15546574051
2020-09-22,2847681014,2847681014,0,153960770479,-12698893037
2020-09-23,-364313374,-364313374,0,153596457105,-13063206411
2020-09-24,2346981479,2346981479,0,155943438584,-10716224932
2020-09-25,-3236760491,-3236760491,0,152706678093,-13952985423
2020-09-26,487272711,487272711,0,153193950804,-13465712712
2020-09-27,18000149,18000149,0,153211950953,-13447712563
2020-09-28,17794832,17794832,0,153229745785,-13429917731
2020-09-29,24980967,24980967,0,153254726752,-13404936764
2020-09-30,21775647,21775647,0,153276502399,-13383161117
2020-10-01,6159937,6159937,0,153282662336,-13377001180
2020-10-02,1091011896,1091011896,0,154373674232,-12285989284
2020-10-03,-2800,-2800,0,154373671432,-12285992084
2020-10-04,-2631,-2631,0,154373668801,-12285994715
2020-10-05,-941,-941,0,154373667860,-12285995656
2020-10-06,10089239,10089239,0,154383757099,-12275906417
2020-10-07,268497829,268497829,0,154652254928,-12007408588
2020-10-08,698273274,699462508,-1189234,155350528202,-11309135314
2020-10-09,-2202983,-20525,-2182458,155348325219,-11311338297
2020-10-10,-2258799,-1534,-2257265,155346066420,-11313597096
2020-10-11,-6700733,-1511,-6699222,155339365687,-11320297829
2020-10-12,-119464108,-117590943,-1873165,155219901579,-11439761937
2020-10-13,-36157517,-34370386,-1787131,155183744062,-11475919454
2020-10-14,901458225,205058869,696399356,156085202287,-10574461229
2020-10-15,-777675716,-777675716,0,155307526571,-11352136945
2020-10-16,-385201803,-385201803,0,154922324768,-11737338748
2020-10-17,-1026141,-1026141,0,154921298627,-11738364889
2020-10-18,-1559162,-1559162,0,154919739465,-11739924051
2020-10-19,-20609193,-20609193,0,154899130272,-11760533244
2020-10-20,25897881,25897881,0,154925028153,-11734635363
2020-10-21,-14612616310,-14612616310,0,140312411843,-26347251673
2020-10-22,1956956350,1956956350,0,142269368193,-24390295323
2020-10-23,-1471446158,-1471446158,0,140797922035,-25861741481
2020-10-24,-23143688,-23143688,0,140774778347,-25884885169
2020-10-25,-22816677,-22816677,0,140751961670,-25907701846
2020-10-26,-22999684,-22999684,0,140728961986,-25930701530
2020-10-27,-37230177,-37230177,0,140691731809,-25967931707
2020-10-28,3137485158,3137485158,0,143829216967,-22830446549
2020-10-29,5092742554,5092742554,0,148921959521,-17737703995
2020-10-30,-856313645,-856313645,0,148065645876,-18594017640
2020-10-31,2159877241,2159877241,0,150225523117,-16434140399
2020-11-01,20064798,20064798,0,150245587915,-16414075601
2020-11-02,706413281,706413281,0,150952001196,-15707662320
2020-11-03,3199829828,3199829828,0,154151831024,-12507832492
2020-11-04,-1335191279,-1335191279,0,152816639745,-13843023771
2020-11-05,2557034782,2557034782,0,155373674527,-11285988989
2020-11-06,-3309816025,-3309816025,0,152063858502,-14595805014
2020-11-07,1524271290,933552022,590719268,153588129792,-13071533724
2020-11-08,-1610151766,-872423481,-737728285,151977978026,-14681685490
2020-11-09,-5731744620,-5731744620,0,146246233406,-20413430110
2020-11-10,-1023085092,-1023085092,0,145223148314,-21436515202
2020-11-11,-117359227,-117359227,0,145105789087,-21553874429
2020-11-12,0,0,0,145105789087,-21553874429
2020-11-13,0,0,0,145105789087,-21553874429
2020-11-14,0,0,0,145105789087,-21553874429
2020-11-15,0,0,0,145105789087,-21553874429
2020-11-16,359484,359484,0,145106148571,-21553514945
2020-11-17,18136000,18136000,0,145124284571,-21535378945
2020-11-18,-2479406156,-2479406156,0,142644878415,-24014785101
2020-11-19,18019219,18019219,0,142662897634,-23996765882
2020-11-20,-810593686,-810593686,0,141852303948,-24807359568
2020-11-21,-101211911,-101211911,0,141751092037,-24908571479
2020-11-22,-790078587,-790078587,0,140961013450,-25698650066
2020-11-23,-274547395,-274547395,0,140686466055,-25973197461
2020-11-24,430967932,-33431602,464399534,141117433987,-25542229529
2020-11-25,1767902110,1767902110,0,142885336097,-23774327419
2020-11-26,1087671665,1087671665,0,143973007762,-22686655754
2020-11-27,6844212569,6844212569,0,150817220331,-15842443185
2020-11-28,69027184,69027184,0,150886247515,-15773416001
2020-11-29,1824888267,1824888267,0,152711135782,-13948527734
2020-11-30,974088785,974088785,0,153685224567,-12974438949
2020-12-01,-6159207710,-6159207710,0,147526016857,-19133646659
2020-12-02,4258981210,4258981210,0,151784998067,-14874665449
2020-12-03,-2887,-2887,0,151784995180,-14874668336
2020-12-04,-2855,-2855,0,151784992325,-14874671191
2020-12-05,131567555,131567555,0,151916559880,-14743103636
2020-12-06,-123977779,-123977779,0,151792582101,-14867081415
2020-12-07,-1297217591,-1297217591,0,150495364510,-16164299006
2020-12-08,-203696,-203696,0,150495160814,-16164502702
2020-12-09,-20836068,-20836068,0,150474324746,-16185338770
2020-12-10,26045872,26045872,0,150500370618,-16159292898
