episode_id,start,end,closed,direction,gross_sat,trade_fee_sat,funding_credit_sat,entry_contracts,exit_contracts,entry_cost_sat,exit_cost_sat,peak_contracts,opening_batches,closing_batches,net_sat,duration_hours,entry_harmonic_usd,exit_harmonic_usd
1483,2018-11-28 13:24:13.157327,2018-11-28 22:10:44.815735,True,short,133278359,13130341,-16862509,3175730,3175730,74673519365,74806797724,1649999,176,82,103285509,8.775460668888888,4252.819509520114,4245.242540279387
1484,2018-11-28 22:10:44.815735,2018-11-28 22:12:03.166770,True,long,11653088,1941081,0,164128,164128,3924136352,3912483264,164128,3,24,9712007,0.02176417638888889,4182.525408841859,4194.982800570518
1485,2018-11-28 22:12:03.166770,2018-11-28 22:40:11.529489,True,short,114,-12,0,1,1,23838,23952,1,1,1,126,0.46898964416666666,4194.982800570518,4175.016700066801
1486,2018-11-28 22:40:11.529489,2018-11-29 00:03:07.145435,True,long,257539960,2285757,0,1519999,1519999,36288109999,36030570039,659999,127,58,255254203,1.3821155405555556,4188.697069210512,4218.637113858403
1487,2018-11-29 00:03:07.145435,2018-11-29 01:35:44.949668,True,short,146950042,2230578,0,822297,822297,19499409250,19646359292,350405,82,74,144719464,1.5438345091666665,4217.035446855909,4185.4930360295275
1488,2018-11-29 01:35:44.949668,2018-11-29 01:40:05.682750,True,long,-14953710,10614637,0,349999,349999,8477964263,8492917973,349999,16,1,-25568347,0.07242585611111112,4128.337760604689,4121.068884836621
1489,2018-11-29 01:40:05.682750,2018-11-29 04:13:01.622558,True,short,161037808,4052741,-65,2363999,2363999,57105750761,57266788569,1050001,131,160,156985002,2.5488721688888885,4139.6864037281475,4128.045345430272
1490,2018-11-29 04:13:01.622558,2018-11-29 05:34:29.576730,True,long,154852148,4264872,0,349999,349999,8513178267,8358326119,349999,3,23,150587276,1.3577650477777776,4111.261258990854,4187.429337129936
1491,2018-11-29 05:34:29.576730,2018-11-29 11:30:38.356623,True,short,-689859226,26858031,0,4522008,4522008,104967182180,104277322954,2505202,282,267,-716717257,5.9357721925,4308.020760474986,4336.520992195781
1492,2018-11-29 11:30:38.356623,2018-11-29 11:39:50.521067,True,long,39228776,2386189,0,548935,548935,12560407556,12521178780,548935,74,8,36842587,0.15337901222222222,4370.359779749172,4384.052090022151
1493,2018-11-29 11:39:50.521067,2018-11-29 11:54:22.450367,True,short,78506255,15594374,0,575740,575740,13124821620,13203327875,575740,55,3,62911881,0.24220258333333333,4386.6500945252465,4360.56731644256
1494,2018-11-29 11:54:22.450367,2018-11-29 11:55:32.956094,True,long,12909113,-57723,0,344260,344260,7924348173,7911439060,344260,4,17,12966836,0.019584924166666663,4344.332082390949,4351.420738871241
1495,2018-11-29 11:55:32.956094,2018-11-29 21:47:05.999328,True,short,654963783,20669457,-16313363,818409,818409,18803251682,19458215465,818409,5,33,617980963,9.85917867611111,4352.486547757309,4205.9817945386285
1496,2018-11-29 21:47:05.999328,2018-11-29 21:57:33.349159,True,long,4879955,2627756,0,77361,77361,1851177581,1846297626,77361,8,1,2252199,0.17426384194444444,4179.015605742688,4190.061174893153
1497,2018-11-29 21:57:33.349159,2018-11-30 10:09:53.217243,True,short,361715950,8326317,-21054664,2532328,2532328,59937452485,60299168435,1054882,171,184,332334969,12.205518912222223,4224.951003104015,4199.606836584728
1498,2018-11-30 10:09:53.217243,2018-11-30 10:33:53.353851,True,long,85262896,14129737,0,1238916,1238916,30498818117,30413555221,350001,11,112,71133159,0.4000379466666667,4062.177082558586,4073.5651948528243
1499,2018-11-30 10:33:53.353851,2018-11-30 11:00:29.955938,True,short,13068561,-655545,0,169792,169792,4183165828,4196234389,120508,45,17,13724106,0.44350057972222223,4058.935432669154,4046.2944692768447
1500,2018-11-30 11:00:29.955938,2018-11-30 11:01:08.160905,True,long,22101919,-3674216,0,349999,349999,8782926888,8760824969,349999,11,7,25776135,0.010612490833333335,3984.992753135622,3995.046142782949
1501,2018-11-30 11:01:08.160905,2018-11-30 11:05:08.247838,True,short,155,13,0,1,1,25031,25186,1,1,1,142,0.06669081472222221,3995.046142782949,3970.459779242436
1502,2018-11-30 11:05:08.247838,2018-11-30 11:28:57.832169,True,long,-10391583,-8642564,0,699999,699999,17699583117,17709974700,699999,44,22,-1749019,0.3971067586111111,3954.88975854843,3952.5691699604745
1503,2018-11-30 11:28:57.832169,2018-11-30 12:02:09.079588,True,short,45398965,4691717,-15,350001,350001,8832975300,8878374265,350001,22,2,40707233,0.5531242830555556,3962.4360774562565,3942.1744291605396
1504,2018-11-30 12:02:09.079588,2018-11-30 12:14:18.078282,True,long,68031628,4470259,0,349999,349999,8906556375,8838524747,349999,1,1,63561369,0.20249963722222222,3929.6781524048906,3959.925553399596
1505,2018-11-30 12:14:18.078282,2018-11-30 12:50:35.160235,True,short,102,13,0,1,1,25253,25355,1,1,1,89,0.6047449869444445,3959.925553399596,3943.9952672056793
1506,2018-11-30 12:50:35.160235,2018-11-30 13:16:53.353581,True,long,82357943,3003794,0,699999,699999,17762362353,17680004410,699999,64,22,79354149,0.43838704055555555,3940.9116089886134,3959.2693744130124
1507,2018-11-30 13:16:53.353581,2018-11-30 14:04:52.632357,True,short,8921072,529483,0,42081,42081,1045629093,1054550165,42081,9,2,8391589,0.79979966,4024.46721133839,3990.4218307149004
1508,2018-11-30 14:04:52.632357,2018-11-30 16:58:35.579774,True,long,116899666,-4409631,0,349999,349999,8877724635,8760824969,349999,1,12,121309297,2.895263171388889,3942.4403705893947,3995.046142782949
1509,2018-11-30 16:58:35.579774,2018-11-30 23:00:22.916649,True,short,-282493743,22549427,-20,1408501,1408501,36009587024,35727093281,1058501,48,85,-305043190,6.029815798611112,3911.461131340521,3942.3890125118405
1510,2018-11-30 23:00:22.916649,2018-11-30 23:01:35.370927,True,long,13790212,5177226,0,162384,162384,4112585056,4098794844,162384,1,11,8612986,0.020126188333333333,3948.465449075444,3961.7498845472833
1511,2018-11-30 23:01:35.370927,2018-11-30 23:07:30.559205,True,short,46992851,13293011,0,349999,349999,8838524747,8885517598,349999,1,1,33699840,0.09866341055555557,3959.925553399596,3938.9826888506714
1512,2018-11-30 23:07:30.559205,2018-11-30 23:20:50.190320,True,long,103,13,0,1,1,25387,25284,1,1,1,90,0.22211975416666668,3939.023909875133,3955.0704002531247
1513,2018-11-30 23:20:50.190320,2018-12-01 03:05:49.230776,True,short,35950093,-8165537,0,655582,655582,16556541423,16592491516,350001,58,49,44115630,3.7497334600000003,3959.6554814840692,3951.076300794415
1514,2018-12-01 03:05:49.230776,2018-12-01 03:16:41.621496,True,long,25899926,-4431122,0,349999,349999,8875274642,8849374716,349999,62,43,30331048,0.18121964444444444,3943.528669453427,3955.0704002531247
1515,2018-12-01 03:16:41.621496,2018-12-02 05:02:48.907747,True,short,-723638608,16375619,-22627914,1818134,1818134,44137610808,43413972200,1138134,53,93,-762642141,25.768690625277777,4119.239729374887,4187.900594822789
1516,2018-12-02 05:02:48.907747,2018-12-02 05:04:10.814807,True,long,15749955,-4293168,0,349999,349999,8594225445,8578475490,349999,9,3,20043123,0.02275196111111111,4072.4903278354714,4079.967360261118
1517,2018-12-02 05:04:10.814807,2018-12-02 07:07:44.499199,True,short,98332811,1216144,0,701750,701750,17168413923,17266746734,374343,63,8,97116667,2.0593567755555555,4087.4480493500155,4064.1703432076297
1518,2018-12-02 07:07:44.499199,2018-12-02 07:34:02.855408,True,long,76199846,3704550,0,299999,299999,7370975430,7294775584,299999,1,35,72495296,0.4384322802777778,4070.00407000407,4112.518562709495
1519,2018-12-02 07:34:02.855408,2018-12-02 08:00:40.451471,True,short,64677705,1580446,0,299999,299999,7264775784,7329453489,299999,1,4,63097259,0.44377668416666666,4129.501156260324,4093.060969009991
1520,2018-12-02 08:00:40.451471,2018-12-02 08:07:34.039382,True,long,45,-12,0,1,1,24420,24375,1,1,1,57,0.11488553083333333,4095.004095004095,4102.5641025641025
1521,2018-12-02 08:07:34.039382,2018-12-02 15:12:05.783937,True,short,186901813,-1605479,-323823,1541994,1541994,37548221954,37735123767,637641,104,117,188183469,7.075484598611111,4106.703113370011,4086.3626406030226
1522,2018-12-02 15:12:05.783937,2018-12-02 15:36:20.535252,True,long,30599928,-7342583,0,599999,599999,14700575538,14669975610,599999,36,81,37942511,0.40409758749999997,4081.4660517817338,4089.979533374289
1523,2018-12-02 15:36:20.535252,2018-12-03 02:13:07.699756,True,short,280515414,769579,-5038884,650001,650001,15671524390,15952039804,600001,44,27,274706951,10.613101251111111,4147.656499930317,4074.720273936448
1524,2018-12-03 02:13:07.699756,2018-12-03 02:13:53.074817,True,long,33599904,-4408053,0,349999,349999,8832924763,8799324859,349999,4,17,38007957,0.012604183611111111,3962.4361057177953,3977.5665248001274
1525,2018-12-03 02:13:53.074817,2018-12-03 02:52:38.914077,True,short,-79025945,17285429,0,1495238,1495238,38045116768,37966090823,700001,66,47,-96311374,0.6460664611111112,3930.1706158979505,3938.351217065991
1526,2018-12-03 02:52:38.914077,2018-12-03 03:47:25.134513,True,long,59527038,13176709,0,700604,700604,17793190684,17733663646,700604,18,19,46350329,0.91283901,3937.483796146789,3950.700847751942
1527,2018-12-03 03:47:25.134513,2018-12-03 15:48:49.768745,True,short,466360957,13338421,-6315064,3275558,3275558,84427108398,84893469355,705560,128,163,446707472,12.023509508888887,3879.7467568812235,3858.433428256491
1528,2018-12-03 15:48:49.768745,2018-12-03 18:00:22.360294,True,long,22772220,-9153489,0,699999,699999,18318536788,18295764568,361068,67,116,31925709,2.1923865413888888,3821.26044291131,3826.0166575619655
1529,2018-12-03 18:00:22.360294,2018-12-04 00:15:22.142608,True,short,126309263,4487911,-7423889,349999,349999,9120623941,9246933204,349999,22,5,114397463,6.249939531666667,3837.4457960781306,3785.027881985769
1530,2018-12-04 00:15:22.142608,2018-12-04 06:44:04.190645,True,long,265537329,7915973,26,967510,967510,25356929126,25091391797,352098,75,62,257621382,6.478346676944445,3815.564555125696,3855.943934188929
1531,2018-12-04 06:44:04.190645,2018-12-04 09:43:43.643704,True,short,-119013984,-1621017,0,1257561,1257561,31932641357,31813627373,1049999,71,180,-117392967,2.9942925163888887,3938.167801218637,3952.9003884268886
1532,2018-12-04 09:43:43.643704,2018-12-04 10:05:13.119493,True,long,225,-12,0,1,1,25256,25031,1,1,1,237,0.3581877191666667,3959.455178967374,3995.046142782949
1533,2018-12-04 10:05:13.119493,2018-12-04 16:38:46.774854,True,short,240232328,-9428130,-9184924,957054,957054,24090895304,24331127632,699999,62,74,240475534,6.559348711388889,3972.6792546439438,3933.4551792054813
1534,2018-12-04 16:38:46.774854,2018-12-05 05:30:36.659251,True,long,64846877,-267713,6428107,2100001,2100001,54521670062,54456823185,1050001,127,116,71542697,12.863856776944445,3851.6813546099334,3856.2679149789997
1535,2018-12-05 05:30:36.659251,2018-12-06 00:04:29.853223,True,short,-66242207,6406376,-5,350001,350001,9478600303,9412358096,350001,30,5,-72648588,18.564776103333333,3692.538864511713,3718.526180476931
1536,2018-12-06 00:04:29.853223,2018-12-06 00:10:39.594685,True,long,27265640,5830981,0,305719,305719,8224648798,8197383158,305719,1,39,21434659,0.10270596166666666,3717.1070462527487,3729.4706628619933
1537,2018-12-06 00:10:39.594685,2018-12-06 05:06:21.999266,True,short,303973201,13058461,-53861,1520685,1520685,40861566184,41165539385,1052986,185,158,290860879,4.928445716944444,3721.5533862611674,3694.0728160460126
1538,2018-12-06 05:06:21.999266,2018-12-06 05:07:21.360492,True,long,131466150,5095729,0,349999,349999,9387240895,9255774745,349999,4,22,126370421,0.016489229444444444,3728.4544406058944,3781.4122495696065
