time,orderid,side,quantity,fill_count,gross_sat,fee_sat,net_sat,position_before,position_after,held_cost_sat,case_date,price_min_usd,price_max_usd
2020-03-10 12:56:51.491406,19da920e-591f-327e-b75d-baeacc5b792d,Sell,3793,1,0,-11655,11655,-874,-4667,57593166,2020-03-13,8135.5,8135.5
2020-03-10 12:56:52.117537,19da920e-591f-327e-b75d-baeacc5b792d,Sell,5000,1,0,-15365,15365,-4667,-9667,119053166,2020-03-13,8135.5,8135.5
2020-03-10 12:56:52.205295,19da920e-591f-327e-b75d-baeacc5b792d,Sell,18000,1,0,-55314,55314,-9667,-27667,340309166,2020-03-13,8135.5,8135.5
2020-03-10 12:56:52.887852,19da920e-591f-327e-b75d-baeacc5b792d,Sell,500,1,0,-1536,1536,-27667,-28167,346455166,2020-03-13,8135.5,8135.5
2020-03-10 12:56:54.825522,19da920e-591f-327e-b75d-baeacc5b792d,Sell,100,1,0,-307,307,-28167,-28267,347684366,2020-03-13,8135.5,8135.5
2020-03-10 12:56:55.671484,19da920e-591f-327e-b75d-baeacc5b792d,Sell,50,1,0,-153,153,-28267,-28317,348298966,2020-03-13,8135.5,8135.5
2020-03-10 12:56:55.747656,19da920e-591f-327e-b75d-baeacc5b792d,Sell,20000,1,0,-61460,61460,-28317,-48317,594138966,2020-03-13,8135.5,8135.5
2020-03-10 12:56:55.795779,19da920e-591f-327e-b75d-baeacc5b792d,Sell,3000,1,0,-9219,9219,-48317,-51317,631014966,2020-03-13,8135.5,8135.5
2020-03-10 12:56:57.265852,19da920e-591f-327e-b75d-baeacc5b792d,Sell,2500,1,0,-7682,7682,-51317,-53817,661744966,2020-03-13,8135.5,8135.5
2020-03-10 12:56:57.932740,19da920e-591f-327e-b75d-baeacc5b792d,Sell,100,1,0,-307,307,-53817,-53917,662974166,2020-03-13,8135.5,8135.5
2020-03-10 12:56:58.153068,19da920e-591f-327e-b75d-baeacc5b792d,Sell,1800,1,0,-5531,5531,-53917,-55717,685099766,2020-03-13,8135.5,8135.5
2020-03-10 12:56:58.598237,19da920e-591f-327e-b75d-baeacc5b792d,Sell,31,1,0,-95,95,-55717,-55748,685480818,2020-03-13,8135.5,8135.5
2020-03-10 12:56:58.632628,19da920e-591f-327e-b75d-baeacc5b792d,Sell,31,1,0,-95,95,-55748,-55779,685861870,2020-03-13,8135.5,8135.5
2020-03-10 12:56:59.593002,19da920e-591f-327e-b75d-baeacc5b792d,Sell,31,1,0,-95,95,-55779,-55810,686242922,2020-03-13,8135.5,8135.5
2020-03-10 12:56:59.600337,19da920e-591f-327e-b75d-baeacc5b792d,Sell,31,1,0,-95,95,-55810,-55841,686623974,2020-03-13,8135.5,8135.5
2020-03-10 12:56:59.947959,19da920e-591f-327e-b75d-baeacc5b792d,Sell,10000,1,0,-30730,30730,-55841,-65841,809543974,2020-03-13,8135.5,8135.5
2020-03-10 12:57:00.723623,19da920e-591f-327e-b75d-baeacc5b792d,Sell,500,1,0,-1536,1536,-65841,-66341,815689974,2020-03-13,8135.5,8135.5
2020-03-10 12:57:01.002501,19da920e-591f-327e-b75d-baeacc5b792d,Sell,1000,1,0,-3073,3073,-66341,-67341,827981974,2020-03-13,8135.5,8135.5
2020-03-10 12:57:02.662960,19da920e-591f-327e-b75d-baeacc5b792d,Sell,1000,1,0,-3073,3073,-67341,-68341,840273974,2020-03-13,8135.5,8135.5
2020-03-10 12:57:03.124451,19da920e-591f-327e-b75d-baeacc5b792d,Sell,10000,1,0,-30730,30730,-68341,-78341,963193974,2020-03-13,8135.5,8135.5
2020-03-10 12:57:03.589825,19da920e-591f-327e-b75d-baeacc5b792d,Sell,76,1,0,-233,233,-78341,-78417,964128166,2020-03-13,8135.5,8135.5
2020-03-10 12:57:04.277066,19da920e-591f-327e-b75d-baeacc5b792d,Sell,2400,1,0,-7375,7375,-78417,-80817,993628966,2020-03-13,8135.5,8135.5
2020-03-10 12:57:04.753645,19da920e-591f-327e-b75d-baeacc5b792d,Sell,200,1,0,-614,614,-80817,-81017,996087366,2020-03-13,8135.5,8135.5
2020-03-10 12:57:05.198230,19da920e-591f-327e-b75d-baeacc5b792d,Sell,1000,1,0,-3073,3073,-81017,-82017,1008379366,2020-03-13,8135.5,8135.5
2020-03-10 12:57:05.247624,19da920e-591f-327e-b75d-baeacc5b792d,Sell,30,1,0,-92,92,-82017,-82047,1008748126,2020-03-13,8135.5,8135.5
2020-03-10 12:57:06.090281,19da920e-591f-327e-b75d-baeacc5b792d,Sell,2400,1,0,-7375,7375,-82047,-84447,1038248926,2020-03-13,8135.5,8135.5
2020-03-10 12:57:06.564136,19da920e-591f-327e-b75d-baeacc5b792d,Sell,10000,1,0,-30730,30730,-84447,-94447,1161168926,2020-03-13,8135.5,8135.5
2020-03-10 12:57:06.799589,19da920e-591f-327e-b75d-baeacc5b792d,Sell,100,1,0,-307,307,-94447,-94547,1162398126,2020-03-13,8135.5,8135.5
2020-03-10 12:57:07.730811,19da920e-591f-327e-b75d-baeacc5b792d,Sell,500,1,0,-1536,1536,-94547,-95047,1168544126,2020-03-13,8135.5,8135.5
2020-03-10 12:57:07.779317,19da920e-591f-327e-b75d-baeacc5b792d,Sell,11,1,0,-33,33,-95047,-95058,1168679338,2020-03-13,8135.5,8135.5
2020-03-10 12:57:10.717029,19da920e-591f-327e-b75d-baeacc5b792d,Sell,1000,1,0,-3073,3073,-95058,-96058,1180971338,2020-03-13,8135.5,8135.5
2020-03-10 12:57:10.722999,19da920e-591f-327e-b75d-baeacc5b792d,Sell,50000,1,0,-153650,153650,-96058,-146058,1795571338,2020-03-13,8135.5,8135.5
2020-03-10 12:57:12.964196,19da920e-591f-327e-b75d-baeacc5b792d,Sell,100,1,0,-307,307,-146058,-146158,1796800538,2020-03-13,8135.5,8135.5
2020-03-10 12:57:13.391136,19da920e-591f-327e-b75d-baeacc5b792d,Sell,2400,1,0,-7375,7375,-146158,-148558,1826301338,2020-03-13,8135.5,8135.5
2020-03-10 12:57:15.155679,19da920e-591f-327e-b75d-baeacc5b792d,Sell,100,1,0,-307,307,-148558,-148658,1827530538,2020-03-13,8135.5,8135.5
2020-03-10 12:57:15.732610,19da920e-591f-327e-b75d-baeacc5b792d,Sell,1,1,0,-3,3,-148658,-148659,1827542830,2020-03-13,8135.5,8135.5
2020-03-10 12:57:17.470015,19da920e-591f-327e-b75d-baeacc5b792d,Sell,5000,1,0,-15365,15365,-148659,-153659,1889002830,2020-03-13,8135.5,8135.5
2020-03-10 12:57:17.698738,19da920e-591f-327e-b75d-baeacc5b792d,Sell,1,1,0,-3,3,-153659,-153660,1889015122,2020-03-13,8135.5,8135.5
2020-03-10 12:57:17.875707,19da920e-591f-327e-b75d-baeacc5b792d,Sell,1400,1,0,-4302,4302,-153660,-155060,1906223922,2020-03-13,8135.5,8135.5
2020-03-10 12:57:18.143145,19da920e-591f-327e-b75d-baeacc5b792d,Sell,5000,1,0,-15365,15365,-155060,-160060,1967683922,2020-03-13,8135.5,8135.5
2020-03-10 12:57:20.890443,19da920e-591f-327e-b75d-baeacc5b792d,Sell,5000,1,0,-15365,15365,-160060,-165060,2029143922,2020-03-13,8135.5,8135.5
2020-03-10 12:57:22.167297,19da920e-591f-327e-b75d-baeacc5b792d,Sell,850,1,0,-2612,2612,-165060,-165910,2039592122,2020-03-13,8135.5,8135.5
2020-03-10 12:57:26.387461,19da920e-591f-327e-b75d-baeacc5b792d,Sell,3000,1,0,-9219,9219,-165910,-168910,2076468122,2020-03-13,8135.5,8135.5
2020-03-10 12:57:27.893367,19da920e-591f-327e-b75d-baeacc5b792d,Sell,1,1,0,-3,3,-168910,-168911,2076480414,2020-03-13,8135.5,8135.5
2020-03-10 12:57:28.312525,19da920e-591f-327e-b75d-baeacc5b792d,Sell,1000,1,0,-3073,3073,-168911,-169911,2088772414,2020-03-13,8135.5,8135.5
2020-03-10 12:57:28.838345,19da920e-591f-327e-b75d-baeacc5b792d,Sell,1000,1,0,-3073,3073,-169911,-170911,2101064414,2020-03-13,8135.5,8135.5
2020-03-10 12:57:29.666061,19da920e-591f-327e-b75d-baeacc5b792d,Sell,1000,1,0,-3073,3073,-170911,-171911,2113356414,2020-03-13,8135.5,8135.5
2020-03-10 12:57:30.308172,19da920e-591f-327e-b75d-baeacc5b792d,Sell,1000,1,0,-3073,3073,-171911,-172911,2125648414,2020-03-13,8135.5,8135.5
2020-03-10 12:57:34.314083,19da920e-591f-327e-b75d-baeacc5b792d,Sell,100,1,0,-307,307,-172911,-173011,2126877614,2020-03-13,8135.5,8135.5
2020-03-10 12:57:35.938583,19da920e-591f-327e-b75d-baeacc5b792d,Sell,100,1,0,-307,307,-173011,-173111,2128106814,2020-03-13,8135.5,8135.5
2020-03-10 12:57:35.952211,19da920e-591f-327e-b75d-baeacc5b792d,Sell,2500,1,0,-7682,7682,-173111,-175611,2158836814,2020-03-13,8135.5,8135.5
2020-03-10 12:57:37.138043,19da920e-591f-327e-b75d-baeacc5b792d,Sell,300,1,0,-921,921,-175611,-175911,2162524414,2020-03-13,8135.5,8135.5
2020-03-10 12:57:37.357804,19da920e-591f-327e-b75d-baeacc5b792d,Sell,50,1,0,-153,153,-175911,-175961,2163139014,2020-03-13,8135.5,8135.5
2020-03-10 12:57:45.066328,19da920e-591f-327e-b75d-baeacc5b792d,Sell,130,1,0,-399,399,-175961,-176091,2164736974,2020-03-13,8135.5,8135.5
2020-03-10 12:57:46.053312,19da920e-591f-327e-b75d-baeacc5b792d,Sell,35,1,0,-107,107,-176091,-176126,2165167194,2020-03-13,8135.5,8135.5
2020-03-10 12:57:46.968409,19da920e-591f-327e-b75d-baeacc5b792d,Sell,1,1,0,-3,3,-176126,-176127,2165179486,2020-03-13,8135.5,8135.5
2020-03-10 12:57:49.725899,19da920e-591f-327e-b75d-baeacc5b792d,Sell,2,1,0,-6,6,-176127,-176129,2165204070,2020-03-13,8135.5,8135.5
2020-03-10 12:57:50.093122,19da920e-591f-327e-b75d-baeacc5b792d,Sell,700,1,0,-2151,2151,-176129,-176829,2173808470,2020-03-13,8135.5,8135.5
2020-03-10 12:57:50.928429,19da920e-591f-327e-b75d-baeacc5b792d,Sell,500,1,0,-1536,1536,-176829,-177329,2179954470,2020-03-13,8135.5,8135.5
2020-03-10 12:57:51.627823,19da920e-591f-327e-b75d-baeacc5b792d,Sell,1000,1,0,-3073,3073,-177329,-178329,2192246470,2020-03-13,8135.5,8135.5
2020-03-10 12:57:55.761604,19da920e-591f-327e-b75d-baeacc5b792d,Sell,600,1,0,-1843,1843,-178329,-178929,2199621670,2020-03-13,8135.5,8135.5
2020-03-10 12:58:03.568534,19da920e-591f-327e-b75d-baeacc5b792d,Sell,4000,1,0,-12292,12292,-178929,-182929,2248789670,2020-03-13,8135.5,8135.5
2020-03-10 12:58:09.025089,19da920e-591f-327e-b75d-baeacc5b792d,Sell,80,1,0,-245,245,-182929,-183009,2249773030,2020-03-13,8135.5,8135.5
2020-03-10 12:58:13.108347,19da920e-591f-327e-b75d-baeacc5b792d,Sell,3456,1,0,-10620,10620,-183009,-186465,2292254182,2020-03-13,8135.5,8135.5
2020-03-10 12:58:14.141320,19da920e-591f-327e-b75d-baeacc5b792d,Sell,98,1,0,-301,301,-186465,-186563,2293458798,2020-03-13,8135.5,8135.5
2020-03-10 12:58:15.087261,19da920e-591f-327e-b75d-baeacc5b792d,Sell,100,1,0,-307,307,-186563,-186663,2294687998,2020-03-13,8135.5,8135.5
2020-03-10 12:58:15.989931,19da920e-591f-327e-b75d-baeacc5b792d,Sell,100,1,0,-307,307,-186663,-186763,2295917198,2020-03-13,8135.5,8135.5
2020-03-10 12:58:17.398286,19da920e-591f-327e-b75d-baeacc5b792d,Sell,5000,1,0,-15365,15365,-186763,-191763,2357377198,2020-03-13,8135.5,8135.5
2020-03-10 12:58:20.815803,19da920e-591f-327e-b75d-baeacc5b792d,Sell,1,1,0,-3,3,-191763,-191764,2357389490,2020-03-13,8135.5,8135.5
2020-03-10 12:58:21.320615,19da920e-591f-327e-b75d-baeacc5b792d,Sell,1,1,0,-3,3,-191764,-191765,2357401782,2020-03-13,8135.5,8135.5
2020-03-10 12:58:21.961664,19da920e-591f-327e-b75d-baeacc5b792d,Sell,1,1,0,-3,3,-191765,-191766,2357414074,2020-03-13,8135.5,8135.5
2020-03-10 12:58:22.166211,19da920e-591f-327e-b75d-baeacc5b792d,Sell,1000,1,0,-3073,3073,-191766,-192766,2369706074,2020-03-13,8135.5,8135.5
2020-03-10 12:58:22.286437,19da920e-591f-327e-b75d-baeacc5b792d,Sell,1,1,0,-3,3,-192766,-192767,2369718366,2020-03-13,8135.5,8135.5
2020-03-10 12:58:22.887800,19da920e-591f-327e-b75d-baeacc5b792d,Sell,1,1,0,-3,3,-192767,-192768,2369730658,2020-03-13,8135.5,8135.5
2020-03-10 12:58:23.315578,19da920e-591f-327e-b75d-baeacc5b792d,Sell,1,1,0,-3,3,-192768,-192769,2369742950,2020-03-13,8135.5,8135.5
2020-03-10 12:58:23.721984,19da920e-591f-327e-b75d-baeacc5b792d,Sell,1,1,0,-3,3,-192769,-192770,2369755242,2020-03-13,8135.5,8135.5
2020-03-10 12:58:24.153432,19da920e-591f-327e-b75d-baeacc5b792d,Sell,1,1,0,-3,3,-192770,-192771,2369767534,2020-03-13,8135.5,8135.5
2020-03-10 12:58:24.571938,19da920e-591f-327e-b75d-baeacc5b792d,Sell,1,1,0,-3,3,-192771,-192772,2369779826,2020-03-13,8135.5,8135.5
2020-03-10 12:58:24.997405,19da920e-591f-327e-b75d-baeacc5b792d,Sell,1,1,0,-3,3,-192772,-192773,2369792118,2020-03-13,8135.5,8135.5
2020-03-10 12:58:25.031966,19da920e-591f-327e-b75d-baeacc5b792d,Sell,300,1,0,-921,921,-192773,-193073,2373479718,2020-03-13,8135.5,8135.5
2020-03-10 12:58:25.552029,19da920e-591f-327e-b75d-baeacc5b792d,Sell,800,1,0,-2458,2458,-193073,-193873,2383313318,2020-03-13,8135.5,8135.5
2020-03-10 12:58:25.810956,19da920e-591f-327e-b75d-baeacc5b792d,Sell,1,1,0,-3,3,-193873,-193874,2383325610,2020-03-13,8135.5,8135.5
2020-03-10 12:58:26.254168,19da920e-591f-327e-b75d-baeacc5b792d,Sell,1,1,0,-3,3,-193874,-193875,2383337902,2020-03-13,8135.5,8135.5
2020-03-10 12:58:26.648675,19da920e-591f-327e-b75d-baeacc5b792d,Sell,1,1,0,-3,3,-193875,-193876,2383350194,2020-03-13,8135.5,8135.5
2020-03-10 12:58:26.738088,19da920e-591f-327e-b75d-baeacc5b792d,Sell,10000,1,0,-30730,30730,-193876,-203876,2506270194,2020-03-13,8135.5,8135.5
2020-03-10 12:58:26.762832,19da920e-591f-327e-b75d-baeacc5b792d,Sell,31,1,0,-95,95,-203876,-203907,2506651246,2020-03-13,8135.5,8135.5
2020-03-10 12:58:26.832167,19da920e-591f-327e-b75d-baeacc5b792d,Sell,10000,1,0,-30730,30730,-203907,-213907,2629571246,2020-03-13,8135.5,8135.5
2020-03-10 12:58:27.130310,19da920e-591f-327e-b75d-baeacc5b792d,Sell,1920,1,0,-5900,5900,-213907,-215827,2653171886,2020-03-13,8135.5,8135.5
2020-03-10 12:58:27.177888,19da920e-591f-327e-b75d-baeacc5b792d,Sell,960,1,0,-2950,2950,-215827,-216787,2664972206,2020-03-13,8135.5,8135.5
2020-03-10 12:58:27.185627,19da920e-591f-327e-b75d-baeacc5b792d,Sell,960,1,0,-2950,2950,-216787,-217747,2676772526,2020-03-13,8135.5,8135.5
2020-03-10 12:58:27.199946,19da920e-591f-327e-b75d-baeacc5b792d,Sell,960,1,0,-2950,2950,-217747,-218707,2688572846,2020-03-13,8135.5,8135.5
2020-03-10 12:58:27.225419,19da920e-591f-327e-b75d-baeacc5b792d,Sell,960,1,0,-2950,2950,-218707,-219667,2700373166,2020-03-13,8135.5,8135.5
2020-03-10 12:58:27.234570,19da920e-591f-327e-b75d-baeacc5b792d,Sell,960,1,0,-2950,2950,-219667,-220627,2712173486,2020-03-13,8135.5,8135.5
2020-03-10 12:58:27.249282,19da920e-591f-327e-b75d-baeacc5b792d,Sell,2880,1,0,-8850,8850,-220627,-223507,2747574446,2020-03-13,8135.5,8135.5
2020-03-10 12:58:27.268236,19da920e-591f-327e-b75d-baeacc5b792d,Sell,200000,1,0,-614600,614600,-223507,-423507,5205974446,2020-03-13,8135.5,8135.5
2020-03-10 12:58:27.297974,19da920e-591f-327e-b75d-baeacc5b792d,Sell,2880,1,0,-8850,8850,-423507,-426387,5241375406,2020-03-13,8135.5,8135.5
2020-03-10 12:58:27.312908,19da920e-591f-327e-b75d-baeacc5b792d,Sell,960,1,0,-2950,2950,-426387,-427347,5253175726,2020-03-13,8135.5,8135.5
2020-03-10 12:58:27.342199,19da920e-591f-327e-b75d-baeacc5b792d,Sell,960,1,0,-2950,2950,-427347,-428307,5264976046,2020-03-13,8135.5,8135.5
2020-03-10 12:58:27.390953,19da920e-591f-327e-b75d-baeacc5b792d,Sell,3840,1,0,-11800,11800,-428307,-432147,5312177326,2020-03-13,8135.5,8135.5
2020-03-10 12:58:27.407866,19da920e-591f-327e-b75d-baeacc5b792d,Sell,2880,1,0,-8850,8850,-432147,-435027,5347578286,2020-03-13,8135.5,8135.5
2020-03-10 12:58:27.426011,19da920e-591f-327e-b75d-baeacc5b792d,Sell,4627,1,0,-14218,14218,-435027,-439654,5404453370,2020-03-13,8135.5,8135.5
2020-03-10 12:58:27.445342,19da920e-591f-327e-b75d-baeacc5b792d,Sell,223684,1,0,-687380,687380,-439654,-663338,8153977098,2020-03-13,8135.5,8135.5
2020-03-10 12:58:27.452412,19da920e-591f-327e-b75d-baeacc5b792d,Sell,960,1,0,-2950,2950,-663338,-664298,8165777418,2020-03-13,8135.5,8135.5
2020-03-10 12:58:27.533682,19da920e-591f-327e-b75d-baeacc5b792d,Sell,150000,1,0,-460950,460950,-664298,-814298,10009577418,2020-03-13,8135.5,8135.5
2020-03-10 12:58:27.588124,19da920e-591f-327e-b75d-baeacc5b792d,Sell,16350,1,0,-50243,50243,-814298,-830648,10210551618,2020-03-13,8135.5,8135.5
2020-03-10 12:58:27.626853,19da920e-591f-327e-b75d-baeacc5b792d,Sell,1,1,0,-3,3,-830648,-830649,10210563910,2020-03-13,8135.5,8135.5
2020-03-10 12:58:27.662920,19da920e-591f-327e-b75d-baeacc5b792d,Sell,371689,1,0,-1142200,1142200,-830649,-1202338,14779365098,2020-03-13,8135.5,8135.5
2020-03-10 12:58:27.699958,19da920e-591f-327e-b75d-baeacc5b792d,Sell,31,1,0,-95,95,-1202338,-1202369,14779746150,2020-03-13,8135.5,8135.5
2020-03-10 12:58:27.809023,19da920e-591f-327e-b75d-baeacc5b792d,Sell,12080,1,0,-37121,37121,-1202369,-1214449,14928233510,2020-03-13,8135.5,8135.5
2020-03-10 12:58:27.843534,19da920e-591f-327e-b75d-baeacc5b792d,Sell,2917,1,0,-8963,8963,-1214449,-1217366,14964089274,2020-03-13,8135.5,8135.5
2020-03-10 12:58:27.922776,19da920e-591f-327e-b75d-baeacc5b792d,Sell,283508,1,0,-871220,871220,-1217366,-1500874,18448969610,2020-03-13,8135.5,8135.5
2020-03-10 12:58:41.114536,4d2b70a6-42ae-7854-848c-1b831c31b925,Sell,17021,1,0,-52250,52250,-1500874,-1517895,18657970469,2020-03-13,8144.0,8144.0
2020-03-10 12:58:41.736658,4d2b70a6-42ae-7854-848c-1b831c31b925,Sell,1000,1,0,-3069,3069,-1517895,-1518895,18670249469,2020-03-13,8144.0,8144.0
2020-03-10 12:58:41.748756,4d2b70a6-42ae-7854-848c-1b831c31b925,Sell,2000,1,0,-6139,6139,-1518895,-1520895,18694807469,2020-03-13,8144.0,8144.0
2020-03-10 12:58:42.757839,4d2b70a6-42ae-7854-848c-1b831c31b925,Sell,200000,1,0,-613950,613950,-1520895,-1720895,21150607469,2020-03-13,8144.0,8144.0
2020-03-10 12:58:44.407214,4d2b70a6-42ae-7854-848c-1b831c31b925,Sell,10000,1,0,-30697,30697,-1720895,-1730895,21273397469,2020-03-13,8144.0,8144.0
2020-03-10 12:58:46.132578,4d2b70a6-42ae-7854-848c-1b831c31b925,Sell,5250,1,0,-16116,16116,-1730895,-1736145,21337862219,2020-03-13,8144.0,8144.0
2020-03-10 12:58:49.165665,4d2b70a6-42ae-7854-848c-1b831c31b925,Sell,100,1,0,-306,306,-1736145,-1736245,21339090119,2020-03-13,8144.0,8144.0
2020-03-10 12:58:50.973134,4d2b70a6-42ae-7854-848c-1b831c31b925,Sell,8000,1,0,-24558,24558,-1736245,-1744245,21437322119,2020-03-13,8144.0,8144.0
2020-03-10 12:58:51.314977,4d2b70a6-42ae-7854-848c-1b831c31b925,Sell,500,1,0,-1534,1534,-1744245,-1744745,21443461619,2020-03-13,8144.0,8144.0
2020-03-10 12:58:51.573376,4d2b70a6-42ae-7854-848c-1b831c31b925,Sell,20000,1,0,-61395,61395,-1744745,-1764745,21689041619,2020-03-13,8144.0,8144.0
2020-03-10 12:58:52.179503,4d2b70a6-42ae-7854-848c-1b831c31b925,Sell,2800,1,0,-8595,8595,-1764745,-1767545,21723422819,2020-03-13,8144.0,8144.0
2020-03-10 12:59:31.112440,9687c8e5-4d6f-70e0-4dfb-8e8fa1b4d93f,Sell,95903,1,0,-294494,294494,-1767545,-1863448,22901399368,2020-03-13,8141.5,8141.5
2020-03-10 12:59:32.829952,9687c8e5-4d6f-70e0-4dfb-8e8fa1b4d93f,Sell,300,1,0,-921,921,-1863448,-1863748,22905084268,2020-03-13,8141.5,8141.5
2020-03-10 12:59:33.227273,9687c8e5-4d6f-70e0-4dfb-8e8fa1b4d93f,Sell,1150,1,0,-3531,3531,-1863748,-1864898,22919209718,2020-03-13,8141.5,8141.5
2020-03-10 12:59:33.397606,9687c8e5-4d6f-70e0-4dfb-8e8fa1b4d93f,Sell,436,1,0,-1338,1338,-1864898,-1865334,22924565106,2020-03-13,8141.5,8141.5
2020-03-10 12:59:34.349318,9687c8e5-4d6f-70e0-4dfb-8e8fa1b4d93f,Sell,40,1,0,-122,122,-1865334,-1865374,22925056426,2020-03-13,8141.5,8141.5
2020-03-10 12:59:35.139985,9687c8e5-4d6f-70e0-4dfb-8e8fa1b4d93f,Sell,10000,1,0,-30707,30707,-1865374,-1875374,23047886426,2020-03-13,8141.5,8141.5
2020-03-10 12:59:36.482361,9687c8e5-4d6f-70e0-4dfb-8e8fa1b4d93f,Sell,5000,1,0,-15353,15353,-1875374,-1880374,23109301426,2020-03-13,8141.5,8141.5
2020-03-10 12:59:37.465173,9687c8e5-4d6f-70e0-4dfb-8e8fa1b4d93f,Sell,50,1,0,-153,153,-1880374,-1880424,23109915576,2020-03-13,8141.5,8141.5
2020-03-10 12:59:37.808674,9687c8e5-4d6f-70e0-4dfb-8e8fa1b4d93f,Sell,15,1,0,-46,46,-1880424,-1880439,23110099821,2020-03-13,8141.5,8141.5
2020-03-10 12:59:39.802876,9687c8e5-4d6f-70e0-4dfb-8e8fa1b4d93f,Sell,1000,1,0,-3070,3070,-1880439,-1881439,23122382821,2020-03-13,8141.5,8141.5
2020-03-10 12:59:40.674042,9687c8e5-4d6f-70e0-4dfb-8e8fa1b4d93f,Sell,50,1,0,-153,153,-1881439,-1881489,23122996971,2020-03-13,8141.5,8141.5
2020-03-10 12:59:41.501068,9687c8e5-4d6f-70e0-4dfb-8e8fa1b4d93f,Sell,20,1,0,-61,61,-1881489,-1881509,23123242631,2020-03-13,8141.5,8141.5
2020-03-10 12:59:41.790658,9687c8e5-4d6f-70e0-4dfb-8e8fa1b4d93f,Sell,10,1,0,-30,30,-1881509,-1881519,23123365461,2020-03-13,8141.5,8141.5
2020-03-10 12:59:42.927185,9687c8e5-4d6f-70e0-4dfb-8e8fa1b4d93f,Sell,4444,1,0,-13646,13646,-1881519,-1885963,23177951113,2020-03-13,8141.5,8141.5
2020-03-10 12:59:46.711724,9687c8e5-4d6f-70e0-4dfb-8e8fa1b4d93f,Sell,900,1,0,-2763,2763,-1885963,-1886863,23189005813,2020-03-13,8141.5,8141.5
2020-03-10 12:59:48.571643,9687c8e5-4d6f-70e0-4dfb-8e8fa1b4d93f,Sell,100,1,0,-307,307,-1886863,-1886963,23190234113,2020-03-13,8141.5,8141.5
2020-03-10 12:59:49.932162,9687c8e5-4d6f-70e0-4dfb-8e8fa1b4d93f,Sell,1500,1,0,-4606,4606,-1886963,-1888463,23208658613,2020-03-13,8141.5,8141.5
2020-03-10 12:59:49.953688,9687c8e5-4d6f-70e0-4dfb-8e8fa1b4d93f,Sell,1000,1,0,-3070,3070,-1888463,-1889463,23220941613,2020-03-13,8141.5,8141.5
2020-03-10 12:59:50.156372,9687c8e5-4d6f-70e0-4dfb-8e8fa1b4d93f,Sell,300,1,0,-921,921,-1889463,-1889763,23224626513,2020-03-13,8141.5,8141.5
2020-03-10 12:59:52.047379,9687c8e5-4d6f-70e0-4dfb-8e8fa1b4d93f,Sell,1700,1,0,-5220,5220,-1889763,-1891463,23245507613,2020-03-13,8141.5,8141.5
2020-03-10 12:59:54.117629,9687c8e5-4d6f-70e0-4dfb-8e8fa1b4d93f,Sell,76,1,0,-233,233,-1891463,-1891539,23246441121,2020-03-13,8141.5,8141.5
2020-03-10 12:59:58.318477,9687c8e5-4d6f-70e0-4dfb-8e8fa1b4d93f,Sell,66,1,0,-202,202,-1891539,-1891605,23247251799,2020-03-13,8141.5,8141.5
2020-03-10 12:59:58.920451,9687c8e5-4d6f-70e0-4dfb-8e8fa1b4d93f,Sell,70,1,0,-214,214,-1891605,-1891675,23248111609,2020-03-13,8141.5,8141.5
2020-03-10 13:00:03.514152,9687c8e5-4d6f-70e0-4dfb-8e8fa1b4d93f,Sell,132,1,0,-405,405,-1891675,-1891807,23249732965,2020-03-13,8141.5,8141.5
2020-03-10 13:00:03.536000,9687c8e5-4d6f-70e0-4dfb-8e8fa1b4d93f,Sell,375,1,0,-1151,1151,-1891807,-1892182,23254339090,2020-03-13,8141.5,8141.5
2020-03-10 13:00:03.549206,9687c8e5-4d6f-70e0-4dfb-8e8fa1b4d93f,Sell,16,1,0,-49,49,-1892182,-1892198,23254535618,2020-03-13,8141.5,8141.5
2020-03-10 13:00:03.735309,9687c8e5-4d6f-70e0-4dfb-8e8fa1b4d93f,Sell,58,1,0,-178,178,-1892198,-1892256,23255248032,2020-03-13,8141.5,8141.5
2020-03-10 13:00:04.087332,9687c8e5-4d6f-70e0-4dfb-8e8fa1b4d93f,Sell,10000,1,0,-30707,30707,-1892256,-1902256,23378078032,2020-03-13,8141.5,8141.5
2020-03-10 13:00:08.372676,9687c8e5-4d6f-70e0-4dfb-8e8fa1b4d93f,Sell,51,1,0,-156,156,-1902256,-1902307,23378704465,2020-03-13,8141.5,8141.5
2020-03-10 13:00:08.478170,9687c8e5-4d6f-70e0-4dfb-8e8fa1b4d93f,Sell,882,1,0,-2708,2708,-1902307,-1903189,23389538071,2020-03-13,8141.5,8141.5
2020-03-10 13:00:08.628401,9687c8e5-4d6f-70e0-4dfb-8e8fa1b4d93f,Sell,1,1,0,-3,3,-1903189,-1903190,23389550354,2020-03-13,8141.5,8141.5
2020-03-10 13:00:09.659618,9687c8e5-4d6f-70e0-4dfb-8e8fa1b4d93f,Sell,10000,1,0,-30707,30707,-1903190,-1913190,23512380354,2020-03-13,8141.5,8141.5
2020-03-10 13:00:10.052758,9687c8e5-4d6f-70e0-4dfb-8e8fa1b4d93f,Sell,4441,1,0,-13637,13637,-1913190,-1917631,23566929157,2020-03-13,8141.5,8141.5
2020-03-10 13:00:10.319985,9687c8e5-4d6f-70e0-4dfb-8e8fa1b4d93f,Sell,6269,1,0,-19250,19250,-1917631,-1923900,23643931284,2020-03-13,8141.5,8141.5
